,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
39,1.4342098,1.5476568,"('exploitative', 'cooperative')",0.0033119675,0.037364118,0.07893497,0.11594732,0.5054856,0.5669894,-0.0615038
31,-1.3882399,-1.0753756,"('evil', 'good')",-0.4424853,-0.23830722,-0.5202322,-0.29153082,-0.7836525,-0.5350712,-0.2485813
24,1.3723564,1.2261688,"('dishonest', 'honest')",-1.0037355,-1.1228373,0.7215402,0.6709206,0.363387,0.258084,0.105303
73,1.2537042,1.0890496,"('helpless', 'self-reliant')",-0.29698572,-0.23083828,-3.3422017,-3.25614,-0.7951611,-0.7993096,0.0041485
2,1.233561,1.578566,"('unlikable', 'likable')",0.3327507,0.52364373,0.3562583,0.5929586,0.6408567,0.8983894,-0.2575327
72,1.1732754,1.0378003,"('unambitious', 'ambitious')",-0.16274422,-0.22282483,-0.68170494,-0.95243627,0.1096087,-0.0458203,0.155429
9,1.1575983,1.1994277,"('unaffectionate', 'caring')",0.10310534,0.26119247,1.2463387,1.2593195,0.8356808,0.9066466,-0.0709658
16,-1.1021166,-0.94329035,"('unpopular', 'popular')",-0.07556955,0.16294068,0.4045269,0.5615734,-0.2577197,-0.0729254,-0.1847943
76,1.0769104,0.80403686,"('anxious', 'daring')",-1.050981,-1.1287878,-0.10765669,-0.12389649,-0.0272425,-0.1495491,0.1223066
25,1.0222492,1.0581466,"('egoistic', 'altruistic')",0.60996467,0.79263234,1.7823111,1.8571134,1.138175,1.2359641,-0.0977891
36,-0.9985783,-0.7112567,"('hostile', 'amicable')",-1.1780641,-0.80572015,0.40397352,0.6843159,-0.5908896,-0.2775536,-0.313336
4,-0.98029286,-0.80834794,"('disliked', 'liked')",-0.0557694,0.0153129995,-6.894077,-6.5456543,-2.6433797,-2.4462298,-0.1971499
18,0.96337765,1.0120616,"('disagreeable', 'welcoming')",0.21324219,0.38199693,-0.101581335,0.039299116,0.3583462,0.4777859,-0.1194397
5,-0.94692415,-0.68408114,"('distant', 'outgoing')",-0.21486738,-0.08058448,0.024310429,0.2061603,-0.3791604,-0.1861684,-0.192992
57,-0.9450156,-1.433704,"('unimaginative', 'imaginative')",-0.6326668,-0.78203684,-2.9348016,-2.8163695,-1.5041614,-1.6773701,0.1732087
6,-0.94308114,-0.6391747,"('distant', 'open')",-0.26981387,-0.09909037,0.77893895,1.0385711,-0.144652,0.100102,-0.244754
8,0.87389183,0.89945257,"('unaffectionate', 'affectionate')",-0.0632264,0.16668597,1.0632799,1.0434144,0.6246484,0.7031843,-0.0785359
62,0.8700734,0.6986848,"('incompetent', 'brilliant')",0.18882722,-0.047086917,-0.23904768,-0.37483856,0.2732843,0.0922531,0.1810312
28,0.8618295,0.87462884,"('disloyal', 'loyal')",-0.020074533,0.014445897,0.9379757,1.0072358,0.5932436,0.6321035,-0.0388599
33,0.8440506,0.90532714,"('wrong', 'right')",0.7933683,0.7921498,-0.28787562,-0.1411764,0.4498477,0.5187668,-0.0689191
47,-0.8015251,-0.59169114,"('stupid', 'smart')",0.17617299,0.24811278,5.5099106,5.3919005,1.6281862,1.6827741,-0.0545879
55,0.77339333,0.41476735,"('incompetent', 'clever')",0.25516,0.02987438,-0.03359366,-0.14293243,0.3316532,0.1005698,0.2310834
29,-0.76651764,-0.62808883,"('unfair', 'fair')",-0.39073732,-0.45529205,-0.10523586,-0.1770333,-0.4208302,-0.4201381,-0.0006921
69,-0.73012793,-0.23399225,"('lazy', 'industrious')",0.6844918,0.92036724,-0.385794,-0.11406097,-0.14381,0.1907713,-0.3345813
58,-0.7225715,-0.9497151,"('undiscriminating', 'discriminating')",-0.48142746,-0.45690125,0.04989803,0.03672075,-0.3847003,-0.4566319,0.0719316
15,-0.70913035,-0.47849688,"('boring', 'funny')",0.14200436,0.23348927,0.41437793,0.5566361,-0.050916,0.1038762,-0.1547922
45,-0.6981478,-0.7829437,"('incompetent', 'competent')",-0.27708936,-0.48961923,-0.37157863,-0.47363505,-0.4489386,-0.582066,0.1331274
12,0.67454934,0.47874618,"('unsupportive', 'supportive')",0.62961227,0.42959887,-1.7879039,-1.7944387,-0.1612475,-0.2953646,0.1341171
63,-0.6338931,-0.704375,"('unperceptive', 'insightful')",-0.12639861,-0.26928446,0.83674514,0.713883,0.0254845,-0.0865922,0.1120767
86,0.6169294,0.23420651,"('uninfluential', 'influential')",0.13443318,0.013284847,-0.22151765,-0.46356684,0.176615,-0.0720252,0.2486402
80,0.60830045,0.34864953,"('dominated', 'dominating')",-0.35237622,-0.68415886,-1.0094101,-1.2513543,-0.251162,-0.5289545,0.2777925
46,-0.57005477,-0.79866797,"('uncompetitive', 'competitive')",-0.21356729,-0.34402597,-0.89113426,-1.0230645,-0.5582521,-0.7219195,0.1636674
64,-0.565821,-0.47556517,"('shy', 'confident')",-0.33521774,-0.42754465,-7.0447197,-7.0176234,-2.6485861,-2.6402445,-0.0083416
19,0.52775353,0.5701267,"('inhospitable', 'hospitable')",-0.6299609,-0.51393825,0.30638337,0.4153913,0.0680587,0.1571933,-0.0891346
30,0.52018404,0.43421376,"('intolerant', 'tolerant')",0.1370637,0.15879399,0.6934092,0.72624445,0.450219,0.4397508,0.0104682
75,-0.5115094,-0.7505836,"('meek', 'impulsive')",-0.69565344,-0.78399,-0.3088789,-0.370113,-0.5053473,-0.6348955,0.1295482
17,-0.5052987,-0.3786037,"('nasty', 'nice')",-1.0115329,-0.93185455,-0.6122225,-0.6841496,-0.7096847,-0.6648693,-0.0448154
0,0.504891,0.3551009,"('unsociable', 'sociable')",0.0609206,-0.08735731,-0.563126,-0.71879077,0.0008952,-0.1503491,0.1512443
84,0.4944355,0.50171757,"('inferior', 'superior')",0.78517604,0.84040636,0.82752377,1.0371053,0.7023784,0.7930764,-0.090698
87,0.49324763,0.51158243,"('unsuccessful', 'successful')",0.05909416,0.06973121,0.70017356,0.7527917,0.4175051,0.4447018,-0.0271967
79,0.46983653,0.34195805,"('wavering', 'unwavering')",-0.9961518,-0.91920984,0.09775312,0.12593886,-0.1428541,-0.1504376,0.0075835
32,0.4646048,0.5662385,"('unkind', 'kind')",0.42718413,0.34091273,0.8575617,0.90602684,0.5831169,0.6043927,-0.0212758
13,-0.44245017,-0.37259904,"('impolite', 'polite')",-1.113193,-1.353422,-0.28780165,-0.32985157,-0.6144816,-0.6852909,0.0708093
74,0.44191167,0.3647111,"('undedicated', 'dedicated')",0.07564678,-0.013827924,-0.05915074,-0.043149307,0.1528026,0.102578,0.0502246
85,0.42640495,0.6665553,"('insignificant', 'prestigious')",0.6684061,1.1162057,0.7767804,1.213122,0.6238639,0.9986277,-0.3747638
48,0.42638278,0.32860038,"('unintelligent', 'intelligent')",0.98807406,0.91898596,0.21685024,0.19400445,0.543769,0.4805303,0.0632387
44,-0.42465106,-0.34572113,"('prejudiced', 'unprejudiced')",-1.2373565,-1.3136472,-1.6642972,-1.5630485,-1.1087683,-1.074139,-0.0346293
54,0.38523826,0.46139127,"('incapable', 'capable')",-0.33175275,-0.19000603,1.1898433,1.2548198,0.4144429,0.508735,-0.0942921
23,0.3771409,0.29762447,"('insincere', 'sincere')",-0.3680327,-0.52320826,5.8064723,5.647529,1.9385268,1.8073152,0.1312116
70,-0.37663752,-0.6644728,"('lethargic', 'energetic')",-0.87594736,-1.113101,0.53037536,0.43124232,-0.2407365,-0.4487772,0.2080407
61,-0.3568009,-0.31104165,"('illogical', 'logical')",-0.38903528,-0.45922074,0.26801965,0.21133116,-0.1592722,-0.1863104,0.0270382
68,-0.34031743,-0.37723318,"('dependent', 'independent')",-0.636665,-0.7901827,-0.44850117,-0.5880786,-0.4751612,-0.5851648,0.1100036
14,0.31685075,0.2516304,"('antisocial', 'social')",-0.30265394,-0.41278523,-0.4837969,-0.6347626,-0.1565334,-0.2653058,0.1087724
41,0.3061204,0.429424,"('unforgiving', 'forgiving')",0.6511418,0.58794385,0.16692509,0.20738935,0.3747291,0.4082524,-0.0335233
43,0.30107185,0.1537813,"('irresponsible', 'responsible')",-0.15418841,-0.32924247,0.29478323,0.19647822,0.1472222,0.0070057,0.1402165
51,0.29238492,0.16954263,"('uneducated', 'educated')",0.20931979,-0.010293901,0.35201374,0.21875948,0.2845728,0.1260027,0.1585701
56,0.28942347,0.23148647,"('impractical', 'practical')",0.36905694,0.24469233,-0.9632386,-0.9735511,-0.1015861,-0.1657908,0.0642047
20,-0.28882155,-0.38423452,"('rough', 'thoughtful')",0.35787532,0.2233734,1.0382354,1.13492,0.3690964,0.3246863,0.0444101
67,0.28553474,0.32082143,"('doubtful', 'determined')",-0.570207,-0.6609779,-0.86755764,-0.8311143,-0.3840766,-0.3904236,0.006347
53,-0.2822412,-0.35790884,"('uncreative', 'creative')",-0.9785214,-0.6529825,0.60183954,0.6934305,-0.219641,-0.1058203,-0.1138207
42,-0.24882166,-0.28618744,"('unreliable', 'reliable')",-0.4256338,-0.5342933,-3.1505861,-3.0840776,-1.2750138,-1.3015194,0.0265056
60,0.2224763,0.14648806,"('inefficient', 'efficient')",0.17349073,-0.1159626,-0.44215834,-0.62242687,-0.0153971,-0.1973005,0.1819034
77,-0.21998557,-0.3296183,"('unmotivated', 'motivated')",0.40104613,0.2917032,-1.3945745,-1.5013323,-0.4045047,-0.5130825,0.1085778
52,-0.2118946,-0.17514715,"('irrational', 'rational')",-0.22255632,-0.002190508,0.084800005,0.30524912,-0.1165503,0.0426372,-0.1591875
26,0.20859282,0.27065662,"('hardhearted', 'benevolent')",1.2507616,1.4096633,1.5742061,1.7913911,1.0111868,1.1572371,-0.1460503
7,-0.20249817,-0.3176572,"('insensitive', 'sensitive')",-1.0454128,-1.072741,0.8976869,0.85464483,-0.1167414,-0.1785845,0.0618431
21,-0.18470497,-0.1973823,"('immoral', 'moral')",-0.21050301,-0.42652223,-0.94524074,-1.1058999,-0.4468162,-0.5766015,0.1297853
66,-0.1830377,-0.29615697,"('inactive', 'active')",-1.3716352,-1.3198231,1.0683141,1.0432665,-0.1621196,-0.1909045,0.0287849
10,0.17772695,-0.12045537,"('unsympathetic', 'sympathetic')",-1.154973,-1.4102818,-0.45555368,-0.82944214,-0.4775999,-0.7867265,0.3091266
40,-0.17763893,-0.38965964,"('stingy', 'generous')",0.8004725,0.7262019,-1.3741564,-1.2622725,-0.2504409,-0.3085767,0.0581358
65,0.15609595,0.310155,"('insecure', 'secure')",-0.52264124,-0.51534736,-0.34693772,-0.46535182,-0.2378277,-0.2235147,-0.014313
71,0.15544553,0.52357614,"('diffident', 'self-confident')",1.221739,1.302184,0.58187,0.6810731,0.6530182,0.8356111,-0.1825929
34,0.14164564,0.24758103,"('mean', 'honorable')",-0.41244805,-0.32881162,6.1478376,6.1964827,1.9590117,2.0384173,-0.0794056
81,-0.123545386,-0.27159357,"('submissive', 'aggressive')",0.46945286,0.12452117,-1.0630316,-1.2698774,-0.2390414,-0.4723166,0.2332752
59,-0.116210975,0.112349905,"('foolish', 'wise')",0.15549305,0.45473662,0.25102115,0.4977892,0.0967677,0.3549586,-0.2581909
11,-0.108250864,-0.31048906,"('unhelpful', 'helpful')",-0.16946214,-0.3621596,1.5192069,1.5157781,0.4138313,0.2810431,0.1327882
38,0.09522338,0.016084582,"('untruthful', 'truthful')",-0.3444407,-0.49681634,-0.24044125,-0.09620674,-0.1632195,-0.1923128,0.0290933
88,0.087808296,0.073441,"('low', 'eminent')",-0.20664316,-0.15479016,-0.14806558,0.082392424,-0.0889668,0.0003478,-0.0893146
83,0.079109706,0.005315434,"('powerless', 'powerful')",0.25710675,0.18229787,-1.0209558,-1.2639357,-0.2282465,-0.3587741,0.1305276
22,-0.06996601,-0.14100364,"('untrustworthy', 'trustworthy')",-0.7352099,-0.81262195,-0.79894847,-0.81469834,-0.5347081,-0.5894413,0.0547332
3,-0.06445632,-0.15391716,"('repellent', 'pleasant')",-1.2391176,-1.332742,0.16311797,0.114981905,-0.380152,-0.4572258,0.0770738
78,-0.06120778,-0.22120224,"('nonresilient', 'resilient')",1.8284105,1.6086001,0.51417667,0.39802918,0.7604598,0.5951424,0.1653174
37,-0.059455268,-0.21388987,"('fake', 'genuine')",-0.5266073,-0.63403475,0.5594971,0.56370336,-0.0088551,-0.0947404,0.0858853
1,0.008869028,0.07174538,"('unfriendly', 'friendly')",0.39664885,0.5601611,1.757069,2.0795133,0.7208623,0.9038066,-0.1829443
50,-0.0085961,-0.043797623,"('clumsy', 'skillful')",-0.38906395,-0.23196404,0.26658142,0.30034623,-0.0436929,0.0081949,-0.0518878
49,0.008526824,0.11991723,"('unable', 'able')",0.19524507,0.41889378,-0.047461614,0.044514798,0.0521034,0.1944419,-0.1423385
82,0.0047010407,-0.09136928,"('poor', 'rich')",-0.13674182,0.007639639,6.293126,6.29989,2.053695,2.0720534,-0.0183584
35,0.002396062,0.28178096,"('corrupt', 'incorrupt')",-0.4037209,-0.15722615,0.13056555,0.2583725,-0.0902531,0.1276424,-0.2178955
27,-0.0021494206,0.034595072,"('hardhearted', 'softhearted')",-0.18242106,-0.3362744,1.9368618,1.8370321,0.5840971,0.5117842,0.0723129
