,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
23,1.9007227,1.3787296,"('insincere', 'sincere')",0.4134345,0.42179525,6.09351,6.2152686,2.8025557,2.6719313,0.1306244
31,-1.7889972,-1.0148599,"('evil', 'good')",-0.22159246,-0.13269888,-0.93736625,-0.91038877,-0.9826519,-0.6859825,-0.2966694
69,-1.7101704,-0.95628935,"('lazy', 'industrious')",-0.38146022,-0.17192206,-1.4679296,-1.1215944,-1.1865201,-0.7499353,-0.4365848
32,1.5574322,1.4354687,"('unkind', 'kind')",0.953641,0.9370518,0.8394176,0.7511362,1.1168302,1.0412189,0.0756113
4,-1.5065315,-0.7682989,"('disliked', 'liked')",-0.116546825,0.06549598,-7.528758,-7.5124807,-3.0506121,-2.7384278,-0.3121843
15,1.4803892,1.5279,"('boring', 'funny')",2.0611925,1.9340965,0.8292554,0.7673234,1.4569457,1.4097733,0.0471724
9,1.4369733,1.8680807,"('unaffectionate', 'caring')",1.807208,1.9098961,0.82949406,0.97920036,1.3578917,1.5857258,-0.2278341
36,-1.4271332,-0.6962832,"('hostile', 'amicable')",0.34877616,0.38721675,-0.30846503,-0.33444005,-0.462274,-0.2145022,-0.2477718
11,1.4056935,1.0215,"('unhelpful', 'helpful')",-0.05840387,0.07623114,2.181095,2.1052961,1.1761282,1.0676757,0.1084525
56,1.3791468,0.9749144,"('impractical', 'practical')",0.10142792,0.11027622,-0.66614825,-0.7843882,0.2714755,0.1002675,0.171208
52,-1.3629236,-0.73910725,"('irrational', 'rational')",0.39633417,0.58089995,-0.43404055,-0.24165976,-0.4668767,-0.133289,-0.3335877
53,1.2889707,1.6278448,"('uncreative', 'creative')",1.181881,1.3296942,0.68481994,0.83560085,1.0518905,1.26438,-0.2124895
88,1.2871624,1.2221873,"('low', 'eminent')",0.653672,0.6235447,0.012776725,-0.17341496,0.6512037,0.557439,0.0937647
77,-1.270601,-1.2062452,"('unmotivated', 'motivated')",-1.1432865,-1.0240483,-1.2441833,-1.107464,-1.2193569,-1.1125859,-0.106771
55,1.2599574,0.29696912,"('incompetent', 'clever')",-0.14701101,-0.51225686,0.34789693,-0.00427993,0.4869478,-0.0731892,0.560137
35,-1.1649603,-0.5174925,"('corrupt', 'incorrupt')",-0.13913843,0.13117468,-0.8859708,-0.7257414,-0.7300231,-0.3706864,-0.3593367
75,-1.155999,-1.1024173,"('meek', 'impulsive')",-0.62669784,-0.57961804,-0.43098408,-0.47464544,-0.7378936,-0.7188936,-0.019
62,1.1435853,0.58683264,"('incompetent', 'brilliant')",-0.5296623,-0.47221375,-0.13843246,-0.11428239,0.1584969,0.0001122,0.1583847
64,-1.1195675,-1.009779,"('shy', 'confident')",-1.3832947,-1.2090722,-6.6116104,-6.6548357,-3.0381575,-2.9578956,-0.0802619
48,1.028513,0.7305749,"('unintelligent', 'intelligent')",0.28443694,0.09596275,-0.1257768,-0.30310702,0.3957244,0.1744769,0.2212475
44,-1.0064662,-0.7917744,"('prejudiced', 'unprejudiced')",-1.7950208,-1.576682,-1.3624315,-1.1523217,-1.3879728,-1.1735927,-0.2143801
63,0.9702906,0.5784608,"('unperceptive', 'insightful')",0.44571748,0.41199398,0.83003324,0.6948732,0.7486804,0.561776,0.1869044
79,-0.96456474,-0.5269504,"('wavering', 'unwavering')",-0.25135925,0.004305726,-0.522615,-0.5928011,-0.579513,-0.3718153,-0.2076977
82,0.95770806,0.6276543,"('poor', 'rich')",0.119425654,0.21358098,6.4665856,6.439792,2.5145731,2.4270091,0.087564
72,0.9537855,1.0276816,"('unambitious', 'ambitious')",0.99876696,0.9994845,-0.9745796,-0.96927077,0.325991,0.3526318,-0.0266408
12,0.9319884,0.9842216,"('unsupportive', 'supportive')",1.0011356,1.1273862,-1.989374,-2.0995111,-0.01875,0.0040322,-0.0227822
66,-0.92549634,-0.9737511,"('inactive', 'active')",-0.30515292,-0.35505468,0.39243287,0.2261531,-0.2794055,-0.3675509,0.0881454
60,0.91533464,0.27862084,"('inefficient', 'efficient')",-0.6351199,-0.81616867,-0.06812291,-0.05820436,0.0706973,-0.1985841,0.2692814
6,-0.9128206,0.059790917,"('distant', 'open')",0.5888999,1.0366875,-0.3970423,-0.1480197,-0.240321,0.3161529,-0.5564739
26,0.83449894,0.76127595,"('hardhearted', 'benevolent')",2.4182472,2.0506089,1.4949756,1.3312602,1.5825739,1.3810484,0.2015255
3,-0.8154682,-1.153329,"('repellent', 'pleasant')",-1.3477484,-1.4470562,0.74226815,0.6864425,-0.4736495,-0.6379809,0.1643314
0,0.8050182,0.011781309,"('unsociable', 'sociable')",0.12838097,-0.19268233,0.08419695,-0.305424,0.3391987,-0.1621083,0.501307
51,0.76621574,0.069267176,"('uneducated', 'educated')",0.39644086,0.22029193,0.9853339,0.6893627,0.7159968,0.3263073,0.3896895
61,0.7544453,0.66040504,"('illogical', 'logical')",0.5540438,0.49657926,-0.1758735,-0.24975318,0.3775385,0.3024104,0.0751281
22,-0.75107294,-1.2809287,"('untrustworthy', 'trustworthy')",-1.3668699,-1.7128251,-0.8833635,-1.1473904,-1.0004354,-1.3803814,0.379946
1,0.72955424,1.0015893,"('unfriendly', 'friendly')",1.3705943,1.3685142,1.6089219,1.8126692,1.2363567,1.3942575,-0.1579008
2,-0.727882,-0.7834398,"('unlikable', 'likable')",-0.7205874,-0.7914104,0.34163022,0.4707678,-0.3689464,-0.3680274,-0.000919
73,-0.7209643,-0.11864685,"('helpless', 'self-reliant')",-0.3360785,-0.16790327,-3.6968176,-3.5425904,-1.5846202,-1.2763801,-0.3082401
8,0.68959737,1.2054812,"('unaffectionate', 'affectionate')",2.149639,2.1715589,0.56023735,0.61861587,1.1331579,1.3318853,-0.1987274
71,0.6728125,1.1771469,"('diffident', 'self-confident')",1.8871467,2.1515589,0.025975294,0.22359094,0.8619781,1.1840989,-0.3221208
7,0.6727298,0.40950036,"('insensitive', 'sensitive')",-0.3522121,-0.37722465,0.3380506,0.32205102,0.2195228,0.1181089,0.1014139
74,0.67236465,0.34831786,"('undedicated', 'dedicated')",0.28688884,0.15763895,0.11183908,-0.030611264,0.3570309,0.1584485,0.1985824
43,0.65642375,0.48183522,"('irresponsible', 'responsible')",-0.8254747,-0.7040647,0.30189207,0.34288633,0.0442804,0.0402189,0.0040615
37,-0.6483256,-0.9994076,"('fake', 'genuine')",-1.554107,-1.8077738,0.4098884,0.39420652,-0.5975147,-0.8043249,0.2068102
65,0.63407266,0.15929174,"('insecure', 'secure')",-0.48109138,-0.5464966,0.01671131,-0.11437072,0.0565642,-0.1671919,0.2237561
30,0.6229802,0.17556241,"('intolerant', 'tolerant')",-0.53428906,-0.76309955,0.33833686,0.22339611,0.1423427,-0.1213803,0.263723
68,-0.6067348,-0.84689903,"('dependent', 'independent')",-1.1385036,-1.2661655,-1.3663911,-1.4834911,-1.0372098,-1.1988519,0.1616421
76,0.6039252,0.10866952,"('anxious', 'daring')",-0.9444295,-1.1255673,0.14705053,-0.0060275793,-0.0644846,-0.3409751,0.2764905
87,0.5951828,0.33644304,"('unsuccessful', 'successful')",0.28878406,0.36692345,0.60230094,0.38788617,0.4954226,0.3637509,0.1316717
10,0.5459276,-0.3082083,"('unsympathetic', 'sympathetic')",-0.8740853,-1.1679039,-0.09560521,-0.5567498,-0.1412543,-0.6776206,0.5363663
84,0.53818065,0.73800695,"('inferior', 'superior')",0.5844416,0.8252346,0.6643373,0.5098866,0.5956532,0.6910427,-0.0953895
28,0.5022446,0.19887535,"('disloyal', 'loyal')",-0.51271796,-0.44051215,0.9150428,0.7945872,0.3015231,0.1843168,0.1172063
59,0.4853796,1.07236,"('foolish', 'wise')",1.1471709,1.5835332,-0.31323546,-0.06581701,0.4397717,0.8633587,-0.423587
47,0.47090548,-0.1315662,"('stupid', 'smart')",0.6869062,0.4981266,4.849599,4.7733,2.0024702,1.7132869,0.2891833
57,0.4698539,-0.08134894,"('unimaginative', 'imaginative')",-0.5356702,-0.7573958,-3.2226295,-3.4492466,-1.0961486,-1.4293305,0.3331819
50,0.44765157,0.608701,"('clumsy', 'skillful')",-0.20116459,-0.03357777,-0.108398184,-0.19012295,0.0460296,0.1283334,-0.0823038
40,-0.43898445,-0.32270956,"('stingy', 'generous')",-0.451715,-0.47900608,-2.1197789,-2.2023616,-1.0034928,-1.0013591,-0.0021337
41,-0.4040426,-0.83132315,"('unforgiving', 'forgiving')",-0.7273499,-1.1449771,0.23069867,-0.15740517,-0.3002313,-0.7112351,0.4110038
19,-0.4033004,-0.26197287,"('inhospitable', 'hospitable')",0.28164095,0.27201244,-0.08680894,0.039196543,-0.0694895,0.016412,-0.0859015
86,0.38412637,-0.18620704,"('uninfluential', 'influential')",-0.03056781,-0.4220022,-0.21285915,-0.630059,0.0468998,-0.4127561,0.4596559
5,-0.29344875,0.73518866,"('distant', 'outgoing')",0.6433709,1.0271299,-0.70901996,-0.4208086,-0.1196993,0.44717,-0.5668693
46,0.2933671,-0.46381283,"('uncompetitive', 'competitive')",-1.1714869,-1.3911836,-0.50704575,-0.81568384,-0.4617218,-0.8902268,0.428505
85,-0.29109263,0.6628056,"('insignificant', 'prestigious')",1.5761722,1.9796543,-0.41898048,-0.13632031,0.2886997,0.8353798,-0.5466801
70,0.28981993,-0.45067036,"('lethargic', 'energetic')",-1.475778,-1.6951047,0.64969385,0.37347794,-0.1787547,-0.5907657,0.412011
20,-0.2855893,-0.569318,"('rough', 'thoughtful')",-0.3741871,-0.73280084,0.34980065,0.1962734,-0.1033253,-0.3686151,0.2652898
45,-0.28159052,-0.90594554,"('incompetent', 'competent')",-1.3349378,-1.5518279,-0.4853293,-0.87061024,-0.7006192,-1.1094612,0.408842
34,-0.27129638,-0.339387,"('mean', 'honorable')",-0.020263698,0.08993392,5.5809875,5.6483984,1.7631424,1.7996484,-0.036506
14,0.25534174,-0.67919827,"('antisocial', 'social')",-0.5006676,-0.9215768,-0.16420205,-0.48195967,-0.1365093,-0.6942449,0.5577356
78,0.24265015,0.22838306,"('nonresilient', 'resilient')",0.040626477,0.07380077,-0.06316058,-0.085068785,0.073372,0.0723717,0.0010003
67,-0.2353811,-0.4249409,"('doubtful', 'determined')",-0.46629888,-0.43825603,-0.43851072,-0.54644275,-0.3800635,-0.4698799,0.0898164
13,0.2313998,-0.6369365,"('impolite', 'polite')",-0.54552585,-0.86389166,-0.10756183,-0.44667587,-0.1405626,-0.649168,0.5086054
81,-0.21539705,-1.1620936,"('submissive', 'aggressive')",-1.5377996,-1.8131394,-0.4910072,-0.7164821,-0.7480679,-1.2305717,0.4825038
29,-0.1985951,0.1576909,"('unfair', 'fair')",-0.7613494,-0.66006815,-0.8324607,-0.88274443,-0.5974684,-0.4617072,-0.1357612
38,0.19540665,0.085452676,"('untruthful', 'truthful')",-0.3764058,-0.26491454,-0.2881754,-0.15915614,-0.1563915,-0.1128727,-0.0435188
17,0.18046762,0.09872152,"('nasty', 'nice')",0.18057601,0.15835935,-0.42378023,-0.4872456,-0.0209122,-0.0767216,0.0558094
49,0.13607188,0.44148797,"('unable', 'able')",0.058488432,0.14716928,-0.8454659,-0.84248185,-0.2169685,-0.0846082,-0.1323603
27,0.13165838,0.2564606,"('hardhearted', 'softhearted')",0.14123558,0.029110553,1.0736483,0.9668506,0.4488475,0.4174739,0.0313736
83,-0.12689984,-0.22151962,"('powerless', 'powerful')",-0.08275615,-0.054310266,-1.1972953,-1.3457762,-0.4689838,-0.5405354,0.0715516
33,-0.1263003,0.19945168,"('wrong', 'right')",0.62843305,0.74565005,-1.0265167,-0.85558206,-0.1747946,0.0298399,-0.2046345
80,-0.12155754,-0.8050382,"('dominated', 'dominating')",-1.4966264,-1.7244327,-0.92456365,-1.0862039,-0.8475825,-1.205225,0.3576425
54,0.11698647,0.32212216,"('incapable', 'capable')",0.620756,0.829249,0.8668408,0.90366066,0.5348611,0.6850106,-0.1501495
21,0.112319216,-0.42701408,"('immoral', 'moral')",-0.56853586,-0.9476795,-0.78779197,-0.9005067,-0.4146695,-0.7584001,0.3437306
25,-0.07977581,0.2328967,"('egoistic', 'altruistic')",0.36315483,0.44415036,1.4773066,1.756654,0.5868952,0.8112337,-0.2243385
24,0.0738541,-0.28728622,"('dishonest', 'honest')",-0.741169,-0.9052689,0.41214046,0.3171348,-0.0850581,-0.2918068,0.2067487
39,-0.07003153,0.20266151,"('exploitative', 'cooperative')",0.0153280385,0.227808,0.37442774,0.48350826,0.1065747,0.3046592,-0.1980845
58,-0.04744909,-0.30388615,"('undiscriminating', 'discriminating')",-0.04183194,-0.3413489,0.2929382,0.12539107,0.0678857,-0.1732813,0.241167
18,-0.034007926,-0.024547786,"('disagreeable', 'welcoming')",0.716676,0.62167084,-0.79347014,-0.78209734,-0.036934,-0.0616581,0.0247241
42,0.022203792,0.11297439,"('unreliable', 'reliable')",-0.47415805,-0.29174405,-3.3326764,-3.4425552,-1.2615436,-1.2071083,-0.0544353
16,0.018088285,0.45916036,"('unpopular', 'popular')",0.68034965,1.0985292,-0.22690788,-0.15358256,0.1571767,0.4680357,-0.310859
