,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
43,-0.827783,-0.72984403,"('irresponsible', 'responsible')",1.1886408,1.1398828,0.1804289,0.2050194,-0.0245905
41,-0.82075936,-0.5903344,"('unforgiving', 'forgiving')",0.32372683,-0.0387311,-0.2485163,-0.3145328,0.0660165
16,-0.8100704,-0.6930299,"('unpopular', 'popular')",-0.39126548,-0.41255146,-0.600668,-0.5527906,-0.0478774
88,-0.7506039,-0.79568976,"('low', 'eminent')",0.30443466,0.27843517,-0.2230846,-0.2586273,0.0355427
64,0.74506056,0.5813064,"('shy', 'confident')",-4.1239495,-4.2289567,-1.6894445,-1.8238251,0.1343806
46,-0.73580974,-0.90035325,"('uncompetitive', 'competitive')",-0.2790701,-0.60217595,-0.5074399,-0.7512646,0.2438247
85,-0.73266363,-0.72487223,"('insignificant', 'prestigious')",0.10717548,0.037470117,-0.3127441,-0.3437011,0.030957
55,-0.7280653,-0.7224207,"('incompetent', 'clever')",-0.11249524,-0.10194977,-0.4202803,-0.4121852,-0.0080951
28,-0.7278719,-0.8583888,"('disloyal', 'loyal')",0.75835854,0.40327653,0.0152433,-0.2275561,0.2427994
70,-0.7259473,-0.68181837,"('lethargic', 'energetic')",0.36824724,0.38210464,-0.17885,-0.1498569,-0.0289931
32,-0.69502115,-0.7690154,"('unkind', 'kind')",0.2931133,0.27886206,-0.2009539,-0.2450767,0.0441228
71,-0.66395587,-0.87251556,"('diffident', 'self-confident')",0.6313276,0.36191303,-0.0163141,-0.2553013,0.2389872
58,-0.64675754,-0.7631208,"('undiscriminating', 'discriminating')",0.9252328,0.678937,0.1392376,-0.0420919,0.1813295
74,-0.6367094,-0.5127267,"('undedicated', 'dedicated')",0.781508,0.5968267,0.0723993,0.04205,0.0303493
54,-0.63152856,-0.7966219,"('incapable', 'capable')",0.6421002,0.63561416,0.0052858,-0.0805039,0.0857897
38,-0.62936187,-0.667767,"('untruthful', 'truthful')",0.38000172,0.13260716,-0.1246801,-0.2675799,0.1428998
49,-0.62013525,-0.49630207,"('unable', 'able')",-0.6101363,-0.56059575,-0.6151358,-0.5284489,-0.0866869
36,-0.6034385,-0.67591476,"('hostile', 'amicable')",0.8310746,0.5107266,0.113818,-0.0825941,0.1964121
29,-0.6024568,-0.5371892,"('unfair', 'fair')",-0.48486823,-0.664579,-0.5436625,-0.6008841,0.0572216
3,-0.553031,-0.56630695,"('repellent', 'pleasant')",-0.22489618,-0.31289783,-0.3889636,-0.4396024,0.0506388
18,-0.5528555,-0.41893283,"('disagreeable', 'welcoming')",-1.2080805,-1.116295,-0.880468,-0.7676139,-0.1128541
8,-0.54805785,-0.7091502,"('unaffectionate', 'affectionate')",0.760762,0.70945585,0.1063521,0.0001528,0.1061993
7,-0.5184429,-0.68952566,"('insensitive', 'sensitive')",0.85847646,0.5454235,0.1700168,-0.0720511,0.2420679
68,-0.45568696,-0.4737306,"('dependent', 'independent')",-0.9288063,-0.9614054,-0.6922466,-0.717568,0.0253214
35,0.43724027,0.61542046,"('corrupt', 'incorrupt')",-0.605435,-0.5318103,-0.0840974,0.0418051,-0.1259025
76,-0.43441233,-0.20788488,"('anxious', 'daring')",-0.35650527,-0.13634914,-0.3954588,-0.172117,-0.2233418
12,-0.40581447,-0.5868287,"('unsupportive', 'supportive')",-0.7513149,-0.93359625,-0.5785646,-0.7602125,0.1816479
45,-0.38723192,-0.61156905,"('incompetent', 'competent')",0.99778926,0.70084417,0.3052787,0.0446376,0.2606411
75,0.37212574,0.44823045,"('meek', 'impulsive')",-0.96094054,-0.9009237,-0.2944074,-0.2263466,-0.0680608
65,-0.3709623,-0.43793017,"('insecure', 'secure')",0.10654537,0.124677256,-0.1322085,-0.1566265,0.024418
34,-0.36464307,-0.33827794,"('mean', 'honorable')",3.609531,3.6668277,1.6224439,1.6642749,-0.041831
2,0.3635961,0.57587314,"('unlikable', 'likable')",0.35998923,0.5714072,0.3617927,0.5736402,-0.2118475
4,0.35673627,0.1570728,"('disliked', 'liked')",-4.27196,-4.524273,-1.9576118,-2.1835999,0.2259881
79,0.32889676,0.11400695,"('wavering', 'unwavering')",-0.08972899,-0.28548685,0.1195839,-0.0857399,0.2053238
33,0.31926528,0.3326113,"('wrong', 'right')",0.25741953,0.16219844,0.2883424,0.2474049,0.0409375
25,0.31917426,0.0146277025,"('egoistic', 'altruistic')",1.1967574,1.051191,0.7579659,0.5329093,0.2250566
31,-0.31652993,-0.40147254,"('evil', 'good')",-0.31860498,-0.51571834,-0.3175675,-0.4585955,0.141028
81,-0.30066174,-0.12788627,"('submissive', 'aggressive')",-0.73535377,-0.5650277,-0.5180078,-0.346457,-0.1715508
30,0.2958876,0.38993898,"('intolerant', 'tolerant')",0.6264242,0.71591705,0.4611559,0.552928,-0.0917721
47,-0.2891457,-0.2194614,"('stupid', 'smart')",4.1419344,4.178322,1.9263943,1.9794302,-0.0530359
83,0.2740289,0.15668279,"('powerless', 'powerful')",-0.48076677,-0.4835603,-0.1033689,-0.1634388,0.0600699
22,-0.25895697,-0.28610075,"('untrustworthy', 'trustworthy')",-0.38005933,-0.66332775,-0.3195081,-0.4747142,0.1552061
39,0.2559091,0.28059176,"('exploitative', 'cooperative')",0.38362953,0.38462472,0.3197693,0.3326082,-0.0128389
67,0.2485059,0.4442923,"('doubtful', 'determined')",-0.4953806,-0.3402912,-0.1234374,0.0520006,-0.175438
62,-0.24174212,-0.093367115,"('incompetent', 'brilliant')",0.61302376,0.6898378,0.1856408,0.2982354,-0.1125946
52,-0.23376358,-0.24942774,"('irrational', 'rational')",-0.13638958,-0.2061224,-0.1850766,-0.2277751,0.0426985
87,-0.21999331,-0.26842567,"('unsuccessful', 'successful')",1.6516473,1.682807,0.715827,0.7071906,0.0086364
72,-0.21726613,-0.16278334,"('unambitious', 'ambitious')",0.54351187,0.80219907,0.1631229,0.3197079,-0.156585
60,-0.20206541,0.019917332,"('inefficient', 'efficient')",0.050195996,0.3015114,-0.0759347,0.1607144,-0.2366491
14,0.17548633,0.17529567,"('antisocial', 'social')",0.5789052,0.52279466,0.3771958,0.3490452,0.0281506
26,-0.17064749,-0.32409278,"('hardhearted', 'benevolent')",2.6503656,2.6510558,1.2398591,1.1634815,0.0763776
6,-0.17030111,-0.12252015,"('distant', 'open')",0.08308942,-0.070504926,-0.0436058,-0.0965125,0.0529067
42,0.14531098,0.2587704,"('unreliable', 'reliable')",-1.7451689,-1.8352145,-0.799929,-0.7882221,-0.0117069
84,0.10426105,0.094670765,"('inferior', 'superior')",0.66376364,0.7029731,0.3840123,0.3988219,-0.0148096
17,-0.10268477,-0.24523304,"('nasty', 'nice')",-1.192514,-1.3208551,-0.6475993,-0.7830441,0.1354448
56,0.095695816,0.093793266,"('impractical', 'practical')",0.7406716,0.67074925,0.4181837,0.3822713,0.0359124
50,0.071784616,0.15245575,"('clumsy', 'skillful')",-0.40782112,-0.42846718,-0.1680183,-0.1380057,-0.0300126
59,0.06562343,0.093019575,"('foolish', 'wise')",0.005454004,-0.015867025,0.0355387,0.0385763,-0.0030376
40,0.05851164,0.062834114,"('stingy', 'generous')",-1.471152,-1.5546894,-0.7063202,-0.7459276,0.0396074
15,-0.0114971325,0.024856508,"('boring', 'funny')",-0.17143703,-0.17768483,-0.0914671,-0.0764142,-0.0150529
66,-0.0079675615,-0.30784816,"('inactive', 'active')",0.83157665,0.7028397,0.4118046,0.1974958,0.2143088
5,-0.0016415417,-0.04384902,"('distant', 'outgoing')",0.078554496,-0.03326583,0.0384565,-0.0385574,0.0770139
