,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
7,0.22725444,0.11201593,"('insensitive', 'sensitive')",0.74842864,0.67254114,0.4878415,0.3922786,0.0955629
22,0.21781036,0.13098842,"('untrustworthy', 'trustworthy')",-0.8935442,-0.92168415,-0.3378669,-0.3953479,0.057481
83,-0.20486978,-0.18953414,"('powerless', 'powerful')",-0.6983158,-0.6030374,-0.4515928,-0.3962858,-0.055307
47,0.17984182,0.22548994,"('stupid', 'smart')",5.2832885,5.326339,2.7315652,2.7759144,-0.0443492
11,0.17815551,0.20985754,"('unhelpful', 'helpful')",1.571915,1.618824,0.8750353,0.9143408,-0.0393055
72,-0.16010025,0.070849955,"('unambitious', 'ambitious')",-1.039912,-0.7402381,-0.6000061,-0.3346941,-0.265312
49,-0.13638493,0.03951317,"('unable', 'able')",-0.08085805,0.099704534,-0.1086215,0.0696089,-0.1782304
33,-0.12687224,-0.103132755,"('wrong', 'right')",-0.89608926,-1.0659869,-0.5114807,-0.5845598,0.0730791
37,0.12656671,-0.09774096,"('fake', 'genuine')",0.20735776,-0.036257915,0.1669622,-0.0669994,0.2339616
17,-0.12244281,-0.20274568,"('nasty', 'nice')",-0.5219412,-0.5300843,-0.322192,-0.366415,0.044223
63,-0.11098363,-0.115084216,"('unperceptive', 'insightful')",1.0131491,1.0901318,0.4510828,0.4875238,-0.036441
40,-0.108293235,-0.2813344,"('stingy', 'generous')",-1.2974483,-1.5418864,-0.7028707,-0.9116104,0.2087397
0,-0.107729934,-0.42415002,"('unsociable', 'sociable')",-0.08047004,-0.06885648,-0.0941,-0.2465032,0.1524032
46,-0.09662613,-0.086620785,"('uncompetitive', 'competitive')",-0.35019076,-0.23120958,-0.2234084,-0.1589152,-0.0644932
43,-0.09549402,-0.034100182,"('irresponsible', 'responsible')",0.5293384,0.688302,0.2169222,0.3271009,-0.1101787
45,0.09162402,0.04570337,"('incompetent', 'competent')",-0.2495956,-0.10726847,-0.0789858,-0.0307825,-0.0482033
24,0.074895374,0.058186512,"('dishonest', 'honest')",0.5613771,0.54845047,0.3181362,0.3033185,0.0148177
23,-0.0716141,-0.18777512,"('insincere', 'sincere')",5.573999,5.5551367,2.7511923,2.6836808,0.0675115
41,0.052689407,0.1698684,"('unforgiving', 'forgiving')",0.19879483,0.054556474,0.1257421,0.1122124,0.0135297
59,-0.052502584,-0.043170936,"('foolish', 'wise')",0.26577145,0.11153845,0.1066344,0.0341838,0.0724506
84,0.049476285,-0.017041266,"('inferior', 'superior')",1.0600022,1.047295,0.5547392,0.5151268,0.0396124
50,-0.045491286,-0.23092075,"('clumsy', 'skillful')",0.34022272,0.41815755,0.1473657,0.0936184,0.0537473
77,-0.029555023,-0.025700677,"('unmotivated', 'motivated')",-1.0961373,-0.8945443,-0.5628462,-0.4601225,-0.1027237
74,0.020230204,0.15840755,"('undedicated', 'dedicated')",-0.0337719,0.046614364,-0.0067708,0.102511,-0.1092818
34,0.009310938,0.1961513,"('mean', 'honorable')",6.0984473,6.03627,3.053879,3.1162107,-0.0623317
