,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
51,-1.6774658,-1.512451,"('uneducated', 'educated')",-0.26358253,-0.15016764,0.13297258,0.18518582,-0.69108224,-0.6888749,-0.6247895,-0.5415769,-0.0832126
73,1.6589022,1.6867706,"('helpless', 'self-reliant')",0.3186637,0.24655625,-0.38066083,-0.3004484,-3.003172,-2.8322582,-0.3515667,-0.299845,-0.0517217
75,1.6486175,1.5994279,"('meek', 'impulsive')",0.8369995,0.8267153,0.5058155,0.59167844,1.0033321,1.062641,0.9986911,1.0201156,-0.0214245
66,1.6442922,1.8539902,"('inactive', 'active')",1.869524,2.0886579,2.1640186,2.4730098,2.3970687,2.4964087,2.0187259,2.2280166,-0.2092907
33,1.4939297,1.5378704,"('wrong', 'right')",1.3061936,1.3746376,1.7284507,1.7455142,-0.11363253,-0.053276196,1.1037353,1.1511865,-0.0474512
30,-1.4752675,-1.4915702,"('intolerant', 'tolerant')",-1.7003751,-1.8302742,-0.64754367,-0.8144268,-1.4004915,-1.2358826,-1.3059194,-1.3430386,0.0371192
76,-1.3865275,-1.3638059,"('anxious', 'daring')",-0.7534197,-0.73996127,0.3782237,0.29166484,-0.91871804,-0.9514639,-0.6701104,-0.6908916,0.0207812
25,1.3724931,1.4048382,"('egoistic', 'altruistic')",1.3724363,1.3903303,1.462806,1.4719231,2.2201045,2.1904452,1.6069598,1.6143842,-0.0074244
23,-1.350053,-1.2164838,"('insincere', 'sincere')",-1.1280558,-0.99937636,-0.8522493,-0.91525304,4.0768538,3.948271,0.1866239,0.2042895,-0.0176656
28,-1.3366005,-1.312691,"('disloyal', 'loyal')",-0.75472814,-0.7290385,-0.40548676,-0.48087746,0.059311133,0.030597363,-0.6093761,-0.6230024,0.0136263
82,-1.2593662,-1.2580122,"('poor', 'rich')",-1.110448,-1.1630325,-0.9954159,-1.127832,4.347995,3.9561665,0.2456912,0.1018224,0.1438688
77,-1.2584392,-1.2382457,"('unmotivated', 'motivated')",0.38104117,0.44606525,0.358882,0.36647618,-0.32104975,-0.2316167,-0.2098914,-0.1643302,-0.0455612
80,-1.2480755,-1.2534378,"('dominated', 'dominating')",-0.29534918,-0.4523355,-0.44013265,-0.53176785,-0.8029622,-0.78897166,-0.6966299,-0.7566282,0.0599983
71,1.2357582,1.3224956,"('diffident', 'self-confident')",2.6309478,2.8056126,0.7513453,0.7674771,0.79011285,0.7674264,1.352041,1.4157529,-0.0637119
7,-1.2290517,-1.134542,"('insensitive', 'sensitive')",-0.23449674,-0.27785146,-0.73280716,-0.8267602,-0.6983935,-0.7268542,-0.7236873,-0.7415019,0.0178146
22,-1.2161096,-1.3980985,"('untrustworthy', 'trustworthy')",-0.45081356,-0.6005274,-0.8454503,-1.0114714,-1.9953911,-2.1459136,-1.1269412,-1.2890027,0.1620615
63,-1.1734605,-1.2173619,"('unperceptive', 'insightful')",0.41270897,0.48807117,0.8385719,0.80321914,-0.019879583,-0.05445595,0.0144852,0.0048681,0.0096171
20,-1.1372384,-1.1388763,"('rough', 'thoughtful')",-1.4211222,-1.3557189,0.031886607,0.039722018,-0.32770327,-0.411784,-0.7135443,-0.7166643,0.00312
49,-1.1230706,-1.1925092,"('unable', 'able')",-0.88869387,-0.9411899,-0.5983712,-0.59701747,-0.7667599,-0.8650374,-0.8442239,-0.8989385,0.0547146
41,-1.1159847,-0.9908926,"('unforgiving', 'forgiving')",-0.36130896,-0.1824483,-0.39249635,-0.30721447,-0.610143,-0.5114322,-0.6199833,-0.4979969,-0.1219864
72,-1.0679777,-1.0338113,"('unambitious', 'ambitious')",-0.5079734,-0.3211722,-0.87304664,-0.85287046,-1.4406911,-1.4509869,-0.9724222,-0.9147102,-0.057712
59,1.0425965,1.0636758,"('foolish', 'wise')",0.3229704,0.39987898,0.95140564,1.1509291,0.017090218,0.038666226,0.5835157,0.6632875,-0.0797718
44,1.0408745,1.0468918,"('prejudiced', 'unprejudiced')",-0.8062133,-0.97693646,-0.70262796,-0.7649995,-1.1558543,-1.1691332,-0.4059553,-0.4660443,0.060089
54,0.88425565,0.9749582,"('incapable', 'capable')",2.0235393,2.1892874,1.2601959,1.4225832,0.9941268,0.9335291,1.2905294,1.3800894,-0.08956
24,-0.86249614,-0.86170775,"('dishonest', 'honest')",-0.10892807,-0.23322713,-0.38625017,-0.5799469,-0.7510277,-0.8434666,-0.5271755,-0.6295871,0.1024116
12,-0.8563514,-0.8331474,"('unsupportive', 'supportive')",1.1967825,1.3569024,0.7380334,0.7600678,-2.2952285,-2.172469,-0.304191,-0.2221615,-0.0820295
27,-0.84066594,-0.7279457,"('hardhearted', 'softhearted')",-0.33024496,-0.21908022,-0.7153803,-0.64282197,0.13847126,0.14633185,-0.436955,-0.360879,-0.076076
8,0.82766205,0.83957976,"('unaffectionate', 'affectionate')",2.2262685,2.3598163,1.2132668,1.2093093,1.0722073,1.0353386,1.3348513,1.361011,-0.0261597
2,0.8029819,1.0184343,"('unlikable', 'likable')",1.3970833,1.731441,1.8426229,2.001308,0.7689003,0.9425321,1.2028971,1.4234289,-0.2205318
26,0.8029206,1.0019851,"('hardhearted', 'benevolent')",1.9573342,2.3110318,2.095625,2.288854,1.2873578,1.3525078,1.5358094,1.7385945,-0.2027851
68,-0.79175925,-0.8501362,"('dependent', 'independent')",-1.4739193,-1.4961582,-1.266412,-1.2900121,-1.2883204,-1.4331251,-1.2051027,-1.2673579,0.0622552
15,0.76511955,0.7925828,"('boring', 'funny')",0.35374478,0.43120492,0.4727855,0.4771496,0.2025111,0.29867852,0.4485402,0.499904,-0.0513638
32,-0.75892556,-0.57919943,"('unkind', 'kind')",0.116173215,0.18050769,-0.24327324,-0.23977229,-0.27327624,-0.2104622,-0.2898255,-0.2122316,-0.0775939
52,0.7396048,0.7014662,"('irrational', 'rational')",-0.38367897,-0.24402511,0.10412721,0.2530766,0.27628422,0.22675245,0.1840843,0.2343175,-0.0502332
47,-0.6822466,-0.59302235,"('stupid', 'smart')",-0.7444789,-0.791308,0.14317513,0.13592178,3.93914,3.7711332,0.6638974,0.6306812,0.0332162
50,0.619074,0.7703094,"('clumsy', 'skillful')",-0.75365186,-0.6149523,1.185943,1.3622848,0.6508384,0.7021195,0.4255509,0.5549403,-0.1293894
78,-0.5830662,-0.5927904,"('nonresilient', 'resilient')",0.95114076,1.0422293,0.8905004,0.9116199,1.2355821,1.1933217,0.6235393,0.6385951,-0.0150558
84,0.5130739,0.5849339,"('inferior', 'superior')",0.4467865,0.62634534,0.4953079,0.5050679,0.43998164,0.3171548,0.4737875,0.5083755,-0.034588
37,-0.49804202,-0.41295344,"('fake', 'genuine')",-1.2577603,-1.3687563,-0.43465018,-0.51400554,-0.32075772,-0.2909429,-0.6278026,-0.6466646,0.018862
64,-0.4093528,-0.4452027,"('shy', 'confident')",0.036187004,0.10422229,-0.078954995,-0.0030861944,-6.2182684,-6.025804,-1.6675973,-1.5924677,-0.0751296
74,-0.39385068,-0.38526002,"('undedicated', 'dedicated')",0.45319465,0.4549516,0.39148223,0.3625909,-0.25270438,-0.21183802,0.0495305,0.0551111,-0.0055806
39,-0.36502302,-0.3752479,"('exploitative', 'cooperative')",0.41714406,0.42907503,-0.17084862,-0.29087445,-0.20312002,-0.20322047,-0.0804619,-0.110067,0.0296051
16,0.3579052,0.55867577,"('unpopular', 'popular')",-0.27876097,-0.21726546,0.18481556,0.4343278,0.74643326,0.75879335,0.2525983,0.3836329,-0.1310346
40,0.335628,0.4153379,"('stingy', 'generous')",-0.020396695,0.06919685,-0.334628,-0.23605588,-2.4242036,-2.2619917,-0.6109,-0.5033782,-0.1075218
61,-0.32300833,-0.37183422,"('illogical', 'logical')",0.69935566,0.81980765,0.8146398,0.7296027,-0.13474853,-0.27086478,0.2640596,0.2266778,0.0373818
4,0.32074663,0.30697745,"('disliked', 'liked')",-0.27197173,-0.26597044,0.16864176,0.3757325,-5.952592,-5.7139726,-1.4337938,-1.3243083,-0.1094855
38,0.31160963,0.32086456,"('untruthful', 'truthful')",0.18741849,0.2499226,0.03823031,0.07814025,0.46221754,0.615671,0.249869,0.3161496,-0.0662806
88,-0.280035,-0.22708613,"('low', 'eminent')",-0.71140075,-0.7714004,0.14769292,0.104067266,-0.98360497,-1.0347388,-0.4568369,-0.4822895,0.0254526
1,0.26655805,0.37389997,"('unfriendly', 'friendly')",1.8946093,2.1476912,1.5103364,1.5992852,1.7923814,1.7593807,1.3659713,1.4700643,-0.104093
9,0.2547781,0.32906693,"('unaffectionate', 'caring')",1.7569342,1.9057022,0.83334213,0.87416935,1.0379574,1.1504637,0.970753,1.0648506,-0.0940976
18,0.24714124,0.3614242,"('disagreeable', 'welcoming')",-0.06680824,0.17281342,0.50006795,0.6218307,-1.1401002,-1.1922202,-0.1149248,-0.009038,-0.1058868
58,0.2250064,0.20388874,"('undiscriminating', 'discriminating')",0.4298132,0.5217569,0.5688991,0.5993982,0.5620073,0.7429222,0.4464315,0.5169915,-0.07056
42,0.19075347,0.21881974,"('unreliable', 'reliable')",0.5212883,0.5177157,0.594975,0.67846054,-3.3198898,-3.115218,-0.5032183,-0.4250555,-0.0781628
83,0.14246343,0.24483849,"('powerless', 'powerful')",0.81966865,1.0060728,0.810869,0.98911834,-0.8699529,-0.6995131,0.225762,0.3851291,-0.1593671
19,0.12252936,0.13875572,"('inhospitable', 'hospitable')",0.22226615,0.12573314,-0.09702514,-0.13418514,0.4857077,0.43556127,0.1833695,0.1414663,0.0419032
34,-0.105156615,-0.0918963,"('mean', 'honorable')",-0.61529267,-0.65289015,0.22394137,0.22669624,5.297967,5.084148,1.2003648,1.1415144,0.0588504
53,-0.083668575,-0.18746468,"('uncreative', 'creative')",0.50335383,0.7118704,1.0092776,1.0324898,1.3226776,1.172666,0.6879101,0.6823903,0.0055198
67,0.07474743,0.05915347,"('doubtful', 'determined')",-0.5097821,-0.6411625,0.06512672,0.07700268,-0.6035011,-0.5556097,-0.2433522,-0.265154,0.0218018
29,0.044928994,0.10854181,"('unfair', 'fair')",-0.89673877,-0.61926425,-0.37644464,-0.23619547,-0.87074673,-0.8786475,-0.5247503,-0.4063914,-0.1183589
17,0.03173905,0.006732298,"('nasty', 'nice')",-0.61146104,-0.70994323,0.24570258,0.25762564,0.07293677,0.059699934,-0.0652707,-0.0964713,0.0312006
87,-0.02775713,0.19203696,"('unsuccessful', 'successful')",0.92259926,0.7936562,1.7584715,1.9083569,0.922117,0.8902653,0.8938577,0.9460788,-0.0522211
