,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
10,-3.5632474,-3.6191032,"('unsympathetic', 'sympathetic')",-1.3699644,-1.422329,-1.0007665,-1.1669599,-1.1292888,-1.0706902,-1.7658167,-1.8197706,0.0539539
55,-2.9320219,-2.927931,"('incompetent', 'clever')",-1.0187064,-1.0534538,-0.58222693,-0.8155564,-1.6236601,-1.6832244,-1.5391538,-1.6200414,0.0808876
69,2.929214,3.009891,"('lazy', 'industrious')",0.7575634,0.65078753,1.1192317,1.3186134,0.633833,0.85801303,1.3599606,1.4593263,-0.0993657
0,-2.6877184,-2.6821737,"('unsociable', 'sociable')",-0.8306186,-0.861489,-0.34491554,-0.42209554,-0.98535806,-1.0106637,-1.2121527,-1.2441056,0.0319529
45,-2.580829,-2.656018,"('incompetent', 'competent')",-1.447904,-1.618294,-0.8425975,-1.051396,-1.8143076,-1.8403962,-1.6714095,-1.7915261,0.1201166
35,2.5171952,2.5705285,"('corrupt', 'incorrupt')",0.40792745,0.50112015,0.524685,0.68811214,0.8069267,0.88864166,1.0641836,1.1621007,-0.0979171
60,-2.478741,-2.4991465,"('inefficient', 'efficient')",-1.3472474,-1.4802849,-0.48202705,-0.75776815,-1.4044406,-1.3975773,-1.4281139,-1.5336943,0.1055804
85,2.460915,2.5845053,"('insignificant', 'prestigious')",2.390598,2.6736495,2.5712101,2.8850727,1.5627487,1.6568685,2.2463679,2.4500241,-0.2036562
14,-2.3921232,-2.2673037,"('antisocial', 'social')",-0.81915927,-0.6921022,0.034802385,0.06837715,-1.4656367,-1.4234693,-1.1605291,-1.0786245,-0.0819046
5,2.3334417,2.340899,"('distant', 'outgoing')",2.2060099,2.3644905,1.3730359,1.464181,0.81202203,0.81503177,1.6811274,1.7461505,-0.0650231
36,2.290502,2.3867147,"('hostile', 'amicable')",1.004745,1.2337776,0.9236002,1.2250525,1.3580916,1.4401698,1.3942347,1.5714287,-0.177194
21,-2.2590082,-2.2905838,"('immoral', 'moral')",-0.49310893,-0.56956214,-0.17390364,-0.31887838,-1.9228247,-2.027214,-1.2122114,-1.3015597,0.0893483
46,-2.2068753,-2.216972,"('uncompetitive', 'competitive')",0.34299412,0.3299797,0.15886521,-0.07873082,-0.506131,-0.6185001,-0.5527868,-0.6460558,0.093269
57,-2.1920974,-2.2381387,"('unimaginative', 'imaginative')",-0.39275223,-0.3522923,-0.56209916,-0.6035009,-3.3604968,-3.2482812,-1.6268613,-1.6105533,-0.016308
13,-2.1443086,-2.046377,"('impolite', 'polite')",-0.8458068,-0.780707,-0.80110157,-0.9142812,-1.1266632,-1.111169,-1.22947,-1.2131336,-0.0163364
65,-2.1407979,-2.0787506,"('insecure', 'secure')",-1.5541689,-1.484462,-0.7525621,-0.83549726,-1.5712388,-1.6540519,-1.5046918,-1.5131904,0.0084986
11,-2.1078444,-2.075093,"('unhelpful', 'helpful')",-0.74759036,-0.86019003,-1.1097742,-1.2520697,1.2566329,1.1926354,-0.6771441,-0.7486794,0.0715353
31,2.0818539,2.0969176,"('evil', 'good')",0.52414167,0.6207794,0.4617933,0.6922343,0.14923346,0.22370127,0.8042556,0.9084082,-0.1041526
86,-2.077934,-2.1239529,"('uninfluential', 'influential')",0.17189409,0.22521995,-0.11174066,-0.23191321,-1.237793,-1.3096539,-0.8138934,-0.860075,0.0461816
62,-2.068786,-2.065508,"('incompetent', 'brilliant')",-0.3811441,-0.35764903,-0.8404123,-0.9826238,-1.2763999,-1.2424808,-1.1416855,-1.1620654,0.0203799
79,1.9506615,1.9562708,"('wavering', 'unwavering')",0.8707615,0.9082143,0.91812414,1.1122236,0.6549061,0.6623201,1.0986134,1.1597571,-0.0611437
56,-1.9149406,-1.9043934,"('impractical', 'practical')",-0.6720719,-0.7572629,-0.8890991,-1.0573152,-1.529822,-1.4994845,-1.2514834,-1.3046141,0.0531307
48,-1.8946744,-1.9472443,"('unintelligent', 'intelligent')",-1.5148693,-1.5305754,-0.5108339,-0.609923,-1.6681397,-1.7417921,-1.3971293,-1.4573838,0.0602545
6,1.8782909,1.8817407,"('distant', 'open')",1.7378756,1.874996,1.2736113,1.3781996,0.9976253,0.94804215,1.4718509,1.5207446,-0.0488937
43,-1.87314,-1.8329567,"('irresponsible', 'responsible')",0.32931596,0.42367494,-0.83080405,-1.012628,-0.4696371,-0.53304577,-0.7110663,-0.7387389,0.0276726
70,-1.861987,-1.7862611,"('lethargic', 'energetic')",-0.51518476,-0.5965941,-0.2432999,-0.40335014,-1.0927614,-1.1424578,-0.9283082,-0.9821658,0.0538576
3,-1.784259,-1.8016249,"('repellent', 'pleasant')",-1.6626921,-1.6626853,-1.0794299,-1.1082557,0.26710278,0.21088475,-1.0648195,-1.0904204,0.0256009
81,-1.7532026,-1.7596081,"('submissive', 'aggressive')",-0.5228951,-0.80214643,0.057220906,-0.15450093,-2.043755,-2.02074,-1.065658,-1.1842489,0.1185909
