,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
62,1.9423459,1.5478282,"('incompetent', 'brilliant')",2.0530133,2.0011978,0.38259295,0.2105646,1.4593174,1.2531969,0.2061205
63,1.9006304,1.7432504,"('unperceptive', 'insightful')",1.9601557,2.0363822,1.3503137,1.3522761,1.7370332,1.7106361,0.0263971
72,1.8132172,1.5415395,"('unambitious', 'ambitious')",0.08951642,-0.029554851,-0.6314129,-0.79620486,0.4237735,0.2385933,0.1851802
79,-1.7409482,-1.3787348,"('wavering', 'unwavering')",-1.3779159,-1.2336993,-0.10155578,0.16599546,-1.0734733,-0.8154796,-0.2579937
45,1.7294468,1.5251153,"('incompetent', 'competent')",1.670791,1.5905992,0.24555878,0.15060061,1.2152655,1.0887717,0.1264938
65,1.6247063,1.3254169,"('insecure', 'secure')",0.7610067,0.40802324,0.044687696,-0.2573205,0.8101336,0.4920399,0.3180937
25,-1.5987786,-1.2470106,"('egoistic', 'altruistic')",0.09325167,0.37635526,1.0955971,1.3835316,-0.1366433,0.1709588,-0.3076021
30,1.5828128,1.4478717,"('intolerant', 'tolerant')",2.1836271,2.0577276,0.97731376,0.83988714,1.5812511,1.4484955,0.1327556
23,1.5380752,1.5015968,"('insincere', 'sincere')",0.61962396,0.846959,5.928184,5.8764267,2.6952944,2.7416608,-0.0463664
13,1.5193895,1.2759885,"('impolite', 'polite')",1.2234168,0.96215224,0.059912622,-0.25740647,0.9342397,0.6602447,0.273995
20,1.497478,1.4213486,"('rough', 'thoughtful')",-0.1174956,-0.01019093,1.0716262,1.1281182,0.8172029,0.8464252,-0.0292223
67,1.4388229,1.2177702,"('doubtful', 'determined')",0.037396915,-0.14910334,-0.34742984,-0.50881505,0.3762633,0.1866173,0.189646
57,1.3224121,0.7989685,"('unimaginative', 'imaginative')",0.68416363,0.4722863,-2.2841082,-2.1945293,-0.0925108,-0.3077582,0.2152474
29,-1.3106505,-1.1152419,"('unfair', 'fair')",-1.6939421,-1.6048295,-0.52388936,-0.622064,-1.1761606,-1.1140451,-0.0621155
39,1.3067125,1.5389504,"('exploitative', 'cooperative')",0.79402494,0.86480635,0.37376496,0.296196,0.8248342,0.8999843,-0.0751501
24,1.2262338,1.4163803,"('dishonest', 'honest')",-0.3073904,-0.24061418,0.9777527,1.0211642,0.6321987,0.7323101,-0.1001114
11,1.2122197,0.9843056,"('unhelpful', 'helpful')",1.2030363,1.1337488,2.2857695,2.2921705,1.5670085,1.470075,0.0969335
19,-1.1896288,-0.9074799,"('inhospitable', 'hospitable')",-1.1196358,-0.8945085,-0.24608825,0.025217626,-0.8517843,-0.5922569,-0.2595274
22,1.1711266,1.1163049,"('untrustworthy', 'trustworthy')",0.55135846,0.46768188,-0.8390228,-1.1157864,0.2944874,0.1560668,0.1384206
32,1.144272,1.2626653,"('unkind', 'kind')",0.8119524,0.70696944,1.259349,1.3529272,1.0718578,1.1075207,-0.0356629
87,1.1311904,0.7442741,"('unsuccessful', 'successful')",2.1569085,1.8534747,0.8530175,0.89752924,1.380372,1.1650926,0.2152794
41,1.1274858,1.3452345,"('unforgiving', 'forgiving')",0.065507054,0.1438404,0.33053836,0.3011882,0.5078437,0.5967544,-0.0889107
37,1.1148249,0.92526567,"('fake', 'genuine')",0.19664004,0.25391436,0.8624543,0.88343894,0.7246397,0.6875397,0.0371
77,1.0928352,0.7325398,"('unmotivated', 'motivated')",0.6095968,0.34886155,-1.0264945,-1.202162,0.2253125,-0.0402536,0.2655661
1,-1.0790796,-0.35054806,"('unfriendly', 'friendly')",-0.6870625,-0.32807273,1.5258111,2.150431,-0.0801104,0.4906034,-0.5707138
8,-1.0591301,-0.56973547,"('unaffectionate', 'affectionate')",-0.62748116,-0.2742646,0.68927443,1.0247757,-0.3324456,0.0602585,-0.3927041
73,-1.0472499,-0.7923679,"('helpless', 'self-reliant')",0.1527715,0.26411343,-3.341106,-3.1036148,-1.4118614,-1.2106231,-0.2012383
17,-1.017434,-0.9126202,"('nasty', 'nice')",-0.9226151,-0.9096399,-0.5243476,-0.57489157,-0.8214656,-0.7990506,-0.022415
49,-0.9458931,-1.015977,"('unable', 'able')",-0.58843744,-0.5511785,-0.5115728,-0.5427667,-0.6819678,-0.7033075,0.0213397
3,0.9366204,0.78800505,"('repellent', 'pleasant')",0.9337571,0.7867829,0.5490388,0.2474218,0.8064721,0.6074033,0.1990688
50,-0.91469437,-0.8369129,"('clumsy', 'skillful')",-0.59035236,-0.40222445,0.11043216,0.41353765,-0.4648715,-0.2751999,-0.1896716
66,-0.89721084,-0.8972859,"('inactive', 'active')",-0.21910012,-0.3805433,1.3439556,1.3871218,0.0758816,0.0364309,0.0394507
48,0.86772084,0.67653054,"('unintelligent', 'intelligent')",0.035546694,-0.19220935,0.12615488,0.094277374,0.3431408,0.1928662,0.1502746
84,0.8673937,0.8092733,"('inferior', 'superior')",-0.45218468,-0.4413552,0.33711094,0.43577707,0.2507733,0.2678984,-0.0171251
15,-0.8397007,-0.6471177,"('boring', 'funny')",-0.83430326,-0.7911178,0.199908,0.23619701,-0.4913653,-0.4006795,-0.0906858
54,-0.820157,-0.5541238,"('incapable', 'capable')",-0.63377184,-0.34099624,0.8768125,0.9818208,-0.1923721,0.0289003,-0.2212724
26,0.595088,0.8291992,"('hardhearted', 'benevolent')",1.6610266,1.6126605,1.7755028,2.0491567,1.3438724,1.4970055,-0.1531331
28,0.5925847,0.52256334,"('disloyal', 'loyal')",0.1202377,0.12953147,1.1922481,1.4091841,0.6350235,0.6870929,-0.0520694
42,0.5858934,0.6172587,"('unreliable', 'reliable')",0.66294914,0.7161479,-1.9689869,-1.8141726,-0.2400481,-0.1602553,-0.0797928
61,0.54987824,0.6538958,"('illogical', 'logical')",-0.19850713,-0.25479534,0.3416905,0.35325056,0.2310205,0.2507837,-0.0197632
82,0.5498289,0.49493957,"('poor', 'rich')",0.19198412,0.19024268,6.1240287,6.1420856,2.288614,2.2757559,0.0128581
78,0.5243459,0.35535324,"('nonresilient', 'resilient')",1.0284173,0.97964424,0.2677536,0.3611238,0.6068389,0.5653737,0.0414652
33,-0.50984126,-0.18692894,"('wrong', 'right')",0.031724043,0.14491278,-0.4693424,-0.30283052,-0.3158199,-0.1149489,-0.200871
71,0.47905067,0.82511735,"('diffident', 'self-confident')",0.21048985,0.2920319,0.6866131,0.804907,0.4587179,0.6406854,-0.1819675
40,0.47447053,0.3299821,"('stingy', 'generous')",0.9744427,0.8632485,-1.0171448,-0.96701014,0.1439228,0.0754068,0.068516
53,0.45537344,0.29335496,"('uncreative', 'creative')",0.46094275,0.59899056,1.0791353,1.4129477,0.6651505,0.768431,-0.1032805
88,0.41988438,0.5440878,"('low', 'eminent')",0.2511004,0.09177073,0.022852618,0.25323528,0.2312791,0.2963646,-0.0650855
47,0.39665222,0.21455327,"('stupid', 'smart')",0.4746268,0.47418234,5.418609,5.270578,2.0966295,1.9864378,0.1101917
18,-0.34346628,-0.19705369,"('disagreeable', 'welcoming')",-0.48238435,-0.32886484,-0.30570066,-0.25677627,-0.3771838,-0.2608983,-0.1162855
27,0.32689378,0.6812895,"('hardhearted', 'softhearted')",0.5033288,0.60962915,1.4870911,1.5868454,0.7724379,0.9592547,-0.1868168
68,-0.29276496,-0.43009633,"('dependent', 'independent')",-0.7527474,-0.87055254,-0.7371672,-0.84005076,-0.5942265,-0.7135665,0.11934
58,0.2883143,-0.10961091,"('undiscriminating', 'discriminating')",0.68676674,0.5148297,0.1836963,0.27186412,0.3862591,0.2256943,0.1605648
38,0.20931761,0.4347316,"('untruthful', 'truthful')",-0.1333948,0.06890107,-0.10628092,0.06645444,-0.0101194,0.190029,-0.2001484
34,-0.19181414,-0.2928269,"('mean', 'honorable')",0.3220402,0.3403469,6.151588,6.116498,2.093938,2.0546727,0.0392653
9,-0.14172715,0.35175818,"('unaffectionate', 'caring')",0.16887592,0.4109036,1.3237484,1.6649717,0.450299,0.8092112,-0.3589122
83,0.065156765,-0.29987442,"('powerless', 'powerful')",-0.43704686,-0.7101786,-0.8285476,-0.9354711,-0.4001459,-0.6485081,0.2483622
2,-0.022043206,0.055152256,"('unlikable', 'likable')",0.655272,0.77944684,0.4513175,0.6045701,0.3615154,0.4797231,-0.1182077
64,0.008754551,-0.017846178,"('shy', 'confident')",1.2036706,1.0115277,-6.308532,-6.4243064,-1.6987023,-1.8102083,0.111506
