,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
52,1.4490126,1.2970908,"('irrational', 'rational')",0.2541794,0.17744496,0.694856,0.6171447,0.7993493,0.6972268,0.1021225
0,-1.4103732,-1.3853688,"('unsociable', 'sociable')",-1.1431509,-1.0876132,-0.8036017,-0.8440778,-1.1190419,-1.1056866,-0.0133553
84,1.3695594,1.3338219,"('inferior', 'superior')",0.70548314,0.6757299,0.90929854,0.97289425,0.9947804,0.9941487,0.0006317
73,1.3342898,1.3611659,"('helpless', 'self-reliant')",0.63584614,0.72557867,-3.0010495,-2.7446609,-0.3436379,-0.2193054,-0.1243325
71,1.3162341,1.2588648,"('diffident', 'self-confident')",0.9201316,0.868293,0.6619103,0.7758511,0.966092,0.9676696,-0.0015776
32,-1.2916641,-1.2277005,"('unkind', 'kind')",-0.67130595,-0.5884159,0.76628184,0.837996,-0.3988961,-0.3260401,-0.072856
85,1.2535998,1.1259004,"('insignificant', 'prestigious')",1.0324723,0.9142674,1.2667804,1.2890203,1.1842841,1.1097294,0.0745547
36,1.2278011,1.0324233,"('hostile', 'amicable')",-0.22152488,-0.43793488,1.0076144,0.9599388,0.6712969,0.5181424,0.1531545
62,-1.2129709,-1.0760338,"('incompetent', 'brilliant')",0.29932505,0.48486513,-0.56801707,-0.43737787,-0.4938876,-0.3428489,-0.1510387
33,1.1958883,1.2097175,"('wrong', 'right')",0.5844167,0.5682965,-0.13104376,-0.11207944,0.5497537,0.5553115,-0.0055578
6,1.1750025,1.105028,"('distant', 'open')",-0.36115643,-0.42925742,0.9523284,1.0187688,0.5887248,0.5648465,0.0238783
41,-1.1698956,-1.2378588,"('unforgiving', 'forgiving')",-0.7303514,-0.8138935,0.21761255,0.12450311,-0.5608782,-0.6424164,0.0815382
50,1.1637053,1.1940678,"('clumsy', 'skillful')",0.9575053,0.94972336,0.24671598,0.46147534,0.7893089,0.8684222,-0.0791133
70,-1.1588395,-1.0426153,"('lethargic', 'energetic')",-0.6351984,-0.48390663,0.15052317,0.23507892,-0.5478382,-0.430481,-0.1173572
21,-1.1565675,-1.0686024,"('immoral', 'moral')",-0.12775545,0.020219654,-1.3936906,-1.3304259,-0.8926711,-0.7929362,-0.0997349
35,1.1503929,1.1134052,"('corrupt', 'incorrupt')",0.07716282,-0.0058893766,0.3730546,0.34960392,0.5335368,0.4857066,0.0478302
65,-1.1355057,-1.1673638,"('insecure', 'secure')",-0.7218658,-0.7135389,-0.782588,-0.862343,-0.8799864,-0.9144152,0.0344288
28,-1.0781858,-1.2386733,"('disloyal', 'loyal')",-0.46185017,-0.4782883,0.92882544,0.99230564,-0.2037368,-0.241552,0.0378152
59,1.0506196,0.95317894,"('foolish', 'wise')",0.38168278,0.288195,0.67686385,0.6297625,0.7030554,0.6237121,0.0793433
39,0.945827,0.767912,"('exploitative', 'cooperative')",0.8178867,0.8101392,0.35473645,0.2946056,0.7061501,0.6242189,0.0819312
72,-0.88037187,-0.92780536,"('unambitious', 'ambitious')",-1.2723202,-1.2685236,-1.1853713,-1.1953368,-1.1126877,-1.1305552,0.0178675
34,0.84777737,0.8129232,"('mean', 'honorable')",-0.12331122,-0.09606868,6.204789,6.1251793,2.3097518,2.280678,0.0290738
38,-0.83303803,-0.77681494,"('untruthful', 'truthful')",-0.5965795,-0.53466,-0.088472165,-0.054765187,-0.5060299,-0.4554134,-0.0506165
46,-0.82830936,-0.78000826,"('uncompetitive', 'competitive')",0.44663528,0.54910743,-1.1966832,-1.0961314,-0.5261191,-0.4423441,-0.083775
43,-0.8251445,-0.77774787,"('irresponsible', 'responsible')",-1.2852421,-1.1301146,-0.104516745,-0.074961305,-0.7383011,-0.6609412,-0.0773599
54,0.8235851,0.79164857,"('incapable', 'capable')",0.55943006,0.50658476,1.3456558,1.3582208,0.909557,0.8854847,0.0240723
60,-0.7597086,-0.7558213,"('inefficient', 'efficient')",0.18202494,0.28619227,-0.7811203,-0.7890278,-0.4529347,-0.4195523,-0.0333824
20,0.6995031,0.6521945,"('rough', 'thoughtful')",1.1100056,1.1232619,0.7849204,0.86906946,0.8648098,0.8815087,-0.0166989
13,-0.6945156,-0.54585725,"('impolite', 'polite')",-0.8159634,-0.56082666,-0.6270815,-0.5899663,-0.7125201,-0.5655501,-0.14697
49,0.6772519,0.6360164,"('unable', 'able')",0.70255744,0.6729591,-0.041969202,-0.047536373,0.4459467,0.4204797,0.025467
56,-0.6676711,-0.54154575,"('impractical', 'practical')",-1.1159668,-0.9533455,-1.1507825,-1.0232736,-0.9781401,-0.8393882,-0.1387519
48,-0.6645338,-0.5797395,"('unintelligent', 'intelligent')",0.39173388,0.56850815,0.33985636,0.47166696,0.0223521,0.1534785,-0.1311264
53,0.6624395,0.6710036,"('uncreative', 'creative')",1.092186,1.1389724,1.3000197,1.3443549,1.0182151,1.0514436,-0.0332285
15,0.6611281,0.74048746,"('boring', 'funny')",-0.49759015,-0.43447146,0.5497348,0.636809,0.2377576,0.314275,-0.0765174
80,-0.6510619,-0.6290921,"('dominated', 'dominating')",0.12326519,0.18164985,-1.4784731,-1.4116719,-0.6687566,-0.6197047,-0.0490519
22,-0.64787817,-0.58623916,"('untrustworthy', 'trustworthy')",-0.43218765,-0.35199532,-1.0797614,-1.0242093,-0.7199424,-0.6541479,-0.0657945
12,0.59447896,0.6450028,"('unsupportive', 'supportive')",0.4783872,0.58745533,-1.7145622,-1.5999402,-0.2138987,-0.122494,-0.0914047
40,-0.56681937,-0.6763004,"('stingy', 'generous')",0.14787124,0.013422437,-1.2007165,-1.1511205,-0.5398882,-0.6046662,0.064778
27,0.5437708,0.49278468,"('hardhearted', 'softhearted')",0.35477686,0.44602486,2.018027,1.9868981,0.9721916,0.9752359,-0.0030443
78,0.54011756,0.45155412,"('nonresilient', 'resilient')",1.9515966,1.8760638,0.30649722,0.47183686,0.9327372,0.9331516,-0.0004144
64,-0.51909393,-0.48090088,"('shy', 'confident')",-0.5365156,-0.62650895,-7.0416374,-6.97062,-2.6990824,-2.6926765,-0.0064059
26,0.4910091,0.52168447,"('hardhearted', 'benevolent')",0.18088126,0.26372796,1.6982088,1.8243966,0.790033,0.8699363,-0.0799033
87,0.4809864,0.46682492,"('unsuccessful', 'successful')",0.89657646,0.9292428,0.47147217,0.5644878,0.616345,0.6535185,-0.0371735
83,0.47347638,0.45928708,"('powerless', 'powerful')",0.20432304,0.16348833,-1.2487308,-1.2181926,-0.1903105,-0.1984724,0.0081619
61,0.45045128,0.5167998,"('illogical', 'logical')",0.33582705,0.3955024,0.108504035,0.076767035,0.2982608,0.3296897,-0.0314289
23,-0.3963401,-0.37672725,"('insincere', 'sincere')",-0.43591496,-0.35350624,5.4303064,5.363549,1.5326838,1.5444385,-0.0117547
67,0.3949973,0.360447,"('doubtful', 'determined')",0.2048243,0.13874054,-1.1344522,-1.1970072,-0.1782102,-0.2326066,0.0543964
74,-0.38557336,-0.3358407,"('undedicated', 'dedicated')",-0.38762754,-0.31507546,-0.12536961,0.029276125,-0.2995235,-0.2072133,-0.0923102
1,0.367405,0.32315525,"('unfriendly', 'friendly')",0.06264173,0.15240493,2.2063515,2.3792317,0.8787994,0.9515973,-0.0727979
4,0.33520207,0.33434975,"('disliked', 'liked')",-0.312643,-0.39878225,-6.2824206,-6.039921,-2.0866205,-2.0347845,-0.051836
77,0.28615132,0.21118602,"('unmotivated', 'motivated')",1.2218897,1.1365912,-1.3764337,-1.3671018,0.0438691,-0.0064415,0.0503106
57,-0.28444928,-0.23699689,"('unimaginative', 'imaginative')",0.35609525,0.43404377,-2.5025525,-2.307806,-0.8103022,-0.7035864,-0.1067158
47,0.2843019,0.30168688,"('stupid', 'smart')",0.5742204,0.67458135,5.4908304,5.300062,2.1164509,2.0921102,0.0243407
42,-0.27793148,-0.33174866,"('unreliable', 'reliable')",-1.1313418,-1.137324,-3.178376,-3.0250857,-1.5292164,-1.4980528,-0.0311636
68,0.26812714,0.30569333,"('dependent', 'independent')",-0.13557252,-0.026378764,-0.5464433,-0.522187,-0.1379629,-0.0809575,-0.0570054
19,0.24356267,0.34753275,"('inhospitable', 'hospitable')",-0.038855404,0.008528098,0.24057774,0.37954575,0.1484283,0.2452022,-0.0967739
30,-0.23148678,-0.16480622,"('intolerant', 'tolerant')",0.848464,0.98774284,0.6095191,0.6398737,0.4088321,0.4876034,-0.0787713
7,0.20838305,0.08772857,"('insensitive', 'sensitive')",0.179702,0.27982754,0.7258928,0.8328764,0.371326,0.4001442,-0.0288182
29,-0.20584896,-0.28194773,"('unfair', 'fair')",-0.6308213,-0.72240674,-0.30584708,-0.3777301,-0.3808391,-0.4606949,0.0798558
9,-0.19936796,-0.25797543,"('unaffectionate', 'caring')",0.06643915,0.083505325,1.673047,1.728881,0.5133727,0.518137,-0.0047643
58,0.18675058,0.17048186,"('undiscriminating', 'discriminating')",0.59273285,0.5449427,-0.03688582,0.044662554,0.2475325,0.2533624,-0.0058299
16,0.18156739,0.07816304,"('unpopular', 'popular')",0.29053137,0.1873466,0.6426258,0.5683509,0.3715749,0.2779535,0.0936214
8,-0.18013164,-0.17330508,"('unaffectionate', 'affectionate')",-0.5058733,-0.4310991,1.1854014,1.2811258,0.1664655,0.2255739,-0.0591084
31,0.1762178,0.1521702,"('evil', 'good')",-0.12736207,-0.243921,-0.37012476,-0.41279107,-0.1070897,-0.1681806,0.0610909
75,-0.17541137,-0.12104721,"('meek', 'impulsive')",0.09948716,0.07430704,-0.30655777,-0.2004879,-0.127494,-0.0824094,-0.0450846
11,0.13877432,0.2390278,"('unhelpful', 'helpful')",0.97466314,1.1318383,1.4949362,1.6650212,0.8694579,1.0119624,-0.1425045
17,0.1097627,0.033696167,"('nasty', 'nice')",-0.45265654,-0.43159175,-0.4965171,-0.56765914,-0.2798036,-0.3218516,0.042048
44,0.10263157,0.13020584,"('prejudiced', 'unprejudiced')",-0.091358624,-0.09479865,-1.3027633,-1.3173839,-0.4304968,-0.4273256,-0.0031712
25,0.09502933,0.10914928,"('egoistic', 'altruistic')",0.7538138,0.73163265,2.1411734,2.1086957,0.9966722,0.9831592,0.013513
88,-0.09261666,-0.021957379,"('low', 'eminent')",-0.11938959,-0.00847071,-0.06368435,0.04536739,-0.0918969,0.0049798,-0.0968767
79,-0.07648849,-0.0145866405,"('wavering', 'unwavering')",-1.0670869,-1.0816591,0.04697896,0.13507862,-0.3655322,-0.3203891,-0.0451431
66,0.06650579,-0.037238207,"('inactive', 'active')",-0.25238395,-0.41836554,1.2593595,1.1876738,0.3578271,0.2440234,0.1138037
2,0.057214238,0.11142825,"('unlikable', 'likable')",0.13220352,0.20384002,0.37880582,0.4174871,0.1894079,0.2442518,-0.0548439
63,-0.03769616,0.11167437,"('unperceptive', 'insightful')",0.75075036,0.9160824,0.6579747,0.81863344,0.4570096,0.6154634,-0.1584538
18,0.022205412,-0.044459894,"('disagreeable', 'welcoming')",0.3585668,0.27893654,-0.058976777,-0.2003878,0.1072651,0.0113629,0.0959022
37,0.0060031824,0.106377095,"('fake', 'genuine')",-0.2641483,-0.047170505,0.31887138,0.40866536,0.0202421,0.1559573,-0.1357152
