,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.0474432,-2.0876067,"('hostile', 'amicable')",-0.44350797,-0.68998754,-1.2454755,-1.388797,0.1433215
81,1.6841623,1.720959,"('submissive', 'aggressive')",-0.14581145,-0.017437108,0.7691754,0.8517609,-0.0825855
31,-1.6732605,-1.5883988,"('evil', 'good')",-1.2107553,-1.3020792,-1.4420079,-1.4452391,0.0032312
6,-1.6247144,-1.5846746,"('distant', 'open')",-0.17567138,-0.1315765,-0.9001929,-0.8581256,-0.0420673
62,1.5636562,1.7172247,"('incompetent', 'brilliant')",0.8632767,1.1971501,1.2134664,1.4571874,-0.243721
56,1.4857186,1.5232648,"('impractical', 'practical')",0.2435674,0.4010447,0.864643,0.9621547,-0.0975117
5,-1.4668933,-1.3714058,"('distant', 'outgoing')",-0.44729644,-0.31690678,-0.9570949,-0.8441563,-0.1129386
79,-1.437798,-1.3192186,"('wavering', 'unwavering')",-0.34860888,-0.2614739,-0.8932034,-0.7903463,-0.1028571
60,1.4296192,1.2314996,"('inefficient', 'efficient')",0.691038,0.74888843,1.0603286,0.990194,0.0701346
53,-1.3158303,-1.5708736,"('uncreative', 'creative')",0.6207215,0.41812256,-0.3475544,-0.5763755,0.2288211
30,1.1420643,1.1980119,"('intolerant', 'tolerant')",1.5028956,1.4787207,1.32248,1.3383663,-0.0158863
1,-1.1005985,-1.177186,"('unfriendly', 'friendly')",1.3179128,1.2741114,0.1086572,0.0484627,0.0601945
19,-0.98160523,-0.85133797,"('inhospitable', 'hospitable')",-0.27598953,-0.17337832,-0.6287974,-0.5123581,-0.1164393
43,0.9312761,0.78192186,"('irresponsible', 'responsible')",0.6361202,0.6136574,0.7836981,0.6977897,0.0859084
21,0.892799,0.8501623,"('immoral', 'moral')",-0.30592337,-0.37638736,0.2934378,0.2368875,0.0565503
4,-0.88659096,-0.6831821,"('disliked', 'liked')",-5.8093,-5.807724,-3.3479455,-3.2454531,-0.1024924
70,0.88463944,0.9210428,"('lethargic', 'energetic')",0.89972776,1.0717821,0.8921836,0.9964125,-0.1042289
8,-0.84668285,-0.894516,"('unaffectionate', 'affectionate')",0.70133966,0.6919502,-0.0726716,-0.1012829,0.0286113
11,0.8277761,0.6016405,"('unhelpful', 'helpful')",2.0469232,1.997217,1.4373496,1.2994288,0.1379208
39,0.780333,0.3768525,"('exploitative', 'cooperative')",0.019805413,-0.14756724,0.4000692,0.1146426,0.2854266
55,0.77501917,0.7512244,"('incompetent', 'clever')",0.36104617,0.31030202,0.5680327,0.5307632,0.0372695
7,0.773783,0.59445906,"('insensitive', 'sensitive')",0.5863725,0.5168166,0.6800778,0.5556378,0.12444
33,0.76669836,0.7109052,"('wrong', 'right')",-0.57688665,-0.62362945,0.0949059,0.0436379,0.051268
86,-0.7662901,-0.8969012,"('uninfluential', 'influential')",-0.0483054,-0.104393885,-0.4072978,-0.5006475,0.0933497
14,0.7450259,0.79827434,"('antisocial', 'social')",-0.51666963,-0.54316604,0.1141781,0.1275541,-0.013376
85,-0.74432683,-0.93988,"('insignificant', 'prestigious')",0.22664997,-0.064325444,-0.2588384,-0.5021027,0.2432643
80,0.73063004,0.85632783,"('dominated', 'dominating')",-1.0439235,-0.9303812,-0.1566467,-0.0370267,-0.11962
35,-0.7246338,-0.6966189,"('corrupt', 'incorrupt')",-0.71000326,-0.845818,-0.7173185,-0.7712184,0.0538999
88,-0.7231295,-0.8476455,"('low', 'eminent')",0.29206747,0.23809706,-0.215531,-0.3047742,0.0892432
73,0.6858294,0.8089947,"('helpless', 'self-reliant')",-2.4581375,-2.465991,-0.8861541,-0.8284981,-0.057656
66,-0.6662445,-0.66239923,"('inactive', 'active')",0.5293419,0.46602196,-0.0684513,-0.0981886,0.0297373
67,0.65604806,0.63802326,"('doubtful', 'determined')",-0.5473053,-0.39729083,0.0543714,0.1203662,-0.0659948
37,0.6398874,0.57468253,"('fake', 'genuine')",0.4691233,0.45566612,0.5545053,0.5151743,0.039331
57,-0.60926694,-0.76174366,"('unimaginative', 'imaginative')",-1.9480621,-2.180456,-1.2786645,-1.4710999,0.1924354
72,-0.60739446,-0.28448308,"('unambitious', 'ambitious')",-0.86565185,-0.54184735,-0.7365232,-0.4131652,-0.323358
74,0.5953402,0.6224553,"('undedicated', 'dedicated')",0.07242046,0.013058633,0.3338803,0.317757,0.0161233
23,0.59211916,0.37940118,"('insincere', 'sincere')",5.15891,5.244016,2.8755145,2.8117087,0.0638058
84,0.58710194,0.54186696,"('inferior', 'superior')",1.0747755,1.1588826,0.8309387,0.8503748,-0.0194361
18,-0.5841054,-0.70666254,"('disagreeable', 'welcoming')",-0.3816354,-0.5434519,-0.4828704,-0.6250572,0.1421868
25,-0.56950295,-0.7330947,"('egoistic', 'altruistic')",1.0700339,0.96436834,0.2502655,0.1156368,0.1346287
13,0.56422347,0.6442424,"('impolite', 'polite')",-0.17243034,-0.06423254,0.1958966,0.2900049,-0.0941083
52,-0.5602872,-0.63289243,"('irrational', 'rational')",0.07464899,-0.18774506,-0.2428191,-0.4103187,0.1674996
76,0.55277157,0.6412291,"('anxious', 'daring')",0.31376913,0.5021453,0.4332703,0.5716872,-0.1384169
83,-0.5525815,-0.536209,"('powerless', 'powerful')",-0.74180436,-0.7078629,-0.647193,-0.622036,-0.025157
42,0.5499056,0.37649733,"('unreliable', 'reliable')",-2.3569338,-2.5434263,-0.9035141,-1.0834645,0.1799504
71,-0.54123443,-0.71599066,"('diffident', 'self-confident')",0.44861382,0.297072,-0.0463103,-0.2094593,0.163149
12,0.5336912,0.52147704,"('unsupportive', 'supportive')",-1.232156,-1.2530947,-0.3492324,-0.3658088,0.0165764
15,-0.5333858,-0.37588906,"('boring', 'funny')",0.2783003,0.31442067,-0.1275428,-0.0307342,-0.0968086
2,0.5190154,0.6084603,"('unlikable', 'likable')",0.5185407,0.46501046,0.518778,0.5367354,-0.0179574
16,-0.51659083,-0.45311463,"('unpopular', 'popular')",0.3578236,0.27133775,-0.0793836,-0.0908884,0.0115048
47,0.49821073,0.63369143,"('stupid', 'smart')",4.821823,5.0209327,2.660017,2.827312,-0.167295
22,0.47645137,0.540741,"('untrustworthy', 'trustworthy')",-0.646425,-0.6170762,-0.0849868,-0.0381676,-0.0468192
87,0.4707589,0.6524614,"('unsuccessful', 'successful')",1.0567517,1.1866251,0.7637553,0.9195433,-0.155788
40,-0.46934438,-0.2720304,"('stingy', 'generous')",-1.3942081,-1.4116338,-0.9317762,-0.8418322,-0.089944
59,0.45140135,0.37076744,"('foolish', 'wise')",0.41712976,0.3909024,0.4342656,0.3808349,0.0534307
26,-0.43670806,-0.6270823,"('hardhearted', 'benevolent')",1.6118962,1.3745418,0.587594,0.3737297,0.2138643
27,-0.42772147,-0.3309769,"('hardhearted', 'softhearted')",1.3687599,1.3062286,0.4705192,0.4876259,-0.0171067
10,0.35012493,0.3679878,"('unsympathetic', 'sympathetic')",0.0331536,0.10105382,0.1916393,0.2345208,-0.0428815
9,-0.34732637,-0.5373504,"('unaffectionate', 'caring')",1.1821582,1.1162429,0.4174159,0.2894462,0.1279697
75,-0.34727767,-0.067813635,"('meek', 'impulsive')",-0.54248244,-0.37800062,-0.4448801,-0.2229071,-0.221973
44,-0.28120086,-0.4487443,"('prejudiced', 'unprejudiced')",-1.3976976,-1.5636581,-0.8394492,-1.0062013,0.1667521
46,0.27479565,0.25231367,"('uncompetitive', 'competitive')",-0.27586654,-0.24861851,-0.0005354,0.0018476,-0.002383
50,0.25992966,0.089710616,"('clumsy', 'skillful')",0.49940905,0.381969,0.3796694,0.2358398,0.1438296
65,0.24299088,0.20484309,"('insecure', 'secure')",-0.15533158,-0.07674274,0.0438296,0.0640502,-0.0202206
28,-0.23822354,-0.516154,"('disloyal', 'loyal')",0.6982185,0.4913612,0.2299975,-0.0123964,0.2423939
49,-0.23213929,-0.14520516,"('unable', 'able')",0.006766051,0.17083508,-0.1126866,0.012815,-0.1255016
41,0.22229317,0.33534437,"('unforgiving', 'forgiving')",0.11692466,-0.073926136,0.1696089,0.1307091,0.0388998
45,0.21131656,0.3866355,"('incompetent', 'competent')",0.09289295,0.15305603,0.1521048,0.2698458,-0.117741
29,-0.21085946,-0.17001317,"('unfair', 'fair')",-0.62435716,-0.57456607,-0.4176083,-0.3722896,-0.0453187
68,-0.20201877,-0.1948663,"('dependent', 'independent')",-0.3447303,-0.3075486,-0.2733745,-0.2512075,-0.022167
63,0.17211246,0.30008668,"('unperceptive', 'insightful')",1.3653651,1.5673919,0.7687388,0.9337393,-0.1650005
