,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,male-female
14,3.248663,3.0853045,"('antisocial', 'social')",0.039745666,-0.13784277,1.6442043,1.4737308,0.1704735
60,3.134102,3.0207615,"('inefficient', 'efficient')",0.594121,0.5322751,1.8641115,1.7765183,0.0875932
31,-2.6409397,-2.4484062,"('evil', 'good')",-1.3680809,-1.240664,-2.0045104,-1.8445351,-0.1599753
55,2.638204,2.5020626,"('incompetent', 'clever')",0.5739307,0.49993378,1.6060674,1.5009981,0.1050693
35,-2.5945826,-2.4399278,"('corrupt', 'incorrupt')",-0.60071963,-0.47205773,-1.5976511,-1.4559928,-0.1416583
36,-2.5895274,-2.2279334,"('hostile', 'amicable')",-0.5662533,-0.40582353,-1.5778904,-1.3168784,-0.261012
62,2.5117502,2.221008,"('incompetent', 'brilliant')",0.5572906,0.40420395,1.5345204,1.312606,0.2219144
56,2.374607,2.0431943,"('impractical', 'practical')",-0.15020305,-0.34317723,1.112202,0.8500085,0.2621935
85,-2.3710763,-1.6890806,"('insignificant', 'prestigious')",-0.72132075,-0.51928884,-1.5461986,-1.1041847,-0.4420139
79,-2.1400266,-2.02545,"('wavering', 'unwavering')",-0.6160816,-0.580905,-1.3780541,-1.3031775,-0.0748766
6,-2.138108,-1.6162782,"('distant', 'open')",-0.62712264,-0.34647357,-1.3826153,-0.9813759,-0.4012394
81,2.1361053,1.6153096,"('submissive', 'aggressive')",-0.21542645,-0.48700842,0.9603394,0.5641506,0.3961888
52,-2.1319833,-1.7681861,"('irrational', 'rational')",-0.38993263,-0.0712178,-1.260958,-0.9197019,-0.3412561
4,-2.0598478,-1.883251,"('disliked', 'liked')",-8.141206,-8.25821,-5.1005268,-5.0707307,-0.0297961
5,-2.035122,-1.509168,"('distant', 'outgoing')",-0.89513624,-0.63831127,-1.4651291,-1.0737396,-0.3913895
59,-2.0216386,-2.0424325,"('foolish', 'wise')",-0.10217121,0.06497601,-1.0619049,-0.9887283,-0.0731766
0,1.983715,2.0980997,"('unsociable', 'sociable')",0.25321472,0.21856126,1.1184649,1.1583304,-0.0398655
21,1.8884277,1.8395855,"('immoral', 'moral')",-0.3574206,-0.22555968,0.7655036,0.8070129,-0.0415093
65,1.8325564,1.4493314,"('insecure', 'secure')",0.21834265,0.03307532,1.0254495,0.7412034,0.2842461
75,-1.7994391,-1.9905318,"('meek', 'impulsive')",-1.0227545,-1.1397141,-1.4110968,-1.565123,0.1540262
7,1.7862208,1.3550994,"('insensitive', 'sensitive')",0.5712042,0.39991555,1.1787125,0.8775075,0.301205
30,1.6905868,1.5045722,"('intolerant', 'tolerant')",0.96114725,0.92518604,1.3258671,1.214879,0.1109881
70,1.6602037,1.5177759,"('lethargic', 'energetic')",0.62898856,0.5897312,1.1445961,1.0537536,0.0908425
16,-1.621422,-1.1860528,"('unpopular', 'popular')",-0.1096946,-0.007936135,-0.8655583,-0.5969945,-0.2685638
10,1.6132246,1.5176934,"('unsympathetic', 'sympathetic')",0.061252296,0.03696443,0.8372384,0.7773289,0.0599095
66,-1.5824552,-1.5500225,"('inactive', 'active')",-0.34499845,-0.19079801,-0.9637268,-0.8704103,-0.0933165
76,1.5166295,1.6116786,"('anxious', 'daring')",0.19414325,0.2109167,0.8553864,0.9112977,-0.0559113
19,-1.4718032,-1.3532925,"('inhospitable', 'hospitable')",-0.8007632,-0.73305607,-1.1362832,-1.0431743,-0.0931089
13,1.4664884,1.2356154,"('impolite', 'polite')",-0.83778065,-0.8812854,0.3143539,0.177165,0.1371889
80,1.4645256,1.1465399,"('dominated', 'dominating')",-0.8562116,-0.9317063,0.304157,0.1074168,0.1967402
39,1.4482728,1.6041815,"('exploitative', 'cooperative')",0.11775682,0.12446253,0.7830148,0.864322,-0.0813072
64,-1.3372254,-1.4109648,"('shy', 'confident')",-7.0696154,-6.961845,-4.2034206,-4.1864047,-0.0170159
46,1.2474246,1.1474092,"('uncompetitive', 'competitive')",-0.78691334,-0.8601219,0.2302556,0.1436436,0.086612
48,1.2215605,1.262183,"('unintelligent', 'intelligent')",0.7366673,0.7427669,0.9791139,1.0024749,-0.023361
33,-1.2155396,-0.9415924,"('wrong', 'right')",-0.8712273,-0.7464587,-1.0433835,-0.8440256,-0.1993579
44,-1.1950573,-0.98196656,"('prejudiced', 'unprejudiced')",-1.2015831,-1.0219374,-1.1983202,-1.0019519,-0.1963683
17,-1.1906542,-1.1042475,"('nasty', 'nice')",-0.45821777,-0.54563737,-0.8244359,-0.8249424,0.0005065
23,1.1745318,0.97929347,"('insincere', 'sincere')",6.6728024,6.624331,3.9236672,3.8018122,0.121855
3,1.1619405,1.079707,"('repellent', 'pleasant')",0.86811453,0.7378896,1.0150275,0.9087983,0.1062292
43,1.1401157,1.2098702,"('irresponsible', 'responsible')",0.744423,0.76639074,0.9422693,0.9881305,-0.0458612
69,-1.0874689,-0.90961385,"('lazy', 'industrious')",-1.2721783,-1.1080745,-1.1798236,-1.0088441,-0.1709795
50,-0.97327495,-0.9936348,"('clumsy', 'skillful')",0.0923314,0.121282324,-0.4404718,-0.4361762,-0.0042956
38,-0.9594516,-0.98420113,"('untruthful', 'truthful')",-0.4973528,-0.4479486,-0.7284022,-0.7160749,-0.0123273
53,-0.95931816,-0.8518065,"('uncreative', 'creative')",-0.036355093,0.014945544,-0.4978366,-0.4184305,-0.0794061
87,0.95907974,0.9644583,"('unsuccessful', 'successful')",0.3003294,0.42670798,0.6297046,0.6955831,-0.0658785
61,0.87089926,1.0434752,"('illogical', 'logical')",0.27372816,0.47827625,0.5723137,0.7608757,-0.188562
49,0.83423597,0.7168072,"('unable', 'able')",0.04486017,0.039971408,0.4395481,0.3783893,0.0611588
88,-0.82877505,-0.86673576,"('low', 'eminent')",-0.14328536,-0.17113648,-0.4860302,-0.5189361,0.0329059
