,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
87,0.303283,0.11655828,"('unsuccessful', 'successful')",2.1389031,2.2613385,0.9636545,0.9747279,1.1352802,1.1175416,0.0177386
51,0.26441357,0.0030830912,"('uneducated', 'educated')",1.3196285,1.4220072,0.5763568,0.40342847,0.720133,0.6095062,0.1106268
25,0.25633547,0.58260286,"('egoistic', 'altruistic')",-0.33191174,-0.17252685,0.67597926,0.8119619,0.2001343,0.407346,-0.2072117
57,0.20262155,-0.13896728,"('unimaginative', 'imaginative')",0.28481987,0.0912875,-2.5204532,-2.7287982,-0.6776706,-0.9254926,0.247822
20,-0.17971526,-0.1480962,"('rough', 'thoughtful')",0.08003394,0.07896266,0.627345,0.49946284,0.1758879,0.1434431,0.0324448
8,-0.17274854,-0.01040611,"('unaffectionate', 'affectionate')",-1.4222237,-1.3900762,-0.075489484,0.10262789,-0.5568206,-0.4326181,-0.1242025
82,-0.17185009,-0.27422833,"('poor', 'rich')",0.506133,0.7343987,6.003754,6.199664,2.112679,2.2199448,-0.1072658
27,-0.15058692,-0.09676149,"('hardhearted', 'softhearted')",0.8533304,0.8775626,0.9361823,0.97192436,0.5463086,0.5842418,-0.0379332
47,0.15052328,0.070302695,"('stupid', 'smart')",0.8354603,0.91307026,5.235879,5.260975,2.0739543,2.0814492,-0.0074949
58,0.11290902,0.03424164,"('undiscriminating', 'discriminating')",0.890778,0.8471967,0.22301905,0.17331119,0.408902,0.3515832,0.0573188
83,0.10268384,0.20012546,"('powerless', 'powerful')",0.33115816,0.23897862,-0.6472034,-0.77027017,-0.0711205,-0.1103887,0.0392682
88,0.08855602,0.048625037,"('low', 'eminent')",0.6091902,0.63702565,0.40796652,0.30800557,0.3685709,0.3312188,0.0373521
61,0.08602464,0.21481016,"('illogical', 'logical')",-0.40805024,-0.3098562,0.026067538,-0.024835594,-0.0986527,-0.0399605,-0.0586922
29,0.08130966,0.094696224,"('unfair', 'fair')",-1.7098641,-1.6339799,-0.89829195,-1.0017365,-0.8422821,-0.8470068,0.0047247
3,0.06655741,0.08776657,"('repellent', 'pleasant')",1.43413,1.3861535,0.5410408,0.42114082,0.680576,0.6316869,0.0488891
22,0.06360886,-0.08370696,"('untrustworthy', 'trustworthy')",0.88896275,1.0604687,-0.66015863,-0.8641053,0.097471,0.0375521,0.0599189
15,0.04561562,-0.22346394,"('boring', 'funny')",-0.9258243,-1.0066656,0.03776273,0.049368776,-0.2808153,-0.3935869,0.1127716
2,0.035682254,0.1796182,"('unlikable', 'likable')",0.43530542,0.5869403,0.52617526,0.6279211,0.3323876,0.4648265,-0.1324389
34,-0.024538727,0.18528302,"('mean', 'honorable')",0.8973442,1.1230234,5.90057,6.1909685,2.2577918,2.4997584,-0.2419666
84,0.015722692,0.14876747,"('inferior', 'superior')",-0.7407862,-0.6087909,0.46273583,0.5434991,-0.0874426,0.0278252,-0.1152678
67,-0.009619623,-0.20702824,"('doubtful', 'determined')",-0.1525748,-0.28016913,-0.6969621,-0.6121897,-0.2863855,-0.3664623,0.0800768
37,-0.004139511,-0.18042877,"('fake', 'genuine')",-0.21765345,-0.14157079,0.21913284,0.20450999,-0.0008867,-0.0391632,0.0382765
