,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,2.7900736,2.8079383,"('impractical', 'practical')",2.4330697,2.7211285,0.3386901,0.450271,1.8539446,1.9931127,-0.1391681
60,2.311329,2.2412577,"('inefficient', 'efficient')",3.5034895,3.7619948,0.7886292,0.8727522,2.2011491,2.2920016,-0.0908525
30,2.288972,2.066414,"('intolerant', 'tolerant')",2.2335436,2.311914,0.8885095,0.9211623,1.803675,1.7664968,0.0371782
31,-2.142112,-2.053668,"('evil', 'good')",-2.1534507,-2.2482047,-2.1276248,-2.0635593,-2.1410624,-2.1218106,-0.0192518
12,2.0976532,2.2854998,"('unsupportive', 'supportive')",1.4934404,2.076921,-1.2642169,-1.2060871,0.7756255,1.0521113,-0.2764858
36,-2.0139585,-1.8260808,"('hostile', 'amicable')",-2.9497664,-3.0833783,-0.6099225,-0.6183198,-1.8578825,-1.842593,-0.0152895
0,1.838188,1.5078248,"('unsociable', 'sociable')",1.6580005,1.4993033,-0.26494598,-0.43490085,1.0770809,0.8574092,0.2196717
43,1.8160732,1.9118279,"('irresponsible', 'responsible')",1.1175413,1.5216432,0.81130075,0.9191359,1.2483051,1.4508691,-0.202564
7,1.7695475,1.7433132,"('insensitive', 'sensitive')",1.2708256,1.5299379,0.7223533,0.6744758,1.2542421,1.3159089,-0.0616668
14,1.7183859,1.3271183,"('antisocial', 'social')",2.2765734,2.0544217,-0.34476206,-0.5042039,1.2167324,0.959112,0.2576204
35,-1.7022706,-1.4551272,"('corrupt', 'incorrupt')",-2.475082,-2.438878,-0.9535325,-0.9405717,-1.710295,-1.6115257,-0.0987693
19,-1.6880782,-1.699126,"('inhospitable', 'hospitable')",-1.1743627,-0.9936347,-0.27561167,-0.21667223,-1.0460175,-0.969811,-0.0762065
13,1.6780151,1.6201619,"('impolite', 'polite')",1.1593121,1.4703007,0.4006314,0.27004504,1.0793196,1.1201692,-0.0408496
10,1.6411215,1.3830007,"('unsympathetic', 'sympathetic')",1.9725637,1.9449201,0.56428593,0.4007632,1.392657,1.2428947,0.1497623
52,-1.5739672,-1.5962783,"('irrational', 'rational')",-2.9418375,-3.0574405,-1.1531156,-1.0820782,-1.8896402,-1.9119323,0.0222921
71,1.5180281,1.8409325,"('diffident', 'self-confident')",-0.35887197,0.22978556,0.10841259,0.37954018,0.4225229,0.8167528,-0.3942299
44,-1.4733934,-1.2287924,"('prejudiced', 'unprejudiced')",-0.78688765,-0.6065444,-1.3823398,-1.2064803,-1.214207,-1.0139391,-0.2002679
65,1.4068005,1.1601069,"('insecure', 'secure')",1.3290023,1.1477189,0.6011615,0.5055819,1.1123214,0.9378026,0.1745188
49,-1.3967772,-1.3395659,"('unable', 'able')",-0.114863575,0.13858864,-0.28208217,-0.18555763,-0.5979077,-0.4621783,-0.1357294
6,-1.3844799,-1.1183467,"('distant', 'open')",-2.618018,-2.3542528,-0.09899521,0.12641005,-1.3671643,-1.1153965,-0.2517678
55,1.3507481,1.2078186,"('incompetent', 'clever')",2.2099082,2.348465,0.29267713,0.2934941,1.2844445,1.2832592,0.0011853
74,1.3051062,1.1150079,"('undedicated', 'dedicated')",1.1302598,1.4123254,0.7812435,0.79059625,1.0722032,1.1059765,-0.0337733
42,1.2707638,1.2622812,"('unreliable', 'reliable')",1.3797101,1.4845767,-1.7734499,-1.8532887,0.2923413,0.2978564,-0.0055151
9,1.2630599,1.6518785,"('unaffectionate', 'caring')",-0.774241,-0.37151685,0.8684269,1.1235398,0.4524153,0.8013005,-0.3488852
63,1.2497491,1.2089392,"('unperceptive', 'insightful')",2.0416906,2.5423067,1.6640326,1.6919631,1.651824,1.8144031,-0.1625791
85,-1.2295998,-0.8475089,"('insignificant', 'prestigious')",-1.5202929,-1.2908983,-0.31575227,-0.14937069,-1.0218817,-0.7625926,-0.2592891
46,1.2139466,1.0935814,"('uncompetitive', 'competitive')",3.1721387,3.1546013,0.5131222,0.24905212,1.6330692,1.4990783,0.1339909
26,1.1779643,0.7013955,"('hardhearted', 'benevolent')",1.1970834,0.735807,1.4787717,1.5460626,1.2846065,0.9944216,0.2901849
23,1.1666903,1.1210899,"('insincere', 'sincere')",0.4146612,0.9672754,5.6630106,5.87445,2.4147873,2.6542718,-0.2394845
66,-1.1601858,-1.0193102,"('inactive', 'active')",-0.010577405,0.006548211,1.2721043,1.1680686,0.0337803,0.0517689,-0.0179886
72,1.1485492,1.2549843,"('unambitious', 'ambitious')",0.043510117,0.06693004,-0.79872996,-0.733918,0.1311098,0.1959988,-0.064889
81,1.1263984,0.75364316,"('submissive', 'aggressive')",2.3873482,2.2367914,0.5310491,0.50939304,1.3482653,1.1666092,0.1816561
80,1.0892886,0.88311577,"('dominated', 'dominating')",2.4085517,2.4217122,-0.50107247,-0.6212824,0.9989227,0.8945152,0.1044075
68,-1.088537,-1.2436504,"('dependent', 'independent')",-0.012256259,0.17118654,-0.47846577,-0.4551239,-0.5264197,-0.5091959,-0.0172238
75,-1.0761427,-1.0517586,"('meek', 'impulsive')",-0.61505634,-0.795,-0.4988953,-0.45922118,-0.7300315,-0.7686599,0.0386284
70,1.0502567,0.9182369,"('lethargic', 'energetic')",1.3607868,1.6410831,1.0511901,1.0417084,1.1540779,1.2003428,-0.0462649
11,1.0439609,1.123583,"('unhelpful', 'helpful')",2.0312037,2.3771675,2.865708,2.932325,1.980291,2.1443585,-0.1640675
76,1.0419015,0.8826039,"('anxious', 'daring')",1.9361238,2.1125925,0.8517685,0.8671288,1.276598,1.2874417,-0.0108437
21,1.0232077,0.8805782,"('immoral', 'moral')",1.7632504,1.878393,-0.46516597,-0.53148514,0.773764,0.7424954,0.0312686
5,-1.0197887,-0.7240858,"('distant', 'outgoing')",-1.8828849,-1.5651059,-0.6264114,-0.3891643,-1.1763617,-0.8927853,-0.2835764
48,0.993532,0.96432424,"('unintelligent', 'intelligent')",-0.3705872,-0.30607083,0.18671338,0.19820794,0.2698861,0.2854871,-0.015601
69,-0.9891728,-0.731847,"('lazy', 'industrious')",-0.6988052,-0.68880016,-0.83942133,-0.84683955,-0.8424664,-0.7558289,-0.0866375
39,0.97611964,1.235307,"('exploitative', 'cooperative')",0.7042038,1.0545111,0.1676636,0.23566337,0.6159956,0.8418272,-0.2258316
33,0.95354784,1.2656796,"('wrong', 'right')",-0.9075925,-0.79982966,-0.98510754,-0.98522717,-0.3130507,-0.1731257,-0.139925
79,-0.94524735,-1.0057319,"('wavering', 'unwavering')",-1.5801773,-1.6653891,-0.037599616,-0.08729701,-0.8543414,-0.9194727,0.0651313
86,0.9366906,0.58002687,"('uninfluential', 'influential')",1.087018,0.8908618,0.46986964,0.33466345,0.8311927,0.6018507,0.229342
1,0.9001819,0.8964647,"('unfriendly', 'friendly')",-1.2154573,-1.1958913,1.0931088,1.2549593,0.2592778,0.3185109,-0.0592331
78,0.8899949,1.033164,"('nonresilient', 'resilient')",1.7567359,1.8189553,0.46825394,0.3254317,1.0383283,1.0591838,-0.0208555
24,0.856681,0.765824,"('dishonest', 'honest')",-0.44000122,-0.30686474,1.0377097,1.204175,0.4847965,0.5543781,-0.0695816
28,0.8475002,0.6778854,"('disloyal', 'loyal')",-0.06253686,-0.011324201,1.1781523,1.1393288,0.6543719,0.6019634,0.0524085
62,0.84256834,0.88975924,"('incompetent', 'brilliant')",1.9651877,2.439254,0.21065757,0.39957085,1.0061378,1.2428614,-0.2367236
32,0.8111141,0.71927893,"('unkind', 'kind')",0.7667912,1.0086036,1.4859573,1.442157,1.0212875,1.0566799,-0.0353924
41,0.791741,0.57969826,"('unforgiving', 'forgiving')",0.069020346,0.070337415,0.22995384,0.08322099,0.3635717,0.2444189,0.1191528
50,-0.74444735,-0.6925388,"('clumsy', 'skillful')",-0.6437732,-0.59656006,0.3129702,0.19692445,-0.3584168,-0.3640581,0.0056413
73,0.734981,0.94829434,"('helpless', 'self-reliant')",-0.052510932,0.064860344,-3.4736567,-3.4340227,-0.9303955,-0.806956,-0.1234395
59,-0.7226186,-0.7557733,"('foolish', 'wise')",-1.5479227,-1.3720646,-0.3974064,-0.2702488,-0.8893158,-0.7993623,-0.0899535
40,0.6618049,0.5954092,"('stingy', 'generous')",0.4470024,0.37821174,-1.3188653,-1.4058802,-0.0700193,-0.1440864,0.0740671
4,-0.65532404,-0.66948605,"('disliked', 'liked')",-0.17195983,-0.1659453,-5.802628,-5.947736,-2.2099706,-2.2610556,0.051085
16,-0.6245782,-0.38390273,"('unpopular', 'popular')",-1.0628132,-0.9577649,0.3926347,0.37121552,-0.4315856,-0.323484,-0.1081016
64,0.5922954,0.56233907,"('shy', 'confident')",1.3538369,1.4513203,-5.3032064,-5.6270747,-1.1190248,-1.2044717,0.0854469
53,-0.58770514,-0.44209537,"('uncreative', 'creative')",-0.6267621,-0.26294732,0.9465234,1.007722,-0.0893146,0.1008931,-0.1902077
54,-0.58466125,-0.57920843,"('incapable', 'capable')",-1.2445923,-0.8605296,0.69592166,0.8952705,-0.3777773,-0.1814892,-0.1962881
77,0.54610956,0.8529996,"('unmotivated', 'motivated')",0.67108786,1.0003494,-0.7171034,-0.7776323,0.166698,0.3585722,-0.1918742
18,-0.47805798,-0.43604022,"('disagreeable', 'welcoming')",-0.89358085,-0.5972441,-0.7277551,-0.7314337,-0.6997979,-0.5882394,-0.1115585
45,0.44207764,0.020091023,"('incompetent', 'competent')",1.8204405,1.8995363,0.08207092,0.024788596,0.7815297,0.6481386,0.1333911
17,-0.4182515,-0.48020354,"('nasty', 'nice')",-0.38071287,-0.49928272,-0.52858794,-0.64626694,-0.4425174,-0.5419177,0.0994003
38,0.39693448,0.51799864,"('untruthful', 'truthful')",0.09320909,0.46661153,0.15795216,0.31361762,0.2160319,0.4327426,-0.2167107
