,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
51,3.6381276,3.671072,"('uneducated', 'educated')",-0.79841655,-0.9061287,0.17568192,0.16020231,0.32972705,0.19215621,0.83628,0.7793255,0.0569545
31,-3.4836445,-2.6928596,"('evil', 'good')",0.057452504,0.07461467,-1.521764,-1.3430153,-1.6248425,-1.0832868,-1.6431997,-1.2611368,-0.3820629
70,3.1372616,2.841981,"('lethargic', 'energetic')",-1.354899,-1.2788043,-0.06974486,0.05552526,0.6682842,0.6903509,0.5952255,0.5772632,0.0179623
39,2.7632592,2.3520436,"('exploitative', 'cooperative')",1.4854121,1.2557768,1.2791097,1.1156278,0.41868597,0.21605825,1.4866168,1.2348766,0.2517402
7,2.6654403,2.043478,"('insensitive', 'sensitive')",-0.23213792,-0.20338833,-0.09149043,-0.109114446,0.38073134,0.27881274,0.6806358,0.502447,0.1781888
74,2.5722637,2.5180166,"('undedicated', 'dedicated')",0.42364696,0.49839568,-0.023505107,-0.1220458,0.20963442,0.3480357,0.7955099,0.8106005,-0.0150906
43,2.4819658,1.6793648,"('irresponsible', 'responsible')",-0.5913962,-0.6319777,-0.48114473,-0.6755316,0.53358406,0.3934825,0.4857522,0.1913345,0.2944177
81,2.3970299,1.6195269,"('submissive', 'aggressive')",0.23934513,0.056644533,0.9361212,0.7769629,-0.13113081,-0.64355224,0.8603413,0.4523955,0.4079458
14,2.2915995,1.7180905,"('antisocial', 'social')",0.3038618,0.12739706,1.3432331,1.110053,-0.26471508,-0.69226235,0.9184948,0.5658196,0.3526752
11,2.2748125,2.0104387,"('unhelpful', 'helpful')",0.8341504,0.8969471,1.8724325,1.888409,2.5219479,2.5348108,1.8758358,1.8326514,0.0431844
60,2.2727525,1.1229312,"('inefficient', 'efficient')",0.35007176,0.24510008,1.5249194,1.2940232,0.13214836,-0.25497302,1.069973,0.6017704,0.4682026
24,2.1465008,1.7449797,"('dishonest', 'honest')",-0.16107893,-0.10316244,-0.16731066,-0.20491348,1.003297,0.94853485,0.7053521,0.5963597,0.1089924
