,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
39,2.7678792,2.500684,"('exploitative', 'cooperative')",0.04573904,-0.03019324,0.594268,0.5646941,1.1359621,1.0117283,0.1242338
75,-2.5470645,-2.324921,"('meek', 'impulsive')",0.14547437,0.22443017,-0.7751883,-0.66555816,-1.0589261,-0.9220163,-0.1369098
24,2.106523,2.107032,"('dishonest', 'honest')",0.43421215,0.37339506,0.5748564,0.5007226,1.0385305,0.9937166,0.0448139
74,2.0359488,2.0491533,"('undedicated', 'dedicated')",-0.22526239,-0.24346106,-0.32781985,-0.37015617,0.4942888,0.478512,0.0157768
12,2.024244,1.9382172,"('unsupportive', 'supportive')",0.80525833,0.64425325,-1.564911,-1.513533,0.4215304,0.3563125,0.0652179
60,1.9325505,1.6418797,"('inefficient', 'efficient')",1.3505006,1.3447545,0.23878957,0.18482149,1.1739469,1.057152,0.1167949
7,1.9065373,1.6036634,"('insensitive', 'sensitive')",1.1433598,0.9947291,1.255609,1.0830727,1.4351687,1.227155,0.2080137
16,-1.7936988,-1.6410571,"('unpopular', 'popular')",-0.0054377615,-0.005166732,0.031963795,0.022831783,-0.5890576,-0.5411307,-0.0479269
10,1.7559144,1.4955701,"('unsympathetic', 'sympathetic')",-0.7644929,-0.9666553,-0.07850669,-0.20195396,0.3043049,0.1089869,0.195318
26,1.732674,1.7234194,"('hardhearted', 'benevolent')",0.9797888,0.9031723,1.8188202,1.7215766,1.5104278,1.4493895,0.0610383
31,-1.7142178,-1.4882678,"('evil', 'good')",-0.6636489,-0.62301534,-1.3704598,-1.4094371,-1.2494422,-1.1735733,-0.0758689
43,1.6964904,1.4700284,"('irresponsible', 'responsible')",0.7511811,0.53836745,0.6632224,0.4732523,1.0369646,0.8272161,0.2097485
21,1.6463267,1.5629599,"('immoral', 'moral')",1.0635172,0.9378216,-0.18325917,-0.16125996,0.8421949,0.7798405,0.0623544
71,1.6433094,1.6970359,"('diffident', 'self-confident')",1.4081053,1.3447633,0.36499703,0.30569822,1.1388038,1.1158324,0.0229714
69,-1.6343629,-1.5668786,"('lazy', 'industrious')",1.1106842,1.1285318,-1.1977532,-1.1556182,-0.5738107,-0.5313216,-0.0424891
72,1.5712357,1.6293467,"('unambitious', 'ambitious')",0.89250594,1.0050104,-0.29882976,-0.24758029,0.7216372,0.7955922,-0.073955
6,-1.5622653,-1.3149607,"('distant', 'open')",-0.16759259,-0.2477358,-0.8357711,-0.84193295,-0.8552097,-0.8015432,-0.0536665
23,1.5244951,1.331689,"('insincere', 'sincere')",-0.41230124,-0.528347,5.874017,5.473096,2.3287369,2.0921459,0.236591
30,1.5153991,1.5091255,"('intolerant', 'tolerant')",0.49174613,0.5074185,0.41128546,0.42118263,0.8061435,0.8125755,-0.006432
65,1.5153152,1.3215921,"('insecure', 'secure')",0.03447912,-0.013402112,0.24927284,0.3230437,0.599689,0.5437446,0.0559444
32,1.4954683,1.4361936,"('unkind', 'kind')",-0.034397304,-0.10692864,1.0892375,1.0358357,0.8501028,0.788367,0.0617358
61,1.4811226,1.3426685,"('illogical', 'logical')",1.052218,0.9662518,0.6854064,0.56695056,1.0729156,0.9586236,0.114292
13,1.4723186,1.3596641,"('impolite', 'polite')",-0.2920842,-0.3193727,-0.5044061,-0.47864628,0.2252761,0.187215,0.0380611
55,1.4403672,1.2208767,"('incompetent', 'clever')",-0.6070715,-0.61738867,0.51100284,0.47375554,0.4480995,0.3590812,0.0890183
76,1.3868129,1.2683332,"('anxious', 'daring')",-0.45018458,-0.51147485,-0.01050134,0.06464405,0.308709,0.2738341,0.0348749
80,1.3562105,1.2021279,"('dominated', 'dominating')",-0.0034754574,0.026999265,0.05782792,0.13551039,0.4701877,0.4548792,0.0153085
70,1.3312016,1.2926033,"('lethargic', 'energetic')",0.3855538,0.28081927,0.7284183,0.7937864,0.8150579,0.7890697,0.0259882
35,-1.2212017,-0.90761167,"('corrupt', 'incorrupt')",-0.47267845,-0.4605734,-1.2046686,-1.1877754,-0.9661829,-0.8519868,-0.1141961
36,-1.1973925,-0.90573883,"('hostile', 'amicable')",-0.21590084,-0.35679156,-0.5928557,-0.64451414,-0.6687164,-0.6356815,-0.0330349
9,1.1378155,1.2204745,"('unaffectionate', 'caring')",0.5173486,0.4426748,1.1222762,1.06489,0.9258134,0.9093464,0.016467
64,1.1234496,0.97547615,"('shy', 'confident')",0.788129,0.61527985,-5.8074336,-5.6291018,-1.2986183,-1.3461153,0.047497
56,1.1028855,0.97379154,"('impractical', 'practical')",0.44058058,0.48456067,-0.8312924,-0.77790177,0.2373912,0.2268168,0.0105744
14,1.0963087,0.9155147,"('antisocial', 'social')",0.6336982,0.6490198,0.23252308,0.2207099,0.6541767,0.5950814,0.0590953
62,1.0569386,0.9990672,"('incompetent', 'brilliant')",0.21964426,0.32719076,0.45817465,0.5583019,0.5782526,0.6281866,-0.049934
29,-1.0169247,-1.034166,"('unfair', 'fair')",-0.5106207,-0.53452486,-0.14497507,-0.19270298,-0.5575068,-0.5871313,0.0296245
51,1.0142099,0.87601924,"('uneducated', 'educated')",-0.2786538,-0.19188794,0.6426627,0.68546224,0.4594063,0.4565312,0.0028751
46,1.01417,0.7250031,"('uncompetitive', 'competitive')",-0.010521717,-0.18600357,-0.48920372,-0.56160134,0.1714815,-0.0075339,0.1790154
44,-1.0104744,-1.0616767,"('prejudiced', 'unprejudiced')",-0.49800825,-0.5214614,-1.3446419,-1.3369619,-0.9510415,-0.9733667,0.0223252
37,0.9882353,1.0290794,"('fake', 'genuine')",0.24655366,0.09056828,0.0027473755,-0.036922954,0.4125121,0.3609083,0.0516038
42,0.9790247,0.927891,"('unreliable', 'reliable')",0.050445925,-0.14129226,-2.5739515,-2.4117618,-0.5148269,-0.541721,0.0268941
5,-0.9639987,-0.7458476,"('distant', 'outgoing')",0.17462641,0.17247817,-0.8745748,-0.8165569,-0.554649,-0.4633087,-0.0913403
4,-0.946705,-0.6743288,"('disliked', 'liked')",0.57833993,0.56408274,-7.0466824,-6.70272,-2.4716825,-2.2709888,-0.2006937
78,0.9306563,0.73311275,"('nonresilient', 'resilient')",0.62724495,0.54124296,0.36904007,0.24606489,0.6423138,0.5068069,0.1355069
59,-0.88287777,-0.6109991,"('foolish', 'wise')",0.8952627,0.8228882,-0.3194326,-0.33690923,-0.1023492,-0.0416734,-0.0606758
49,-0.85722476,-0.79900545,"('unable', 'able')",-0.07588744,0.06981714,-0.6681387,-0.53615636,-0.5337503,-0.4217815,-0.1119688
28,0.8422095,0.72990435,"('disloyal', 'loyal')",-0.16316262,-0.22008447,1.0037357,0.84874785,0.5609275,0.4528559,0.1080716
63,0.8185413,0.75557935,"('unperceptive', 'insightful')",0.68824613,0.56544656,0.93040353,0.89499235,0.812397,0.7386727,0.0737243
86,0.7854924,0.75059247,"('uninfluential', 'influential')",0.5930289,0.5644084,-0.14800143,-0.16072832,0.4101733,0.3847575,0.0254158
79,-0.7703151,-0.72077256,"('wavering', 'unwavering')",-0.21865344,-0.32261133,-0.5333501,-0.61348253,-0.5074395,-0.5522888,0.0448493
58,0.76427925,0.8363591,"('undiscriminating', 'discriminating')",1.1360288,1.1238027,0.08024949,0.07860702,0.6601858,0.6795896,-0.0194038
52,-0.76178813,-0.7415556,"('irrational', 'rational')",-0.1761275,-0.31893888,-0.23206112,-0.2900493,-0.3899922,-0.4501812,0.060189
48,0.73132676,0.5763524,"('unintelligent', 'intelligent')",0.94255126,1.0059474,0.502475,0.61869764,0.725451,0.7336658,-0.0082148
73,0.73112345,0.8724384,"('helpless', 'self-reliant')",1.5647054,1.4456263,-3.4180484,-3.2545288,-0.3740732,-0.3121547,-0.0619185
67,-0.7126812,-0.6040332,"('doubtful', 'determined')",-0.60422224,-0.5349921,-0.9191477,-0.917526,-0.7453504,-0.6855171,-0.0598333
0,0.684229,0.4395572,"('unsociable', 'sociable')",-0.5165487,-0.6499187,-0.19726822,-0.28688556,-0.0098626,-0.165749,0.1558864
81,0.65092444,0.5328187,"('submissive', 'aggressive')",1.0720963,0.9930546,-0.49597648,-0.34921473,0.4090148,0.3922195,0.0167953
11,0.6342237,0.49809685,"('unhelpful', 'helpful')",-0.028541483,-0.052566428,1.890552,1.8543688,0.8320781,0.766633,0.0654451
17,-0.57632035,-0.53819424,"('nasty', 'nice')",-1.0638826,-1.0747896,-0.5704966,-0.49803784,-0.7368999,-0.7036739,-0.033226
77,0.5441843,0.32617754,"('unmotivated', 'motivated')",0.76200014,0.6540338,-0.98776096,-1.0287125,0.1061412,-0.0161671,0.1223083
53,0.5133643,0.52788043,"('uncreative', 'creative')",0.93543696,0.7682307,0.37973666,0.26447442,0.6095126,0.5201952,0.0893174
84,0.5044347,0.5325766,"('inferior', 'superior')",0.21458124,0.3145916,0.62629795,0.5690583,0.448438,0.4720755,-0.0236375
3,-0.48618066,-0.60034126,"('repellent', 'pleasant')",-0.18304545,-0.40683398,1.1471463,1.0981646,0.1593067,0.0303298,0.1289769
27,0.47993898,0.34732813,"('hardhearted', 'softhearted')",0.5993037,0.46658233,1.2517895,1.0770998,0.7770108,0.6303368,0.146674
20,0.4515157,0.4426356,"('rough', 'thoughtful')",-0.19611016,-0.12039451,0.4476648,0.42314,0.2343568,0.2484604,-0.0141036
1,0.4173941,0.47422323,"('unfriendly', 'friendly')",0.6744706,0.54304886,1.1052516,0.9853471,0.7323721,0.6675398,0.0648323
34,0.38504115,0.38479483,"('mean', 'honorable')",0.34559605,0.37606773,5.1862364,4.9409513,1.9722912,1.9006046,0.0716866
82,-0.37778783,-0.34555936,"('poor', 'rich')",-0.58303475,-0.5163824,6.230942,6.025581,1.7567064,1.721213,0.0354934
8,-0.35555574,-0.28019053,"('unaffectionate', 'affectionate')",-0.4462551,-0.46492803,0.4999305,0.46455765,-0.1006268,-0.0935203,-0.0071065
85,-0.35228145,-0.0043501784,"('insignificant', 'prestigious')",0.7959892,0.6863526,-0.30154172,-0.38255572,0.0473887,0.0998156,-0.0524269
25,-0.31919548,-0.17003405,"('egoistic', 'altruistic')",1.2408247,1.1277794,1.3011847,1.2770858,0.7409379,0.7449437,-0.0040058
19,-0.3074861,-0.112533115,"('inhospitable', 'hospitable')",-0.83094746,-0.7434509,-0.7137305,-0.67857945,-0.617388,-0.5115211,-0.1058669
54,-0.28921807,-0.2398504,"('incapable', 'capable')",-0.32572484,-0.35649976,0.54267174,0.46003598,-0.0240904,-0.0454381,0.0213477
22,0.26963064,0.24468976,"('untrustworthy', 'trustworthy')",-0.57628566,-0.6650828,-0.34711468,-0.2773297,-0.2179232,-0.2325743,0.0146511
33,-0.26560733,-0.13879661,"('wrong', 'right')",1.5316905,1.5138203,-0.6190793,-0.6184481,0.2156679,0.2521919,-0.036524
83,0.252697,0.31581298,"('powerless', 'powerful')",0.801022,0.9337834,-1.0701191,-1.055697,-0.0054667,0.0646331,-0.0700998
38,0.24047421,0.3601109,"('untruthful', 'truthful')",0.19432944,0.15944004,-0.34968653,-0.33448857,0.0283724,0.0616874,-0.033315
18,-0.23135819,-0.3564525,"('disagreeable', 'welcoming')",-0.7002882,-0.79843014,-0.6497018,-0.64420146,-0.5271161,-0.5996947,0.0725786
87,0.2221437,0.30070674,"('unsuccessful', 'successful')",0.1626528,0.15309583,1.0816425,1.1505935,0.488813,0.5347987,-0.0459857
41,0.2179141,0.19508453,"('unforgiving', 'forgiving')",-0.73708004,-0.7943003,-0.15479769,-0.20505375,-0.2246545,-0.2680899,0.0434354
2,0.20268616,0.25542438,"('unlikable', 'likable')",1.1325788,1.0576346,0.6309645,0.6700956,0.6554099,0.6610515,-0.0056416
40,0.19656876,0.25848627,"('stingy', 'generous')",0.37296274,0.28218234,-1.9727597,-1.9219034,-0.4677428,-0.4604116,-0.0073312
50,-0.15466493,-0.12633064,"('clumsy', 'skillful')",0.026547879,-0.1307361,0.121623494,0.08801356,-0.0021645,-0.0563511,0.0541866
57,0.13975279,0.027112905,"('unimaginative', 'imaginative')",0.73016614,0.6003767,-2.6343617,-2.4901576,-0.5881476,-0.6208893,0.0327417
15,-0.1357482,0.013013195,"('boring', 'funny')",-0.23179731,-0.14418998,-0.35599428,-0.26118675,-0.2411799,-0.1307878,-0.1103921
45,0.12409802,0.0060368255,"('incompetent', 'competent')",-0.87600654,-0.8927725,-0.020795554,-0.099520415,-0.257568,-0.328752,0.071184
66,0.08484535,0.012953527,"('inactive', 'active')",-0.43049026,-0.478746,0.65664655,0.4179072,0.1036672,-0.0159618,0.119629
47,-0.05759307,-0.13162047,"('stupid', 'smart')",0.26418385,0.30106652,5.0857472,4.926049,1.7641126,1.6984984,0.0656142
68,-0.056329604,-0.11686485,"('dependent', 'independent')",-0.27650842,-0.31793275,-0.91838866,-0.98358566,-0.4170756,-0.4727944,0.0557188
88,-0.029657118,0.08305925,"('low', 'eminent')",-0.21485712,-0.19629218,-0.20728281,-0.23634398,-0.150599,-0.1165256,-0.0340734
