,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.42689723,-0.82723147,"('rough', 'thoughtful')",-0.62430406,-0.9184969,0.8296623,0.7133406,-0.0738463,-0.3441292,0.2702829
23,0.41615033,-0.0020107338,"('insincere', 'sincere')",1.6913317,1.6212136,5.3996544,5.717709,2.5023788,2.4456374,0.0567414
71,0.41435048,0.46712825,"('diffident', 'self-confident')",2.333426,2.1804028,0.34218723,0.4977498,1.0299879,1.0484269,-0.018439
40,0.39543682,0.28440562,"('stingy', 'generous')",1.229231,1.2160548,-1.2688758,-1.2336127,0.1185973,0.0889492,0.0296481
58,-0.35577148,-0.44824633,"('undiscriminating', 'discriminating')",0.41934875,0.4193752,0.13154739,0.15198684,0.0650416,0.0410386,0.024003
33,0.34976894,0.3220508,"('wrong', 'right')",0.57488745,0.42592403,-1.0335194,-1.165015,-0.0362877,-0.1390134,0.1027257
56,0.33413246,0.14916791,"('impractical', 'practical')",1.7436329,1.9495369,0.136384,0.28122553,0.7380498,0.7933101,-0.0552603
36,-0.33013284,-0.4220629,"('hostile', 'amicable')",-0.028850298,-0.3066081,0.149835,-0.19461617,-0.069716,-0.3077624,0.2380464
75,-0.3062462,0.3721369,"('meek', 'impulsive')",-1.4072139,-1.3539274,-0.43145263,-0.44464022,-0.7149709,-0.4754769,-0.239494
7,0.30266765,-0.14549494,"('insensitive', 'sensitive')",0.97132903,0.9728037,0.3244099,0.5936309,0.5328022,0.4736466,0.0591556
14,0.29234236,-0.35586762,"('antisocial', 'social')",1.9873792,1.8825663,-0.6565892,-0.6380924,0.5410441,0.2962021,0.244842
3,-0.28675392,-0.63335234,"('repellent', 'pleasant')",0.32161528,0.17510931,0.58236355,0.47314492,0.2057416,0.0049673,0.2007743
38,0.27673194,0.48192134,"('untruthful', 'truthful')",1.1755356,1.1321623,0.012411507,0.14559163,0.4882263,0.5865584,-0.0983321
80,0.2765642,0.0038193837,"('dominated', 'dominating')",0.5022633,0.35957685,-0.85615516,-0.8021365,-0.0257759,-0.1462468,0.1204709
28,-0.2725176,-0.6991258,"('disloyal', 'loyal')",0.40812433,0.20221677,1.178407,1.1469039,0.4380046,0.216665,0.2213396
0,-0.27095792,-1.1949846,"('unsociable', 'sociable')",1.0322807,0.9302792,-0.33379418,-0.4956548,0.1425095,-0.2534534,0.3959629
76,0.26217744,-0.051166236,"('anxious', 'daring')",0.12948895,0.10776607,0.76403904,0.7990396,0.3852352,0.2852132,0.100022
10,-0.26136953,-0.95024955,"('unsympathetic', 'sympathetic')",0.2810259,0.21125586,0.15676464,0.15947175,0.058807,-0.193174,0.251981
9,0.24622892,-0.04100267,"('unaffectionate', 'caring')",1.7601044,1.6727566,0.8251663,0.9596694,0.9438332,0.8638078,0.0800254
52,-0.24581696,-0.24449551,"('irrational', 'rational')",-0.29015023,-0.29289573,-0.60791594,-0.7135506,-0.3812944,-0.4169806,0.0356862
44,-0.22424252,0.00955409,"('prejudiced', 'unprejudiced')",-0.95695937,-0.9879814,-1.1938816,-1.2336472,-0.7916945,-0.7373582,-0.0543363
65,0.21542306,-0.54450315,"('insecure', 'secure')",0.631075,0.4897964,-0.005947344,-0.12422507,0.2801836,-0.0596439,0.3398275
72,-0.20372695,-0.35253626,"('unambitious', 'ambitious')",0.06324849,-0.006431178,-1.2740437,-1.1173676,-0.4715074,-0.4921117,0.0206043
60,0.20108034,-0.62055784,"('inefficient', 'efficient')",1.4223334,1.4153718,0.23366936,0.2568529,0.6190277,0.3505556,0.2684721
13,0.1953749,-0.1934079,"('impolite', 'polite')",1.2201357,1.3140275,-0.24402499,-0.26930052,0.3904952,0.283773,0.1067222
87,0.17351614,0.00022491999,"('unsuccessful', 'successful')",1.5365119,1.3544697,0.53015107,0.46493828,0.7467264,0.6065443,0.1401821
50,-0.1704749,0.09317261,"('clumsy', 'skillful')",-0.78939015,-0.94857794,0.141821,0.22013694,-0.2726814,-0.2117561,-0.0609253
11,0.15342934,0.010221867,"('unhelpful', 'helpful')",0.8698582,0.9298669,2.4174998,2.5147312,1.1469291,1.1516066,-0.0046775
51,-0.14530501,-0.44762862,"('uneducated', 'educated')",0.43012792,0.26435757,0.96084845,0.9254071,0.4152238,0.2473787,0.1678451
81,0.14149684,-0.50061476,"('submissive', 'aggressive')",0.4260012,0.39371175,-0.15757397,-0.17026827,0.1366414,-0.0923904,0.2290318
62,0.12368619,-0.046619467,"('incompetent', 'brilliant')",1.0324205,1.1652462,-0.25244665,-0.061152317,0.30122,0.3524915,-0.0512715
18,0.12088811,-0.15022899,"('disagreeable', 'welcoming')",-0.4608344,-0.48913026,-0.63338554,-0.6731113,-0.3244439,-0.4374902,0.1130463
15,0.113067,0.0032748105,"('boring', 'funny')",0.6401782,0.50493884,0.2591232,0.17808262,0.3374561,0.2287654,0.1086907
88,-0.10916417,-0.42548385,"('low', 'eminent')",-0.11243256,-0.3542044,0.46932948,0.38871127,0.0825776,-0.1303257,0.2129033
63,0.080798276,0.23664807,"('unperceptive', 'insightful')",1.416377,1.5080909,1.0513526,1.2333517,0.8495092,0.9926969,-0.1431877
41,0.065545596,-0.20836776,"('unforgiving', 'forgiving')",1.4747998,1.5341238,-0.16220012,-0.16595156,0.4593817,0.3866015,0.0727802
84,0.065078735,-0.15066515,"('inferior', 'superior')",-1.1623632,-1.1140194,0.43525094,0.33890343,-0.2206778,-0.3085937,0.0879159
79,0.058669645,0.47737467,"('wavering', 'unwavering')",-0.48694932,-0.5054283,0.15219727,0.27027094,-0.0920275,0.0807391,-0.1727666
27,-0.054559637,-0.05048727,"('hardhearted', 'softhearted')",0.51606935,0.64577466,0.92248774,1.153033,0.4613325,0.5827734,-0.1214409
47,-0.04806305,-0.12501764,"('stupid', 'smart')",1.2272747,1.1775662,4.7080703,5.0488386,1.9624273,2.0337957,-0.0713684
54,0.04683339,-0.052512698,"('incapable', 'capable')",0.91501784,0.69153845,0.7671033,0.85197854,0.5763182,0.4970014,0.0793168
59,0.043851063,0.27825278,"('foolish', 'wise')",0.2172924,0.09063677,-0.29342577,-0.3597787,-0.0107608,0.0030369,-0.0137977
64,-0.041105233,-0.27399743,"('shy', 'confident')",-0.036421888,-0.0764827,-5.9160976,-6.3475676,-1.9978749,-2.2326825,0.2348076
43,-0.033940975,-0.3113895,"('irresponsible', 'responsible')",0.7215637,0.7835968,0.17545527,0.21407296,0.2876927,0.2287601,0.0589326
4,-0.02454063,0.4114464,"('disliked', 'liked')",-0.25107884,-0.1638775,-5.518466,-5.741115,-1.9313618,-1.831182,-0.1001798
69,-0.023292586,0.47505647,"('lazy', 'industrious')",0.13892701,0.088382065,-0.8701897,-0.900626,-0.2515184,-0.1123958,-0.1391226
70,-0.015640285,0.015028625,"('lethargic', 'energetic')",0.38144892,0.52049685,0.64989376,0.91516435,0.3385675,0.4835633,-0.1449958
21,-0.015061008,-0.9012057,"('immoral', 'moral')",0.98393303,0.7126538,-0.70391405,-0.8695599,0.0883193,-0.3527039,0.4410232
24,-0.01290761,-0.41164127,"('dishonest', 'honest')",0.6294208,0.55742836,0.6233706,0.72553563,0.4132946,0.2904409,0.1228537
17,-0.0016055079,-0.11768957,"('nasty', 'nice')",-0.095510274,-0.26318553,-0.51833504,-0.63674295,-0.2051503,-0.339206,0.1340557
