,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
26,3.1763906,3.1933534,"('hardhearted', 'benevolent')",1.3199642,1.3300238,1.6213746,1.681717,2.0392432,2.0683648,-0.0291216
81,-3.0197716,-3.1772113,"('submissive', 'aggressive')",-0.071131036,0.01997085,-1.0118892,-1.0061047,-1.3675973,-1.3877818,0.0201845
1,2.8513126,2.81166,"('unfriendly', 'friendly')",0.6274345,0.34162015,2.0669537,1.9809955,1.848567,1.7114253,0.1371417
71,2.6868994,2.671667,"('diffident', 'self-confident')",1.038053,0.89705896,1.0327889,0.9377563,1.5859138,1.5021607,0.0837531
85,2.6517775,2.869182,"('insignificant', 'prestigious')",0.574787,0.6710745,0.83172846,0.9748287,1.3527643,1.5050284,-0.1522641
80,-2.4888916,-2.540263,"('dominated', 'dominating')",-0.2317045,-0.15385672,-1.3604006,-1.3215486,-1.3603322,-1.3385561,-0.0217761
45,-2.3696687,-2.5994298,"('incompetent', 'competent')",-0.7597565,-0.96486557,-0.8955401,-1.0703899,-1.3416551,-1.544895,0.2032399
44,-2.3540642,-2.291356,"('prejudiced', 'unprejudiced')",0.29182076,0.40244615,-1.4799987,-1.2987093,-1.1807474,-1.0625397,-0.1182077
6,2.1173387,2.2553623,"('distant', 'open')",-0.042076785,-0.11347069,0.55456746,0.42794907,0.8766098,0.8566135,0.0199963
36,2.1109908,2.258868,"('hostile', 'amicable')",1.3285266,1.2851865,0.8962692,0.82334226,1.4452623,1.4557989,-0.0105366
77,-2.0990448,-2.1388085,"('unmotivated', 'motivated')",-0.9690208,-0.8934412,-1.4045024,-1.4004673,-1.490856,-1.4775723,-0.0132837
62,-2.0852702,-2.1620266,"('incompetent', 'brilliant')",-0.28314322,-0.19778705,-0.33815283,-0.3066706,-0.9021888,-0.8888281,-0.0133607
60,-2.0114288,-2.1413975,"('inefficient', 'efficient')",-0.4388618,-0.46705735,-0.46606502,-0.44119674,-0.9721185,-1.0165505,0.044432
59,1.9342513,2.1129143,"('foolish', 'wise')",0.82311314,0.80566233,0.5750051,0.58255774,1.1107899,1.1670448,-0.0562549
64,-1.9109046,-1.9642712,"('shy', 'confident')",0.3433816,0.43458778,-5.744028,-5.7566175,-2.4371837,-2.4287669,-0.0084168
21,-1.8912423,-2.0459633,"('immoral', 'moral')",0.018345043,0.1208317,-0.973174,-0.8165996,-0.9486904,-0.9139104,-0.03478
5,1.8899217,2.0579956,"('distant', 'outgoing')",-0.055864252,-0.08603778,-0.13780522,-0.15308276,0.5654174,0.6062917,-0.0408743
46,-1.8648391,-2.0778217,"('uncompetitive', 'competitive')",-0.121443994,-0.0428019,-0.2233946,-0.3219018,-0.7365592,-0.8141751,0.0776159
55,-1.8594625,-2.0275853,"('incompetent', 'clever')",-0.9158447,-0.89160395,-0.2768027,-0.2681558,-1.01737,-1.0624483,0.0450783
18,1.8341355,1.8540947,"('disagreeable', 'welcoming')",1.5160757,1.5218414,0.049128283,0.023799334,1.1331131,1.1332452,-0.0001321
3,-1.7912897,-1.8624991,"('repellent', 'pleasant')",-0.49084872,-0.34759146,0.03180431,0.09452038,-0.7501113,-0.7051901,-0.0449212
69,1.7883505,1.9268003,"('lazy', 'industrious')",2.0403419,1.9386982,-0.4389059,-0.46973467,1.1299288,1.1319213,-0.0019925
75,-1.7137468,-1.6277033,"('meek', 'impulsive')",-0.24806166,-0.17681846,-0.6043883,-0.57347614,-0.8553989,-0.792666,-0.0627329
9,1.7058554,1.7087001,"('unaffectionate', 'caring')",0.11422821,0.02879072,1.2660183,1.1964858,1.0287007,0.9779922,0.0507085
70,-1.6628625,-1.9067975,"('lethargic', 'energetic')",-0.5975174,-0.5760777,0.19880292,0.08353803,-0.6871923,-0.7997791,0.1125868
11,-1.6614608,-1.7841318,"('unhelpful', 'helpful')",-0.2946029,-0.31940207,1.7047496,1.6898447,-0.0837713,-0.1378963,0.054125
33,1.6020414,1.6794062,"('wrong', 'right')",0.96147287,0.85699886,-0.29391354,-0.3723088,0.7565335,0.7213655,0.035168
10,-1.6006737,-1.7272998,"('unsympathetic', 'sympathetic')",-1.2630619,-1.2128508,-0.44868305,-0.3905037,-1.1041396,-1.1102181,0.0060785
53,1.58108,1.4667693,"('uncreative', 'creative')",0.26513112,0.12056904,1.1910154,1.0416986,1.0124088,0.8763456,0.1360632
22,-1.5728709,-1.6774354,"('untrustworthy', 'trustworthy')",-0.31574783,-0.2515676,-0.94776577,-0.9521915,-0.9454615,-0.9603982,0.0149367
57,-1.4967489,-1.6441966,"('unimaginative', 'imaginative')",-0.3701366,-0.3832325,-2.4899387,-2.685406,-1.4522748,-1.5709451,0.1186703
52,1.4076041,1.4440393,"('irrational', 'rational')",-0.19080624,-0.21887736,0.07175331,0.12798171,0.429517,0.4510479,-0.0215309
8,1.2829309,1.347402,"('unaffectionate', 'affectionate')",-0.4089229,-0.520608,0.57959276,0.5306274,0.4845335,0.4524738,0.0320597
84,1.2565246,1.2950715,"('inferior', 'superior')",0.551905,0.58649075,1.0146095,1.0827883,0.941013,0.9881169,-0.0471039
38,-1.2400132,-1.2101368,"('untruthful', 'truthful')",-0.71197283,-0.60376966,-0.07721833,-0.045903992,-0.6764015,-0.6199368,-0.0564647
51,-1.1990306,-1.2668482,"('uneducated', 'educated')",0.7758687,0.836317,0.894397,0.8161946,0.1570784,0.1285545,0.0285239
54,1.1585696,1.3812236,"('incapable', 'capable')",0.26913127,0.30589402,1.1335382,1.3430566,0.8537464,1.0100581,-0.1563117
24,-1.0926424,-1.1460613,"('dishonest', 'honest')",-0.6842026,-0.70455104,0.43674117,0.53745836,-0.4467013,-0.437718,-0.0089833
2,1.0500373,1.0935243,"('unlikable', 'likable')",1.8174801,2.0029166,0.9912728,1.1547508,1.2862635,1.4170639,-0.1308004
76,-1.0079421,-1.0032144,"('anxious', 'daring')",0.2858988,0.48895004,-0.1058573,0.019035283,-0.2759669,-0.1650764,-0.1108905
23,-1.0033937,-1.0550337,"('insincere', 'sincere')",-0.93087345,-0.90987766,5.150481,5.18217,1.0720714,1.0724195,-0.0003481
16,0.9452609,0.9835097,"('unpopular', 'popular')",1.2523971,1.168489,1.1464015,1.2426171,1.1146865,1.1315386,-0.0168521
35,0.9408489,1.2056543,"('corrupt', 'incorrupt')",0.42665344,0.5017872,0.08920199,0.13425043,0.4855681,0.6138973,-0.1283292
28,-0.89760953,-0.9751159,"('disloyal', 'loyal')",-0.5237633,-0.6533071,0.91986626,0.81041324,-0.1671689,-0.2726699,0.105501
19,0.8970133,0.951291,"('inhospitable', 'hospitable')",-0.65406615,-0.7358604,0.01929713,0.0049123894,0.0874148,0.0734477,0.0139671
12,0.8756478,0.7709492,"('unsupportive', 'supportive')",0.60067374,0.6162484,-1.0999115,-1.25078,0.12547,0.0454725,0.0799975
39,0.8748789,0.9396176,"('exploitative', 'cooperative')",0.8675138,0.8831105,0.025644526,0.22180948,0.5893457,0.6815125,-0.0921668
25,0.8523345,0.9353903,"('egoistic', 'altruistic')",0.21803318,0.25779268,1.2226353,1.1690481,0.7643344,0.7874103,-0.0230759
40,0.78019756,0.5785108,"('stingy', 'generous')",0.4532484,0.39180732,-1.0684217,-1.2956482,0.0550081,-0.1084434,0.1634515
66,0.7800214,0.90730816,"('inactive', 'active')",1.6951215,1.6111493,1.4061528,1.1932667,1.2937652,1.2372414,0.0565238
63,-0.7539258,-0.9069811,"('unperceptive', 'insightful')",0.63673407,0.5284337,1.1727737,0.9314343,0.3518607,0.1842956,0.1675651
27,0.7205746,0.6184846,"('hardhearted', 'softhearted')",-0.2686023,-0.5102297,1.0252594,0.84794044,0.4924106,0.3187318,0.1736788
14,-0.704853,-0.76533246,"('antisocial', 'social')",0.7466922,0.9195956,-0.83404046,-0.6801732,-0.2640671,-0.1753034,-0.0887637
37,-0.6937909,-0.75837076,"('fake', 'genuine')",-0.841823,-1.0311067,0.07244959,-0.03441662,-0.4877214,-0.6079647,0.1202433
58,0.6914585,0.7176302,"('undiscriminating', 'discriminating')",0.3061481,0.37585932,0.084067784,0.041440677,0.3605582,0.3783101,-0.0177519
31,0.6757525,0.6824034,"('evil', 'good')",-0.17905203,-0.32213023,-1.0064502,-1.0234792,-0.1699166,-0.2210687,0.0511521
65,-0.6510155,-0.6838257,"('insecure', 'secure')",0.11469187,0.22873607,-0.4793808,-0.31669423,-0.3385681,-0.2572613,-0.0813068
13,-0.63279605,-0.81387967,"('impolite', 'polite')",0.38013044,0.25975788,-0.3111992,-0.37369102,-0.1879549,-0.3092709,0.121316
73,0.6311751,0.6929583,"('helpless', 'self-reliant')",0.10751367,0.18424934,-3.3856602,-3.3285856,-0.8823238,-0.817126,-0.0651978
47,0.61200553,0.64697504,"('stupid', 'smart')",-0.16703632,-0.068199255,4.878881,4.9683657,1.7746167,1.8490472,-0.0744305
61,0.5832035,0.5406631,"('illogical', 'logical')",-0.14077993,-0.18345423,0.3413586,0.3672766,0.2612607,0.2414952,0.0197655
48,-0.57121503,-0.682492,"('unintelligent', 'intelligent')",-0.3794589,-0.48490524,0.13597387,0.09293117,-0.2715667,-0.3581554,0.0865887
49,-0.53545344,-0.45312443,"('unable', 'able')",-0.78778386,-0.60264105,-0.6232095,-0.41595405,-0.6488156,-0.4905732,-0.1582424
82,-0.5299877,-0.5871074,"('poor', 'rich')",-0.9691918,-1.0784855,5.489147,5.5043163,1.3299893,1.2795745,0.0504148
56,-0.51100504,-0.5036392,"('impractical', 'practical')",0.48709166,0.578179,-0.30651823,-0.24095333,-0.1101439,-0.0554712,-0.0546727
30,0.49292278,0.4653067,"('intolerant', 'tolerant')",-0.2203618,-0.1709345,0.44611523,0.5437239,0.2395587,0.2793654,-0.0398067
34,0.39674783,0.3823561,"('mean', 'honorable')",0.0439203,-0.058879986,5.818102,5.887607,2.0862567,2.0703611,0.0158956
17,0.39543954,0.3262688,"('nasty', 'nice')",-0.9688954,-1.1166528,-0.8144413,-0.725322,-0.4626324,-0.5052354,0.042603
87,-0.29144874,-0.20663418,"('unsuccessful', 'successful')",1.5000987,1.4479856,1.0138472,1.1674608,0.7408324,0.8029374,-0.062105
