,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
72,-0.29231858,-0.14277022,"('unambitious', 'ambitious')",-0.008857839,0.040392824,-1.2254919,-1.0954022,-0.5088894,-0.3992599,-0.1096295
5,-0.2852698,-0.044318125,"('distant', 'outgoing')",0.1866258,0.17186515,-0.93413633,-0.9548062,-0.3442601,-0.2757531,-0.068507
15,0.264322,0.40369156,"('boring', 'funny')",0.6068342,0.5798204,0.24244545,0.40365523,0.3712006,0.4623891,-0.0911885
19,-0.2601687,-0.09845646,"('inhospitable', 'hospitable')",-0.29391313,-0.38189963,-0.3446807,-0.39020902,-0.2995875,-0.2901884,-0.0093991
8,-0.2529731,-0.19837458,"('unaffectionate', 'affectionate')",0.45525852,0.30491352,-0.4884245,-0.5272123,-0.0953797,-0.1402245,0.0448448
35,-0.24287993,0.039804257,"('corrupt', 'incorrupt')",-1.8452752,-1.7200092,-1.0607024,-1.1089196,-1.0496192,-0.9297082,-0.119911
47,-0.22771552,-0.1363546,"('stupid', 'smart')",1.1849767,1.1637112,4.7799606,4.8745823,1.9124072,1.967313,-0.0549058
88,-0.20628373,-0.14625874,"('low', 'eminent')",-0.38904068,-0.37141162,0.26057142,0.32370928,-0.1115843,-0.0646537,-0.0469306
87,-0.20395684,-0.21152951,"('unsuccessful', 'successful')",1.5304147,1.5304176,0.58218646,0.6331385,0.6362148,0.6506755,-0.0144607
32,-0.20389317,-0.06620247,"('unkind', 'kind')",1.1424623,1.2194425,1.1794512,1.2965229,0.7060068,0.8165876,-0.1105808
36,-0.19914752,-0.023960128,"('hostile', 'amicable')",-0.36052313,-0.47528437,-0.56923836,-0.73127717,-0.376303,-0.4101739,0.0338709
31,-0.18946569,-0.11906248,"('evil', 'good')",-0.52939266,-0.5167375,-2.057781,-2.0980453,-0.9255465,-0.9112817,-0.0142648
70,0.18327673,-0.214895,"('lethargic', 'energetic')",0.63417035,0.4423735,1.3825033,1.3980868,0.7333167,0.5418551,0.1914616
23,-0.17182842,-0.32938656,"('insincere', 'sincere')",1.4895393,1.560941,5.1229563,5.0561957,2.1468891,2.0959167,0.0509724
50,-0.16867658,-0.20410872,"('clumsy', 'skillful')",-0.93460596,-1.0763285,0.06790759,0.079281256,-0.345125,-0.4003853,0.0552603
51,-0.14190826,-0.23010886,"('uneducated', 'educated')",0.53921604,0.46186286,0.98062545,1.0245153,0.4593111,0.4187564,0.0405547
62,-0.1387653,-0.12991117,"('incompetent', 'brilliant')",1.1239648,1.2700173,-0.05130853,0.21277189,0.311297,0.4509593,-0.1396623
7,-0.13101119,-0.34884706,"('insensitive', 'sensitive')",0.97060734,0.9597579,0.5861249,0.47299623,0.4752403,0.3613024,0.1139379
64,-0.12749329,-0.27221665,"('shy', 'confident')",0.033933222,0.13135843,-5.858104,-5.5271482,-1.9838881,-1.8893355,-0.0945526
4,0.116873056,0.20009306,"('disliked', 'liked')",-0.29343504,-0.31910944,-5.5382323,-5.325309,-1.9049314,-1.814775,-0.0901564
54,-0.11539397,-0.021221798,"('incapable', 'capable')",0.87612474,0.8034427,0.49073023,0.6125885,0.4171537,0.4649365,-0.0477828
58,-0.106143564,-0.13388701,"('undiscriminating', 'discriminating')",0.6373352,0.49398124,0.20628417,0.03357695,0.2458253,0.1312237,0.1146016
24,0.093386635,0.26866716,"('dishonest', 'honest')",0.49625465,0.6748001,0.74442947,0.9553491,0.4446902,0.6329388,-0.1882486
76,0.09261852,0.12224942,"('anxious', 'daring')",0.081480816,0.22626014,1.0105782,1.2345533,0.3948925,0.5276876,-0.1327951
27,0.08608389,0.14296933,"('hardhearted', 'softhearted')",0.6500777,0.6778382,1.0274931,0.9519638,0.5878849,0.5909238,-0.0030389
44,-0.07856602,-0.25233582,"('prejudiced', 'unprejudiced')",-0.96713215,-0.9477377,-1.2151383,-1.1492732,-0.7536122,-0.7831155,0.0295033
52,-0.07423061,-0.14034536,"('irrational', 'rational')",-0.19362384,-0.37494475,-1.1300558,-1.2461796,-0.4659701,-0.5871566,0.1211865
9,-0.06348396,-0.08761102,"('unaffectionate', 'caring')",1.508263,1.4193342,0.4986873,0.33673248,0.6478221,0.5561519,0.0916702
80,0.054570816,-0.2974537,"('dominated', 'dominating')",0.42882246,0.35037678,-0.5074395,-0.49467713,-0.0080154,-0.1472513,0.1392359
56,-0.03664197,0.031465575,"('impractical', 'practical')",1.9229858,1.920027,0.3911125,0.57352656,0.7591521,0.8416731,-0.082521
17,0.022952974,0.05424572,"('nasty', 'nice')",-0.19345918,-0.08124784,-0.47138947,-0.51897043,-0.2139652,-0.1819908,-0.0319744
41,0.01573338,0.17248724,"('unforgiving', 'forgiving')",1.5798004,1.6938562,-0.29280126,-0.24193083,0.4342442,0.5414709,-0.1072267
11,0.008316772,-0.18853939,"('unhelpful', 'helpful')",1.0153481,0.9908122,2.677016,2.6153238,1.2335602,1.1391989,0.0943613
18,0.0026972778,-0.06290237,"('disagreeable', 'welcoming')",-0.6173109,-0.5851376,-0.77388537,-0.81802493,-0.462833,-0.4886883,0.0258553
63,0.00029511307,-0.12921228,"('unperceptive', 'insightful')",1.4371599,1.3725126,1.3050445,1.4002796,0.9141665,0.8811933,0.0329732
