,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-0.7737936,-0.08210525,"('evil', 'good')",-1.106701,-1.5378569,-0.9402473,-0.8099811,-0.1302662
72,-0.73289895,-0.8156671,"('unambitious', 'ambitious')",-0.5881571,-0.5150274,-0.6605281,-0.6653472,0.0048191
69,0.7294876,0.0606303,"('lazy', 'industrious')",-0.9437321,-1.6262445,-0.1071222,-0.7828071,0.6756849
70,-0.7188323,-0.61767894,"('lethargic', 'energetic')",0.43207073,1.2647725,-0.1433808,0.3235468,-0.4669276
5,-0.6886648,-0.56971955,"('distant', 'outgoing')",-0.71793735,-0.974408,-0.7033011,-0.7720637,0.0687626
35,-0.6381427,-0.5945276,"('corrupt', 'incorrupt')",-0.6785826,-1.0428121,-0.6583626,-0.8186699,0.1603073
38,-0.63709015,-0.41134092,"('untruthful', 'truthful')",-0.1318733,-0.31036016,-0.3844817,-0.3608505,-0.0236312
50,-0.62044483,-0.2914996,"('clumsy', 'skillful')",0.41123086,0.41995275,-0.104607,0.0642266,-0.1688336
11,-0.6153481,-0.2412324,"('unhelpful', 'helpful')",1.8138205,2.1485863,0.5992362,0.9536769,-0.3544407
59,0.6148488,0.74502635,"('foolish', 'wise')",0.14001279,-0.04350627,0.3774308,0.35076,0.0266708
32,-0.5901684,-0.99666137,"('unkind', 'kind')",0.7402368,0.6351574,0.0750342,-0.180752,0.2557862
27,-0.5788909,-0.41621387,"('hardhearted', 'softhearted')",1.4563018,1.4740833,0.4387054,0.5289347,-0.0902293
23,-0.5712564,-0.7921825,"('insincere', 'sincere')",6.7504544,6.9646416,3.0895991,3.0862296,0.0033695
9,-0.56892335,-0.53486717,"('unaffectionate', 'caring')",1.589052,1.607439,0.5100643,0.5362859,-0.0262216
19,-0.55293036,-0.54118234,"('inhospitable', 'hospitable')",-0.26851258,-0.18061608,-0.4107215,-0.3608992,-0.0498223
60,-0.5474012,-0.6847694,"('inefficient', 'efficient')",-0.04600423,0.46875373,-0.2967027,-0.1080078,-0.1886949
47,-0.5159722,-0.21769542,"('stupid', 'smart')",5.3080993,5.564082,2.3960636,2.6731935,-0.2771299
42,-0.5156063,-0.32585233,"('unreliable', 'reliable')",-3.5002682,-2.899654,-2.0079372,-1.6127532,-0.395184
65,-0.50550014,-0.7047685,"('insecure', 'secure')",0.0044534244,0.35115743,-0.2505234,-0.1768055,-0.0737179
49,0.49776527,0.76280457,"('unable', 'able')",0.47561675,0.6930874,0.486691,0.727946,-0.241255
22,-0.49049762,0.08488467,"('untrustworthy', 'trustworthy')",-0.7085914,-0.15993895,-0.5995445,-0.0375271,-0.5620174
0,-0.4847156,-0.13217016,"('unsociable', 'sociable')",-0.18328436,0.27312362,-0.334,0.0704767,-0.4044767
78,-0.47348717,-0.4424179,"('nonresilient', 'resilient')",1.0339724,1.1741928,0.2802426,0.3658875,-0.0856449
54,-0.469683,-1.1415172,"('incapable', 'capable')",1.0951693,1.099481,0.3127432,-0.0210181,0.3337613
67,-0.44171423,-0.50409263,"('doubtful', 'determined')",-1.3942821,-1.3467078,-0.9179982,-0.9254003,0.0074021
73,0.43101898,0.60994107,"('helpless', 'self-reliant')",-3.0860698,-3.0127914,-1.3275254,-1.2014252,-0.1261002
74,-0.3964035,-0.23431829,"('undedicated', 'dedicated')",-0.37128186,-0.1027892,-0.3838427,-0.1685537,-0.215289
24,-0.38492146,-0.45027405,"('dishonest', 'honest')",0.8386889,1.147683,0.2268837,0.3487045,-0.1218208
3,0.3821931,0.2090695,"('repellent', 'pleasant')",1.2732545,1.4463017,0.8277238,0.8276856,3.82e-05
48,-0.37920788,-0.021375814,"('unintelligent', 'intelligent')",0.89518017,1.2225192,0.2579861,0.6005717,-0.3425856
25,0.36623028,0.40513253,"('egoistic', 'altruistic')",1.3563945,0.8991621,0.8613124,0.6521473,0.2091651
68,-0.34640157,-0.35289,"('dependent', 'independent')",-0.3247619,-0.32908908,-0.3355817,-0.3409895,0.0054078
2,-0.3444934,-0.47260836,"('unlikable', 'likable')",0.09297228,-0.1441788,-0.1257606,-0.3083936,0.182633
40,-0.33537525,0.32870492,"('stingy', 'generous')",-1.5360525,-1.5874535,-0.9357139,-0.6293743,-0.3063396
61,-0.3325591,-0.32630214,"('illogical', 'logical')",0.32124656,0.4614977,-0.0056563,0.0675978,-0.0732541
52,-0.3302586,0.23004313,"('irrational', 'rational')",-0.13865477,-0.26383203,-0.2344567,-0.0168945,-0.2175622
87,0.32910472,0.124973774,"('unsuccessful', 'successful')",1.137445,1.475697,0.7332748,0.8003354,-0.0670606
55,-0.31997705,0.17779295,"('incompetent', 'clever')",0.5954282,1.1805851,0.1377256,0.679189,-0.5414634
44,0.3109207,-0.15397462,"('prejudiced', 'unprejudiced')",-1.9322126,-2.1346712,-0.8106459,-1.1443229,0.333677
82,-0.30911806,-0.73563045,"('poor', 'rich')",6.985682,6.8984127,3.3382819,3.0813911,0.2568908
51,-0.29406974,-0.31411076,"('uneducated', 'educated')",0.45319894,0.664033,0.0795646,0.1749611,-0.0953965
28,-0.26574492,0.24110954,"('disloyal', 'loyal')",1.4029794,1.4116123,0.5686172,0.8263609,-0.2577437
39,0.25052953,0.36003202,"('exploitative', 'cooperative')",-0.18747434,-0.03320203,0.0315276,0.163415,-0.1318874
29,-0.24865623,-0.2345793,"('unfair', 'fair')",-0.43566963,-0.5629473,-0.3421629,-0.3987633,0.0566004
62,0.23114406,0.20934032,"('incompetent', 'brilliant')",0.83102345,1.2680527,0.5310838,0.7386965,-0.2076127
30,0.21042225,0.44739693,"('intolerant', 'tolerant')",0.7455697,0.95097417,0.477996,0.6991856,-0.2211896
14,0.20294039,0.47944438,"('antisocial', 'social')",-0.32714722,-0.025649728,-0.0621034,0.2268973,-0.2890007
80,-0.18164979,0.09948419,"('dominated', 'dominating')",-0.64738333,-0.02421593,-0.4145166,0.0376341,-0.4521507
34,-0.17831612,-0.3235327,"('mean', 'honorable')",6.318284,6.1885414,3.069984,2.9325044,0.1374796
20,-0.15383162,0.20114654,"('rough', 'thoughtful')",0.64721423,0.7070883,0.2466913,0.4541174,-0.2074261
4,-0.1478303,0.6155178,"('disliked', 'liked')",-7.5659466,-7.821957,-3.8568885,-3.6032197,-0.2536688
81,0.13236311,-0.038288124,"('submissive', 'aggressive')",-0.7271212,-0.10885255,-0.297379,-0.0735703,-0.2238087
12,-0.11699785,0.23850922,"('unsupportive', 'supportive')",-1.817869,-1.4904401,-0.9674334,-0.6259655,-0.3414679
33,0.103560045,0.09552878,"('wrong', 'right')",-0.905064,-1.0077595,-0.400752,-0.4561153,0.0553633
21,-0.09827517,-0.01565471,"('immoral', 'moral')",-0.21353966,0.39115533,-0.1559074,0.1877503,-0.3436577
56,-0.093374714,-0.24816561,"('impractical', 'practical')",-0.42567417,0.03946337,-0.2595244,-0.1043511,-0.1551733
37,-0.08427057,-0.036102466,"('fake', 'genuine')",0.47506064,0.79956025,0.195395,0.3817289,-0.1863339
77,-0.07620477,-0.42551398,"('unmotivated', 'motivated')",-0.91616535,-0.6228167,-0.4961851,-0.5241653,0.0279802
71,-0.071940295,0.008959463,"('diffident', 'self-confident')",0.0017115436,0.023197815,-0.0351144,0.0160786,-0.051193
64,-0.055461735,-0.2574127,"('shy', 'confident')",-6.8502083,-6.66923,-3.4528351,-3.4633214,0.0104863
7,0.0060918834,-0.117929,"('insensitive', 'sensitive')",1.0319004,1.2760631,0.5189961,0.5790671,-0.060071
