,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,2.0706549,2.1667972,"('inefficient', 'efficient')",0.6111476,0.48338854,1.3409013,1.3250928,0.0158085
14,1.8594067,1.7149117,"('antisocial', 'social')",0.70783526,0.37402254,1.283621,1.0444671,0.2391539
56,1.8270761,1.9558778,"('impractical', 'practical')",-0.13545124,-0.24762568,0.8458124,0.854126,-0.0083136
36,-1.6941711,-1.8696882,"('hostile', 'amicable')",-0.3817495,-0.25295365,-1.0379603,-1.0613209,0.0233606
79,-1.5495913,-1.7429885,"('wavering', 'unwavering')",-0.7988138,-0.72037095,-1.1742026,-1.2316797,0.0574771
61,1.5345122,1.4198203,"('illogical', 'logical')",1.0887116,0.9197535,1.3116119,1.1697869,0.141825
62,1.5342002,1.6470174,"('incompetent', 'brilliant')",0.77394426,0.64573085,1.1540723,1.1463741,0.0076982
39,1.5184684,1.7676783,"('exploitative', 'cooperative')",0.023185685,0.10762342,0.7708271,0.9376509,-0.1668238
8,-1.5033069,-1.5413066,"('unaffectionate', 'affectionate')",0.11024584,0.18978983,-0.6965305,-0.6757584,-0.0207721
42,1.3784965,1.0925926,"('unreliable', 'reliable')",-3.0352228,-3.3431168,-0.8283631,-1.125262,0.2968989
31,-1.3254199,-1.5204792,"('evil', 'good')",-0.93564856,-1.0076265,-1.1305342,-1.2640529,0.1335187
87,1.2915478,1.103143,"('unsuccessful', 'successful')",1.2558563,0.911902,1.273702,1.0075225,0.2661795
1,-1.2279035,-1.2546093,"('unfriendly', 'friendly')",1.2154611,1.3112566,-0.0062212,0.0283237,-0.0345449
80,1.2183229,1.1645523,"('dominated', 'dominating')",-0.2490718,-0.5265359,0.4846255,0.3190082,0.1656173
6,-1.2070327,-1.3702682,"('distant', 'open')",-1.1183332,-0.990284,-1.162683,-1.1802762,0.0175932
76,1.1431392,1.0568715,"('anxious', 'daring')",-0.21568856,-0.314381,0.4637253,0.3712453,0.09248
21,1.1298295,1.3541706,"('immoral', 'moral')",0.3670743,0.21507694,0.7484519,0.7846237,-0.0361718
18,-1.1189239,-1.0385892,"('disagreeable', 'welcoming')",-0.32371938,-0.3164248,-0.7213216,-0.677507,-0.0438146
35,-1.0777329,-1.1603892,"('corrupt', 'incorrupt')",-0.7591254,-0.6080225,-0.9184291,-0.8842058,-0.0342233
2,1.0644163,0.84913665,"('unlikable', 'likable')",0.80352926,0.7274998,0.9339728,0.7883182,0.1456546
65,1.0364531,0.87455183,"('insecure', 'secure')",0.24025679,0.0037424006,0.638355,0.4391471,0.1992079
55,0.98281837,1.0769926,"('incompetent', 'clever')",0.9899115,0.75727314,0.986365,0.9171329,0.0692321
26,-0.97174305,-1.1804223,"('hardhearted', 'benevolent')",1.812018,1.7058625,0.4201375,0.2627201,0.1574174
81,0.9680716,1.1768955,"('submissive', 'aggressive')",-0.29633647,-0.43127924,0.3358676,0.3728081,-0.0369405
30,0.9297404,0.9141063,"('intolerant', 'tolerant')",1.0013155,1.1526699,0.965528,1.0333881,-0.0678601
77,0.9072403,0.95847833,"('unmotivated', 'motivated')",-0.93721986,-0.89958644,-0.0149898,0.0294459,-0.0444357
52,-0.8799204,-0.83600414,"('irrational', 'rational')",-0.56044,-0.27050868,-0.7201802,-0.5532564,-0.1669238
78,-0.87467647,-0.9260148,"('nonresilient', 'resilient')",0.07197225,-0.017019277,-0.4013521,-0.471517,0.0701649
9,-0.85359955,-1.003019,"('unaffectionate', 'caring')",0.7666973,0.7961334,-0.0434511,-0.1034428,0.0599917
64,0.84214735,0.62396014,"('shy', 'confident')",-6.082471,-6.567228,-2.6201618,-2.9716339,0.3514721
45,0.8371352,0.6690782,"('incompetent', 'competent')",0.5498717,0.23289002,0.6935034,0.4509841,0.2425193
63,0.828841,0.73703414,"('unperceptive', 'insightful')",1.0940254,0.5938217,0.9614332,0.6654279,0.2960053
5,-0.82328975,-1.109299,"('distant', 'outgoing')",-1.0352039,-0.9393785,-0.9292468,-1.0243387,0.0950919
3,0.8011895,0.8461891,"('repellent', 'pleasant')",0.95041,0.86701244,0.8757998,0.8566008,0.019199
70,0.7727215,0.6200105,"('lethargic', 'energetic')",0.606216,0.23622721,0.6894687,0.4281189,0.2613498
88,-0.7709623,-0.47294673,"('low', 'eminent')",-0.11943535,0.09089488,-0.4451988,-0.1910259,-0.2541729
20,0.7529792,0.99391776,"('rough', 'thoughtful')",0.9121671,0.9799239,0.8325732,0.9869208,-0.1543476
16,-0.7429671,-0.56506217,"('unpopular', 'popular')",0.08108616,0.33736086,-0.3309405,-0.1138507,-0.2170898
0,0.737689,0.53324956,"('unsociable', 'sociable')",0.5030829,0.18204673,0.6203859,0.3576481,0.2627378
22,0.70697975,0.43288237,"('untrustworthy', 'trustworthy')",-0.45314297,-0.8602432,0.1269184,-0.2136804,0.3405988
75,-0.704738,-0.5868496,"('meek', 'impulsive')",-0.9273455,-0.7813318,-0.8160418,-0.6840907,-0.1319511
67,0.7020359,0.8032813,"('doubtful', 'determined')",-0.41420746,-0.4266996,0.1439142,0.1882908,-0.0443766
13,0.70104903,0.5162293,"('impolite', 'polite')",-0.3243394,-0.5241327,0.1883548,-0.0039517,0.1923065
37,0.6874515,0.48293057,"('fake', 'genuine')",0.12888275,-0.08947526,0.4081671,0.1967277,0.2114394
53,-0.6751602,-0.6589698,"('uncreative', 'creative')",0.5698238,0.51225865,-0.0526682,-0.0733556,0.0206874
86,-0.6423087,-0.72770154,"('uninfluential', 'influential')",0.16345441,-0.26094848,-0.2394271,-0.494325,0.2548979
85,-0.63758206,-0.5966004,"('insignificant', 'prestigious')",-0.29667583,0.013208106,-0.4671289,-0.2916962,-0.1754327
54,-0.56825614,-0.43408746,"('incapable', 'capable')",0.5392629,0.747472,-0.0144966,0.1566923,-0.1711889
7,0.56000584,0.4191526,"('insensitive', 'sensitive')",0.98713756,0.65415365,0.7735717,0.5366531,0.2369186
74,0.5342623,0.470472,"('undedicated', 'dedicated')",0.016675185,-0.3369968,0.2754687,0.0667376,0.2087311
46,0.5234079,0.5402925,"('uncompetitive', 'competitive')",-0.23085651,-0.59822315,0.1462757,-0.0289653,0.175241
84,0.5016392,0.5322421,"('inferior', 'superior')",0.9595151,1.0612206,0.7305771,0.7967314,-0.0661543
43,0.47833738,0.37211287,"('irresponsible', 'responsible')",0.9114514,0.5655007,0.6948944,0.4688068,0.2260876
38,-0.47246933,-0.5138316,"('untruthful', 'truthful')",-0.29421082,-0.0763228,-0.3833401,-0.2950772,-0.0882629
47,0.46403897,0.49924386,"('stupid', 'smart')",5.064802,5.2450557,2.7644205,2.8721497,-0.1077292
66,-0.43564403,-1.0416627,"('inactive', 'active')",0.33552796,-0.08376111,-0.050058,-0.5627119,0.5126539
73,0.40990508,0.5485063,"('helpless', 'self-reliant')",-3.5126748,-3.3836257,-1.5513849,-1.4175597,-0.1338252
69,0.40568435,0.18342151,"('lazy', 'industrious')",-0.8497052,-0.7770121,-0.2220104,-0.2967953,0.0747849
28,-0.3943537,-0.34090766,"('disloyal', 'loyal')",1.2946253,1.3959852,0.4501358,0.5275388,-0.077403
41,0.38429242,0.29114008,"('unforgiving', 'forgiving')",0.5564413,0.28345117,0.4703669,0.2872956,0.1830713
29,0.3676996,0.1635322,"('unfair', 'fair')",-0.09357277,-0.325539,0.1370634,-0.0810034,0.2180668
59,-0.3440086,-0.4317054,"('foolish', 'wise')",-0.35498372,-0.14689498,-0.3494962,-0.2893002,-0.060196
23,0.34252626,0.46015018,"('insincere', 'sincere')",5.9530997,6.08505,3.1478131,3.2726002,-0.1247871
19,-0.30953923,-0.56437373,"('inhospitable', 'hospitable')",-0.5821641,-0.63484025,-0.4458517,-0.599607,0.1537553
32,0.29734758,0.19805913,"('unkind', 'kind')",1.0132489,0.9057655,0.6552982,0.5519123,0.1033859
51,0.2922565,0.32451707,"('uneducated', 'educated')",1.006681,0.79506457,0.6494687,0.5597908,0.0896779
24,0.2899382,0.14489844,"('dishonest', 'honest')",0.7179765,0.5282524,0.5039574,0.3365754,0.167382
58,0.22757845,0.062641576,"('undiscriminating', 'discriminating')",0.62648845,0.49612978,0.4270335,0.2793857,0.1476478
49,0.21426293,0.2511881,"('unable', 'able')",0.07523015,0.09057023,0.1447465,0.1708792,-0.0261327
11,0.20402442,0.5034098,"('unhelpful', 'helpful')",1.6904943,1.8738939,0.9472594,1.1886518,-0.2413924
40,0.16679412,-0.025802672,"('stingy', 'generous')",-1.5542096,-1.9853984,-0.6937077,-1.0056006,0.3118929
71,-0.16361502,-0.1962481,"('diffident', 'self-confident')",0.45979387,0.31455052,0.1480894,0.0591512,0.0889382
83,-0.1603171,-0.24808984,"('powerless', 'powerful')",-0.84690845,-0.86621684,-0.5036128,-0.5571533,0.0535405
4,-0.1419768,-0.3124302,"('disliked', 'liked')",-6.5255866,-6.7311068,-3.3337817,-3.5217686,0.1879869
27,-0.13315117,-0.4090267,"('hardhearted', 'softhearted')",1.2170763,0.9596509,0.5419626,0.2753121,0.2666505
57,-0.1317991,-0.18477395,"('unimaginative', 'imaginative')",-2.8460035,-3.0643733,-1.4889014,-1.6245736,0.1356722
68,-0.12100884,-0.13304728,"('dependent', 'independent')",-0.15940504,-0.36991644,-0.1402069,-0.2514819,0.111275
25,-0.11969152,-0.1032898,"('egoistic', 'altruistic')",0.9702462,1.1329958,0.4252774,0.514853,-0.0895756
50,-0.11832834,-0.13683829,"('clumsy', 'skillful')",-0.12374732,-0.015013944,-0.1210378,-0.0759261,-0.0451117
72,-0.11349056,-0.08496183,"('unambitious', 'ambitious')",-0.547678,-0.6623727,-0.3305843,-0.3736673,0.043083
33,0.086625665,-0.13075483,"('wrong', 'right')",-1.0979326,-1.0624851,-0.5056534,-0.59662,0.0909666
82,-0.07915346,0.050574157,"('poor', 'rich')",6.245161,6.4808393,3.0830038,3.2657068,-0.182703
10,-0.07117865,-0.23991168,"('unsympathetic', 'sympathetic')",-0.021925945,-0.4172641,-0.0465523,-0.3285879,0.2820356
12,0.051696405,-0.061060753,"('unsupportive', 'supportive')",-1.8002687,-2.1041708,-0.8742861,-1.0826157,0.2083296
48,-0.028382935,0.029133733,"('unintelligent', 'intelligent')",1.1700093,1.1368358,0.5708132,0.5829847,-0.0121715
15,-0.025403798,-0.043441303,"('boring', 'funny')",0.011512455,0.072459325,-0.0069457,0.014509,-0.0214547
17,-0.008699203,-0.044498127,"('nasty', 'nice')",-0.720499,-0.5565512,-0.3645991,-0.3005247,-0.0640744
34,0.005706653,-0.07344489,"('mean', 'honorable')",5.7214503,5.886613,2.8635786,2.906584,-0.0430054
44,0.0008155834,0.16084456,"('prejudiced', 'unprejudiced')",-1.5379338,-1.3147868,-0.7685591,-0.5769711,-0.191588
