,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-0.36718503,-0.7793532,"('hostile', 'amicable')",-1.2787143,-0.8029634,-0.8229496,-0.7911583,-0.0317913
3,-0.35942504,-0.11378633,"('repellent', 'pleasant')",1.196281,1.1822553,0.4184279,0.5342345,-0.1158066
15,-0.35457268,-0.5394445,"('boring', 'funny')",-0.4098807,-0.17327015,-0.3822267,-0.3563573,-0.0258694
71,0.33610728,0.16188414,"('diffident', 'self-confident')",0.30329037,0.30100137,0.3196988,0.2314427,0.0882561
17,-0.33392897,-0.18425451,"('nasty', 'nice')",-0.87768996,-0.6256304,-0.6058095,-0.4049425,-0.200867
54,0.3339054,0.021003861,"('incapable', 'capable')",0.5217311,0.7542347,0.4278182,0.3876193,0.0401989
50,-0.33079445,-0.4348597,"('clumsy', 'skillful')",-0.15096638,-0.112855345,-0.2408804,-0.2738575,0.0329771
85,0.32700005,-0.038960695,"('insignificant', 'prestigious')",-1.2740245,-0.8063986,-0.4735122,-0.4226796,-0.0508326
22,-0.3255505,-0.23919152,"('untrustworthy', 'trustworthy')",-1.0068771,-1.1627903,-0.6662138,-0.7009909,0.0347771
4,-0.31780633,-0.7615537,"('disliked', 'liked')",-7.2502995,-7.126338,-3.7840528,-3.9439459,0.1598931
58,0.31652278,0.26275462,"('undiscriminating', 'discriminating')",0.5259253,0.38645276,0.421224,0.3246037,0.0966203
64,0.31014046,0.19844002,"('shy', 'confident')",-6.248428,-6.4297214,-2.9691436,-3.1156406,0.146497
80,0.29600155,0.34306625,"('dominated', 'dominating')",0.1629428,-0.21308687,0.2294722,0.0649897,0.1644825
66,0.2746712,-0.18536566,"('inactive', 'active')",0.39789242,0.1532061,0.3362818,-0.0160798,0.3523616
6,-0.25084668,-0.65521276,"('distant', 'open')",-1.251354,-1.0643725,-0.7511003,-0.8597926,0.1086923
38,0.22568017,0.10837762,"('untruthful', 'truthful')",0.031258382,0.07045529,0.1284693,0.0894165,0.0390528
35,-0.21853149,-0.52037436,"('corrupt', 'incorrupt')",-1.4232317,-1.072403,-0.8208816,-0.7963886,-0.024493
9,0.19636299,0.2008369,"('unaffectionate', 'caring')",0.83247447,0.9971359,0.5144187,0.5989864,-0.0845677
55,-0.19183618,0.2161349,"('incompetent', 'clever')",1.2346464,0.903592,0.5214051,0.5598634,-0.0384583
59,0.16275477,-0.12519245,"('foolish', 'wise')",-0.40473732,-0.26144347,-0.1209913,-0.1933179,0.0723266
13,-0.15847102,0.20194662,"('impolite', 'polite')",0.09299359,-0.10076473,-0.0327387,0.0505909,-0.0833296
60,0.13959602,0.8020811,"('inefficient', 'efficient')",1.1252112,0.88811314,0.6324036,0.8450971,-0.2126935
5,0.13518012,-0.37291053,"('distant', 'outgoing')",-1.4038638,-1.1979961,-0.6343418,-0.7854533,0.1511115
7,0.1349234,0.25746694,"('insensitive', 'sensitive')",1.119608,0.6526615,0.6272657,0.4550642,0.1722015
0,-0.13253391,0.15782465,"('unsociable', 'sociable')",0.41201624,-0.086187795,0.1397412,0.0358184,0.1039228
47,0.1310241,0.18586452,"('stupid', 'smart')",5.5725536,5.3601313,2.8517888,2.7729979,0.0787909
19,-0.12642616,-0.20042947,"('inhospitable', 'hospitable')",-1.1153682,-0.8326452,-0.6208972,-0.5165373,-0.1043599
46,0.11659406,0.26140016,"('uncompetitive', 'competitive')",0.18609847,-0.24654624,0.1513463,0.007427,0.1439193
84,0.1124743,0.15756884,"('inferior', 'superior')",0.8827195,1.0824397,0.4975969,0.6200042,-0.1224073
87,0.107008964,-0.040399753,"('unsuccessful', 'successful')",0.87039703,0.84946054,0.488703,0.4045304,0.0841726
1,-0.09616737,-0.24090576,"('unfriendly', 'friendly')",0.80029553,0.91931194,0.3520641,0.3392031,0.012861
79,-0.09573205,-0.58403486,"('wavering', 'unwavering')",-0.8691622,-0.66436434,-0.4824471,-0.6241996,0.1417525
21,-0.07660213,0.24730554,"('immoral', 'moral')",-0.06390045,-0.25415483,-0.0702513,-0.0034246,-0.0668267
78,0.07323422,0.040368862,"('nonresilient', 'resilient')",0.07749447,0.018546373,0.0753644,0.0294576,0.0459068
34,-0.07013723,0.16682737,"('mean', 'honorable')",5.777439,5.8992105,2.853651,3.0330188,-0.1793678
65,0.06469483,0.48275027,"('insecure', 'secure')",0.560107,0.3787368,0.3124009,0.4307435,-0.1183426
72,0.06416257,0.04384107,"('unambitious', 'ambitious')",-0.09693383,-0.3056169,-0.0163856,-0.1308879,0.1145023
32,0.048957616,0.15506265,"('unkind', 'kind')",1.48316,1.047782,0.7660588,0.6014223,0.1646365
62,-0.043341085,0.15664394,"('incompetent', 'brilliant')",1.105663,1.0751475,0.531161,0.6158957,-0.0847347
70,0.01465426,-0.118134424,"('lethargic', 'energetic')",1.084983,0.69076043,0.5498186,0.286313,0.2635056
25,0.008888081,-0.11811324,"('egoistic', 'altruistic')",0.42492133,0.5103386,0.2169047,0.1961127,0.020792
27,-0.0061967447,-0.16688348,"('hardhearted', 'softhearted')",1.0117419,0.8551938,0.5027726,0.3441552,0.1586174
