,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
42,-2.3286302,-2.0527349,"('unreliable', 'reliable')",-1.704881,-1.5695575,-2.9392638,-2.923191,-2.3242583,-2.1818279,-0.1424304
45,-2.2815628,-2.1033313,"('incompetent', 'competent')",-1.9616016,-1.7927428,-0.753894,-0.74431825,-1.6656861,-1.5467974,-0.1188887
10,-1.9670267,-1.7593787,"('unsympathetic', 'sympathetic')",-1.4671764,-1.557344,-1.0968485,-0.78634155,-1.5103505,-1.367688,-0.1426625
14,-1.7090981,-1.6507821,"('antisocial', 'social')",-0.7018384,-0.7696619,-0.049956366,-0.408668,-0.8202976,-0.9430374,0.1227398
43,-1.6862518,-1.709061,"('irresponsible', 'responsible')",-1.7970824,-2.1269298,-0.24894728,-0.13927406,-1.2440938,-1.3250883,0.0809945
71,1.64679,1.3212432,"('diffident', 'self-confident')",0.8679122,0.54597193,0.47622722,0.32419735,0.9969765,0.7304708,0.2665057
33,1.6132318,1.5332657,"('wrong', 'right')",0.9912343,0.84024256,-0.34536412,-0.3321991,0.753034,0.6804364,0.0725976
70,-1.4364749,-1.4685706,"('lethargic', 'energetic')",-0.9730935,-1.0606905,-0.13389505,-0.008866498,-0.8478212,-0.8460426,-0.0017786
3,-1.4237972,-1.4411521,"('repellent', 'pleasant')",-0.6707472,-0.6090192,0.5637527,0.4141054,-0.5102639,-0.5453553,0.0350914
46,-1.4009389,-1.4137018,"('uncompetitive', 'competitive')",-0.8245094,-0.8573213,-0.96623105,-0.89272094,-1.0638931,-1.0545813,-0.0093118
0,-1.3913113,-1.4960042,"('unsociable', 'sociable')",-0.74741286,-1.004103,-0.5997167,-0.68099856,-0.9128136,-1.0603686,0.147555
41,-1.2956632,-0.93182045,"('unforgiving', 'forgiving')",-0.56872374,-0.27838707,-0.32776016,-0.26929662,-0.7307158,-0.493168,-0.2375478
21,-1.2494868,-0.96494687,"('immoral', 'moral')",-0.9108751,-0.8968611,-0.98087996,-0.8815941,-1.0470806,-0.9144673,-0.1326133
82,-1.1946163,-0.8096476,"('poor', 'rich')",-1.110998,-1.0810786,5.144235,5.5297966,0.9462069,1.2130234,-0.2668165
76,-1.1903589,-1.1238116,"('anxious', 'daring')",-0.90132916,-0.90995,-0.61059517,-0.36595416,-0.9007611,-0.7999052,-0.1008559
84,1.1680639,1.0909039,"('inferior', 'superior')",0.7634634,0.6559191,1.3169473,1.3411595,1.0828249,1.0293275,0.0534974
65,-1.0952475,-1.1694106,"('insecure', 'secure')",-1.6072582,-1.8936173,-0.26881152,-0.29583353,-0.990439,-1.1196205,0.1291815
69,1.0807824,0.9467424,"('lazy', 'industrious')",1.3070337,1.3418477,-0.058768507,-0.38878307,0.7763491,0.633269,0.1430801
25,1.0367284,0.96714115,"('egoistic', 'altruistic')",0.91562724,0.79772663,0.8114629,0.7353982,0.9212728,0.833422,0.0878508
27,-1.0320401,-1.0217743,"('hardhearted', 'softhearted')",-1.2181998,-1.2405479,-0.024220752,0.23434657,-0.7581535,-0.6759919,-0.0821616
60,-1.0246128,-1.0175896,"('inefficient', 'efficient')",-1.003241,-1.3461022,-0.04569907,-0.017556628,-0.6911843,-0.7937495,0.1025652
64,-0.9855207,-0.96112776,"('shy', 'confident')",-1.0949624,-0.98787016,-5.0139084,-5.5756817,-2.3647971,-2.5082266,0.1434295
13,-0.9787471,-1.1379459,"('impolite', 'polite')",-1.1488919,-1.5476395,-0.80227363,-0.8178809,-0.9766375,-1.1678221,0.1911846
