,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
27,-0.7824418,-0.21668926,"('hardhearted', 'softhearted')",-0.51338124,-0.17418227,0.8338043,1.0782458,-0.1540063,0.2291247,-0.383131
10,0.78158283,0.7497045,"('unsympathetic', 'sympathetic')",-1.0141937,-1.1146698,0.2402377,0.18301198,0.0025423,-0.0606511,0.0631934
46,0.7815151,0.3219593,"('uncompetitive', 'competitive')",-0.5436542,-0.76918733,-0.8469594,-1.1536827,-0.2030328,-0.5336369,0.3306041
50,-0.7659843,-0.5334174,"('clumsy', 'skillful')",-0.8242894,-0.7757814,-0.45507035,-0.3154368,-0.6817813,-0.5415452,-0.1402361
15,0.76570493,0.43212432,"('boring', 'funny')",0.9049236,0.6005045,0.53859043,0.4083417,0.7364063,0.4803235,0.2560828
19,-0.7620274,-0.6990361,"('inhospitable', 'hospitable')",-0.2022472,-0.22127059,-0.65441775,-0.52317655,-0.5395641,-0.4811611,-0.058403
52,-0.750112,-0.29563555,"('irrational', 'rational')",0.31929952,0.6376548,-0.27787474,-0.0038488447,-0.2362291,0.1127235,-0.3489526
43,0.7389397,0.43547177,"('irresponsible', 'responsible')",0.095588185,-0.25657743,0.8834133,0.6437566,0.5726471,0.274217,0.2984301
25,-0.7252973,-0.23096961,"('egoistic', 'altruistic')",0.061677027,0.3609637,0.91147697,1.1104226,0.0826189,0.4134723,-0.3308534
21,0.7158242,0.73739684,"('immoral', 'moral')",-0.6543146,-0.57309854,-0.86190325,-0.79002553,-0.2667979,-0.2085757,-0.0582222
22,0.68260586,0.2030899,"('untrustworthy', 'trustworthy')",-0.4635458,-0.85645896,-0.49841115,-0.8090941,-0.093117,-0.4874877,0.3943707
63,0.6714604,0.57609916,"('unperceptive', 'insightful')",-0.23507345,-0.26365092,0.2584666,0.20087186,0.2316178,0.1711067,0.0605111
88,-0.66601354,-0.5127021,"('low', 'eminent')",-1.1177976,-1.0967808,-0.6018913,-0.6138111,-0.7952341,-0.741098,-0.0541361
55,0.6189374,0.2622469,"('incompetent', 'clever')",-2.0043983,-2.0650308,-0.041492175,-0.12298949,-0.4756511,-0.6419245,0.1662734
4,-0.617607,-0.8861385,"('disliked', 'liked')",0.62853914,0.30074432,-7.4827695,-7.5163703,-2.4906125,-2.7005882,0.2099757
81,0.5708116,0.3231569,"('submissive', 'aggressive')",-0.97265846,-0.85174185,-0.40597504,-0.5224606,-0.269274,-0.3503485,0.0810745
66,0.5619315,0.49544662,"('inactive', 'active')",-0.13337097,-0.18289064,0.15616228,0.43058616,0.1949076,0.247714,-0.0528064
40,0.55768394,0.87753356,"('stingy', 'generous')",0.087589845,0.34428632,-2.4047985,-2.324531,-0.5865082,-0.3675704,-0.2189378
41,0.5550259,0.38185197,"('unforgiving', 'forgiving')",-0.081945166,-0.14873484,0.38531488,0.4607303,0.2861319,0.2312825,0.0548494
79,-0.512151,-0.398679,"('wavering', 'unwavering')",0.8528981,0.75269794,-0.38971493,-0.44258296,-0.0163226,-0.0295213,0.0131987
29,0.5061199,0.3563084,"('unfair', 'fair')",-0.9264965,-0.86946636,-0.6807355,-0.6712233,-0.3670374,-0.3947937,0.0277563
72,0.5037039,0.37033525,"('unambitious', 'ambitious')",-0.06768625,-0.134311,-0.059706084,-0.139279,0.1254372,0.0322484,0.0931888
78,-0.5018545,-0.2779405,"('nonresilient', 'resilient')",-0.47647938,-0.31216183,-0.063488245,-0.08309872,-0.347274,-0.2244003,-0.1228737
83,0.4902146,0.43695113,"('powerless', 'powerful')",-0.28973502,-0.31251457,-1.2973303,-1.2021412,-0.3656169,-0.3592349,-0.006382
54,-0.48061076,-0.30316702,"('incapable', 'capable')",-0.3795942,-0.24362804,0.6860782,0.66262496,-0.0580422,0.03861,-0.0966522
74,0.47571263,0.24476127,"('undedicated', 'dedicated')",0.5629203,0.4925619,-0.28126243,-0.26304698,0.2524568,0.1580921,0.0943647
28,0.45643416,0.3172,"('disloyal', 'loyal')",-0.22522743,-0.29557884,0.9339267,0.79372543,0.3883778,0.2717822,0.1165956
17,-0.44901276,-0.37841743,"('nasty', 'nice')",0.14240134,0.24820386,-0.1951476,-0.21667854,-0.167253,-0.1156307,-0.0516223
12,0.44232517,0.5145702,"('unsupportive', 'supportive')",-0.10621975,-0.07959715,-1.9281621,-1.858077,-0.5306856,-0.474368,-0.0563176
3,0.42175692,0.37364614,"('repellent', 'pleasant')",-0.48312756,-0.40263996,0.5163094,0.48654234,0.1516462,0.1525162,-0.00087
20,0.41186297,0.30832466,"('rough', 'thoughtful')",-0.73779786,-0.7444814,0.50525355,0.51063687,0.0597729,0.0248267,0.0349462
11,0.400247,0.16970643,"('unhelpful', 'helpful')",-0.50322485,-0.5648862,2.196542,1.9603208,0.6978548,0.5217137,0.1761411
33,0.399089,0.5781464,"('wrong', 'right')",0.53103817,0.757589,-0.6201878,-0.32840917,0.1033131,0.3357754,-0.2324623
73,0.3793069,0.3441071,"('helpless', 'self-reliant')",1.0569,1.0415621,-3.7432654,-3.764132,-0.7690194,-0.7928209,0.0238015
67,0.37708652,0.56991565,"('doubtful', 'determined')",0.97580135,1.0811703,-0.38265187,-0.10972798,0.323412,0.513786,-0.190374
24,0.37299222,0.40034837,"('dishonest', 'honest')",-0.27580562,-0.463811,0.9731205,0.86363727,0.356769,0.2667249,0.0900441
75,-0.3597201,-0.6867002,"('meek', 'impulsive')",-0.22641255,-0.3671204,-0.57371396,-0.74401456,-0.3866155,-0.5992784,0.2126629
1,-0.3538876,-0.5040871,"('unfriendly', 'friendly')",-0.013982562,-0.16927992,1.7418613,1.7189214,0.4579971,0.3485181,0.109479
44,0.34600744,0.3206218,"('prejudiced', 'unprejudiced')",-0.3413273,-0.4445995,-1.14665,-1.255296,-0.3806566,-0.4597579,0.0791013
86,-0.33351818,-0.23632003,"('uninfluential', 'influential')",-0.69784206,-0.5776895,-0.46663207,-0.32782257,-0.4993308,-0.3806107,-0.1187201
59,-0.3224513,-0.092087984,"('foolish', 'wise')",0.9844235,1.0596296,-0.15397528,0.046633072,0.1693323,0.3380582,-0.1687259
69,-0.31910846,-0.0058712997,"('lazy', 'industrious')",1.4412272,1.5282569,-0.986703,-0.65288234,0.0451386,0.2898344,-0.2446958
47,0.28108418,0.109503016,"('stupid', 'smart')",-0.0075520044,-0.19787955,5.502517,5.5379515,1.9253499,1.816525,0.1088249
82,-0.25506267,-0.46554974,"('poor', 'rich')",-1.7736739,-1.6502731,6.047111,5.877685,1.3394581,1.2539541,0.085504
38,0.2435137,-0.015095569,"('untruthful', 'truthful')",0.1272765,-0.10301643,0.14655215,0.029828701,0.1724474,-0.0294278,0.2018752
71,0.24307324,0.37724453,"('diffident', 'self-confident')",1.1139103,1.155251,0.355689,0.37548447,0.5708908,0.6359933,-0.0651025
53,-0.2399351,-0.2862306,"('uncreative', 'creative')",-2.0494947,-1.9296889,0.5063717,0.5096707,-0.5943527,-0.5687496,-0.0256031
57,0.22366084,-0.34852675,"('unimaginative', 'imaginative')",-0.8649964,-1.1308321,-3.0673053,-3.260214,-1.2362136,-1.5798577,0.3436441
87,0.21833012,-0.031026546,"('unsuccessful', 'successful')",-0.31346536,-0.3682163,0.08743137,0.03831151,-0.002568,-0.1203104,0.1177424
32,0.20102414,0.25045353,"('unkind', 'kind')",-0.66596127,-0.62641525,0.96295285,0.8640394,0.1660052,0.1626926,0.0033126
68,-0.19196737,-0.17658384,"('dependent', 'independent')",-0.931099,-0.84906137,-1.9307742,-1.8718485,-1.0179469,-0.9658313,-0.0521156
51,0.18974245,0.3424573,"('uneducated', 'educated')",-1.3372877,-0.8349124,-0.039773427,0.1348532,-0.3957729,-0.1192006,-0.2765723
64,-0.13542609,-0.1582761,"('shy', 'confident')",-0.28369677,-0.27522662,-6.412816,-6.390031,-2.2773129,-2.2745112,-0.0028017
84,0.10859507,0.26170555,"('inferior', 'superior')",-0.10562607,0.03505244,-0.016247109,0.092637815,-0.004426,0.1297986,-0.1342246
34,-0.102752745,-0.15339965,"('mean', 'honorable')",-0.09342858,-0.22867744,5.2921996,5.3119993,1.6986728,1.6433074,0.0553654
48,0.07478915,0.0714429,"('unintelligent', 'intelligent')",-1.7574698,-1.6074721,-0.0042665657,-0.019799672,-0.5623157,-0.5186096,-0.0437061
9,0.073596604,0.14950785,"('unaffectionate', 'caring')",0.45118743,0.40735003,1.1019942,1.1280847,0.5422594,0.5616475,-0.0193881
61,-0.0516945,-0.13035208,"('illogical', 'logical')",-0.99735975,-0.92841095,-0.0875531,-0.018475983,-0.3788691,-0.3590797,-0.0197894
0,0.046046317,-0.21767181,"('unsociable', 'sociable')",0.05942388,-0.28135383,-0.13503432,-0.11882578,-0.0098547,-0.2059505,0.1960958
13,-0.032314226,-0.19057727,"('impolite', 'polite')",-0.7994255,-0.8978021,-0.0826852,-0.36449447,-0.3048083,-0.4842913,0.179483
