,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.7220743,-1.7140839,"('uninfluential', 'influential')",-0.5684261,-0.61465955,-1.1452502,-1.1643717,0.0191215
9,-1.5932738,-1.6421596,"('unaffectionate', 'caring')",0.10083528,0.52616704,-0.7462192,-0.5579963,-0.1882229
6,-1.5492994,-1.5959895,"('distant', 'open')",-1.7457157,-1.2774487,-1.6475075,-1.4367191,-0.2107884
1,-1.4254758,-1.7748086,"('unfriendly', 'friendly')",0.50427896,0.62585604,-0.4605984,-0.5744763,0.1138779
28,-1.3463384,-1.2320985,"('disloyal', 'loyal')",0.77981204,0.6138746,-0.2832632,-0.3091119,0.0258487
76,1.25736,1.2898684,"('anxious', 'daring')",0.4638235,0.22943497,0.8605918,0.7596517,0.1009401
8,-1.2244612,-1.4180613,"('unaffectionate', 'affectionate')",-0.45509237,-0.07369587,-0.8397768,-0.7458786,-0.0938982
5,-1.1741201,-1.1549492,"('distant', 'outgoing')",-1.4590288,-1.0125923,-1.3165745,-1.0837708,-0.2328037
19,-1.0670415,-1.3483493,"('inhospitable', 'hospitable')",-1.1107211,-0.94331086,-1.0888813,-1.1458302,0.0569489
0,-1.0393194,-1.0427185,"('unsociable', 'sociable')",0.14480765,-0.32985446,-0.4472559,-0.6862865,0.2390306
42,1.0118124,1.0810299,"('unreliable', 'reliable')",-2.8669631,-2.92863,-0.9275753,-0.9238001,-0.0037752
10,-0.9723042,-0.894538,"('unsympathetic', 'sympathetic')",-0.33479625,-0.31106782,-0.6535503,-0.6028029,-0.0507474
24,-0.9700947,-0.6610515,"('dishonest', 'honest')",0.31130672,0.49687082,-0.329394,-0.0820903,-0.2473037
66,-0.90410143,-1.1191846,"('inactive', 'active')",-0.44911715,-0.14583406,-0.6766093,-0.6325094,-0.0440999
68,-0.87714696,-0.48375198,"('dependent', 'independent')",-0.5677089,-0.46201816,-0.722428,-0.4728851,-0.2495429
2,0.8604196,0.77384925,"('unlikable', 'likable')",0.8124536,0.54385436,0.8364366,0.6588518,0.1775848
61,-0.8294934,-0.66213,"('illogical', 'logical')",0.7182542,0.4818697,-0.0556196,-0.0901302,0.0345106
53,-0.8173744,-1.1631982,"('uncreative', 'creative')",0.16765308,0.08321817,-0.3248607,-0.53999,0.2151293
36,-0.7984466,-1.5943025,"('hostile', 'amicable')",-0.82938725,-0.9672679,-0.8139169,-1.2807852,0.4668683
44,0.73851615,1.1269855,"('prejudiced', 'unprejudiced')",-1.0623693,-0.9509808,-0.1619266,0.0880024,-0.249929
37,-0.6900439,-0.02463387,"('fake', 'genuine')",-0.50320613,0.002358809,-0.596625,-0.0111375,-0.5854875
38,-0.66026896,-0.48943356,"('untruthful', 'truthful')",-0.24384551,-0.11462045,-0.4520572,-0.302027,-0.1500302
29,-0.63445187,-0.42230755,"('unfair', 'fair')",-0.4044421,-0.38309512,-0.519447,-0.4027013,-0.1167457
43,-0.6268714,-0.28692466,"('irresponsible', 'responsible')",0.60402125,0.40730098,-0.0114251,0.0601882,-0.0716133
45,-0.61073285,-0.403017,"('incompetent', 'competent')",0.28608403,0.0653604,-0.1623244,-0.1688283,0.0065039
73,0.58194125,0.66593885,"('helpless', 'self-reliant')",-3.2508297,-2.9804657,-1.3344443,-1.1572634,-0.1771809
7,-0.5420612,-0.14044613,"('insensitive', 'sensitive')",0.49003905,0.5433144,-0.0260111,0.2014341,-0.2274452
58,-0.5386834,-0.56784344,"('undiscriminating', 'discriminating')",0.17825699,0.020700078,-0.1802132,-0.2735717,0.0933585
30,0.5350112,0.8397435,"('intolerant', 'tolerant')",1.4298412,1.0622929,0.9824262,0.9510182,0.031408
81,0.5291518,0.6353716,"('submissive', 'aggressive')",0.24802747,-0.053037867,0.3885896,0.2911669,0.0974227
23,-0.51737267,-0.6096408,"('insincere', 'sincere')",5.6430354,5.5039296,2.5628314,2.4471445,0.1156869
39,0.50586426,0.81476974,"('exploitative', 'cooperative')",0.2234809,0.2719066,0.3646726,0.5433382,-0.1786656
3,-0.49400014,-0.5086138,"('repellent', 'pleasant')",1.2515918,0.9642989,0.3787958,0.2278425,0.1509533
62,0.48452514,0.89337385,"('incompetent', 'brilliant')",0.8431252,0.8141651,0.6638252,0.8537695,-0.1899443
85,0.47766832,-0.28054774,"('insignificant', 'prestigious')",-0.55145085,-0.6344993,-0.0368913,-0.4575235,0.4206322
57,-0.44577247,-0.744403,"('unimaginative', 'imaginative')",-2.5356355,-2.7268522,-1.4907039,-1.7356277,0.2449238
46,-0.41997954,-0.20060697,"('uncompetitive', 'competitive')",-0.293584,-0.4329485,-0.3567818,-0.3167777,-0.0400041
78,-0.41733155,-0.52464515,"('nonresilient', 'resilient')",0.08697002,0.19346578,-0.1651808,-0.1655897,0.0004089
32,0.408718,0.17643136,"('unkind', 'kind')",0.9213152,0.59795356,0.6650166,0.3871925,0.2778241
79,-0.4044939,-1.1357126,"('wavering', 'unwavering')",-0.8760358,-0.87211734,-0.6402649,-1.003915,0.3636501
14,0.40343758,0.75245064,"('antisocial', 'social')",0.6691811,0.25689468,0.5363094,0.5046726,0.0316368
52,-0.39465606,-0.9489346,"('irrational', 'rational')",-0.5238846,-0.6300735,-0.4592703,-0.7895041,0.3302338
31,-0.38018453,-0.8944855,"('evil', 'good')",-1.4218731,-1.4004519,-0.9010288,-1.1474687,0.2464399
75,0.37895358,0.06399603,"('meek', 'impulsive')",-0.8626754,-0.8519724,-0.2418609,-0.3939882,0.1521273
50,0.36324143,0.19774732,"('clumsy', 'skillful')",-0.20683794,-0.056971535,0.0782017,0.0703879,0.0078138
34,-0.35724083,-0.093555704,"('mean', 'honorable')",5.470997,5.6152906,2.5568781,2.7608674,-0.2039893
13,-0.35286614,-0.024766793,"('impolite', 'polite')",-0.59085447,-0.7646715,-0.4718603,-0.3947192,-0.0771411
64,-0.34301704,0.060879573,"('shy', 'confident')",-5.820817,-5.8827486,-3.081917,-2.9109344,-0.1709826
82,-0.3204849,-0.32585564,"('poor', 'rich')",6.138107,5.992795,2.9088109,2.8334696,0.0753413
27,-0.2913375,-0.029130057,"('hardhearted', 'softhearted')",0.66797715,0.90906614,0.1883198,0.439968,-0.2516482
41,0.28278387,0.14521146,"('unforgiving', 'forgiving')",-0.1104628,-0.44387951,0.0861605,-0.149334,0.2354945
77,-0.27964693,-0.3852102,"('unmotivated', 'motivated')",-0.85157347,-0.9560189,-0.5656102,-0.6706145,0.1050043
59,-0.27695718,-0.29204407,"('foolish', 'wise')",-0.48562664,-0.20048265,-0.3812919,-0.2462634,-0.1350285
71,-0.27084115,-0.4808911,"('diffident', 'self-confident')",0.046181303,0.17955498,-0.1123299,-0.1506681,0.0383382
84,0.26533738,0.34971,"('inferior', 'superior')",0.9579747,1.1855134,0.611656,0.7676117,-0.1559557
48,-0.26136434,-0.011969015,"('unintelligent', 'intelligent')",1.200588,1.1042032,0.4696118,0.5461171,-0.0765053
18,0.25511277,-0.053405706,"('disagreeable', 'welcoming')",-0.7599675,-0.935053,-0.2524274,-0.4942293,0.2418019
35,-0.25335586,-0.39984637,"('corrupt', 'incorrupt')",-1.2628833,-0.8799435,-0.7581196,-0.639895,-0.1182246
65,0.24714744,0.33412248,"('insecure', 'secure')",0.54928404,0.24638079,0.3982157,0.2902516,0.1079641
17,-0.24679478,-0.24638262,"('nasty', 'nice')",-0.5000654,-0.6301875,-0.3734301,-0.4382851,0.064855
67,0.24318008,0.53132755,"('doubtful', 'determined')",-0.32412887,-0.46194938,-0.0404744,0.0346891,-0.0751635
72,-0.24015567,-0.20302036,"('unambitious', 'ambitious')",-0.7672387,-0.64348054,-0.5036972,-0.4232504,-0.0804468
83,-0.23938115,-0.10782157,"('powerless', 'powerful')",-0.93834776,-0.9740725,-0.5888644,-0.540947,-0.0479174
33,-0.23415197,-0.22634742,"('wrong', 'right')",-1.2115573,-1.0439981,-0.7228546,-0.6351728,-0.0876818
15,0.22448377,0.015437644,"('boring', 'funny')",0.22069626,-0.10958991,0.22259,-0.0470761,0.2696661
25,0.22134997,-0.45280546,"('egoistic', 'altruistic')",1.069226,0.93148595,0.645288,0.2393402,0.4059478
80,0.2211478,0.32751843,"('dominated', 'dominating')",-0.38201126,-0.40099907,-0.0804317,-0.0367403,-0.0436914
56,0.22036995,0.5580777,"('impractical', 'practical')",0.20317467,-0.08640869,0.2117723,0.2358345,-0.0240622
20,-0.21463114,0.14655173,"('rough', 'thoughtful')",0.9238801,0.93086755,0.3546245,0.5387096,-0.1840851
16,-0.20930764,-0.4884486,"('unpopular', 'popular')",0.36287597,0.10455339,0.0767842,-0.1919476,0.2687318
12,-0.1919503,-0.0874417,"('unsupportive', 'supportive')",-2.0277474,-1.9671177,-1.1098489,-1.0272797,-0.0825692
60,0.1802851,0.91662925,"('inefficient', 'efficient')",0.79100907,0.6930606,0.4856471,0.8048449,-0.3191978
