,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
73,1.7136151,1.5193287,"('helpless', 'self-reliant')",1.251082,1.1406139,0.23230171,0.21138145,-2.7931032,-3.0160885,0.1009738,-0.0361911,0.1371649
49,-1.5454017,-1.4195039,"('unable', 'able')",-1.3524016,-1.2556075,-1.3571926,-1.272258,-0.74926317,-0.4613277,-1.2510648,-1.1021743,-0.1488905
45,-1.4083362,-1.2119063,"('incompetent', 'competent')",-1.1051385,-0.87583995,-0.11259355,0.05855225,-0.61230946,-0.37909585,-0.8095945,-0.6020724,-0.2075221
0,-1.3948418,-1.1831086,"('unsociable', 'sociable')",-1.6735519,-1.5479506,0.19282618,0.27478087,-0.7675616,-0.44768777,-0.9107823,-0.7259915,-0.1847908
16,-1.2920675,-1.3300009,"('unpopular', 'popular')",0.05198874,-0.03509403,-0.45354137,-0.46015579,0.23803428,0.2255928,-0.3638965,-0.3999144,0.0360179
77,-1.204543,-1.0359713,"('unmotivated', 'motivated')",-0.8231819,-0.67622817,0.2787686,0.3457852,-1.487114,-1.3092955,-0.8090176,-0.6689274,-0.1400902
29,-1.1949376,-1.1874576,"('unfair', 'fair')",-1.0158849,-0.97368425,-0.71185046,-0.5543975,-0.9195118,-0.84891164,-0.9605462,-0.8911128,-0.0694334
47,-1.1492071,-1.2380356,"('stupid', 'smart')",-0.28779492,-0.34982163,0.73743814,0.705625,5.4243045,5.713371,1.1811851,1.2077847,-0.0265996
53,-1.1409656,-1.1480637,"('uncreative', 'creative')",-0.8296498,-0.84169394,-0.43318793,-0.42751372,0.74272186,0.8708611,-0.4152704,-0.3866025,-0.0286679
39,1.1356413,1.1645026,"('exploitative', 'cooperative')",0.78423417,0.89599293,1.900398,1.9148208,0.20611504,0.31319308,1.0065972,1.0721273,-0.0655301
78,-1.1004521,-0.9191959,"('nonresilient', 'resilient')",-0.22011633,-0.07554458,0.8423415,1.0545928,0.09118876,0.23508763,-0.0967596,0.073735,-0.1704946
66,1.0712811,1.0540569,"('inactive', 'active')",1.16527,1.3272575,0.63075113,0.7617691,0.9324948,1.0626111,0.9499493,1.0514235,-0.1014742
86,-1.0113124,-0.968914,"('uninfluential', 'influential')",-1.0770683,-1.1159849,-0.29770467,-0.3471109,-0.5643941,-0.27116632,-0.7376199,-0.6757941,-0.0618258
3,-0.94666064,-0.7369688,"('repellent', 'pleasant')",-1.0881745,-0.9175649,0.72441286,0.89678556,0.085309595,0.31944,-0.3062781,-0.109577,-0.1967011
82,-0.9120992,-1.0645896,"('poor', 'rich')",-1.1147966,-1.2696253,-0.45829773,-0.56860316,5.4020777,5.766455,0.729221,0.7159092,0.0133118
62,-0.88992256,-0.7138492,"('incompetent', 'brilliant')",-0.2964317,-0.10188262,0.6784673,0.8038537,-0.107513934,0.15834291,-0.1538502,0.0366162,-0.1904664
46,-0.88151705,-0.7358677,"('uncompetitive', 'competitive')",-0.79456043,-0.6067338,1.3827857,1.5126013,-0.83784896,-0.66167223,-0.2827852,-0.1229181,-0.1598671
36,-0.88108265,-0.8991384,"('hostile', 'amicable')",0.6269601,0.6363672,-1.4050193,-1.4863373,0.45737913,0.38683242,-0.3004407,-0.340569,0.0401283
22,-0.87457013,-0.7253525,"('untrustworthy', 'trustworthy')",-0.7149505,-0.500886,0.35058695,0.5834764,-1.0926615,-0.7606601,-0.5828989,-0.3508555,-0.2320434
1,-0.8400244,-0.72732127,"('unfriendly', 'friendly')",-0.1949597,-0.10537204,-0.5547967,-0.3795916,1.5618036,1.6879643,-0.0069943,0.1189198,-0.1259141
69,0.83651584,0.60901225,"('lazy', 'industrious')",2.4729095,2.4921265,0.46880597,0.46375445,-0.5055872,-0.63938624,0.818161,0.7313767,0.0867843
55,-0.8334359,-0.6995658,"('incompetent', 'clever')",-1.2068285,-1.21321,0.85317904,0.84982914,-0.35539895,-0.036259443,-0.3856211,-0.2748015,-0.1108196
