,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
57,-0.81768435,-0.76159734,"('unimaginative', 'imaginative')",-1.0349882,-1.0154243,-0.6560815,-0.63866013,-2.4304543,-2.3378394,-1.234802,-1.1883802,-0.0464218
67,0.7593918,0.6666129,"('doubtful', 'determined')",0.45256856,0.38758862,0.8662191,0.8129094,-0.50772643,-0.60208255,0.3926132,0.3162571,0.0763561
41,-0.7286525,-0.547743,"('unforgiving', 'forgiving')",-0.49989733,-0.46918824,0.52405244,0.5662519,0.17506787,0.17174542,-0.1323574,-0.0697335,-0.0626239
40,0.72397393,0.6988558,"('stingy', 'generous')",0.23115106,0.12625459,0.6132461,0.69958633,-1.3777417,-1.4165933,0.0476573,0.0270259,0.0206314
32,-0.67383957,-0.58437175,"('unkind', 'kind')",-1.4053602,-1.4056287,-0.046182204,0.05688244,0.5881383,0.7477831,-0.3843109,-0.2963337,-0.0879772
8,-0.62824583,-0.68458813,"('unaffectionate', 'affectionate')",0.05220851,-0.10914236,-0.7205374,-0.8036724,0.5794674,0.50271565,-0.1792769,-0.2736718,0.0943949
10,-0.61120224,-0.41584468,"('unsympathetic', 'sympathetic')",-1.9446412,-1.8528144,-0.5691701,-0.5006845,-0.5104437,-0.13590604,-0.9088643,-0.7263124,-0.1825519
14,-0.5899761,-0.36852172,"('antisocial', 'social')",0.2876741,0.50647134,1.8877165,1.9784774,-0.64891857,-0.43072677,0.234124,0.421425,-0.187301
87,-0.58542085,-0.46551067,"('unsuccessful', 'successful')",0.44867742,0.60343915,1.2124975,1.3366814,0.61010736,0.6877134,0.4214653,0.5405808,-0.1191155
31,-0.581826,-0.5724298,"('evil', 'good')",0.5384756,0.5084841,-0.7524612,-0.7226191,-0.8932848,-0.9188556,-0.4222741,-0.4263551,0.004081
18,0.57393396,0.7030864,"('disagreeable', 'welcoming')",0.8436975,0.8699738,-0.47966027,-0.47379628,-0.4896099,-0.37215257,0.1120903,0.1817778,-0.0696875
23,-0.5733699,-0.44129217,"('insincere', 'sincere')",-0.87541485,-0.8307434,0.124300845,0.14257717,5.2624674,5.6109567,0.9844959,1.1203746,-0.1358787
42,0.56913894,0.54254866,"('unreliable', 'reliable')",0.3848689,0.5273475,0.9238597,1.0218248,-2.6587026,-2.5719216,-0.1952088,-0.1200501,-0.0751587
26,0.55973005,0.61959326,"('hardhearted', 'benevolent')",1.5938094,1.7176504,1.0508137,1.1440713,1.916745,1.8345023,1.2802745,1.3289543,-0.0486798
34,-0.55060476,-0.4932187,"('mean', 'honorable')",-0.25411814,-0.1576391,0.16782704,0.23770592,5.654715,5.936553,1.2544549,1.3808503,-0.1263954
75,0.54435694,0.3675303,"('meek', 'impulsive')",0.9106038,0.75995845,-0.7579943,-0.83959645,-0.43573275,-0.5127106,0.0653084,-0.0562046,0.121513
71,0.5379232,0.60279,"('diffident', 'self-confident')",0.39138907,0.43313688,0.3242893,0.4002765,0.40589774,0.38351882,0.4148748,0.4549305,-0.0400557
13,-0.52653366,-0.32065758,"('impolite', 'polite')",-0.16129519,0.105967835,0.22006258,0.3348627,-0.66893154,-0.41599727,-0.2841744,-0.0739561,-0.2102183
51,0.46611848,0.6472962,"('uneducated', 'educated')",-0.1320158,-0.15507624,0.23118952,0.26975518,0.13397782,0.3271816,0.1748175,0.2722892,-0.0974717
79,0.45362225,0.47282586,"('wavering', 'unwavering')",0.04736925,0.06830154,-1.4956579,-1.4535724,-0.0847683,-0.15154856,-0.2698587,-0.2659984,-0.0038603
64,0.42975727,0.5265424,"('shy', 'confident')",-0.21680228,0.012792477,1.0007889,1.1237698,-6.1432705,-6.210355,-1.2323816,-1.1368126,-0.095569
30,-0.41631687,-0.19337107,"('intolerant', 'tolerant')",-0.28447297,-0.26494688,0.30778843,0.28352782,0.9737664,1.1221365,0.1451913,0.2368366,-0.0916453
61,-0.40733355,-0.3831301,"('illogical', 'logical')",-0.7997016,-0.68500453,-0.15212443,-0.11348382,-0.08660263,0.10961591,-0.3614405,-0.2680006,-0.0934399
70,0.40395263,0.4544841,"('lethargic', 'energetic')",-0.06608856,0.00904277,0.610144,0.7548852,0.722442,0.97526234,0.4176125,0.5484186,-0.1308061
12,0.40361348,0.4570192,"('unsupportive', 'supportive')",-0.14307183,-0.04846224,0.7283656,0.82749844,-1.7341704,-1.62153,-0.1863158,-0.0963687,-0.0899471
25,-0.3814213,-0.33747655,"('egoistic', 'altruistic')",0.57550037,0.6127468,-0.06296912,-0.046454877,1.415318,1.5075756,0.386607,0.4340977,-0.0474907
72,0.36785573,0.41794962,"('unambitious', 'ambitious')",-0.19182184,-0.20468031,0.52729726,0.5668661,-0.8740979,-0.7221331,-0.0426917,0.0145006,-0.0571923
35,0.3657563,0.10692027,"('corrupt', 'incorrupt')",0.46600094,0.3190691,-1.6518401,-1.710874,-0.10593187,-0.3188802,-0.2315037,-0.4009412,0.1694375
33,0.3556353,0.23194252,"('wrong', 'right')",1.2543247,1.3118503,0.08733115,0.08249697,-0.40688577,-0.5433621,0.3226013,0.2707319,0.0518694
60,-0.35081625,-0.07663729,"('inefficient', 'efficient')",-0.36291298,-0.0934787,1.2541442,1.50114,-0.34766412,0.0059972107,0.0481877,0.3342553,-0.2860676
58,0.34781983,0.2403053,"('undiscriminating', 'discriminating')",0.29973215,0.2708583,0.85490483,0.88120455,0.18719089,0.17867479,0.4224119,0.3927607,0.0296512
76,0.344021,0.43529466,"('anxious', 'daring')",0.32728028,0.44016084,0.97689974,1.0611193,0.14285919,0.24379745,0.4477651,0.5450931,-0.097328
21,-0.32840073,-0.17310919,"('immoral', 'moral')",-0.50184226,-0.42932492,0.31020403,0.34492153,-1.0829978,-0.83744186,-0.4007592,-0.2737386,-0.1270206
4,-0.31055775,-0.36769164,"('disliked', 'liked')",-0.17470129,-0.28652984,-0.8750187,-0.90072805,-6.197414,-6.6412964,-1.8894229,-2.0490615,0.1596386
50,0.30738744,0.31745365,"('clumsy', 'skillful')",0.40418008,0.37402728,-0.24834828,-0.17096226,0.2336554,0.23384476,0.1742187,0.1885909,-0.0143722
37,-0.2942777,-0.38309345,"('fake', 'genuine')",-0.38217402,-0.42620894,-0.41135758,-0.35840264,0.27201062,0.32637024,-0.2039497,-0.2103337,0.006384
2,0.29274365,0.27272233,"('unlikable', 'likable')",1.2477009,1.337956,1.8179331,1.8318977,0.6725285,0.7488108,1.0077266,1.0478467,-0.0401201
11,-0.29109484,-0.35000578,"('unhelpful', 'helpful')",-0.50701404,-0.48556656,-0.4383306,-0.5099607,1.5434457,1.6681967,0.0767516,0.0806659,-0.0039143
85,0.29012027,0.063924015,"('insignificant', 'prestigious')",0.5180882,0.39719316,-0.62502754,-0.6887579,0.507238,0.4109567,0.1726047,0.045829,0.1267757
27,0.27030578,0.19854541,"('hardhearted', 'softhearted')",-0.75966954,-0.64154565,-0.5456859,-0.3975358,1.1741431,1.3033917,0.0347733,0.1157139,-0.0809406
43,0.25199005,0.39340335,"('irresponsible', 'responsible')",-0.5862499,-0.34323698,0.6160563,0.7951485,0.24431664,0.523095,0.1315283,0.3421025,-0.2105742
20,0.2511586,0.13621286,"('rough', 'thoughtful')",0.6168021,0.6020477,1.2901634,1.3811824,1.1954385,1.281452,0.8383906,0.8502237,-0.0118331
17,-0.23196797,-0.169755,"('nasty', 'nice')",-0.91461724,-0.9231732,-1.0559663,-0.9766874,-0.6425087,-0.55561954,-0.711265,-0.6563088,-0.0549562
44,0.22723316,0.06103135,"('prejudiced', 'unprejudiced')",0.87832254,0.925784,0.037972618,0.015552962,-0.9872105,-1.0818121,0.0390794,-0.019861,0.0589404
5,-0.22293103,-0.3284755,"('distant', 'outgoing')",0.42725,0.5066762,-1.3917125,-1.3388972,-0.36141926,-0.37412745,-0.3872032,-0.383706,-0.0034972
19,0.2220339,0.28642684,"('inhospitable', 'hospitable')",-0.73547274,-0.58266854,-1.799212,-1.7007611,-0.48405668,-0.31926358,-0.6991768,-0.5790666,-0.1201102
9,-0.21564311,-0.13994773,"('unaffectionate', 'caring')",-0.22346947,-0.16297266,-0.50424075,-0.4122079,0.86837363,1.0408419,-0.0187449,0.0814284,-0.1001733
52,0.19691703,0.05984845,"('irrational', 'rational')",0.3083852,0.052314278,-0.8040056,-1.0639285,0.34148815,0.08052403,0.0106962,-0.2178104,0.2285066
81,-0.19464996,-0.04679768,"('submissive', 'aggressive')",-0.13785468,-0.1518519,1.6551578,1.5907854,-0.6745484,-0.5661724,0.1620262,0.2064909,-0.0444647
83,-0.19384344,-0.34193465,"('powerless', 'powerful')",0.44790807,0.33523342,0.1844984,0.1240006,-0.8035729,-0.7151799,-0.0912525,-0.1494701,0.0582176
65,-0.1690582,0.03554075,"('insecure', 'secure')",-0.6288756,-0.5339609,1.0347927,1.0730747,-0.33513436,-0.038216397,-0.0245689,0.1341095,-0.1586784
24,0.16409802,0.3002864,"('dishonest', 'honest')",-0.88490003,-0.65301156,-0.8305665,-0.7776352,0.26085067,0.47178373,-0.3226295,-0.1646442,-0.1579853
48,0.15880837,0.16044573,"('unintelligent', 'intelligent')",-0.8404331,-1.0898366,-0.61020964,-0.6710915,-0.028226012,0.041732013,-0.3300151,-0.3896876,0.0596725
68,0.15354629,0.060754754,"('dependent', 'independent')",-0.84327114,-0.8434494,-0.7208235,-0.6144977,-1.1077105,-0.9040135,-0.6295648,-0.5753015,-0.0542633
84,0.15040508,0.12223826,"('inferior', 'superior')",0.11389983,0.07272159,0.042862028,0.08001258,0.6744686,0.8097929,0.2454089,0.2711913,-0.0257824
38,0.10585599,0.09918897,"('untruthful', 'truthful')",-0.13322803,-0.12620333,-1.0540419,-1.0628107,-0.26715827,-0.30766326,-0.337143,-0.3493721,0.0122291
63,-0.099060506,-0.05763561,"('unperceptive', 'insightful')",-0.121242404,-0.08383517,1.1146542,1.228116,0.59439665,0.78000915,0.372187,0.4666636,-0.0944766
7,-0.09519638,0.0577308,"('insensitive', 'sensitive')",-0.64696133,-0.48609126,0.059683576,0.18784025,0.60793924,0.82206947,-0.0186337,0.1453873,-0.164021
74,0.06292243,0.039818145,"('undedicated', 'dedicated')",0.52779394,0.46001375,1.0428895,1.0920523,0.43419436,0.47126186,0.5169501,0.5157865,0.0011636
59,-0.049608186,-0.13880081,"('foolish', 'wise')",0.759581,0.6513446,-1.1079528,-1.1721148,0.4366959,0.30530825,0.009679,-0.0885657,0.0982447
28,0.04892666,0.11142807,"('disloyal', 'loyal')",-0.6799483,-0.7805363,-0.50138986,-0.61652946,0.7834288,0.85857594,-0.0872457,-0.1067654,0.0195197
54,-0.048547663,-0.0074136285,"('incapable', 'capable')",0.33823895,0.44721308,-0.13908447,-0.031582,0.89202493,1.0739976,0.2606579,0.3705538,-0.1098959
6,0.037221815,-0.12642886,"('distant', 'open')",0.4782958,0.5833545,-1.7269195,-1.6190236,0.38651574,0.43195236,-0.2062216,-0.1825364,-0.0236852
56,0.016484894,-0.0036933403,"('impractical', 'practical')",0.39623165,0.3723261,0.7689227,0.77152455,-0.021726161,0.052369326,0.2899783,0.2981317,-0.0081534
80,-0.013051219,0.054030012,"('dominated', 'dominating')",-0.21789001,-0.11326343,0.8561955,0.89446473,-1.2892134,-1.2661736,-0.1659898,-0.1077356,-0.0582542
88,0.009838995,-0.013504013,"('low', 'eminent')",-0.1787085,-0.32732177,-1.236865,-1.4119791,0.09316767,0.08091809,-0.3281417,-0.4179717,0.08983
15,-0.00074843876,0.04525593,"('boring', 'funny')",0.3809702,0.37615272,-1.0790337,-1.0562782,0.117036365,0.14588764,-0.1454439,-0.1222455,-0.0231984
