,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
53,-2.3764179,-2.3571966,"('uncreative', 'creative')",0.09057972,0.11373691,0.6894558,0.72588885,-0.5321275,-0.505857,-0.0262705
86,-2.204556,-2.1399734,"('uninfluential', 'influential')",1.1747131,1.1185946,-0.6441076,-0.7083909,-0.5579835,-0.5765899,0.0186064
8,-2.1367521,-2.0175533,"('unaffectionate', 'affectionate')",-0.53059304,-0.46485245,0.66327417,0.8834197,-0.6680236,-0.5329953,-0.1350283
82,-2.0482635,-1.9108446,"('poor', 'rich')",-0.42053956,-0.44667485,5.9253135,5.917601,1.1521701,1.1866939,-0.0345238
1,-1.9500933,-1.8288498,"('unfriendly', 'friendly')",0.9808806,0.9460179,1.8389149,2.1260133,0.2899007,0.4143938,-0.1244931
39,1.5941736,1.6074185,"('exploitative', 'cooperative')",2.2429035,2.2546337,0.38667238,0.38683355,1.4079165,1.4162952,-0.0083787
73,1.5853757,1.6077104,"('helpless', 'self-reliant')",1.2432317,1.2990069,-3.1283865,-2.925632,-0.0999264,-0.0063049,-0.0936215
67,1.5296866,1.5819901,"('doubtful', 'determined')",-0.20801005,-0.30634695,-0.5984119,-0.54793906,0.2410882,0.242568,-0.0014798
48,-1.5020779,-1.4326292,"('unintelligent', 'intelligent')",0.5740993,0.76353097,0.15903169,0.21358417,-0.2563156,-0.151838,-0.1044776
10,-1.4288312,-1.4609839,"('unsympathetic', 'sympathetic')",-0.06298929,-0.02415993,-0.36320335,-0.5068699,-0.6183413,-0.6640046,0.0456633
45,-1.4155014,-1.2373399,"('incompetent', 'competent')",0.92958194,1.0202991,-0.44159424,-0.4320802,-0.3091712,-0.2163737,-0.0927975
9,-1.3464847,-1.334574,"('unaffectionate', 'caring')",0.5172783,0.5675082,0.9977695,1.1861575,0.0561877,0.1396972,-0.0835095
27,-1.2884535,-1.1801393,"('hardhearted', 'softhearted')",0.27518433,0.35740486,1.2915248,1.256226,0.0927519,0.1444972,-0.0517453
68,-1.2842633,-1.3887187,"('dependent', 'independent')",0.024497788,0.15041178,-0.6581932,-0.85313684,-0.6393196,-0.6971479,0.0578283
57,-1.2718751,-1.1016016,"('unimaginative', 'imaginative')",-0.05815215,0.09751082,-2.642466,-2.5640333,-1.3241645,-1.1893747,-0.1347898
55,-1.2581252,-1.3639576,"('incompetent', 'clever')",0.81746596,0.8616137,-0.04078582,-0.25878334,-0.1604817,-0.2537091,0.0932274
31,-1.2097145,-1.2078954,"('evil', 'good')",-1.0113572,-1.0343528,-0.89522463,-0.6770822,-1.0387654,-0.97311,-0.0656554
22,-1.1833428,-1.1030362,"('untrustworthy', 'trustworthy')",-0.44627154,-0.4143393,-1.0521551,-1.1307209,-0.8939231,-0.8826988,-0.0112243
78,-1.1710894,-1.2424458,"('nonresilient', 'resilient')",-0.12035148,-0.106118366,-0.00091054104,-0.1039408,-0.4307838,-0.4841683,0.0533845
16,-1.1706961,-1.2602843,"('unpopular', 'popular')",-1.7281132,-1.812546,0.32058775,0.2803354,-0.8594073,-0.9308316,0.0714243
56,1.1624259,1.2124945,"('impractical', 'practical')",2.1916215,2.2240434,-0.2608915,-0.35937405,1.031052,1.0257212,0.0053308
18,-1.0863084,-0.9394402,"('disagreeable', 'welcoming')",-0.10213493,-0.094484225,-0.47302303,-0.38248754,-0.5538221,-0.4721373,-0.0816848
61,-1.0808884,-1.1713302,"('illogical', 'logical')",1.0762473,1.0310843,0.09321757,-0.068369195,0.0295255,-0.0695384,0.0990639
11,-1.0097525,-0.94816226,"('unhelpful', 'helpful')",0.41744852,0.52336615,1.8535287,1.7999175,0.4204082,0.4583738,-0.0379656
24,-0.9564698,-0.94007516,"('dishonest', 'honest')",0.07247251,-0.020113453,0.49053445,0.45830625,-0.1311543,-0.1672941,0.0361398
6,-0.8612627,-0.8871071,"('distant', 'open')",-0.4878745,-0.67757714,0.28785273,0.45964852,-0.3537615,-0.3683452,0.0145837
83,0.85465914,0.82994676,"('powerless', 'powerful')",0.13155031,0.16065347,-0.98257923,-0.9298082,0.0012101,0.020264,-0.0190539
41,-0.8403622,-0.75528574,"('unforgiving', 'forgiving')",0.7987541,0.78343064,0.022609271,0.10999061,-0.0063329,0.0460452,-0.0523781
29,-0.8143668,-0.8460709,"('unfair', 'fair')",-0.63234484,-0.72530085,-0.65543836,-0.66158843,-0.7007167,-0.7443201,0.0436034
28,-0.7539114,-0.6243881,"('disloyal', 'loyal')",0.25791824,0.1856433,0.7934167,0.87114024,0.0991412,0.1441318,-0.0449906
70,-0.71330214,-0.44337356,"('lethargic', 'energetic')",-0.12919745,0.0858092,0.1878175,0.25833312,-0.2182274,-0.0330771,-0.1851503
54,-0.70871305,-0.6833282,"('incapable', 'capable')",-0.2922324,-0.32717618,1.0348741,1.0781808,0.0113095,0.0225588,-0.0112493
84,0.69452864,0.73843616,"('inferior', 'superior')",0.542404,0.60825175,0.9722723,0.948231,0.7364016,0.764973,-0.0285714
62,-0.69344354,-0.5473932,"('incompetent', 'brilliant')",1.340001,1.5706028,-0.22587684,-0.2274455,0.1402269,0.2652547,-0.1250278
69,0.69190294,0.62346417,"('lazy', 'industrious')",-0.19931546,-0.45391208,-0.4928479,-0.49689153,-8.68e-05,-0.1091131,0.1090263
63,-0.63327456,-0.516828,"('unperceptive', 'insightful')",0.80834794,0.988498,0.43114743,0.570396,0.2020736,0.3473553,-0.1452817
51,-0.56986916,-0.5443364,"('uneducated', 'educated')",-0.08806229,-0.10104455,0.2771197,0.2495288,-0.1269373,-0.1319507,0.0050134
13,-0.5396772,-0.6253495,"('impolite', 'polite')",1.2239368,1.1197265,-0.4675464,-0.74529964,0.0722377,-0.0836409,0.1558786
14,0.5090862,0.4729355,"('antisocial', 'social')",1.2254688,1.223813,-0.5088183,-0.61267215,0.4085789,0.3613588,0.0472201
64,0.5084745,0.55720514,"('shy', 'confident')",-0.37040824,-0.3405478,-6.8127666,-6.803522,-2.2249001,-2.1956216,-0.0292785
42,0.48769227,0.5604531,"('unreliable', 'reliable')",-0.027171932,-0.10374647,-3.2717087,-2.9751387,-0.9370628,-0.8394774,-0.0975854
72,-0.4837281,-0.36781168,"('unambitious', 'ambitious')",1.0431584,1.2654526,-0.8955363,-0.78339845,-0.1120353,0.0380808,-0.1501161
40,-0.4677129,-0.2980333,"('stingy', 'generous')",-0.11344835,-0.11013946,-1.8264097,-1.6386597,-0.8025236,-0.6822775,-0.1202461
25,-0.46345937,-0.4710388,"('egoistic', 'altruistic')",-0.0048760865,-0.1332022,1.5671065,1.6281214,0.366257,0.3412935,0.0249635
81,-0.45511883,-0.45657897,"('submissive', 'aggressive')",0.5766903,0.6538672,-0.82478166,-1.0205069,-0.2344034,-0.2744062,0.0400028
43,-0.45295697,-0.43152446,"('irresponsible', 'responsible')",1.6676781,1.7164013,0.43022284,0.3720644,0.5483147,0.5523137,-0.003999
44,0.43889695,0.38322505,"('prejudiced', 'unprejudiced')",-1.0931064,-1.1129494,-1.0629154,-1.0815508,-0.572375,-0.6037584,0.0313834
3,-0.42898327,-0.43792266,"('repellent', 'pleasant')",-0.5510105,-0.39098343,0.19474871,0.07418244,-0.2617484,-0.2515745,-0.0101739
15,-0.4265066,-0.46012548,"('boring', 'funny')",-0.016422607,-0.1036278,0.12655647,0.13513556,-0.1054576,-0.1428726,0.037415
5,-0.40149784,-0.37300593,"('distant', 'outgoing')",-0.41889808,-0.58706164,-0.43260026,-0.3294806,-0.4176654,-0.4298494,0.012184
49,-0.40139925,-0.34567276,"('unable', 'able')",-0.083008155,0.09088574,-0.6082323,-0.6113157,-0.3642132,-0.2887009,-0.0755123
12,-0.38063318,-0.2855144,"('unsupportive', 'supportive')",0.9117869,1.0335904,-2.030182,-1.9143257,-0.4996761,-0.3887499,-0.1109262
2,0.37381482,0.3669311,"('unlikable', 'likable')",0.63348675,0.5780065,0.6101391,0.7333865,0.5391469,0.5594414,-0.0202945
21,-0.36472535,-0.57208365,"('immoral', 'moral')",0.33584064,0.3067921,-0.78216493,-1.0231504,-0.2703499,-0.4294807,0.1591308
87,0.36211103,0.34482265,"('unsuccessful', 'successful')",1.1940746,1.045561,0.36494705,0.28547853,0.6403776,0.5586207,0.0817569
75,-0.34978253,-0.36940497,"('meek', 'impulsive')",-1.7515502,-1.668805,-0.45333838,-0.41876203,-0.851557,-0.8189906,-0.0325664
32,0.34354025,0.20919433,"('unkind', 'kind')",0.64995825,0.5800296,0.87305766,0.863481,0.6221854,0.5509017,0.0712837
74,0.33796972,0.433838,"('undedicated', 'dedicated')",1.773748,1.8091439,0.16378435,0.3807739,0.7585007,0.8745853,-0.1160846
38,-0.3371532,-0.43920764,"('untruthful', 'truthful')",0.5080898,0.4005228,-0.06265357,-0.12137908,0.0360943,-0.0533546,0.0894489
19,-0.32811514,-0.3277195,"('inhospitable', 'hospitable')",-0.67232317,-0.7233665,-0.099983275,0.00800058,-0.3668072,-0.3476951,-0.0191121
58,-0.32603368,-0.36566424,"('undiscriminating', 'discriminating')",0.21018264,0.29387498,0.042418703,0.11792401,-0.0244774,0.0153782,-0.0398556
30,0.3158933,0.47131765,"('intolerant', 'tolerant')",1.0481975,1.1670029,1.1476148,1.1434251,0.8372352,0.9272486,-0.0900134
71,-0.30356625,-0.28111792,"('diffident', 'self-confident')",1.7236831,1.6506025,0.13607338,0.22759292,0.5187301,0.5323592,-0.0136291
65,-0.29973143,-0.33641687,"('insecure', 'secure')",1.2032019,1.2720407,-0.19015923,-0.34026387,0.2377704,0.1984533,0.0393171
76,-0.28830624,-0.34969872,"('anxious', 'daring')",0.6615305,0.6944077,0.26052713,0.19982436,0.2112505,0.1815111,0.0297394
80,0.25871924,0.2458002,"('dominated', 'dominating')",0.3178789,0.38102305,-1.6467632,-1.8138349,-0.3567217,-0.3956706,0.0389489
0,-0.2415796,-0.34002557,"('unsociable', 'sociable')",2.067836,1.8948447,-0.40718392,-0.547513,0.4730242,0.3357687,0.1372555
88,-0.22009876,-0.22588687,"('low', 'eminent')",-0.23695241,-0.1919618,0.25495487,0.29471362,-0.0673654,-0.041045,-0.0263204
66,-0.21699688,-0.24735568,"('inactive', 'active')",-1.0006745,-1.1491388,0.59140897,0.5930526,-0.2087541,-0.267814,0.0590599
37,-0.20248029,-0.06041756,"('fake', 'genuine')",-0.16832674,-0.0069744512,0.15845896,0.42537627,-0.0707827,0.1193281,-0.1901108
17,0.19263546,0.16406295,"('nasty', 'nice')",-0.31992322,-0.46368873,-0.4449578,-0.59593505,-0.1907485,-0.2985203,0.1077718
85,-0.18180522,-0.24198028,"('insignificant', 'prestigious')",-0.94965005,-0.999565,0.66132706,0.8644446,-0.1567094,-0.1257002,-0.0310092
34,-0.17013456,-0.121454105,"('mean', 'honorable')",0.50147974,0.5148757,6.1437683,6.036179,2.1583711,2.1432002,0.0151709
20,-0.16985266,-0.14840044,"('rough', 'thoughtful')",0.66893464,0.85033965,1.1277555,1.0543482,0.5422792,0.5854292,-0.04315
23,-0.14919855,-0.06313985,"('insincere', 'sincere')",0.8007843,0.9504338,5.7400866,5.6017137,2.1305574,2.1630025,-0.0324451
46,-0.1464993,-0.18914431,"('uncompetitive', 'competitive')",0.28704584,0.33314997,-0.606015,-0.7937512,-0.1551562,-0.2165818,0.0614256
77,0.14617792,0.066133924,"('unmotivated', 'motivated')",-0.6550127,-0.5436876,-1.2495288,-1.4423414,-0.5861212,-0.6399651,0.0538439
4,0.12816994,0.2554175,"('disliked', 'liked')",-0.2773261,-0.36869505,-6.6859384,-6.4610324,-2.2783648,-2.1914366,-0.0869282
52,-0.1259236,-0.13954741,"('irrational', 'rational')",-0.45564398,-0.45989397,0.024332615,0.23354001,-0.185745,-0.1219671,-0.0637779
26,0.11661446,0.31416583,"('hardhearted', 'benevolent')",2.172807,2.264563,1.8225931,2.0955455,1.3706716,1.5580915,-0.1874199
35,0.10323582,-0.011135059,"('corrupt', 'incorrupt')",-0.9621223,-1.1679192,-0.07479428,-0.0072527844,-0.3112269,-0.3954357,0.0842088
47,-0.09442729,0.05945653,"('stupid', 'smart')",0.65897375,0.6732973,5.6249666,5.486125,2.0631711,2.0729596,-0.0097885
50,-0.080566786,-0.0025553312,"('clumsy', 'skillful')",-0.5685825,-0.4827798,0.03620018,0.2777054,-0.2043164,-0.0692099,-0.1351065
60,0.066861585,0.15541598,"('inefficient', 'efficient')",2.5842316,2.6150424,-0.05270795,-0.19862217,0.8661284,0.8572787,0.0088497
59,0.043165464,0.28143406,"('foolish', 'wise')",-0.61573404,-0.4596191,0.32445332,0.54824704,-0.0827051,0.123354,-0.2060591
36,0.039024457,-0.16814265,"('hostile', 'amicable')",-0.21735926,-0.4395606,0.88836104,0.8855849,0.2366754,0.0926272,0.1440482
33,-0.030460414,-0.029113527,"('wrong', 'right')",0.40529418,0.29952818,-0.5998005,-0.5998473,-0.0749889,-0.1098109,0.034822
79,-0.026634645,-0.11613769,"('wavering', 'unwavering')",-0.6880604,-0.88652354,0.19241095,0.27105418,-0.1740947,-0.243869,0.0697743
7,0.026321087,0.062709354,"('insensitive', 'sensitive')",0.6732562,0.7979736,0.23976132,0.32019576,0.3131129,0.3936262,-0.0805133
