,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-1.9994197,-2.0820415,"('hostile', 'amicable')",0.28602722,0.120174505,-0.8566962,-0.9809335,0.1242373
6,-1.948496,-1.8152152,"('distant', 'open')",0.11684944,0.089633465,-0.9158233,-0.8627909,-0.0530324
5,-1.7176827,-1.6180804,"('distant', 'outgoing')",-0.46717018,-0.45124817,-1.0924264,-1.0346643,-0.0577621
8,-1.5610698,-1.6910477,"('unaffectionate', 'affectionate')",0.8792459,0.886036,-0.340912,-0.4025058,0.0615938
53,-1.5502666,-1.4895811,"('uncreative', 'creative')",0.95909166,1.0473511,-0.2955875,-0.221115,-0.0744725
60,1.5472286,1.7480465,"('inefficient', 'efficient')",-0.07263709,0.21656242,0.7372957,0.9823045,-0.2450088
1,-1.4238609,-1.3118409,"('unfriendly', 'friendly')",1.9011104,1.9815018,0.2386248,0.3348305,-0.0962057
31,-1.4222097,-1.3984979,"('evil', 'good')",-0.74930066,-0.8569799,-1.0857552,-1.127739,0.0419838
81,1.4216573,1.5522813,"('submissive', 'aggressive')",-0.8307587,-0.5607904,0.2954493,0.4957454,-0.2002961
66,-1.3117813,-1.5167308,"('inactive', 'active')",0.69792247,0.64161915,-0.3069294,-0.4375558,0.1306264
9,-1.2232516,-1.1147557,"('unaffectionate', 'caring')",1.0083019,1.0776374,-0.1074749,-0.0185592,-0.0889157
19,-1.1412345,-0.9916317,"('inhospitable', 'hospitable')",-0.22620949,-0.24163797,-0.683722,-0.6166348,-0.0670872
39,1.1400431,1.200711,"('exploitative', 'cooperative')",-0.022748226,0.055793215,0.5586475,0.6282521,-0.0696046
79,-1.129783,-1.1651739,"('wavering', 'unwavering')",-0.24370466,-0.30491242,-0.6867439,-0.7350432,0.0482993
76,1.1017256,1.054403,"('anxious', 'daring')",-0.09576095,0.11217128,0.5029823,0.5832871,-0.0803048
86,-1.0578433,-1.269208,"('uninfluential', 'influential')",-0.061935723,-0.12506965,-0.5598896,-0.6971388,0.1372492
35,-0.99243194,-1.1369342,"('corrupt', 'incorrupt')",-0.22622046,-0.3087314,-0.6093262,-0.7228328,0.1135066
85,-0.9682182,-1.0963742,"('insignificant', 'prestigious')",0.9890232,0.9036789,0.0104025,-0.0963476,0.1067501
62,0.9459924,1.285128,"('incompetent', 'brilliant')",0.081378475,0.3394206,0.5136855,0.8122743,-0.2985888
67,0.9266529,0.715485,"('doubtful', 'determined')",-0.5005011,-0.59973603,0.2130759,0.0578745,0.1552014
21,0.91278374,1.0401987,"('immoral', 'moral')",-0.481563,-0.49546757,0.2156104,0.2723656,-0.0567552
80,0.88836473,0.86859804,"('dominated', 'dominating')",-1.2695822,-1.3518788,-0.1906087,-0.2416404,0.0510317
82,-0.82714885,-0.82159936,"('poor', 'rich')",6.0204134,6.1169763,2.5966322,2.6476884,-0.0510562
