,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
75,-0.8104811,-0.8032193,"('meek', 'impulsive')",-0.57019776,-0.50070083,-0.6903394,-0.6519601,-0.0383793
52,-0.78793514,-0.78250146,"('irrational', 'rational')",0.33831814,0.22912581,-0.2248085,-0.2766878,0.0518793
57,-0.7786873,-0.7858137,"('unimaginative', 'imaginative')",-2.4838405,-2.3599863,-1.6312639,-1.5729001,-0.0583638
87,0.77452004,0.6741909,"('unsuccessful', 'successful')",0.8938991,0.86227685,0.8342096,0.7682339,0.0659757
65,0.7558779,0.8551303,"('insecure', 'secure')",-0.60740304,-0.5177143,0.0742374,0.168708,-0.0944706
30,0.7465825,0.82327807,"('intolerant', 'tolerant')",1.2231708,1.3941404,0.9848766,1.1087092,-0.1238326
14,0.71724105,0.69574773,"('antisocial', 'social')",-0.39616102,-0.4585545,0.16054,0.1185966,0.0419434
88,-0.70221883,-0.684544,"('low', 'eminent')",0.22418433,0.35495752,-0.2390172,-0.1647933,-0.0742239
44,0.6924428,0.6727955,"('prejudiced', 'unprejudiced')",-1.2707067,-1.2489996,-0.2891319,-0.2881021,-0.0010298
20,0.6900282,0.54564476,"('rough', 'thoughtful')",1.4280113,1.349434,1.0590198,0.9475394,0.1114804
56,0.68115234,0.79989874,"('impractical', 'practical')",-0.47419697,-0.32863468,0.1034777,0.235632,-0.1321543
29,-0.6522483,-0.6432638,"('unfair', 'fair')",-0.6072125,-0.7976715,-0.6297304,-0.7204677,0.0907373
18,-0.64072835,-0.6711006,"('disagreeable', 'welcoming')",-0.19117485,-0.3206372,-0.4159516,-0.4958689,0.0799173
16,-0.6407008,-0.6203194,"('unpopular', 'popular')",0.6369777,0.5480801,-0.0018616,-0.0361197,0.0342581
38,-0.5740966,-0.33190125,"('untruthful', 'truthful')",-0.49387726,-0.28833348,-0.5339869,-0.3101174,-0.2238695
73,0.57258415,0.48131835,"('helpless', 'self-reliant')",-2.911484,-2.8575253,-1.1694499,-1.1881034,0.0186535
4,-0.5526668,-0.3526948,"('disliked', 'liked')",-6.5309877,-6.402243,-3.5418272,-3.3774691,-0.1643581
42,0.53037846,0.6501425,"('unreliable', 'reliable')",-3.199575,-3.0352263,-1.3345983,-1.192542,-0.1420563
58,-0.52941746,-0.8721199,"('undiscriminating', 'discriminating')",0.24051306,0.1794364,-0.1444522,-0.3463418,0.2018896
71,-0.5205428,-0.6393273,"('diffident', 'self-confident')",0.6386948,0.524016,0.059076,-0.0576556,0.1167316
15,-0.51091635,-0.46860912,"('boring', 'funny')",0.25341836,0.28141522,-0.128749,-0.093597,-0.035152
70,0.5029464,0.5516694,"('lethargic', 'energetic')",0.6940776,0.79000616,0.598512,0.6708378,-0.0723258
78,-0.48964843,-0.4588394,"('nonresilient', 'resilient')",0.17142911,0.18961869,-0.1591097,-0.1346104,-0.0244993
68,-0.48892036,-0.6182572,"('dependent', 'independent')",-0.48083645,-0.633241,-0.4848784,-0.6257491,0.1408707
61,0.40667403,0.56240106,"('illogical', 'logical')",0.3813318,0.37553617,0.3940029,0.4689686,-0.0749657
55,0.40446183,0.35775754,"('incompetent', 'clever')",0.30010173,0.29876167,0.3522818,0.3282596,0.0240222
25,-0.38733548,-0.46961686,"('egoistic', 'altruistic')",1.7693294,1.7853332,0.690997,0.6578581,0.0331389
54,-0.36048892,-0.37827855,"('incapable', 'capable')",1.1173168,1.1304569,0.378414,0.3760892,0.0023248
64,0.35877478,0.40818012,"('shy', 'confident')",-6.949255,-6.765668,-3.2952402,-3.1787438,-0.1164964
37,0.35467443,0.23445559,"('fake', 'genuine')",0.47193757,0.42540973,0.413306,0.3299327,0.0833733
83,-0.31139147,-0.44450086,"('powerless', 'powerful')",-0.8320267,-0.82149297,-0.5717091,-0.6329969,0.0612878
12,-0.2967291,-0.21697369,"('unsupportive', 'supportive')",-1.9122595,-1.8730673,-1.1044943,-1.0450205,-0.0594738
10,0.2935701,0.32644346,"('unsympathetic', 'sympathetic')",-0.46144506,-0.41071343,-0.0839375,-0.042135,-0.0418025
49,-0.2884127,-0.1901865,"('unable', 'able')",-0.1770285,-0.16066423,-0.2327206,-0.1754254,-0.0572952
51,0.28543937,0.22285822,"('uneducated', 'educated')",0.510095,0.40572718,0.3977672,0.3142927,0.0834745
2,0.2821931,0.28829843,"('unlikable', 'likable')",0.18433668,0.28954604,0.2332649,0.2889223,-0.0556574
17,-0.2673917,-0.16844594,"('nasty', 'nice')",-0.77316177,-0.7696126,-0.5202767,-0.4690293,-0.0512474
3,0.26384875,0.16717002,"('repellent', 'pleasant')",0.16882885,-0.006340457,0.2163388,0.0804148,0.135924
46,-0.2610351,-0.21635857,"('uncompetitive', 'competitive')",-0.5854183,-0.50810874,-0.4232267,-0.3622336,-0.0609931
23,-0.2585276,-0.1571734,"('insincere', 'sincere')",5.403837,5.4338403,2.5726547,2.6383333,-0.0656786
26,-0.25072858,-0.3488666,"('hardhearted', 'benevolent')",2.009704,2.0698082,0.8794878,0.8604708,0.019017
74,0.22987244,0.014738627,"('undedicated', 'dedicated')",0.08028779,0.07261664,0.1550801,0.0436776,0.1114025
0,-0.21751091,-0.18145916,"('unsociable', 'sociable')",-0.15944888,-0.23137063,-0.1884799,-0.2064149,0.017935
28,-0.20373309,-0.2684796,"('disloyal', 'loyal')",0.9860185,0.9534894,0.3911427,0.3425049,0.0486378
34,-0.16868845,-0.15955848,"('mean', 'honorable')",5.9628015,5.949654,2.8970566,2.8950479,0.0020087
11,-0.15895894,0.010002062,"('unhelpful', 'helpful')",1.0983152,1.3491166,0.4696782,0.6795593,-0.2098811
48,0.14715624,0.09793207,"('unintelligent', 'intelligent')",0.73840517,0.814231,0.4427807,0.4560815,-0.0133008
45,0.119996,0.24093857,"('incompetent', 'competent')",-0.13349025,-0.06668788,-0.0067471,0.0871253,-0.0938724
7,0.119735,0.2533553,"('insensitive', 'sensitive')",0.8112794,0.8423509,0.4655072,0.5478531,-0.0823459
72,-0.089711495,-0.06809755,"('unambitious', 'ambitious')",-0.81989783,-0.7157635,-0.4548047,-0.3919305,-0.0628742
63,-0.08382893,0.090350755,"('unperceptive', 'insightful')",0.82191896,0.9221699,0.369045,0.5062603,-0.1372153
27,-0.07404129,-0.05116168,"('hardhearted', 'softhearted')",1.5425717,1.4521552,0.7342652,0.7004968,0.0337684
84,0.07124494,-0.086576544,"('inferior', 'superior')",0.95669097,1.0381608,0.5139679,0.4757921,0.0381758
47,0.0647176,0.07993648,"('stupid', 'smart')",5.311954,5.307861,2.6883359,2.6938987,-0.0055628
59,-0.061826646,0.08726772,"('foolish', 'wise')",0.2332616,0.24418399,0.0857175,0.1657259,-0.0800084
43,-0.058381516,0.1940248,"('irresponsible', 'responsible')",0.56415796,0.5836242,0.2528882,0.3888245,-0.1359363
41,0.046046726,0.15868926,"('unforgiving', 'forgiving')",0.09124711,-0.018781267,0.0686469,0.069954,-0.0013071
50,0.044695836,-0.0155670475,"('clumsy', 'skillful')",0.2633314,0.38701224,0.1540136,0.1857226,-0.031709
13,-0.0444351,0.33670512,"('impolite', 'polite')",-0.67252105,-0.5713718,-0.3584781,-0.1173333,-0.2411448
33,-0.041661292,-0.15829456,"('wrong', 'right')",-0.6704064,-0.65810204,-0.3560339,-0.4081983,0.0521644
69,-0.035445914,-0.2295435,"('lazy', 'industrious')",-0.33899587,-0.37408912,-0.1872209,-0.3018163,0.1145954
24,0.031199932,0.1874141,"('dishonest', 'honest')",0.4992867,0.54387695,0.2652433,0.3656455,-0.1004022
77,0.0303301,0.08737174,"('unmotivated', 'motivated')",-1.0470351,-1.0097611,-0.5083525,-0.4611947,-0.0471578
40,-0.02639465,-0.184798,"('stingy', 'generous')",-1.1744417,-1.2345033,-0.6004182,-0.7096506,0.1092324
32,0.01945068,0.20507799,"('unkind', 'kind')",0.71475005,0.8173894,0.3671004,0.5112337,-0.1441333
22,0.0034953244,0.11148862,"('untrustworthy', 'trustworthy')",-1.2063175,-1.152158,-0.6014111,-0.5203347,-0.0810764
