,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,male-female
39,1.5491207,1.086954,"('exploitative', 'cooperative')",0.2646392,0.06686486,-0.6039158,-0.5365313,-0.34434745,-0.3659,0.10909918,0.076006,0.1949191,0.0654787,0.1294404
0,1.5401909,0.6338744,"('unsociable', 'sociable')",0.12535457,-0.13774085,-1.8002647,-1.806883,-1.4179182,-1.559653,-0.41503638,-0.38951966,-0.3935348,-0.6519844,0.2584496
59,-1.4209516,-0.17979857,"('foolish', 'wise')",-0.009271465,-0.0010279268,2.0368507,1.9128083,1.857522,1.8092831,0.63122857,0.57642996,0.6190756,0.823539,-0.2044634
45,1.3859686,0.94635475,"('incompetent', 'competent')",-0.2545816,-0.36922246,-2.5640578,-2.4137206,-1.4756814,-1.443294,-0.12079421,0.01201947,-0.6058293,-0.6535726,0.0477433
72,1.3809489,0.82312053,"('unambitious', 'ambitious')",0.12340507,-0.09133242,-0.23031816,-0.40316156,-0.087439984,-0.17285892,0.35489112,0.5439929,0.3082974,0.1399521,0.1683453
24,1.3538468,0.96923983,"('dishonest', 'honest')",-0.33182898,-0.73098284,-0.5353804,-0.36022353,-0.3667475,-0.46579206,1.150529,1.0157802,0.2540838,0.0856043,0.1684795
48,1.3416922,1.0015197,"('unintelligent', 'intelligent')",0.039134428,-0.12906295,-1.4128982,-1.3114004,-0.5198691,-0.5764865,0.14412582,0.09541871,-0.081563,-0.1840023,0.1024393
30,1.287921,0.79567736,"('intolerant', 'tolerant')",-0.9543008,-1.204425,-1.3380916,-1.2237871,-1.1728312,-1.3461299,-0.0034020804,0.17423311,-0.436141,-0.5608863,0.1247453
4,-1.2241905,-0.58548677,"('disliked', 'liked')",-1.0244861,-0.73639536,-0.08776115,0.1411528,0.5430002,0.75397104,-7.6000743,-7.663663,-1.8787024,-1.6180843,-0.2606181
44,-1.2030027,-0.84438014,"('prejudiced', 'unprejudiced')",0.18863037,0.28038958,1.1457775,1.1242911,-0.16224171,-0.16324858,-1.2492883,-1.1739959,-0.256025,-0.1553888,-0.1006362
50,-1.1994152,-0.87741005,"('clumsy', 'skillful')",-0.4733022,-0.3940555,0.13148415,0.0029747337,0.2374399,0.1578052,0.09303,0.15143096,-0.2421527,-0.1918509,-0.0503018
82,1.1471404,0.9837586,"('poor', 'rich')",-0.0037053227,-0.15156412,-0.4585297,-0.49412388,0.046904832,0.018931873,6.5815625,6.678908,1.4626745,1.4071821,0.0554924
23,1.1371754,0.58566606,"('insincere', 'sincere')",-0.670506,-0.99573,-0.8373334,-0.8776104,-1.0992743,-1.3421689,6.2099466,6.096713,0.9480017,0.693374,0.2546277
2,-1.1157259,-1.0554069,"('unlikable', 'likable')",0.08395849,-0.039533764,0.24591666,0.20882049,0.95142704,0.80516076,0.7036499,0.74905676,0.1738452,0.1336195,0.0402257
73,-1.0809858,-0.40444708,"('helpless', 'self-reliant')",-0.53546506,-0.20103624,0.5672299,0.69436073,-0.021534607,0.07133602,-3.4681976,-3.4687388,-0.9077906,-0.6617051,-0.2460855
37,1.056818,0.5512354,"('fake', 'genuine')",0.41997004,0.15590432,0.15609688,0.076261684,0.2276561,0.18587908,0.37638915,0.10747205,0.4473861,0.2153505,0.2320356
11,1.0258814,0.99409527,"('unhelpful', 'helpful')",-0.28085104,-0.5538852,-1.1660048,-1.1397545,-0.90989286,-1.0122721,1.4157586,1.4671159,0.0169783,-0.0489401,0.0659184
71,1.0211414,1.619079,"('diffident', 'self-confident')",1.1456784,1.0973579,-0.13236512,-0.2563934,0.83762807,0.72401315,0.8590484,0.8267936,0.7462262,0.80217,-0.0559438
41,-1.0182576,-1.1307062,"('unforgiving', 'forgiving')",-0.55112094,-0.6597273,-0.7050588,-0.64378417,-0.4431038,-0.46776232,0.25325248,0.10000147,-0.4928577,-0.5603956,0.0675379
47,1.007251,0.8225085,"('stupid', 'smart')",-0.25659505,-0.46616894,-0.4620609,-0.58716583,-0.05624223,-0.2275616,5.1996293,5.256154,1.0863964,0.9595532,0.1268432
42,0.98675054,0.77601045,"('unreliable', 'reliable')",0.25504047,0.07572348,0.16846788,0.14544486,0.23520486,0.08679599,-2.808215,-2.6361718,-0.2325502,-0.3104394,0.0778892
57,0.94961214,0.5447324,"('unimaginative', 'imaginative')",-0.90306115,-1.0737884,-1.2661098,-1.3324026,-1.2264465,-1.2331035,-3.2181492,-3.161873,-1.1328309,-1.2512871,0.1184562
58,-0.9458969,-0.9322574,"('undiscriminating', 'discriminating')",-0.45652097,-0.38612184,-1.6142706,-1.4994849,-0.11787101,-0.05992405,-0.30209437,-0.30235845,-0.6873308,-0.6360293,-0.0513015
88,0.94159347,0.9454309,"('low', 'eminent')",-0.22724271,-0.2963055,-0.6066458,-0.78967625,-0.19748905,-0.3637349,0.14392275,0.113654144,0.0108277,-0.0781263,0.088954
64,0.9201574,0.78102505,"('shy', 'confident')",0.27514666,0.19091947,-0.6590383,-0.52008927,-0.39360434,-0.35421568,-6.151835,-5.9553704,-1.2018347,-1.1715462,-0.0302885
28,0.83398306,0.76743716,"('disloyal', 'loyal')",-0.09864304,-0.23808263,-0.289595,-0.2253506,0.08939516,0.026757814,1.1032294,0.95626646,0.3276739,0.2574056,0.0702683
29,-0.82128036,-0.4165162,"('unfair', 'fair')",-0.035631593,-0.12556681,0.59664506,0.5805844,0.31990975,0.15403551,-0.22839762,-0.3562358,-0.033751,-0.0327398,-0.0010112
66,-0.7874112,-0.4461009,"('inactive', 'active')",-0.09039165,-0.091403395,0.7013956,0.6966798,1.1407578,1.1430929,0.43316612,0.42777848,0.2795033,0.3460093,-0.066506
49,-0.7717038,-1.0064732,"('unable', 'able')",-1.6934143,-1.7336392,-1.1340388,-1.1812371,-1.0549246,-1.152889,-0.3529515,-0.29902413,-1.0014066,-1.0746526,0.073246
27,-0.7420483,-0.66829944,"('hardhearted', 'softhearted')",-0.50780946,-0.6257286,0.13731806,0.14432648,-0.3023276,-0.3339491,1.4174203,1.2828034,0.0005106,-0.0401695,0.0406801
68,-0.7340506,-1.0440345,"('dependent', 'independent')",-0.8473313,-0.8952001,-0.5687104,-0.5909045,-0.924985,-1.1110137,-1.4449112,-1.4826853,-0.9039976,-1.0247676,0.12077
17,-0.6864919,-0.41488513,"('nasty', 'nice')",-0.4825353,-0.267235,0.906298,1.1029973,0.11814764,0.3076924,-0.3128861,-0.123471,-0.0914935,0.1210197,-0.2125132
61,0.65646166,0.76036525,"('illogical', 'logical')",-0.2548737,-0.287727,-0.7398497,-0.697373,-0.772565,-0.77691907,0.3142141,0.27623954,-0.1593225,-0.1450829,-0.0142396
22,0.6010954,0.12983227,"('untrustworthy', 'trustworthy')",-0.64474785,-0.9226251,-0.47025365,-0.49908704,-0.7328904,-0.95823765,-0.7497175,-0.7198151,-0.3993028,-0.5939865,0.1946837
9,-0.59800094,-0.25134096,"('unaffectionate', 'caring')",-0.034419343,-0.22167225,-0.40508282,-0.36160177,0.1474492,0.117011264,1.8498662,1.6887119,0.1919624,0.1942216,-0.0022592
74,0.58759457,0.13245746,"('undedicated', 'dedicated')",-0.6506661,-0.8499714,-1.1121492,-1.0665106,-0.7853397,-0.8474957,-0.23533015,-0.25405505,-0.4391781,-0.5771151,0.137937
38,-0.54037195,-0.06835966,"('untruthful', 'truthful')",-0.3242152,-0.46098995,-0.20994462,-0.27844524,0.34743026,0.20940624,0.057848286,-0.11461094,-0.1338507,-0.1425999,0.0087492
3,0.51083237,0.21168181,"('repellent', 'pleasant')",0.14236933,0.09144723,-0.83843267,-0.7895578,-0.8999026,-0.88575906,0.50522107,0.54193425,-0.1159825,-0.1660507,0.0500682
67,0.50262785,0.3025649,"('doubtful', 'determined')",0.8147342,0.5942277,0.1150645,-0.09458367,0.23672971,-0.025234928,-0.6764228,-0.6255679,0.1985467,0.0302812,0.1682655
40,0.46249318,0.4553617,"('stingy', 'generous')",0.54156613,0.6553756,0.54494536,0.6665999,0.6409988,0.7356567,-1.7668198,-1.8560271,0.0846367,0.1313934,-0.0467567
15,-0.449687,-0.58094835,"('boring', 'funny')",-0.3559151,-0.3769642,0.24068719,0.12618758,0.33063668,0.24082136,0.25424626,0.16254412,0.0039936,-0.0856719,0.0896655
84,0.35993308,0.32976052,"('inferior', 'superior')",0.36318028,0.29326195,0.17432496,-0.046850473,0.19640431,-0.034483194,0.16115877,0.08539184,0.2510003,0.1254161,0.1255842
20,-0.27887762,-0.40793997,"('rough', 'thoughtful')",-0.7320268,-0.5976639,-0.3372694,-0.17441438,-0.37399197,-0.43270224,0.524142,0.52049243,-0.2396048,-0.2184456,-0.0211592
77,-0.2671288,-0.7725016,"('unmotivated', 'motivated')",-0.28879842,-0.4103096,-1.2570362,-1.2122878,-0.38263524,-0.3172803,-1.4543009,-1.2457561,-0.7299799,-0.7916271,0.0616472
34,-0.25555712,-0.3005506,"('mean', 'honorable')",-0.119586155,-0.16543369,-0.80299574,-0.85999155,-0.57350373,-0.5761791,4.5121417,4.4652495,0.5520998,0.5126189,0.0394809
87,0.24111947,0.22759283,"('unsuccessful', 'successful')",-0.4951293,-0.5723069,-1.3136225,-1.4063168,-1.039465,-1.0584978,-0.22220342,-0.15003318,-0.5658601,-0.5919124,0.0260523
83,0.22871429,0.117831394,"('powerless', 'powerful')",0.097624496,0.2829708,-0.8135628,-0.8362087,-0.18295918,-0.21829991,-0.74333674,-0.6149446,-0.282704,-0.2537302,-0.0289738
78,-0.18479331,-0.2192073,"('nonresilient', 'resilient')",0.17517048,0.35068473,-0.48642147,-0.40586707,-0.5038153,-0.45347184,-0.35159126,-0.34524933,-0.2702902,-0.2146222,-0.055668
26,-0.08465704,-0.025491126,"('hardhearted', 'benevolent')",0.5041322,0.33259943,-0.22779876,-0.26977676,0.61939853,0.5407533,1.1980078,1.0239749,0.4018166,0.3204119,0.0814047
53,-0.045434933,0.45428586,"('uncreative', 'creative')",-0.8613241,-0.7050406,-0.38643926,-0.20615079,0.15522957,0.36115196,0.6093997,0.65282047,-0.1057138,0.1114134,-0.2171272
