,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
49,-0.41828147,-0.34379587,"('unable', 'able')",-0.0920897,-0.056757733,0.010188667,-0.07621149,-0.1667275,-0.1589217,-0.0078058
62,-0.37575918,-0.19065332,"('incompetent', 'brilliant')",1.0790931,1.1842378,0.2148766,0.29830763,0.3060702,0.4306307,-0.1245605
71,0.35849655,0.47996575,"('diffident', 'self-confident')",1.4693303,1.457426,0.5205748,0.5013373,0.7828005,0.8129097,-0.0301092
52,0.35430023,0.37895268,"('irrational', 'rational')",-0.6557272,-0.57346475,0.013026591,-0.088522345,-0.0961335,-0.0943448,-0.0017887
32,-0.34948686,-0.14314927,"('unkind', 'kind')",0.5521261,0.6027516,0.97696954,1.0971066,0.3932029,0.518903,-0.1257001
33,0.34875202,0.4328734,"('wrong', 'right')",-0.17317113,-0.046317056,-0.3227765,-0.38141617,-0.0490652,0.0017134,-0.0507786
84,0.3274543,0.26194486,"('inferior', 'superior')",-0.15423808,-0.1724216,0.8680659,0.8785701,0.3470941,0.3226978,0.0243963
31,0.31879628,0.55493903,"('evil', 'good')",-1.5151197,-1.2612348,-0.62968636,-0.622438,-0.6086699,-0.4429112,-0.1657587
54,0.31439722,0.407833,"('incapable', 'capable')",0.7276712,0.75285494,1.2318221,1.18646,0.7579635,0.7823826,-0.0244191
74,-0.30968943,0.06105094,"('undedicated', 'dedicated')",0.57456124,0.6348027,-0.09154197,0.1025056,0.0577766,0.2661198,-0.2083432
56,-0.3080283,-0.15993875,"('impractical', 'practical')",1.4735419,1.5904902,-0.29739395,-0.10544432,0.2893732,0.4417024,-0.1523292
2,0.29368648,0.4030354,"('unlikable', 'likable')",1.2245787,1.3005209,0.6362684,0.7099673,0.7181779,0.8045079,-0.08633
68,-0.29342273,-0.24993214,"('dependent', 'independent')",-0.34068567,-0.31549916,-0.078845724,-0.04165117,-0.2376514,-0.2023608,-0.0352906
29,0.2696628,0.29226044,"('unfair', 'fair')",-0.42611685,-0.44791663,-0.023194406,-0.059464373,-0.0598828,-0.0717069,0.0118241
8,0.26497337,0.1447057,"('unaffectionate', 'affectionate')",-0.19066234,-0.11375524,1.0734812,1.0430756,0.3825974,0.3580087,0.0245887
16,-0.22385651,-0.22495338,"('unpopular', 'popular')",-1.0809597,-0.9797593,0.41376454,0.31287032,-0.2970172,-0.2972808,0.0002636
38,0.20444115,0.34487534,"('untruthful', 'truthful')",-0.3588585,-0.15440753,0.46523535,0.5215664,0.103606,0.2373447,-0.1337387
19,0.19558561,0.43740466,"('inhospitable', 'hospitable')",-0.44763896,-0.20862094,0.62793756,0.62946105,0.1252947,0.2860816,-0.1607869
66,0.19002838,0.53201187,"('inactive', 'active')",-0.5735797,-0.3667285,0.8972462,0.9059261,0.1712316,0.3570698,-0.1858382
24,0.18454377,0.27497405,"('dishonest', 'honest')",1.1025878,1.0638506,1.091081,1.1292715,0.7927375,0.8226988,-0.0299613
67,0.18163702,0.19264871,"('doubtful', 'determined')",-0.0070737414,-0.07959237,-0.52813345,-0.42704105,-0.1178567,-0.1046616,-0.0131951
87,-0.15196475,-0.00035743415,"('unsuccessful', 'successful')",0.55649716,0.3897702,0.903377,1.0178578,0.4359698,0.4690902,-0.0331204
82,0.13632295,0.011058699,"('poor', 'rich')",0.6119992,0.6256216,6.123952,5.9505553,2.290758,2.1957452,0.0950128
50,0.12327614,0.0043403488,"('clumsy', 'skillful')",-1.3631877,-1.3978631,0.2407214,0.08151225,-0.3330634,-0.4373369,0.1042735
75,0.10014296,0.1411258,"('meek', 'impulsive')",-1.5877371,-1.4215765,-0.6217792,-0.56653285,-0.7031244,-0.6156612,-0.0874632
9,-0.09518832,-0.0026039034,"('unaffectionate', 'caring')",0.4231574,0.44523355,1.5145034,1.5036418,0.6141575,0.6487571,-0.0345996
22,-0.09405838,-0.09006955,"('untrustworthy', 'trustworthy')",0.6842482,0.6239772,-0.5642961,-0.60089487,0.0086312,-0.0223291,0.0309603
18,0.070225224,0.06959075,"('disagreeable', 'welcoming')",0.119003765,0.13978195,-0.074908085,-0.20158148,0.038107,0.0025971,0.0355099
4,0.057430897,0.32451656,"('disliked', 'liked')",-0.4090311,-0.29040486,-6.185281,-5.9914846,-2.1789603,-1.985791,-0.1931693
34,0.053015903,0.07525573,"('mean', 'honorable')",0.5490934,0.6406995,6.3068953,6.176286,2.3030016,2.2974138,0.0055878
12,0.045549575,0.27061474,"('unsupportive', 'supportive')",1.0081702,1.153652,-1.1875683,-0.9910739,-0.0446161,0.1443976,-0.1890137
36,-0.02670044,0.075755954,"('hostile', 'amicable')",-1.2465801,-1.0066559,0.14259607,0.034448527,-0.3768949,-0.2988172,-0.0780777
55,0.021849304,-0.0357331,"('incompetent', 'clever')",1.5483967,1.4874444,0.0637127,0.18632174,0.5446529,0.546011,-0.0013581
64,0.014639551,-0.16711688,"('shy', 'confident')",-0.4896912,-0.71088994,-6.4939246,-6.198952,-2.322992,-2.3589864,0.0359944
42,-0.003408026,0.14569217,"('unreliable', 'reliable')",0.37424806,0.35897377,-2.8118362,-2.7684119,-0.8136654,-0.7545819,-0.0590835
