,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.786387,-1.4772964,"('unsympathetic', 'sympathetic')",0.35417527,0.47920424,-0.61746347,-0.4062169,-0.683225,-0.468103,-0.215122
57,-1.7845578,-1.6052076,"('unimaginative', 'imaginative')",0.33139428,0.45615828,-2.7938137,-2.6070266,-1.4156591,-1.2520253,-0.1636338
86,-1.775663,-1.6179019,"('uninfluential', 'influential')",0.7215969,0.81150913,-0.023677116,0.16569826,-0.3592478,-0.2135648,-0.145683
35,1.7617948,1.6631228,"('corrupt', 'incorrupt')",-1.7352794,-1.7136345,-0.07372279,-0.19687526,-0.0157358,-0.0824623,0.0667265
58,-1.5923157,-1.3115662,"('undiscriminating', 'discriminating')",-0.17456672,-0.046880446,-0.070606336,-0.037596893,-0.6124963,-0.4653479,-0.1471484
0,-1.445978,-1.3497286,"('unsociable', 'sociable')",1.7808564,1.7337761,-0.42418686,-0.34815004,-0.0297695,0.0119658,-0.0417353
1,-1.3048015,-1.117117,"('unfriendly', 'friendly')",0.49527824,0.6302137,2.1163518,2.1179101,0.4356095,0.5436689,-0.1080594
77,-1.2665222,-1.4001877,"('unmotivated', 'motivated')",-0.09579404,-0.234159,-1.3702607,-1.3125881,-0.9108589,-0.9823116,0.0714527
69,1.2167318,1.2962643,"('lazy', 'industrious')",-0.48542824,-0.3418101,-0.7353477,-0.746675,-0.001348,0.0692597,-0.0706077
59,1.1914479,1.1014801,"('foolish', 'wise')",-0.658782,-0.70315623,0.5460981,0.46009105,0.359588,0.2861383,0.0734497
48,-1.1862818,-1.197723,"('unintelligent', 'intelligent')",0.64152193,0.49134192,0.58868366,0.597674,0.0146413,-0.0362357,0.050877
43,-1.1574225,-1.026742,"('irresponsible', 'responsible')",1.2335801,1.3135581,0.55080616,0.6652944,0.2089879,0.3173702,-0.1083823
21,-1.1311656,-0.9082424,"('immoral', 'moral')",1.433567,1.4009174,-0.65075564,-0.5377935,-0.1161181,-0.0150395,-0.1010786
41,-1.0959604,-0.78035563,"('unforgiving', 'forgiving')",0.7710169,0.9082809,0.023975033,0.15149409,-0.1003228,0.0931398,-0.1934626
17,-1.0911447,-0.96048254,"('nasty', 'nice')",-0.5064352,-0.42642295,-0.4185984,-0.4189833,-0.6720595,-0.6019629,-0.0700966
45,-1.0421684,-0.7371026,"('incompetent', 'competent')",0.86594903,0.9110695,-0.36907506,-0.25891903,-0.1817648,-0.0283174,-0.1534474
81,-1.039756,-1.0466654,"('submissive', 'aggressive')",0.67520946,0.4840812,-1.002639,-0.8722157,-0.4557285,-0.4782666,0.0225381
70,-1.0229453,-0.70533365,"('lethargic', 'energetic')",0.29659393,0.44955805,0.5830939,0.7492268,-0.0477525,0.1644837,-0.2122362
27,-1.0204028,-0.62971514,"('hardhearted', 'softhearted')",0.32323635,0.3640534,1.6962558,1.5987144,0.3330298,0.4443509,-0.1113211
3,-1.01914,-1.0014057,"('repellent', 'pleasant')",-0.4852926,-0.5106385,0.10680962,0.117795974,-0.4658744,-0.4647494,-0.001125
60,-0.9996588,-0.98869145,"('inefficient', 'efficient')",2.2457142,2.08405,0.13461387,0.25565356,0.4602231,0.4503373,0.0098858
23,-0.9707255,-0.81494814,"('insincere', 'sincere')",0.48661232,0.49355096,5.9334583,5.8106995,1.8164484,1.8297674,-0.013319
63,-0.95496136,-0.5763792,"('unperceptive', 'insightful')",0.67640823,0.82373965,1.2784845,1.4372394,0.3333104,0.5615333,-0.2282229
20,-0.9395312,-0.95293003,"('rough', 'thoughtful')",-0.2722249,-0.38589296,1.0322856,1.0705522,-0.0598235,-0.0894236,0.0296001
83,-0.8985204,-0.9777402,"('powerless', 'powerful')",-0.21434021,-0.26666433,-1.1880399,-1.1843681,-0.7669668,-0.8095909,0.0426241
61,-0.8466983,-0.6246349,"('illogical', 'logical')",0.47586188,0.52814096,0.5551015,0.6246931,0.0614217,0.1760664,-0.1146447
47,-0.84628725,-0.71427083,"('stupid', 'smart')",0.6427527,0.68890154,5.330512,5.214367,1.7089925,1.7296659,-0.0206734
5,0.8322121,1.0356551,"('distant', 'outgoing')",-0.054472268,0.23451966,0.42550442,0.3859128,0.4010814,0.5520292,-0.1509478
39,0.8223858,0.81984764,"('exploitative', 'cooperative')",1.4578208,1.4152712,0.5353824,0.5459836,0.9385297,0.9270341,0.0114956
6,0.8173429,1.0017241,"('distant', 'open')",0.14991443,0.43487054,0.7982725,0.67643005,0.58851,0.7043416,-0.1158316
72,-0.80022365,-1.0476216,"('unambitious', 'ambitious')",-0.520692,-0.73137426,-0.689198,-0.7315385,-0.6700379,-0.8368448,0.1668069
11,-0.74701226,-0.677044,"('unhelpful', 'helpful')",0.10010371,0.09499306,2.1352458,2.209362,0.4961124,0.542437,-0.0463246
65,-0.7303489,-0.8261415,"('insecure', 'secure')",0.13091084,-0.03978151,-0.1798449,-0.17197801,-0.259761,-0.345967,0.086206
14,-0.7292372,-0.7880916,"('antisocial', 'social')",1.892527,1.7515492,-0.7361088,-0.7149705,0.1423937,0.082829,0.0595647
78,-0.703045,-0.7391108,"('nonresilient', 'resilient')",0.7554896,0.7602398,0.6188461,0.530778,0.2237636,0.183969,0.0397946
13,-0.6939809,-0.40106684,"('impolite', 'polite')",1.9816288,2.0608635,0.019117713,0.08887406,0.4355886,0.5828903,-0.1473017
28,-0.68096197,-0.8080452,"('disloyal', 'loyal')",0.047658347,-0.17464997,0.98487544,0.85352695,0.1171906,-0.0430561,0.1602467
73,0.66782004,0.71194434,"('helpless', 'self-reliant')",0.40764973,0.36330178,-2.9482198,-2.8937762,-0.62425,-0.6061767,-0.0180733
46,-0.6582375,-0.67202514,"('uncompetitive', 'competitive')",1.3310533,1.3661776,-0.76495916,-0.61108536,-0.0307145,0.027689,-0.0584035
37,0.6561609,0.68714666,"('fake', 'genuine')",0.13758038,0.16129221,0.48908636,0.52787423,0.4276092,0.458771,-0.0311618
7,-0.6472644,-0.56585157,"('insensitive', 'sensitive')",0.4880126,0.41432935,0.9052257,0.90529877,0.248658,0.2512589,-0.0026009
76,-0.63225913,-0.56049186,"('anxious', 'daring')",1.0184639,0.8818355,0.27715948,0.24855824,0.2211214,0.1899673,0.0311541
80,-0.62431264,-0.49550885,"('dominated', 'dominating')",0.24681547,0.16197757,-1.143194,-1.0577781,-0.5068971,-0.4637698,-0.0431273
25,0.6240238,0.5767132,"('egoistic', 'altruistic')",0.8062408,0.7784335,1.7303419,1.58919,1.0535355,0.9814456,0.0720899
85,0.61809397,0.80698717,"('insignificant', 'prestigious')",-0.7205603,-0.57405776,0.6794663,0.6461673,0.1923333,0.2930322,-0.1006989
15,0.58867234,0.772526,"('boring', 'funny')",0.67151225,0.7536098,0.2930647,0.1984657,0.5177497,0.5748672,-0.0571175
40,-0.5129665,-0.4392128,"('stingy', 'generous')",0.33249086,0.21988505,-1.2316595,-1.2267988,-0.4707117,-0.4820422,0.0113305
88,-0.5091792,-0.21935017,"('low', 'eminent')",-0.7557317,-0.6240629,-0.011973342,0.078858525,-0.4256281,-0.2548515,-0.1707766
51,-0.4862721,-0.36890686,"('uneducated', 'educated')",0.59585613,0.49973527,0.6244342,0.7877818,0.2446727,0.3062034,-0.0615307
44,0.48392865,0.4581364,"('prejudiced', 'unprejudiced')",-0.8733128,-0.9819094,-1.6064582,-1.6386011,-0.6652808,-0.7207913,0.0555105
30,-0.47737396,-0.4606733,"('intolerant', 'tolerant')",1.4355817,1.4802477,0.95459944,0.979723,0.6376024,0.6664325,-0.0288301
79,0.47491503,0.8039191,"('wavering', 'unwavering')",-1.1999022,-0.94199723,0.10750656,0.09644745,-0.2058269,-0.0138769,-0.19195
26,-0.464508,-0.27881286,"('hardhearted', 'benevolent')",0.68209136,0.72567624,1.3165092,1.3471973,0.5113642,0.5980202,-0.086656
53,-0.4575244,-0.4606151,"('uncreative', 'creative')",-0.22288786,-0.0726212,0.8457447,0.703976,0.0551108,0.0569132,-0.0018024
