,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
28,-0.9762163,-0.57917964,"('disloyal', 'loyal')",0.3191965,0.4918034,1.0884368,0.97151905,0.1438057,0.2947143,-0.1509086
19,-0.9291402,-1.0671765,"('inhospitable', 'hospitable')",-1.8754239,-1.7223585,-0.2947323,-0.24276735,-1.0330988,-1.0107675,-0.0223313
69,0.92202914,0.68325835,"('lazy', 'industrious')",0.24432665,-0.082292736,-0.81722844,-0.64954895,0.1163758,-0.0161944,0.1325702
44,0.874001,0.84683764,"('prejudiced', 'unprejudiced')",-0.2058618,-0.28608453,-1.1863252,-1.0558724,-0.1727287,-0.1650398,-0.0076889
10,-0.8613312,-0.5007044,"('unsympathetic', 'sympathetic')",0.45423502,0.65287507,-0.07004456,-0.14907435,-0.1590469,0.0010321,-0.160079
6,-0.8480893,-1.1108853,"('distant', 'open')",-1.9873254,-2.2689037,0.3022889,0.33991277,-0.8443753,-1.013292,0.1689167
36,-0.80193746,-0.719788,"('hostile', 'amicable')",-1.9258878,-1.870899,0.04136278,0.38040364,-0.8954875,-0.7367611,-0.1587264
14,0.7788168,1.1908815,"('antisocial', 'social')",2.053475,2.1656876,-0.5327171,-0.16852555,0.7665248,1.0626812,-0.2961564
24,-0.7683131,-0.7615106,"('dishonest', 'honest')",-0.2165401,-0.31910253,0.6434636,0.5747688,-0.1137965,-0.1686148,0.0548183
87,0.7589982,0.9704461,"('unsuccessful', 'successful')",1.4785286,1.7104433,0.7573524,1.0130073,0.9982931,1.2312989,-0.2330058
31,-0.757867,-0.9767738,"('evil', 'good')",-1.7621981,-2.0278285,-1.2139878,-1.1065158,-1.2446843,-1.3703726,0.1256883
68,-0.73189175,-0.79944193,"('dependent', 'independent')",-0.25063,-0.4398143,-0.59749675,-0.8197344,-0.5266728,-0.6863302,0.1596574
48,-0.7120867,-0.57783854,"('unintelligent', 'intelligent')",0.0592807,0.0010457654,0.41166314,0.23300087,-0.0803809,-0.1145973,0.0342164
20,0.68958855,0.8882723,"('rough', 'thoughtful')",1.2212901,1.3523363,1.179905,1.3138599,1.0302612,1.1848229,-0.1545617
25,-0.6802457,-0.43514588,"('egoistic', 'altruistic')",-0.49106365,-0.36052668,1.4357932,1.5542998,0.0881613,0.2528758,-0.1647145
88,-0.67767805,-0.2792056,"('low', 'eminent')",-0.96548146,-0.4371808,0.07938306,0.27031848,-0.5212588,-0.1486893,-0.3725695
38,-0.6525588,-0.8772841,"('untruthful', 'truthful')",-0.9136585,-0.9997054,0.02108901,-0.027630076,-0.5150428,-0.6348732,0.1198304
5,-0.6304151,-0.92972374,"('distant', 'outgoing')",-1.6724296,-2.0132992,-0.26463053,-0.2202962,-0.855825,-1.0544397,0.1986147
57,-0.6273373,-0.46462905,"('unimaginative', 'imaginative')",-0.08501758,0.12853605,-2.5559604,-2.6206634,-1.0894384,-0.9855855,-0.1038529
82,-0.6214017,-0.7060244,"('poor', 'rich')",0.18939514,0.2539889,6.7003026,6.5623307,2.0894321,2.0367651,0.052667
51,-0.62019044,-0.6638284,"('uneducated', 'educated')",0.5975791,0.629802,0.44289616,0.33882743,0.1400949,0.1016003,0.0384946
0,-0.6081633,-0.40876696,"('unsociable', 'sociable')",0.67560625,0.76623863,-0.5199862,-0.51557636,-0.1508478,-0.0527016,-0.0981462
59,0.5741975,0.41672766,"('foolish', 'wise')",-1.254331,-1.3462822,0.44187164,0.5174128,-0.0794206,-0.1373806,0.05796
78,-0.5575408,-0.5412377,"('nonresilient', 'resilient')",0.82100916,0.9352912,-0.020592857,-0.16108067,0.0809585,0.0776576,0.0033009
49,-0.5266425,-0.31983626,"('unable', 'able')",-0.9643771,-0.6976614,-0.21535215,-0.1944278,-0.5687906,-0.4039752,-0.1648154
56,0.5158442,0.28732133,"('impractical', 'practical')",1.7929899,1.5685716,0.2167542,0.16010624,0.8418628,0.6719997,0.1698631
75,0.49055734,0.24520679,"('meek', 'impulsive')",-1.2159457,-1.2119963,-0.45613864,-0.39307982,-0.3938423,-0.4532898,0.0594475
33,0.49035087,0.40588313,"('wrong', 'right')",-0.56277776,-0.65352887,-0.5789646,-0.4781096,-0.2171305,-0.2419184,0.0247879
70,0.48288012,0.3981572,"('lethargic', 'energetic')",1.3191279,1.45022,1.0293852,0.82586426,0.9437977,0.8914138,0.0523839
58,0.46226555,0.41525555,"('undiscriminating', 'discriminating')",1.0510105,1.0883191,0.20444973,0.17345713,0.5725753,0.5590106,0.0135647
15,0.42379344,0.47029954,"('boring', 'funny')",-0.99658424,-0.76540613,0.09362294,0.26771355,-0.1597226,-0.009131,-0.1505916
80,0.42173576,0.6427182,"('dominated', 'dominating')",1.2830142,1.4443343,-1.150407,-1.2123338,0.184781,0.2915728,-0.1067918
72,0.4208878,0.283535,"('unambitious', 'ambitious')",0.9460563,0.72776854,-0.3240934,-0.4989965,0.3476169,0.170769,0.1768479
46,-0.4147031,-0.31458938,"('uncompetitive', 'competitive')",1.6404885,1.8915355,-0.63471586,-0.66091734,0.1970232,0.3053429,-0.1083197
61,0.40023983,0.6582025,"('illogical', 'logical')",-0.09471433,-0.04902998,0.225713,0.34154913,0.1770795,0.3169072,-0.1398277
81,0.3909557,0.638081,"('submissive', 'aggressive')",2.0232205,2.156218,-0.6022009,-0.74089557,0.6039917,0.6844679,-0.0804762
65,0.38539124,0.63739234,"('insecure', 'secure')",1.4863371,1.4918761,0.0021377504,-0.11971642,0.624622,0.6698507,-0.0452287
21,0.36415312,0.74571675,"('immoral', 'moral')",0.7048981,0.9790013,-0.7682714,-0.5984753,0.10026,0.3754143,-0.2751543
40,-0.36107013,-0.37493816,"('stingy', 'generous')",0.4281724,0.24949582,-1.5632908,-1.8204341,-0.4987295,-0.6486255,0.149896
30,0.3539786,0.74925506,"('intolerant', 'tolerant')",1.1003635,1.2262479,1.027494,1.2296898,0.8272787,1.0683976,-0.2411189
45,-0.31956702,-0.43489584,"('incompetent', 'competent')",0.7676767,0.64816046,-0.081528075,-0.2320545,0.1221939,-0.0062633,0.1284572
41,-0.3024051,-0.0972076,"('unforgiving', 'forgiving')",0.34549737,0.5348568,0.090717226,0.27532658,0.0446032,0.2376586,-0.1930554
47,0.2972923,0.32099167,"('stupid', 'smart')",0.5947519,0.5744384,5.6339808,5.6924653,2.1753416,2.1959651,-0.0206235
37,0.29573947,-0.0045300275,"('fake', 'genuine')",0.27104142,-0.05959742,0.7564304,0.53587353,0.4410704,0.1572487,0.2838217
64,0.28257456,0.4514047,"('shy', 'confident')",1.0788338,1.0543224,-6.694884,-6.613608,-1.7778252,-1.7026269,-0.0751983
22,0.2598596,0.30306202,"('untrustworthy', 'trustworthy')",0.60115415,0.7050266,-0.96183324,-0.9046253,-0.0336065,0.0344878,-0.0680943
84,0.25901124,0.351976,"('inferior', 'superior')",0.10868499,-0.036661968,0.5096631,0.46518707,0.2924531,0.260167,0.0322861
66,-0.24281737,-0.21760899,"('inactive', 'active')",0.65371174,0.5616793,0.8582735,0.94480073,0.423056,0.4296237,-0.0065677
35,-0.21969797,-0.24063109,"('corrupt', 'incorrupt')",-2.0972972,-2.0656624,-0.37908918,-0.21171029,-0.8986948,-0.8393346,-0.0593602
13,-0.21427561,-0.2894611,"('impolite', 'polite')",0.29931548,0.2666628,-0.21394697,-0.36940837,-0.042969,-0.1307356,0.0877666
17,0.21418008,0.34992754,"('nasty', 'nice')",-1.0960557,-0.8901122,-0.7358701,-0.53538394,-0.5392486,-0.3585229,-0.1807257
34,-0.2134062,-0.22694463,"('mean', 'honorable')",0.13141647,-0.07767792,6.1073914,6.025847,2.0084672,1.9070748,0.1013924
7,-0.21037897,-0.0379048,"('insensitive', 'sensitive')",0.33636457,0.46195078,0.96475786,0.68764454,0.3635811,0.3705635,-0.0069824
83,0.20789821,0.47461006,"('powerless', 'powerful')",0.0094361575,0.15099771,-0.93526495,-0.7345393,-0.2393102,-0.0363105,-0.2029997
26,0.20147827,0.41174167,"('hardhearted', 'benevolent')",0.9294126,1.0636939,1.601095,1.8675073,0.9106619,1.1143142,-0.2036523
4,-0.19529149,-0.30374998,"('disliked', 'liked')",-0.40347853,-0.3891222,-6.7917438,-6.7642827,-2.4635046,-2.4857183,0.0222137
55,-0.19332276,0.15251756,"('incompetent', 'clever')",1.460773,1.7809273,0.14267117,0.22402662,0.4700405,0.7191571,-0.2491166
29,0.19275452,-0.050240792,"('unfair', 'fair')",-0.16679005,-0.44683313,-0.5666831,-0.69036853,-0.1802396,-0.3958141,0.2155745
27,0.17049068,-0.11566023,"('hardhearted', 'softhearted')",-0.0995972,-0.3011375,1.3283484,1.1071602,0.466414,0.2301208,0.2362932
3,-0.17047358,0.05443047,"('repellent', 'pleasant')",0.6923734,0.893688,0.4140064,0.44266692,0.3119687,0.4635952,-0.1516265
63,0.16120563,0.012038486,"('unperceptive', 'insightful')",1.5777452,1.6337103,1.1612312,0.8797395,0.9667273,0.8418295,0.1248978
43,0.12939003,0.10618694,"('irresponsible', 'responsible')",1.4249368,1.3533335,0.846313,0.84866625,0.8002133,0.7693956,0.0308177
50,0.12178574,0.2124042,"('clumsy', 'skillful')",-0.29514077,0.10374733,0.41762456,0.47944528,0.0814232,0.2651989,-0.1837757
54,-0.11212932,-0.037459485,"('incapable', 'capable')",-0.4703793,-0.29096305,1.1003227,1.2870619,0.1726047,0.3195465,-0.1469418
16,-0.108315006,0.052350007,"('unpopular', 'popular')",-0.62853533,-0.33156124,0.36301613,0.6414297,-0.1246114,0.1207395,-0.2453509
74,-0.105696864,-0.0049484074,"('undedicated', 'dedicated')",1.5759727,1.7584316,0.25064257,0.36589262,0.5736394,0.7064586,-0.1328192
52,-0.10524972,0.09671873,"('irrational', 'rational')",-1.261345,-1.2808362,-0.16745335,0.13961437,-0.5113494,-0.3481677,-0.1631817
32,-0.10321365,-0.041836306,"('unkind', 'kind')",0.87977755,0.9517622,1.0002111,1.1223198,0.5922583,0.6774152,-0.0851569
12,0.101016216,0.10823634,"('unsupportive', 'supportive')",1.1924268,1.0932481,-1.6166878,-1.6684577,-0.1077483,-0.1556578,0.0479095
71,-0.07786874,-0.13560325,"('diffident', 'self-confident')",0.11328378,0.13262865,0.62073267,0.5890836,0.2187159,0.1953697,0.0233462
77,-0.07762323,0.13748063,"('unmotivated', 'motivated')",0.6339516,0.712471,-1.2928634,-1.3356855,-0.2455117,-0.1619113,-0.0836004
11,0.057640344,0.13208747,"('unhelpful', 'helpful')",0.17197046,0.44393688,1.9574846,1.9055653,0.7290318,0.8271965,-0.0981647
85,-0.020384468,0.2452045,"('insignificant', 'prestigious')",-0.9813883,-0.59156394,0.2019479,0.6299723,-0.2666083,0.0945376,-0.3611459
