,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
40,1.7577771,1.6965529,"('stingy', 'generous')",0.89566976,0.75995064,-2.1595721,-1.8740473,0.1646249,0.194152,-0.0295271
26,1.3265476,1.3996452,"('hardhearted', 'benevolent')",1.1390815,1.281002,1.002264,1.7756771,1.1559644,1.4854415,-0.3294771
33,1.2053758,1.1302416,"('wrong', 'right')",1.3794546,1.5042043,-0.61087686,-0.37654245,0.6579845,0.7526345,-0.09465
9,1.1820388,1.1672908,"('unaffectionate', 'caring')",0.86584854,0.69054127,1.4147846,1.454692,1.1542239,1.1041747,0.0500492
12,1.1181309,1.2018944,"('unsupportive', 'supportive')",-0.25523692,-0.48365492,-1.7625709,-1.754459,-0.2998923,-0.3454065,0.0455142
20,-1.0597913,-1.12601,"('rough', 'thoughtful')",-0.76625574,-0.8308702,0.8879359,0.8037185,-0.3127037,-0.3843872,0.0716835
54,-1.0503688,-0.9892216,"('incapable', 'capable')",-1.1015698,-1.0278342,0.5037671,0.46231177,-0.5493905,-0.518248,-0.0311425
76,-1.0474931,-1.1036817,"('anxious', 'daring')",-0.86360687,-1.1598283,0.058953203,-0.48417985,-0.6173822,-0.9158966,0.2985144
77,-1.04351,-1.119743,"('unmotivated', 'motivated')",-0.19231528,-0.4261724,-0.5352409,-0.804867,-0.5903554,-0.7835941,0.1932387
37,1.0317948,0.96606857,"('fake', 'genuine')",0.42228982,0.38469598,0.15223184,-0.012063942,0.5354388,0.4462335,0.0892053
7,1.0281422,1.101113,"('insensitive', 'sensitive')",0.10638748,-0.0074103693,0.6645105,0.50372815,0.5996801,0.5324769,0.0672032
28,0.9645533,0.8443979,"('disloyal', 'loyal')",-0.062146723,-0.3726692,1.3412415,0.99979687,0.7478827,0.4905085,0.2573742
49,-0.9216811,-0.9486877,"('unable', 'able')",-0.8379631,-0.9836071,-0.009678738,-0.4065509,-0.5897743,-0.7796152,0.1898409
2,0.8698703,0.9011411,"('unlikable', 'likable')",0.7691532,0.94075596,0.6393958,0.83904046,0.7594731,0.8936458,-0.1341727
21,-0.78490835,-0.7268176,"('immoral', 'moral')",-0.21426873,-0.36339846,-0.10860977,-0.61895657,-0.3692623,-0.5697242,0.2004619
25,0.7550912,0.66996926,"('egoistic', 'altruistic')",1.7565162,1.8107138,1.0224645,1.5471802,1.178024,1.3426212,-0.1645972
6,0.70115787,0.5864835,"('distant', 'open')",0.9003336,1.0589553,-0.5781054,-0.32368264,0.3411287,0.4405854,-0.0994567
32,0.6731299,0.7556242,"('unkind', 'kind')",-0.36453533,-0.51768446,1.0684432,0.79227567,0.4590126,0.3434051,0.1156075
