,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
79,0.56233245,0.7166161,"('wavering', 'unwavering')",0.8520686,0.32315275,1.2597885,1.7174735,-0.9252084,-1.0340385,0.09748757,0.07895596,0.3692938,0.3604319,0.0088619
85,0.5526115,0.92083526,"('insignificant', 'prestigious')",0.41504303,0.27639994,1.0769101,1.8178816,-0.48453975,-0.12009975,-0.72378576,-0.00785232,0.1672478,0.5774329,-0.4101851
81,-0.5310234,-0.7199989,"('submissive', 'aggressive')",-0.60437757,-0.9613047,-0.6541142,-1.6312022,1.7297275,0.18387276,-0.34483582,-0.61168796,-0.0809247,-0.7480642,0.6671395
53,-0.52756906,-0.30932704,"('uncreative', 'creative')",-0.6184653,-0.853821,-1.2500079,-0.88121736,0.69817036,0.81564665,1.1760479,1.2354908,-0.1043648,0.0013544,-0.1057192
65,0.5158321,0.33092323,"('insecure', 'secure')",-0.4300271,-0.21383257,-1.0421102,-1.688526,-0.20681217,-0.17515764,-0.0046037287,-0.12425508,-0.2335442,-0.3741696,0.1406254
69,0.49191692,0.4459007,"('lazy', 'industrious')",1.3775357,1.5646216,1.1976266,1.6966349,-1.3322679,-0.90298665,-1.149076,-0.44478914,0.117147,0.4718763,-0.3547293
47,0.4646102,0.45663035,"('stupid', 'smart')",0.5180425,0.9004256,-0.2286161,-0.24748592,1.7615423,1.8822062,5.541594,5.2430625,1.6114346,1.6469677,-0.0355331
51,-0.44718158,-0.6873838,"('uneducated', 'educated')",0.64825505,0.39728302,-0.66998285,-1.0064826,1.4971257,0.69810385,0.09803113,0.34249297,0.2252495,-0.0511973,0.2764468
16,-0.44174787,-0.54398793,"('unpopular', 'popular')",0.104425505,-0.030425537,-1.124061,-0.74104,1.1351857,1.234808,0.13024151,0.59397185,-0.0391912,0.1026653,-0.1418565
50,-0.40324393,-0.37473023,"('clumsy', 'skillful')",1.4333355,1.5322775,0.9951654,1.41607,1.7420318,1.5404625,0.016029634,0.23597284,0.7566637,0.8700105,-0.1133468
59,0.35749882,0.27383134,"('foolish', 'wise')",0.7716693,0.70109314,0.03866542,0.5129096,-0.33279335,-0.10876809,-0.31750754,0.21036594,0.1035065,0.3178864,-0.2143799
72,0.32017452,0.58686894,"('unambitious', 'ambitious')",-1.0787364,-0.74008226,-0.09492332,-0.1689086,2.8374166,2.3525302,-0.6266992,-0.92903364,0.2714464,0.2202749,0.0511715
35,-0.31356424,-0.115249604,"('corrupt', 'incorrupt')",0.9049686,0.67174184,0.73761976,1.3045381,-2.116376,-2.1947792,-0.2215479,-0.029235952,-0.2017799,-0.072597,-0.1291829
49,0.31349745,0.41012615,"('unable', 'able')",-0.63259816,-0.5863684,-0.18869568,0.012552585,-0.6229074,0.5888563,-0.3936527,-0.30008763,-0.3048713,0.0250158,-0.3298871
76,-0.31064677,-0.06318661,"('anxious', 'daring')",0.39641947,0.5227485,-0.99494755,-1.1496923,0.34047252,0.40812075,0.51566935,0.53066677,-0.0106066,0.0497314,-0.060338
0,0.30442086,0.09297864,"('unsociable', 'sociable')",-0.05928602,-0.034803096,0.39000887,-0.16952041,1.4958,0.97222424,-0.06839665,-0.43012807,0.4125094,0.0861503,0.3263591
27,-0.28189638,-0.043995235,"('hardhearted', 'softhearted')",-0.94322276,-0.7329511,-0.4821429,-0.004195852,-0.7021139,0.102903135,1.4448636,1.3709481,-0.1929025,0.1385418,-0.3314443
4,0.26555616,-0.05406397,"('disliked', 'liked')",0.7412218,0.37191823,1.0134805,1.3271321,1.0535722,0.4187097,-5.910466,-5.4896736,-0.5673271,-0.6851955,0.1178684
25,0.24953805,0.33993793,"('egoistic', 'altruistic')",-0.903502,-0.9063931,-0.95568067,-0.45714557,-0.24373098,-0.08961312,0.7212569,1.0079503,-0.2264237,-0.0210527,-0.205371
23,-0.22644126,-0.17038584,"('insincere', 'sincere')",-0.88350713,-0.82394224,0.40488845,0.35505325,1.9252111,2.116866,5.86329,5.285997,1.4166882,1.3527176,0.0639706
86,0.22545521,0.30307946,"('uninfluential', 'influential')",-0.698759,-0.77543575,-0.5092706,-0.98221534,1.4628448,1.5594629,0.088401966,-0.008659076,0.1137345,0.0192464,0.0944881
13,0.19753271,0.09218953,"('impolite', 'polite')",-0.48600227,-0.042799827,0.20262152,-0.122832865,0.2929276,0.34067407,0.09551431,0.084133014,0.0605188,0.0702728,-0.009754
67,0.18121961,0.2728179,"('doubtful', 'determined')",0.24192654,0.6192943,1.5311662,1.470305,0.035365976,-0.17682719,0.09576507,0.16064686,0.4170887,0.4692474,-0.0521587
43,0.18043941,0.63079613,"('irresponsible', 'responsible')",-0.69192517,-0.045570828,-0.21687548,-0.061960384,1.4989048,1.8343294,0.60937536,0.61702114,0.2759838,0.5949231,-0.3189393
21,-0.17464927,0.018428532,"('immoral', 'moral')",-0.8318799,-0.4389142,-0.43558937,-0.84611726,1.1124984,0.81802016,-1.1433645,-1.0119778,-0.294597,-0.2921121,-0.0024849
40,0.1669597,0.17119735,"('stingy', 'generous')",-0.5004333,-0.32943645,0.37048745,0.51423585,-0.030687,-0.34926808,-1.5240277,-1.2186022,-0.3035402,-0.2423747,-0.0611655
60,0.16550235,0.5089363,"('inefficient', 'efficient')",-0.59832233,0.2477242,-0.35883307,-0.58861464,1.6895547,2.2788756,0.13937874,0.27788422,0.2074561,0.5449611,-0.337505
41,0.1446143,0.01655354,"('unforgiving', 'forgiving')",0.01785962,-0.0057165604,-0.20540904,-0.64183587,0.33767608,0.11867489,0.3222488,0.3169468,0.1233979,-0.0390754,0.1624733
52,0.14377454,0.1037977,"('irrational', 'rational')",0.37526193,0.21542495,0.690347,0.86292624,-0.7844921,-0.38047782,-1.000215,-0.61981505,-0.1150647,0.0363712,-0.1514359
58,0.1362356,-0.16758889,"('undiscriminating', 'discriminating')",0.44572863,0.19329597,0.28270513,0.016108595,1.7420297,1.1503124,0.11593673,-0.082110174,0.5445271,0.2220036,0.3225235
46,-0.12626529,-0.36181653,"('uncompetitive', 'competitive')",-0.32909226,-0.28823727,-1.2716123,-1.7982029,2.0143733,1.4936326,-0.2820062,-0.4583059,0.0010795,-0.282586,0.2836655
22,-0.12280377,-0.43346643,"('untrustworthy', 'trustworthy')",0.5777319,0.78898394,-0.31554037,-0.6460416,0.07705116,0.04160832,-0.7882867,-1.0370313,-0.1143696,-0.2571894,0.1428198
31,0.12048747,0.011573458,"('evil', 'good')",-0.07354543,-0.018863738,-0.6212814,-0.17068975,-1.2808971,-0.871119,-1.4215819,-1.1812932,-0.6553637,-0.4460785,-0.2092852
66,0.11513351,-0.11008956,"('inactive', 'active')",0.74503493,0.49977365,-0.23720962,-0.27297533,0.8525945,0.2881879,0.809589,0.8891455,0.4570285,0.2588084,0.1982201
64,0.11325139,0.032854415,"('shy', 'confident')",0.1598731,0.42320687,0.5752959,0.35548186,-0.509279,-1.0065972,-6.4743805,-5.931665,-1.2270478,-1.2253438,-0.001704
19,-0.111374915,0.15954648,"('inhospitable', 'hospitable')",0.48513234,0.35339877,0.78169644,1.2460687,0.5778404,0.32275197,-0.2977915,0.21610689,0.2871006,0.4595746,-0.172474
33,-0.09151292,-0.14127353,"('wrong', 'right')",0.20467877,0.6809725,0.779363,1.2654135,-0.7159749,-0.2440225,-1.0943407,-0.6513257,-0.1835574,0.1819529,-0.3655103
17,0.08325659,0.0043929303,"('nasty', 'nice')",-0.22425628,-0.4131297,0.8442707,0.7540858,-0.066660985,-0.2681686,-0.47743607,-0.4531556,0.0318348,-0.075195,0.1070298
18,0.07567927,0.18430048,"('disagreeable', 'welcoming')",0.4769258,0.9303913,-0.33650044,0.11404249,-0.63128245,-0.02725349,-0.5049902,-0.17838454,-0.1840336,0.2046192,-0.3886528
28,0.062139727,-0.05049289,"('disloyal', 'loyal')",0.4971085,-0.08568227,-0.14193755,-0.48848176,0.95854604,0.38890007,1.3893214,1.027639,0.5530356,0.1583764,0.3946592
36,0.0577309,-0.13388652,"('hostile', 'amicable')",0.0068990737,-0.21481676,-0.08106788,0.43982083,-1.5843824,-1.4306862,-0.068649694,0.15293889,-0.333894,-0.237326,-0.096568
38,0.011680156,-0.22059971,"('untruthful', 'truthful')",0.43597835,0.5445358,0.8046198,1.0756326,1.0935748,1.1884973,0.12487988,0.30500737,0.4941466,0.5786147,-0.0844681
62,0.008045122,0.021814872,"('incompetent', 'brilliant')",-0.9249767,-0.88017184,-0.79551333,-0.92813236,1.754969,1.8234468,-0.21887359,-0.16987957,-0.0352699,-0.0265844,-0.0086855
