,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
26,1.9672728,1.7028022,"('hardhearted', 'benevolent')",1.6128461,1.1076667,0.8402483,0.689366,-0.06648572,0.078376666,1.5047711,1.6041508,1.1717305,1.0364725,0.135258
3,-1.8574347,-1.6791315,"('repellent', 'pleasant')",-1.142889,-0.9858975,-0.14308862,-0.28979945,0.20645405,0.46800086,0.3927072,0.13967578,-0.5088502,-0.4694304,-0.0394198
71,1.6997956,1.8941545,"('diffident', 'self-confident')",0.38018417,0.37866175,1.6984674,2.1648962,1.3532505,1.4594599,0.016152509,0.25874227,1.02957,1.231183,-0.201613
77,-1.6191883,-1.2417884,"('unmotivated', 'motivated')",-1.6583233,-1.4786603,-0.9008742,-0.7838431,-0.13508916,-0.08910768,-1.5102174,-1.063112,-1.1647385,-0.9313023,-0.2334362
15,1.5357513,1.2769511,"('boring', 'funny')",1.2481985,0.72129273,1.3977506,1.1580245,-0.07444522,-0.39122772,0.7374124,0.58549047,0.9689336,0.6701062,0.2988274
6,1.5064117,1.6581359,"('distant', 'open')",0.7569055,0.7949713,0.6112766,1.4151607,-0.8171007,-0.25923243,0.048087068,0.41471148,0.421116,0.8047493,-0.3836333
20,-1.4961292,-1.581416,"('rough', 'thoughtful')",-0.5445964,-0.46417433,-0.57803386,-0.6235083,0.54121983,0.3308496,0.726479,0.82710767,-0.2702121,-0.3022283,0.0320162
42,1.3920953,1.4416211,"('unreliable', 'reliable')",1.2329131,1.3773493,0.61567515,1.0406266,0.570261,0.81275755,-2.5387368,-2.204149,0.2544416,0.493641,-0.2391994
5,1.2183754,1.4165666,"('distant', 'outgoing')",0.69568264,0.7580193,1.0775317,1.8591284,-0.32133216,0.0035015726,-0.5076313,-0.0044354238,0.4325253,0.806556,-0.3740307
73,1.2115641,1.2564667,"('helpless', 'self-reliant')",1.0757222,1.4167291,1.7713333,2.303613,-0.29742345,0.012247991,-3.742144,-3.243049,0.0038104,0.3492015,-0.3453911
56,1.2017813,1.4613632,"('impractical', 'practical')",0.040087234,0.26858342,1.5482738,1.2164406,2.3021715,2.4904711,0.4398059,0.20764937,1.106424,1.1289015,-0.0224775
68,-1.1676692,-1.0808746,"('dependent', 'independent')",-0.24440785,0.19867542,-0.98239785,-0.6250841,-0.7776965,-0.19807872,-0.75685525,-0.43284354,-0.7858054,-0.4276411,-0.3581643
37,1.1666896,1.2973908,"('fake', 'genuine')",0.06032012,0.36528552,0.32748842,0.50466645,0.76229995,-0.0069441125,0.8112138,0.5589832,0.6256024,0.5438764,0.081726
45,1.146905,0.8309293,"('incompetent', 'competent')",1.2605375,0.90137863,0.47730443,0.092263706,2.0445151,1.8182964,0.250586,-0.1160207,1.0359696,0.7053695,0.3306001
14,1.1414119,1.089332,"('antisocial', 'social')",0.32502407,0.46386385,-0.1568338,-0.70786536,0.110751346,-0.055726837,-0.5234306,-0.84719646,0.1793846,-0.0115186,0.1909032
74,1.140656,0.9282887,"('undedicated', 'dedicated')",0.901097,1.0993009,0.9954747,0.99184245,2.3350637,2.85803,0.36447197,0.30028063,1.1473527,1.2355486,-0.0881959
84,1.0913951,1.3787162,"('inferior', 'superior')",0.21810308,0.5367087,1.0230376,1.3026475,-0.3598472,-0.4597416,0.3328656,0.6966307,0.4611108,0.6909923,-0.2298815
9,1.0592896,1.434318,"('unaffectionate', 'caring')",-0.60900694,-0.4557002,0.24317615,0.7727826,0.89641976,1.1286623,0.8991026,0.9529986,0.4977962,0.7666123,-0.2688161
63,-1.0549154,-0.8363585,"('unperceptive', 'insightful')",0.36883628,0.62183094,-0.51811445,-0.32550955,2.2198808,1.8939567,0.74055356,1.1900923,0.3512482,0.5088024,-0.1575542
24,1.0313338,1.0783536,"('dishonest', 'honest')",-0.026630558,0.08930204,0.30842972,0.06951003,1.3501657,1.3162428,1.5424271,1.365182,0.8411451,0.7837181,0.057427
8,1.0007057,1.2442793,"('unaffectionate', 'affectionate')",-0.8748834,-0.7602355,-0.30684856,0.2685976,0.00011086464,-0.09970617,0.3394664,0.30079326,0.0317102,0.1907457,-0.1590355
12,0.9166125,1.3293401,"('unsupportive', 'supportive')",0.28750834,0.8621339,0.8705828,1.4746715,1.2784511,1.4902081,-1.8204682,-1.4314067,0.3065373,0.7449893,-0.438452
10,-0.9132991,-0.8167664,"('unsympathetic', 'sympathetic')",-1.0778772,-1.0311509,-0.75539076,-1.2676629,2.2870872,1.8666766,0.4256858,-0.10691935,-0.0067588,-0.2711646,0.2644058
75,-0.9084195,-1.0430704,"('meek', 'impulsive')",0.47489178,0.11677044,0.7058858,0.7778052,-0.057741504,-0.4677552,-0.24927837,-0.33452323,-0.0069324,-0.1901546,0.1832222
29,0.89863557,1.2241703,"('unfair', 'fair')",0.6344588,0.45068222,0.3587119,0.62060785,-0.9484449,-0.6303599,-0.98949385,-0.8656262,-0.0092265,0.1598949,-0.1691214
1,0.8919616,0.7756264,"('unfriendly', 'friendly')",-0.018470472,-0.35830897,0.849865,1.1963751,1.5275614,1.6631548,1.525783,1.5479454,0.9553401,0.9649586,-0.0096185
39,0.87649983,1.1040584,"('exploitative', 'cooperative')",-0.4922824,0.16542792,0.103020355,0.20032805,-0.3602615,0.5784578,-0.18958285,-0.16684829,-0.0125213,0.3762848,-0.3888061
87,0.85979646,0.6627644,"('unsuccessful', 'successful')",0.94485277,0.79653746,0.03659606,-0.12455045,1.6822116,1.1880004,0.09736622,0.3140471,0.7241647,0.5673598,0.1568049
61,0.79749376,0.70795774,"('illogical', 'logical')",0.13980812,0.1567671,-0.28636155,-0.11050409,-0.54655945,-0.10414109,-0.12497358,-0.069181085,-0.0041185,0.1161797,-0.1202982
55,0.79324335,0.7603623,"('incompetent', 'clever')",-0.30705702,0.1353497,-2.0871584,-2.5261912,0.5908488,0.5451483,-0.19077255,-0.2688443,-0.2401792,-0.2708351,0.0306559
44,-0.7816607,-0.71342105,"('prejudiced', 'unprejudiced')",-0.23537157,0.022162717,0.15510643,0.45036948,-1.728411,-1.5491385,-1.4772719,-1.4093058,-0.8135218,-0.6398666,-0.1736552
2,0.76975316,1.0105548,"('unlikable', 'likable')",1.3131719,1.3920834,0.45459965,0.7290478,1.4509748,1.301026,0.22006434,0.7416423,0.8417128,1.0348709,-0.1931581
88,-0.7687856,-0.8013338,"('low', 'eminent')",0.9502244,0.019117188,0.052840233,-0.03021589,2.741655,1.6093668,0.6766434,0.28566262,0.7305155,0.2165194,0.5139961
48,-0.7084653,-0.32594088,"('unintelligent', 'intelligent')",-1.0428537,-0.8132632,-0.46064377,-0.56451654,0.51306987,0.6263511,0.40023705,0.5064536,-0.2597311,-0.1141832,-0.1455479
30,0.70062363,0.7166802,"('intolerant', 'tolerant')",0.25280064,0.32484418,0.20498002,0.073453635,0.58711344,1.1617241,1.2327563,1.4259688,0.5956548,0.7405342,-0.1448794
34,-0.6553574,-0.47571635,"('mean', 'honorable')",-0.3844882,-0.03779102,0.301147,0.46246636,0.61705065,0.7262859,5.91833,6.075483,1.1593365,1.3501455,-0.190809
32,0.6465117,0.8461775,"('unkind', 'kind')",0.20833683,0.42445368,0.19414653,0.14925377,3.6919968,3.1283662,1.3530804,1.3231508,1.2188144,1.1742804,0.044534
54,0.63393307,0.73855084,"('incapable', 'capable')",-0.5985632,-0.6997403,0.083224505,0.42675802,0.24478215,0.52048165,0.47999448,0.75249034,0.1686742,0.3477081,-0.1790339
83,0.6331951,0.8560769,"('powerless', 'powerful')",-0.45709816,-0.043352637,0.18953921,0.14644304,0.12250835,0.1932468,-1.3557972,-1.4175466,-0.1735305,-0.0530265,-0.120504
82,-0.6091203,-0.7537477,"('poor', 'rich')",1.111381,0.6230029,-1.4323504,-1.6056973,1.4172466,1.0342085,6.3514533,6.089507,1.367722,1.0774548,0.2902672
57,0.58725005,0.29695508,"('unimaginative', 'imaginative')",-0.84612846,-1.3304427,-0.672652,-1.0453451,1.4275199,1.0155584,-1.7870598,-2.267697,-0.258214,-0.6661942,0.4079802
80,-0.5802532,-0.7612726,"('dominated', 'dominating')",-0.3890838,-0.64150774,-0.61925834,-1.5687,0.61143273,-0.13869184,-1.0917032,-1.5742947,-0.4137732,-0.9368934,0.5231202
11,-0.578338,-0.5724511,"('unhelpful', 'helpful')",-0.14621833,-0.34906456,0.1589058,0.08973458,1.9116602,1.4425937,2.4978354,2.1342545,0.768769,0.5490134,0.2197556
7,0.57714504,0.6903343,"('insensitive', 'sensitive')",0.023142263,-0.1425273,-0.6371567,-0.82572514,2.5121946,2.0289993,0.8441112,0.6974395,0.6638873,0.4897041,0.1741832
70,-0.5758064,-0.5627041,"('lethargic', 'energetic')",-0.04446543,-0.13687077,-0.23877558,-0.42270917,1.2068348,0.99591446,1.3968631,1.1165938,0.3489301,0.1980449,0.1508852
78,-0.5624079,-0.48625532,"('nonresilient', 'resilient')",-1.0388176,-0.89850557,-0.75658566,-0.49130604,0.32176238,0.4544819,-0.12689127,0.04820095,-0.4325881,-0.2746768,-0.1579113
