,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
44,1.5609931,1.6004995,"('prejudiced', 'unprejudiced')",-0.41285893,-0.35876304,-1.5942309,-1.4859085,-0.1486989,-0.0813907,-0.0673082
35,1.5536706,1.1613432,"('corrupt', 'incorrupt')",-0.7608947,-0.95253944,0.15154877,-0.4288654,0.3147749,-0.0733539,0.3881288
42,1.5458007,1.8324175,"('unreliable', 'reliable')",0.7736976,0.94219106,-3.006656,-2.7659192,-0.2290525,0.0028965,-0.231949
24,-1.5018952,-1.3850714,"('dishonest', 'honest')",-0.38620257,-0.14186157,0.53921145,0.69208515,-0.4496288,-0.2782826,-0.1713462
62,-1.4886106,-0.8196233,"('incompetent', 'brilliant')",0.5414608,0.94614875,-0.3136871,0.437969,-0.4202789,0.1881648,-0.6084437
81,-1.4489044,-0.9625703,"('submissive', 'aggressive')",0.34735328,0.6740233,-0.9939065,-0.6572107,-0.6984859,-0.3152526,-0.3832333
14,-1.4225317,-0.9452224,"('antisocial', 'social')",1.0961607,1.3763332,-0.9381957,-0.5888491,-0.4215223,-0.0525794,-0.3689429
34,1.3893336,1.2628018,"('mean', 'honorable')",0.7815946,0.73269707,6.198374,6.401544,2.7897673,2.7990144,-0.0092471
46,-1.3567982,-1.1480603,"('uncompetitive', 'competitive')",0.7260902,0.8097196,-0.90326124,-0.6729295,-0.5113231,-0.3370901,-0.174233
28,-1.3333466,-1.3967841,"('disloyal', 'loyal')",-0.24444851,-0.12197876,0.68628246,0.6756637,-0.2971709,-0.281033,-0.0161379
5,1.2970257,0.8732141,"('distant', 'outgoing')",0.6330286,0.4652968,0.091436,-0.12275465,0.6738301,0.4052521,0.268578
2,1.245924,1.2779319,"('unlikable', 'likable')",2.131956,2.1926277,0.19835271,0.3173778,1.1920776,1.2626458,-0.0705682
82,-1.2051599,-0.8253077,"('poor', 'rich')",-0.61198264,-0.2975413,6.2369313,6.524467,1.4732629,1.8005393,-0.3272764
72,-1.1417447,-0.84593195,"('unambitious', 'ambitious')",-0.034725763,0.069928244,-0.8403736,-0.60264325,-0.6722813,-0.459549,-0.2127323
57,-1.1312886,-0.9880758,"('unimaginative', 'imaginative')",-0.2749996,-0.20181453,-2.882358,-2.874468,-1.4295487,-1.3547862,-0.0747625
50,1.0962669,1.1169624,"('clumsy', 'skillful')",0.78377795,0.7644008,0.20927382,0.19876152,0.6964396,0.6933749,0.0030647
70,-1.0475615,-0.6850301,"('lethargic', 'energetic')",0.12655842,0.37628883,0.51601076,0.905217,-0.1349974,0.1988252,-0.3338226
23,-0.95715976,-0.8902355,"('insincere', 'sincere')",0.9841965,0.96738625,6.218008,6.5689845,2.0816816,2.2153784,-0.1336968
83,0.9545864,1.0019598,"('powerless', 'powerful')",0.6850685,0.7334659,-1.1670686,-1.0463772,0.1575288,0.2296828,-0.072154
84,0.9535433,0.78131884,"('inferior', 'superior')",0.49588054,0.46843004,0.8372762,0.6582558,0.7622333,0.6360016,0.1262317
87,0.9101644,0.9675859,"('unsuccessful', 'successful')",1.7092038,1.6325991,0.9356192,0.91141057,1.1849958,1.1705318,0.014464
63,-0.90846014,-0.80237347,"('unperceptive', 'insightful')",1.5481892,1.5266258,0.996101,1.2211252,0.5452767,0.6484592,-0.1031825
11,-0.90668327,-0.56745386,"('unhelpful', 'helpful')",0.28893968,0.44274879,1.586086,2.0635917,0.3227808,0.6462955,-0.3235147
6,0.89591527,0.3898877,"('distant', 'open')",-0.2086862,-0.40391153,0.6509949,0.31357828,0.4460746,0.0998515,0.3462231
17,0.8947674,0.7224311,"('nasty', 'nice')",-0.09505327,-0.094735995,-0.50426143,-0.5493386,0.0984842,0.0261189,0.0723653
77,-0.87521607,-0.89652663,"('unmotivated', 'motivated')",1.0295781,1.0586543,-1.2114255,-0.9621566,-0.3523545,-0.2666763,-0.0856782
71,0.86832064,0.66880226,"('diffident', 'self-confident')",1.8246984,1.685087,0.47203994,0.39969563,1.0550197,0.9178616,0.1371581
43,-0.84915763,-0.5738362,"('irresponsible', 'responsible')",0.57984596,0.7436015,0.30518258,0.62870425,0.011957,0.2661565,-0.2541995
26,0.8426619,0.42277822,"('hardhearted', 'benevolent')",1.3963956,1.2798939,1.631213,1.3979554,1.2900902,1.0335425,0.2565477
13,-0.8416168,-0.4522489,"('impolite', 'polite')",0.2647856,0.45531118,-0.38959017,0.038564794,-0.3221405,0.0138757,-0.3360162
39,-0.8259752,-0.7792015,"('exploitative', 'cooperative')",0.75597227,0.696245,0.16669641,0.29835436,0.0322312,0.0717993,-0.0395681
75,0.81183934,0.9351533,"('meek', 'impulsive')",-0.40976614,-0.2067464,-0.5030712,-0.5059264,-0.033666,0.0741602,-0.1078262
51,-0.81129074,-0.6882507,"('uneducated', 'educated')",0.20595631,0.2187405,0.9380508,0.88118476,0.1109055,0.1372248,-0.0263193
59,0.78771615,0.51017654,"('foolish', 'wise')",0.6033148,0.42169458,0.47981653,0.2211914,0.6236159,0.3843542,0.2392617
76,-0.7742469,-0.25364858,"('anxious', 'daring')",0.10929587,0.2863685,-0.20594208,0.18103914,-0.2902977,0.071253,-0.3615507
25,0.771184,0.22915588,"('egoistic', 'altruistic')",0.25756425,0.052983604,1.7645566,1.4540648,0.9311016,0.5787348,0.3523668
65,-0.74761754,-0.52294034,"('insecure', 'secure')",-0.15501222,-0.09110102,-0.58388907,-0.2351533,-0.4955063,-0.2830649,-0.2124414
41,-0.7435989,-0.6926108,"('unforgiving', 'forgiving')",0.8426645,0.8308686,-0.080316186,-0.22686979,0.0062498,-0.0295373,0.0357871
54,0.6942722,0.39005062,"('incapable', 'capable')",1.3921932,1.3107479,1.3565726,1.3490907,1.1476793,1.0166297,0.1310496
52,0.6876897,-0.0071076155,"('irrational', 'rational')",0.20381093,-0.13868551,0.000389304,-0.40365136,0.2972966,-0.1831482,0.4804448
80,-0.62598985,-0.3019424,"('dominated', 'dominating')",-0.014068164,0.025356995,-0.7868921,-0.67613834,-0.4756501,-0.3175746,-0.1580755
22,-0.6230419,-0.41179016,"('untrustworthy', 'trustworthy')",-0.5382978,-0.45974028,-0.98499364,-0.79311806,-0.7154445,-0.5548828,-0.1605617
7,-0.60662127,-0.55222,"('insensitive', 'sensitive')",0.9057866,0.9280871,1.165495,1.189084,0.4882201,0.5216504,-0.0334303
27,0.6051433,0.33701214,"('hardhearted', 'softhearted')",-0.07864863,-0.32093686,1.7739397,1.4322839,0.7668115,0.4827864,0.2840251
21,-0.58058995,-0.47857535,"('immoral', 'moral')",0.49339682,0.48999304,-0.74963003,-0.5863547,-0.2789411,-0.1916457,-0.0872954
37,-0.5687228,-0.543552,"('fake', 'genuine')",-0.6033173,-0.7215172,0.4514663,0.62132263,-0.2401913,-0.2145822,-0.0256091
67,-0.5392506,-0.48623222,"('doubtful', 'determined')",-0.34385636,-0.2516849,-1.1667304,-1.0053759,-0.6832791,-0.5810977,-0.1021814
8,-0.5181653,-0.8401833,"('unaffectionate', 'affectionate')",0.13221914,0.04716372,0.8802998,0.6963747,0.1647846,-0.032215,0.1969996
15,0.51044625,0.27900058,"('boring', 'funny')",0.08039547,-0.028188892,0.5578963,0.40599152,0.3829127,0.2189344,0.1639783
78,0.5103718,0.51390237,"('nonresilient', 'resilient')",1.501669,1.4034923,0.4958197,0.41929477,0.8359536,0.7788965,0.0570571
56,-0.50122947,0.042131532,"('impractical', 'practical')",0.18283108,0.52437234,-0.77756596,-0.24439628,-0.3653214,0.1073692,-0.4726906
4,0.49424076,0.4412354,"('disliked', 'liked')",-0.20368993,-0.052958727,-6.9909377,-7.2369876,-2.2334623,-2.2829037,0.0494414
61,-0.47331503,-0.5548637,"('illogical', 'logical')",1.1247284,1.1873711,0.12797263,0.1463911,0.2597953,0.2596328,0.0001625
30,-0.45554215,-0.22573623,"('intolerant', 'tolerant')",0.3882387,0.5537252,0.7275008,1.0284513,0.2200658,0.4521468,-0.232081
40,0.4075802,0.17977634,"('stingy', 'generous')",1.3129975,1.2429538,-1.5627168,-1.9107579,0.0526203,-0.1626759,0.2152962
58,0.40493652,0.29327896,"('undiscriminating', 'discriminating')",1.7950184,1.6241052,0.34256494,0.1887655,0.8475067,0.7020499,0.1454568
32,-0.35137865,-0.29753983,"('unkind', 'kind')",0.5117547,0.5690593,0.851134,1.0667728,0.33717,0.4460975,-0.1089275
49,-0.34880868,-0.2635193,"('unable', 'able')",-0.91849935,-0.78462666,-0.3188808,-0.16067474,-0.5287296,-0.4029402,-0.1257894
88,-0.34547523,-0.5293725,"('low', 'eminent')",-0.8245132,-0.76741004,0.17287017,0.068403766,-0.3323727,-0.4094596,0.0770869
19,0.33183384,-0.028220251,"('inhospitable', 'hospitable')",0.22572923,-0.021027178,0.30315337,0.06744694,0.2869055,0.0060665,0.280839
18,-0.28079078,-0.45024422,"('disagreeable', 'welcoming')",-0.3329388,-0.39808488,-0.1058497,-0.27655447,-0.2398598,-0.3749612,0.1351014
9,-0.25993252,-0.5687086,"('unaffectionate', 'caring')",1.5470124,1.4342448,1.2953211,1.20482,0.8608003,0.6901187,0.1706816
38,-0.25305468,-0.21598583,"('untruthful', 'truthful')",0.6127518,0.6869772,-0.23194401,-0.021719933,0.0425844,0.1497571,-0.1071727
31,0.2284461,-0.30361098,"('evil', 'good')",-0.66887754,-0.9331376,-0.82565224,-1.3641036,-0.4220279,-0.8669507,0.4449228
53,-0.21723989,-0.2714941,"('uncreative', 'creative')",1.2216007,1.1388844,0.7352119,0.6996073,0.5798576,0.5223325,0.0575251
74,-0.19440398,-0.17054239,"('undedicated', 'dedicated')",0.6832683,0.6426494,0.13525707,0.008414285,0.2080405,0.1601738,0.0478667
1,-0.12351395,-0.70297015,"('unfriendly', 'friendly')",1.616394,1.3001938,2.130649,1.8144852,1.2078431,0.8039029,0.4039402
64,-0.110949956,-0.029596433,"('shy', 'confident')",0.5079499,0.621764,-7.139551,-6.9480586,-2.2475171,-2.1186304,-0.1288867
47,-0.106224105,0.0631863,"('stupid', 'smart')",0.61631006,0.67235005,5.542028,5.7613597,2.0173713,2.1656319,-0.1482606
16,-0.104464084,-0.20143057,"('unpopular', 'popular')",-0.33433852,-0.29235682,0.18277799,-0.006266862,-0.0853415,-0.1666847,0.0813432
12,0.10400857,0.012187328,"('unsupportive', 'supportive')",1.5113467,1.5027194,-1.8959594,-1.8958981,-0.0935347,-0.1269971,0.0334624
20,-0.0790315,-0.13555229,"('rough', 'thoughtful')",0.047170606,0.030560661,0.92378646,0.7362076,0.2973085,0.2104053,0.0869032
68,0.054245725,-0.12123361,"('dependent', 'independent')",-1.7018628,-1.9363623,-0.4562771,-0.6748265,-0.7012981,-0.9108075,0.2095094
29,-0.010588579,-0.045900688,"('unfair', 'fair')",-0.3139197,-0.2761005,-0.27682865,-0.538108,-0.2004457,-0.2867031,0.0862574
