,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
12,-1.130404,-1.2248391,"('unsupportive', 'supportive')",-1.704591,-1.8136098,-1.4174975,-1.5192244,0.1017269
51,-1.127692,-1.0950083,"('uneducated', 'educated')",0.1384736,0.006594509,-0.4946092,-0.5442069,0.0495977
7,-1.1251482,-1.2574648,"('insensitive', 'sensitive')",0.780021,0.54862046,-0.1725636,-0.3544222,0.1818586
11,-1.1162821,-1.1728868,"('unhelpful', 'helpful')",1.4905119,1.4891715,0.1871149,0.1581423,0.0289726
79,-1.0827373,-0.99740535,"('wavering', 'unwavering')",-0.4164739,-0.2605482,-0.7496056,-0.6289768,-0.1206288
5,-1.0687083,-0.6691728,"('distant', 'outgoing')",-0.4289832,-0.22632733,-0.7488458,-0.4477501,-0.3010957
8,-1.0433484,-1.003987,"('unaffectionate', 'affectionate')",0.7780162,0.9908965,-0.1326661,-0.0065452,-0.1261209
63,-1.0355606,-1.0843247,"('unperceptive', 'insightful')",0.96657306,0.76950145,-0.0344938,-0.1574116,0.1229178
0,-1.0058829,-1.1407627,"('unsociable', 'sociable')",-0.16891883,-0.29020923,-0.5874009,-0.7154859,0.128085
43,-0.9939243,-1.0460805,"('irresponsible', 'responsible')",0.84014547,0.57988685,-0.0768894,-0.2330968,0.1562074
82,-0.97556555,-0.6156686,"('poor', 'rich')",5.9130397,6.0283127,2.4687371,2.706322,-0.2375849
77,-0.93479043,-1.0665001,"('unmotivated', 'motivated')",-1.1977705,-1.2845695,-1.0662805,-1.1755347,0.1092542
69,0.8730594,0.85470396,"('lazy', 'industrious')",-0.596737,-0.44814414,0.1381612,0.2032799,-0.0651187
31,-0.87070656,-0.5703588,"('evil', 'good')",-1.1694734,-0.911677,-1.02009,-0.7410179,-0.2790721
71,-0.8557278,-0.931417,"('diffident', 'self-confident')",0.5996793,0.4901599,-0.1280243,-0.2206285,0.0926042
78,-0.8201426,-1.1463288,"('nonresilient', 'resilient')",0.39938846,0.18506886,-0.2103771,-0.48063,0.2702529
88,-0.79812384,-0.8845414,"('low', 'eminent')",0.20899186,0.32955268,-0.294566,-0.2774944,-0.0170716
13,-0.7809062,-0.6512874,"('impolite', 'polite')",-0.5435717,-0.62322325,-0.662239,-0.6372553,-0.0249837
32,-0.7662676,-0.85139954,"('unkind', 'kind')",0.6860495,0.65512776,-0.040109,-0.0981359,0.0580269
74,-0.76378286,-0.7417536,"('undedicated', 'dedicated')",-0.0022907015,-0.06936446,-0.3830368,-0.405559,0.0225222
35,0.75912094,0.8931247,"('corrupt', 'incorrupt')",-0.4220641,-0.18401974,0.1685284,0.3545525,-0.1860241
16,-0.7424721,-0.5041298,"('unpopular', 'popular')",0.11230559,0.26857406,-0.3150833,-0.1177779,-0.1973054
52,-0.69283146,-0.6388707,"('irrational', 'rational')",0.018172098,0.15817314,-0.3373297,-0.2403488,-0.0969809
66,-0.68514884,-0.8934496,"('inactive', 'active')",0.4972235,0.3085267,-0.0939627,-0.2924615,0.1984988
3,-0.65812254,-0.6909052,"('repellent', 'pleasant')",0.23566812,0.14139146,-0.2112272,-0.2747569,0.0635297
58,-0.646376,-0.48814777,"('undiscriminating', 'discriminating')",0.19214457,0.11319244,-0.2271157,-0.1874777,-0.039638
17,-0.6200515,-0.6441797,"('nasty', 'nice')",-0.4441044,-0.349697,-0.532078,-0.4969383,-0.0351397
14,0.606196,0.25765365,"('antisocial', 'social')",-0.05602052,-0.33237353,0.2750877,-0.0373599,0.3124476
62,-0.6015045,-0.5550167,"('incompetent', 'brilliant')",0.28308854,0.3536002,-0.159208,-0.1007082,-0.0584998
56,-0.5924844,-0.55245996,"('impractical', 'practical')",-0.049368568,-0.2220564,-0.3209265,-0.3872582,0.0663317
36,-0.5513903,-0.40065706,"('hostile', 'amicable')",-0.046042815,0.1301959,-0.2987165,-0.1352306,-0.1634859
84,0.5388789,0.4834148,"('inferior', 'superior')",1.1316605,1.2413846,0.8352697,0.8623997,-0.02713
75,0.5256975,0.77607334,"('meek', 'impulsive')",-0.72211975,-0.54143,-0.0982111,0.1173217,-0.2155328
67,0.5167388,0.5580867,"('doubtful', 'determined')",-0.5707075,-0.46579626,-0.0269844,0.0461452,-0.0731296
64,0.4987753,0.32174397,"('shy', 'confident')",-6.4597716,-6.6376295,-2.9804981,-3.1579428,0.1774447
18,-0.47966784,-0.24035181,"('disagreeable', 'welcoming')",-0.3521007,-0.18887895,-0.4158843,-0.2146154,-0.2012689
47,-0.46671173,-0.42800415,"('stupid', 'smart')",5.663803,5.601704,2.5985458,2.5868499,0.0116959
76,0.45962214,0.36677703,"('anxious', 'daring')",0.35562614,0.3668984,0.4076241,0.3668377,0.0407864
41,-0.43007797,-0.2690934,"('unforgiving', 'forgiving')",-0.012882311,-0.16786954,-0.2214801,-0.2184815,-0.0029986
21,-0.42215213,-0.6249613,"('immoral', 'moral')",-0.25973442,-0.44338006,-0.3409433,-0.5341707,0.1932274
72,-0.42090413,-0.31679037,"('unambitious', 'ambitious')",-0.547293,-0.415245,-0.4840986,-0.3660177,-0.1180809
34,-0.4202894,-0.24920563,"('mean', 'honorable')",6.002323,6.0329328,2.7910168,2.8918636,-0.1008468
25,-0.41443446,-0.3767378,"('egoistic', 'altruistic')",1.2982271,1.5631967,0.4418963,0.5932294,-0.1513331
87,-0.41268703,-0.5946956,"('unsuccessful', 'successful')",0.8403111,0.6858406,0.213812,0.0455725,0.1682395
68,-0.38309953,-0.40467995,"('dependent', 'independent')",-0.54686946,-0.57327116,-0.4649845,-0.4889756,0.0239911
83,-0.3764114,-0.5790126,"('powerless', 'powerful')",-0.7425099,-0.8380957,-0.5594606,-0.7085541,0.1490935
4,-0.33992115,-0.24556878,"('disliked', 'liked')",-6.7898073,-6.6998296,-3.5648642,-3.4726992,-0.092165
39,0.30829957,0.21644366,"('exploitative', 'cooperative')",0.45380834,0.41232488,0.381054,0.3143843,0.0666697
29,-0.2704034,-0.29337308,"('unfair', 'fair')",-0.39412412,-0.58104706,-0.3322638,-0.4372101,0.1049463
30,0.24509564,0.41195402,"('intolerant', 'tolerant')",1.3721217,1.4702132,0.8086087,0.9410836,-0.1324749
70,-0.24174906,-0.3700391,"('lethargic', 'energetic')",0.6874143,0.45695773,0.2228326,0.0434593,0.1793733
2,0.2398903,0.45571083,"('unlikable', 'likable')",0.29797703,0.52124286,0.2689337,0.4884768,-0.2195431
65,0.19880581,-0.0075704455,"('insecure', 'secure')",-0.21294093,-0.30532497,-0.0070676,-0.1564477,0.1493801
37,-0.16696298,-0.33502606,"('fake', 'genuine')",0.420589,0.3554053,0.126813,0.0101896,0.1166234
49,-0.16606192,-0.25003824,"('unable', 'able')",0.034293585,-0.08016999,-0.0658842,-0.1651041,0.0992199
27,0.15389541,0.14429785,"('hardhearted', 'softhearted')",1.6443131,1.5522552,0.8991042,0.8482765,0.0508277
48,-0.149822,-0.44507626,"('unintelligent', 'intelligent')",0.8964021,0.95494753,0.3732901,0.2549356,0.1183545
15,-0.1171473,-0.11513981,"('boring', 'funny')",0.33417127,0.32233793,0.108512,0.1035991,0.0049129
59,0.11601457,0.11987006,"('foolish', 'wise')",0.23699825,0.41822344,0.1765064,0.2690468,-0.0925404
60,0.112543605,0.07188145,"('inefficient', 'efficient')",0.3297032,0.332967,0.2211234,0.2024242,0.0186992
42,0.108889535,0.26207623,"('unreliable', 'reliable')",-3.1942399,-3.1456494,-1.5426751,-1.4417866,-0.1008885
85,-0.108432434,-0.020870049,"('insignificant', 'prestigious')",0.4578418,0.80749446,0.1747047,0.3933122,-0.2186075
22,0.10723237,0.0384261,"('untrustworthy', 'trustworthy')",-0.7164391,-0.70286125,-0.3046034,-0.3322176,0.0276142
50,0.09495656,0.06717646,"('clumsy', 'skillful')",0.043461144,0.23519798,0.0692089,0.1511872,-0.0819783
55,-0.09064093,-0.29260072,"('incompetent', 'clever')",0.62431735,0.4361699,0.2668382,0.0717846,0.1950536
40,0.0752476,0.19549051,"('stingy', 'generous')",-1.3890035,-1.3352264,-0.6568779,-0.569868,-0.0870099
33,-0.05050416,0.03476415,"('wrong', 'right')",-0.6565305,-0.5484988,-0.3535173,-0.2568673,-0.09665
81,-0.04359,-0.16627064,"('submissive', 'aggressive')",-0.52452004,-0.6024025,-0.284055,-0.3843366,0.1002816
20,0.03280601,-0.06542882,"('rough', 'thoughtful')",1.3773204,1.3815315,0.7050632,0.6580513,0.0470119
26,0.011181843,0.01171004,"('hardhearted', 'benevolent')",1.8287423,2.02122,0.919962,1.0164649,-0.0965029
80,-0.008684896,-0.45454204,"('dominated', 'dominating')",-1.2185894,-1.6108735,-0.6136371,-1.0327077,0.4190706
