,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
47,0.7222314,0.82251614,"('stupid', 'smart')",0.7895768,0.92301977,0.6343802,0.69600457,5.4154067,5.5907974,1.8903987,2.0080845,-0.1176858
4,0.65667725,0.9055404,"('disliked', 'liked')",0.7445603,1.0230213,2.0014946,2.1507168,-6.4730425,-6.552626,-0.7675776,-0.6183369,-0.1492407
77,-0.64812005,-0.7429783,"('unmotivated', 'motivated')",-0.8026748,-0.90167665,0.15750773,0.2465387,-1.0930141,-1.0540175,-0.5965753,-0.6130335,0.0164582
34,-0.62740046,-0.46487984,"('mean', 'honorable')",-0.2105301,-0.077733025,0.30908507,0.36327606,5.0895452,5.2097044,1.140175,1.257592,-0.117417
69,0.5977111,0.7148025,"('lazy', 'industrious')",0.8824072,1.1020517,0.8289787,0.9298991,-0.687855,-0.6749819,0.4053105,0.5179428,-0.1126323
3,-0.59095114,-0.5990328,"('repellent', 'pleasant')",-0.61951226,-0.6789475,-1.0160258,-0.9127146,0.23796783,0.35897624,-0.4971303,-0.4579296,-0.0392007
8,0.58540213,0.60772777,"('unaffectionate', 'affectionate')",-0.7629164,-0.8117183,1.2368461,1.1630043,0.5323708,0.67688847,0.3979257,0.4089755,-0.0110498
74,0.5813369,0.5306573,"('undedicated', 'dedicated')",0.5026142,0.2648171,0.083096154,-0.08206957,0.11656519,0.09369694,0.3209031,0.2017754,0.1191277
75,0.57252836,0.9022521,"('meek', 'impulsive')",0.54582477,0.85895234,1.1378505,1.371472,-0.12766841,-0.040449657,0.5321338,0.7730567,-0.2409229
60,0.5626051,0.4197139,"('inefficient', 'efficient')",0.33436403,-0.083534524,-0.17142276,-0.2901147,0.07862517,0.06477672,0.2010429,0.0277103,0.1733326
62,0.5519527,0.68252844,"('incompetent', 'brilliant')",-0.3845201,-0.38421464,0.54363734,0.7186702,-0.024006508,0.14831387,0.1717659,0.2913245,-0.1195586
80,0.53607047,0.5817621,"('dominated', 'dominating')",0.36719266,0.32234755,-0.6868835,-0.48001862,-0.24365526,-0.2092129,-0.0068189,0.0537195,-0.0605384
86,-0.532444,-0.57418406,"('uninfluential', 'influential')",-1.0792994,-1.2563726,-0.49124438,-0.55032265,-0.43413895,-0.43044847,-0.6342817,-0.702832,0.0685503
48,-0.4970641,-0.5953363,"('unintelligent', 'intelligent')",-1.3180422,-1.5891587,-0.5273649,-0.5699065,-0.53155077,-0.44138893,-0.7185055,-0.7989476,0.0804421
59,0.47995526,0.49058288,"('foolish', 'wise')",1.4369602,1.4357433,0.6049322,0.6576647,0.1480254,0.1704054,0.6674683,0.6885991,-0.0211308
83,0.47837037,0.34750286,"('powerless', 'powerful')",0.12645653,-0.020420067,0.7683054,0.7548968,-1.0131837,-1.2007984,0.0899872,-0.0297047,0.1196919
11,0.45136243,0.5205667,"('unhelpful', 'helpful')",0.44939855,0.27658173,1.0696311,1.1982958,2.285938,2.3626826,1.0640825,1.0895317,-0.0254492
70,0.4510722,0.5701079,"('lethargic', 'energetic')",0.44378227,0.4457989,-0.3854329,-0.19586691,0.38961178,0.68558925,0.2247583,0.3764073,-0.151649
23,-0.4490794,-0.5011606,"('insincere', 'sincere')",-0.5316977,-0.7378974,-0.48465562,-0.527809,5.479845,5.5617743,1.0036031,0.9487268,0.0548763
10,-0.4454536,-0.57269365,"('unsympathetic', 'sympathetic')",-1.2419593,-1.3337195,-1.2409782,-1.2398094,-0.19431612,-0.060413368,-0.7806768,-0.801659,0.0209822
53,0.43552905,0.544489,"('uncreative', 'creative')",0.07813383,0.1431467,1.346138,1.4611082,0.6308828,0.7588606,0.6226709,0.7269011,-0.1042302
19,-0.4291433,-0.23674776,"('inhospitable', 'hospitable')",0.010866737,0.32269737,0.45966348,0.60034645,-0.26263705,-0.16731392,-0.0553125,0.1297455,-0.185058
20,-0.42678368,-0.27233288,"('rough', 'thoughtful')",-0.3563634,-0.14870895,-0.31677526,-0.14370957,0.2894232,0.42989933,-0.2026248,-0.033713,-0.1689118
63,0.41674525,0.5557917,"('unperceptive', 'insightful')",1.4102896,1.2797502,0.47996527,0.6481899,0.47954053,0.63159686,0.6966352,0.7788321,-0.0821969
78,0.41035628,0.6805451,"('nonresilient', 'resilient')",-1.2152877,-1.1634593,0.27171847,0.6366388,-0.14290537,0.0028449818,-0.1690296,0.0391424,-0.208172
54,0.40893543,0.423785,"('incapable', 'capable')",-0.1666606,-0.1105251,0.5269727,0.598559,0.69566023,0.86002535,0.3662269,0.4429611,-0.0767342
61,0.40799406,0.2872616,"('illogical', 'logical')",0.37358972,0.28138533,0.47244543,0.4395597,-0.27955127,-0.15466668,0.2436195,0.213385,0.0302345
72,0.40076974,0.3596755,"('unambitious', 'ambitious')",-0.687165,-0.75622606,0.7579713,0.6323283,-0.38768917,-0.3399132,0.0209717,-0.0260339,0.0470056
46,0.3976022,0.24403185,"('uncompetitive', 'competitive')",-0.31455672,-0.6488446,-0.41718146,-0.33492035,-0.38095182,-0.3208006,-0.1787719,-0.2651334,0.0863615
25,0.37185177,0.3841491,"('egoistic', 'altruistic')",-0.34666145,-0.2852298,0.08073066,0.03493817,1.3220305,1.2967479,0.3569879,0.3576514,-0.0006635
39,0.36314496,0.11276186,"('exploitative', 'cooperative')",0.3497804,0.15621091,0.12715155,-0.016762778,0.6296033,0.52708083,0.3674201,0.1948227,0.1725974
57,0.35886565,0.4839788,"('unimaginative', 'imaginative')",-1.3129828,-1.2760628,0.8279366,1.0979441,-2.9187398,-2.7524686,-0.7612301,-0.6116521,-0.149578
65,-0.3526107,-0.54038656,"('insecure', 'secure')",-0.13092564,-0.43826213,-0.9703228,-1.0051659,0.17602226,0.19052064,-0.3194592,-0.4483235,0.1288643
36,-0.329088,-0.19563912,"('hostile', 'amicable')",-0.3732925,8.264184e-05,0.4464852,0.49666542,-0.23019545,-0.27108973,-0.1215227,0.0075048,-0.1290275
37,-0.29723984,-0.45083475,"('fake', 'genuine')",0.49987304,0.5257259,-0.45247254,-0.49851176,0.08129736,0.10274084,-0.0421355,-0.0802199,0.0380844
6,0.29225174,0.528952,"('distant', 'open')",0.6106483,0.9900706,0.67727613,0.7850264,-0.14860591,0.0035708696,0.3578925,0.576905,-0.2190125
35,-0.28392583,-0.21854204,"('corrupt', 'incorrupt')",0.52776825,0.78277045,0.045168422,0.048847444,-0.43714467,-0.48062888,-0.0370335,0.0331117,-0.0701452
28,0.2600958,0.01097811,"('disloyal', 'loyal')",0.083720356,-0.06769064,-0.48508626,-0.57467276,0.8623792,0.7633914,0.1802773,0.0330015,0.1472758
32,0.2507679,0.15232319,"('unkind', 'kind')",0.6214564,0.52983177,-1.0499059,-1.1635363,0.7448052,0.9067302,0.1417809,0.1063372,0.0354437
21,-0.23113413,-0.3438533,"('immoral', 'moral')",-0.44816086,-0.61425763,-0.9866095,-1.0033876,-0.91668534,-0.8856577,-0.6456475,-0.7117891,0.0661416
55,-0.22466683,-0.34532204,"('incompetent', 'clever')",-0.1515108,-0.37212348,-0.7128042,-0.70092094,0.30458212,0.31541646,-0.1960999,-0.2757375,0.0796376
52,-0.22312191,-0.345438,"('irrational', 'rational')",-0.43273854,-0.37999254,0.38000625,0.30067298,-0.6650637,-0.6564997,-0.2352295,-0.2703143,0.0350848
84,-0.21904781,-0.2832416,"('inferior', 'superior')",0.38691595,0.24669687,-0.10915348,-0.18488802,0.17560726,0.16959034,0.0585805,-0.0129606,0.0715411
76,0.21627253,0.031923518,"('anxious', 'daring')",0.896288,0.567479,-0.41846156,-0.3814486,0.13184011,0.12913413,0.2064848,0.086772,0.1197128
38,0.2133747,0.35188267,"('untruthful', 'truthful')",0.81891084,0.8846188,0.9322637,1.024347,0.5076359,0.5055957,0.6180463,0.6916111,-0.0735648
66,0.20864627,0.35737744,"('inactive', 'active')",1.4381722,1.4669242,0.8223923,0.91461164,0.9702694,0.97355175,0.8598701,0.9281163,-0.0682462
29,0.19662777,0.32221228,"('unfair', 'fair')",1.109706,1.310774,0.01658806,0.17998314,-0.9914927,-0.7799036,0.0828573,0.2582664,-0.1754091
81,0.18572246,-0.011616815,"('submissive', 'aggressive')",-0.85109466,-1.180711,-0.43058282,-0.49331182,-0.828361,-0.79460216,-0.481079,-0.6200604,0.1389814
67,-0.17899418,-0.26386714,"('doubtful', 'determined')",0.15622684,0.008190289,0.5905489,0.44748843,0.033541214,-0.061254732,0.1503307,0.0326392,0.1176915
7,0.17169502,0.21127585,"('insensitive', 'sensitive')",0.76774246,0.75774115,0.02806658,0.17269726,0.036060266,0.27028546,0.2508911,0.353,-0.1021089
24,0.17133336,0.06653312,"('dishonest', 'honest')",-0.15020688,-0.06895956,-0.9416648,-1.1055901,0.7125313,0.8401652,-0.0520017,-0.0669628,0.0149611
79,-0.15399885,0.010029621,"('wavering', 'unwavering')",0.3025012,0.54636914,0.43942532,0.58831775,-0.29945654,-0.18937826,0.0721178,0.2388346,-0.1667168
15,-0.11911425,-7.863343e-05,"('boring', 'funny')",0.14137101,0.293772,0.6862576,0.76646894,0.30455697,0.38568363,0.2532678,0.3614615,-0.1081937
82,0.095200166,0.12223704,"('poor', 'rich')",0.74734145,0.6133558,-0.048043992,0.0018644296,5.979476,6.1483364,1.6934934,1.7214484,-0.027955
22,-0.09087876,0.0060680807,"('untrustworthy', 'trustworthy')",1.2244482,1.2881956,-0.47397503,-0.28984773,-0.26847416,-0.086749226,0.0977801,0.2294167,-0.1316366
13,0.06204802,0.075470805,"('impolite', 'polite')",-0.2014013,-0.2597758,0.24544649,0.35326445,0.18433928,0.26402113,0.0726081,0.1082451,-0.035637
45,0.051442325,0.21416405,"('incompetent', 'competent')",0.3823174,0.5559474,0.6354759,0.7457723,-0.15903234,0.008504756,0.2275508,0.3810971,-0.1535463
17,-0.047222108,0.06823011,"('nasty', 'nice')",-0.54872906,-0.27515227,0.67427415,0.90575075,-0.15630206,-0.13598067,-0.0194948,0.140712,-0.1602068
40,-0.019616395,-0.031466864,"('stingy', 'generous')",-0.91577554,-0.7688267,-0.38481724,-0.48871723,-2.8261466,-2.7727525,-1.0365889,-1.0154408,-0.0211481
44,0.018370777,0.060710594,"('prejudiced', 'unprejudiced')",0.33340403,0.37465698,-0.5333029,-0.43055636,-1.0508177,-1.0088089,-0.3080865,-0.2509994,-0.0570871
88,0.017127236,-0.049215533,"('low', 'eminent')",-0.26298296,-0.4123203,-0.29085135,-0.2760769,-0.5187517,-0.5082969,-0.2638647,-0.3114774,0.0476127
41,0.01160365,0.043073237,"('unforgiving', 'forgiving')",-0.6398628,-0.49219927,0.076659344,0.07534978,0.16622248,0.17046951,-0.0963443,-0.0508267,-0.0455176
64,0.008929454,-0.1519361,"('shy', 'confident')",0.6753068,0.45511955,-0.46795878,-0.5273248,-5.6888103,-5.821431,-1.3681332,-1.5113931,0.1432599
