,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,1.2193154,0.96137697,"('unaffectionate', 'affectionate')",0.42023692,0.07280308,0.8197762,0.51709,0.3026862
45,-1.1631821,-1.2151648,"('incompetent', 'competent')",-0.9340315,-0.49902624,-1.0486069,-0.8570955,-0.1915114
70,-1.1626486,-1.1694077,"('lethargic', 'energetic')",0.15211454,0.608964,-0.505267,-0.2802218,-0.2250452
3,-1.1187115,-1.0873096,"('repellent', 'pleasant')",0.020577233,0.16517569,-0.5490671,-0.461067,-0.0880001
72,-1.1073303,-0.8214103,"('unambitious', 'ambitious')",-1.5459985,-1.2651412,-1.3266644,-1.0432758,-0.2833886
43,-1.0950657,-0.9293662,"('irresponsible', 'responsible')",-0.12035911,0.27805686,-0.6077124,-0.3256547,-0.2820577
44,-1.0945429,-0.9780606,"('prejudiced', 'unprejudiced')",-1.5258427,-1.4063579,-1.3101928,-1.1922092,-0.1179836
36,1.0889933,0.7124722,"('hostile', 'amicable')",0.27818915,-0.4989466,0.6835912,0.1067628,0.5768284
67,-1.0825691,-1.0858297,"('doubtful', 'determined')",-1.0604117,-0.78440285,-1.0714904,-0.9351163,-0.1363741
48,1.0733802,1.1889079,"('unintelligent', 'intelligent')",0.7851041,0.8346714,0.9292421,1.0117896,-0.0825475
26,1.0524293,0.7559636,"('hardhearted', 'benevolent')",1.11533,0.5949777,1.0838797,0.6754707,0.408409
66,-1.0136694,-0.9661549,"('inactive', 'active')",0.45910135,0.42197165,-0.277284,-0.2720916,-0.0051924
49,0.9935195,0.9127947,"('unable', 'able')",-0.28330296,-0.041131385,0.3551083,0.4358317,-0.0807234
33,0.9859954,0.7505936,"('wrong', 'right')",-0.37639606,-0.7890906,0.3047997,-0.0192485,0.3240482
15,0.98403156,0.7368991,"('boring', 'funny')",0.11628604,-0.06298405,0.5501588,0.3369575,0.2132013
57,-0.9086082,-1.22277,"('unimaginative', 'imaginative')",-2.7572396,-2.948202,-1.8329239,-2.0854859,0.252562
69,0.8876042,0.9554507,"('lazy', 'industrious')",-0.43669286,-0.56805634,0.2254557,0.1936972,0.0317585
10,-0.8747769,-1.0139071,"('unsympathetic', 'sympathetic')",-0.6763141,-0.38362706,-0.7755455,-0.6987671,-0.0767784
37,-0.8571962,-0.93882805,"('fake', 'genuine')",0.19020751,0.24112645,-0.3334944,-0.3488508,0.0153564
86,0.8546814,0.54626983,"('uninfluential', 'influential')",0.2407091,0.3001353,0.5476952,0.4232026,0.1244926
54,0.80495197,0.6319519,"('incapable', 'capable')",1.2664882,1.1394163,1.0357201,0.8856841,0.150036
81,-0.79832274,-0.6229432,"('submissive', 'aggressive')",-1.0988976,-0.52420896,-0.9486102,-0.5735761,-0.3750341
35,0.75212073,0.6555588,"('corrupt', 'incorrupt')",0.111322805,-0.23451096,0.4317218,0.2105239,0.2211979
76,-0.7334755,-0.5450815,"('anxious', 'daring')",-0.13234434,0.29549003,-0.4329099,-0.1247957,-0.3081142
34,0.671641,0.68488294,"('mean', 'honorable')",6.1379614,6.2281904,3.4048011,3.4565368,-0.0517357
60,0.66679937,0.9079832,"('inefficient', 'efficient')",0.24083629,0.85603225,0.4538178,0.8820077,-0.4281899
80,-0.60665053,-0.35497114,"('dominated', 'dominating')",-1.3883504,-0.8308598,-0.9975004,-0.5929155,-0.4045849
19,0.58737785,0.24442956,"('inhospitable', 'hospitable')",0.57109284,0.32528704,0.5792353,0.2848583,0.294377
29,-0.57528406,-0.4814288,"('unfair', 'fair')",-0.37391374,-0.4006974,-0.4745989,-0.4410631,-0.0335358
77,-0.5671792,-0.5887515,"('unmotivated', 'motivated')",-0.9689219,-0.723676,-0.7680506,-0.6562138,-0.1118368
7,-0.55633736,-0.57125247,"('insensitive', 'sensitive')",0.05364812,0.27732557,-0.2513446,-0.1469634,-0.1043812
62,0.55201447,0.7706394,"('incompetent', 'brilliant')",0.16430083,0.81186205,0.3581576,0.7912507,-0.4330931
82,-0.5452278,-0.46736047,"('poor', 'rich')",5.512197,5.785809,2.4834845,2.6592243,-0.1757398
30,0.5406036,0.5259444,"('intolerant', 'tolerant')",0.7540776,0.84428895,0.6473406,0.6851166,-0.037776
74,0.5224301,0.4702396,"('undedicated', 'dedicated')",0.10023355,0.013313249,0.3113318,0.2417764,0.0695554
88,0.5210993,0.48846206,"('low', 'eminent')",0.6029591,0.3392119,0.5620292,0.413837,0.1481922
2,0.5052898,0.61723536,"('unlikable', 'likable')",0.43521118,0.46015,0.4702505,0.5386927,-0.0684422
18,0.47984028,0.5074859,"('disagreeable', 'welcoming')",-0.4010874,-0.3947116,0.0393764,0.0563872,-0.0170108
20,0.47269946,0.7135785,"('rough', 'thoughtful')",1.0647417,1.082603,0.7687206,0.8980907,-0.1293701
78,0.4664184,0.58378786,"('nonresilient', 'resilient')",0.5289363,0.82168734,0.4976774,0.7027376,-0.2050602
31,0.45934922,0.20131849,"('evil', 'good')",-0.952659,-1.3569254,-0.2466549,-0.5778034,0.3311485
39,0.4476245,0.34307176,"('exploitative', 'cooperative')",-0.20442635,-0.10358797,0.1215991,0.1197419,0.0018572
52,0.44459397,0.17104353,"('irrational', 'rational')",-0.20065409,-0.8425863,0.1219699,-0.3357714,0.4577413
59,0.4279704,0.28372574,"('foolish', 'wise')",0.09157585,-0.12650141,0.2597731,0.0786122,0.1811609
12,0.41703892,0.46690387,"('unsupportive', 'supportive')",-1.496918,-1.4176189,-0.5399395,-0.4753575,-0.064582
58,-0.371507,-0.5207518,"('undiscriminating', 'discriminating')",0.21417421,0.104509756,-0.0786664,-0.208121,0.1294546
40,-0.3523323,-0.27895632,"('stingy', 'generous')",-1.8653278,-1.7594477,-1.1088301,-1.019202,-0.0896281
83,0.35141146,0.32305533,"('powerless', 'powerful')",-0.3280473,-0.23699972,0.0116821,0.0430278,-0.0313457
56,-0.32941854,-0.14367358,"('impractical', 'practical')",-0.47541007,-0.026563209,-0.4024143,-0.0851184,-0.3172959
73,0.32837155,0.48000413,"('helpless', 'self-reliant')",-2.9451206,-2.8858309,-1.3083745,-1.2029134,-0.1054611
79,-0.30690986,-0.5088516,"('wavering', 'unwavering')",0.34786734,0.076991566,0.0204787,-0.21593,0.2364087
22,-0.30523092,-0.46294668,"('untrustworthy', 'trustworthy')",-0.95028377,-0.7638727,-0.6277573,-0.6134097,-0.0143476
55,-0.27724457,-0.16674754,"('incompetent', 'clever')",-0.17421184,0.41725814,-0.2257282,0.1252553,-0.3509835
32,0.26584488,0.34696004,"('unkind', 'kind')",0.80554134,0.7985035,0.5356931,0.5727318,-0.0370387
17,0.26380393,0.15776904,"('nasty', 'nice')",-0.32445705,-0.24458158,-0.0303266,-0.0434063,0.0130797
38,-0.26269752,-0.12362529,"('untruthful', 'truthful')",0.47163618,0.4897757,0.1044693,0.1830752,-0.0786059
13,-0.2463238,-0.168947,"('impolite', 'polite')",-0.82137316,-0.3170373,-0.5338485,-0.2429922,-0.2908563
63,0.23663445,0.23242077,"('unperceptive', 'insightful')",1.1509315,1.4232527,0.693783,0.8278368,-0.1340538
0,-0.23288636,-0.41010866,"('unsociable', 'sociable')",-0.62591726,-0.34108084,-0.4294018,-0.3755947,-0.0538071
68,-0.22586396,-0.03730493,"('dependent', 'independent')",0.05432274,0.40271664,-0.0857706,0.1827058,-0.2684764
41,0.21785434,0.0025313348,"('unforgiving', 'forgiving')",-0.32757595,-0.4056227,-0.0548608,-0.2015457,0.1466849
11,0.17610167,0.117895514,"('unhelpful', 'helpful')",2.2924786,2.3157773,1.2342901,1.2168365,0.0174536
21,0.1651062,0.23860303,"('immoral', 'moral')",-0.8843827,-0.3758788,-0.3596383,-0.0686379,-0.2910004
84,0.15247494,0.081986025,"('inferior', 'superior')",0.8959843,0.9762958,0.5242296,0.5291409,-0.0049113
75,-0.15176792,-0.10269649,"('meek', 'impulsive')",0.1702821,0.1573805,0.0092571,0.027342,-0.0180849
28,0.13700987,0.03297724,"('disloyal', 'loyal')",0.8470272,0.6599572,0.4920185,0.3464672,0.1455513
24,0.11718507,0.14610341,"('dishonest', 'honest')",0.43951708,0.5657866,0.2783511,0.355945,-0.0775939
51,-0.10875063,0.01973765,"('uneducated', 'educated')",1.4167343,1.4897468,0.6539919,0.7547422,-0.1007503
4,0.09554006,-0.010285625,"('disliked', 'liked')",-5.599279,-5.8280535,-2.7518694,-2.9191697,0.1673003
47,0.060085513,0.10135427,"('stupid', 'smart')",4.491784,4.714125,2.2759347,2.4077396,-0.1318049
23,0.04657924,-0.022794593,"('insincere', 'sincere')",5.6327763,5.6142654,2.8396778,2.7957354,0.0439424
16,0.043250006,-0.084505334,"('unpopular', 'popular')",0.61334014,0.53156185,0.3282951,0.2235283,0.1047668
87,0.016472455,0.12734587,"('unsuccessful', 'successful')",0.4557756,0.95126677,0.236124,0.5393063,-0.3031823
