,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
69,2.4986877,2.330831,"('lazy', 'industrious')",1.7258356,1.8459204,-0.32071254,-0.35301605,1.3012703,1.2745785,0.0266918
26,2.4637885,2.2566884,"('hardhearted', 'benevolent')",1.539127,1.338877,1.8658003,1.6374315,1.9562386,1.7443323,0.2119063
21,-2.3167179,-2.0848851,"('immoral', 'moral')",-1.0055373,-1.1214311,-1.1160815,-1.0789256,-1.4794455,-1.428414,-0.0510315
85,2.3042722,2.0465071,"('insignificant', 'prestigious')",1.7120756,1.6104349,-0.5619136,-0.74634033,1.1514781,0.9702005,0.1812776
76,-2.139071,-1.8734758,"('anxious', 'daring')",-1.1349276,-1.17698,0.03248308,0.28214547,-1.0805052,-0.9227701,-0.1577351
55,-2.0922108,-1.9369186,"('incompetent', 'clever')",-0.54994583,-0.5887574,0.07783005,0.07399414,-0.8547755,-0.8172273,-0.0375482
36,1.8927901,1.4850862,"('hostile', 'amicable')",-0.5022529,-0.7533095,-0.4129302,-0.6987059,0.325869,0.0110236,0.3148454
65,-1.7788274,-1.6977062,"('insecure', 'secure')",-1.4382149,-1.5810285,0.13405669,0.15284076,-1.027662,-1.0419646,0.0143026
43,-1.7776388,-1.7835863,"('irresponsible', 'responsible')",-0.84614754,-1.0243169,0.3058469,0.22156538,-0.7726465,-0.8621126,0.0894661
40,1.7441156,1.5565642,"('stingy', 'generous')",1.1837296,1.0376931,-1.9723866,-2.2445982,0.3184862,0.1165531,0.2019331
13,-1.7075578,-1.613295,"('impolite', 'polite')",-0.6392447,-0.6305949,-0.12657969,-0.029354922,-0.8244607,-0.7577482,-0.0667125
70,-1.6737844,-1.6446457,"('lethargic', 'energetic')",-1.2498997,-1.4179543,0.20316344,0.18188407,-0.9068402,-0.9602387,0.0533985
60,-1.6599381,-1.4741331,"('inefficient', 'efficient')",0.026437644,-0.031543583,-0.052979626,0.15529375,-0.56216,-0.4501277,-0.1120323
46,-1.6470715,-1.6592678,"('uncompetitive', 'competitive')",-0.402543,-0.6202165,-0.4272763,-0.59853935,-0.8256303,-0.9593412,0.1337109
74,1.6017089,1.5725332,"('undedicated', 'dedicated')",0.5120473,0.4278985,0.2881443,0.11925055,0.8006335,0.7065608,0.0940727
45,-1.5980712,-1.7277583,"('incompetent', 'competent')",-0.5962998,-0.8869146,-0.3323204,-0.55145293,-0.8422305,-1.0553753,0.2131448
63,-1.5923629,-1.6244938,"('unperceptive', 'insightful')",0.031107686,-0.1564657,0.61831146,0.48751464,-0.3143146,-0.4311483,0.1168337
33,1.5871525,1.4701538,"('wrong', 'right')",1.1246485,1.1360766,-0.5193694,-0.6062069,0.7308106,0.6666745,0.0641361
5,1.54545,1.3786983,"('distant', 'outgoing')",0.021930203,0.032705806,-0.75021696,-0.72735494,0.2723877,0.2280164,0.0443713
1,1.5314386,1.1120119,"('unfriendly', 'friendly')",1.1996833,0.79402435,1.4441769,1.0736195,1.3917662,0.9932186,0.3985476
6,1.4580778,1.2503399,"('distant', 'open')",0.051701643,-0.005152352,-0.5975244,-0.7186557,0.304085,0.1755106,0.1285744
39,1.4509592,1.4414269,"('exploitative', 'cooperative')",0.4665661,0.53039,0.22412074,0.265974,0.713882,0.7459303,-0.0320483
22,-1.4278978,-1.5280253,"('untrustworthy', 'trustworthy')",-1.1327062,-1.2708848,-0.93954396,-0.8794882,-1.166716,-1.2261328,0.0594168
81,-1.4233662,-1.079747,"('submissive', 'aggressive')",0.0056007653,-0.021648526,-0.29914704,-0.13225916,-0.5723041,-0.4112182,-0.1610859
0,-1.3938181,-1.344823,"('unsociable', 'sociable')",0.14416769,0.07594528,-0.051239043,-0.13443097,-0.4336298,-0.4677696,0.0341398
35,1.3545297,1.3052794,"('corrupt', 'incorrupt')",-0.262968,-0.1920263,-0.8924768,-0.8665808,0.0663617,0.0822241,-0.0158624
10,-1.2907385,-1.2278234,"('unsympathetic', 'sympathetic')",-0.9795377,-1.166117,-0.0520078,-0.20965523,-0.7740947,-0.8678652,0.0937705
62,-1.2800745,-1.0776185,"('incompetent', 'brilliant')",-0.054105863,-0.018891053,-0.12595521,0.063316345,-0.4867119,-0.3443977,-0.1423142
11,-1.2631456,-1.2428458,"('unhelpful', 'helpful')",-0.024513673,-0.039868996,2.4100127,2.483823,0.3741178,0.4003694,-0.0262516
66,1.2209041,1.1512978,"('inactive', 'active')",-0.41182032,-0.43268168,0.7010899,0.54378074,0.5033913,0.4207989,0.0825924
51,-1.1845355,-1.0305605,"('uneducated', 'educated')",-0.387645,-0.37066776,0.8290049,0.90020776,-0.2477252,-0.1670068,-0.0807184
42,-1.1740607,-1.1760134,"('unreliable', 'reliable')",-0.1270732,-0.24921632,-2.5128567,-2.5265725,-1.2713302,-1.3172674,0.0459372
9,1.1620932,0.9083868,"('unaffectionate', 'caring')",0.6694364,0.5407178,0.6858984,0.51021075,0.8391426,0.6531051,0.1860375
44,-1.1537492,-0.9311028,"('prejudiced', 'unprejudiced')",-1.247316,-0.9906141,-1.8469753,-1.5865446,-1.4160136,-1.1694206,-0.246593
59,1.1439939,0.9942752,"('foolish', 'wise')",-0.058064476,-0.06364609,-0.33166382,-0.4815045,0.2514218,0.1497082,0.1017136
30,-1.0690753,-1.0188098,"('intolerant', 'tolerant')",-0.7935555,-0.98035103,0.04739083,0.17838858,-0.60508,-0.6069241,0.0018441
71,1.0589294,1.060736,"('diffident', 'self-confident')",0.9917897,1.0200038,0.052072875,0.02606669,0.7009307,0.7022688,-0.0013381
64,-1.0499,-1.004911,"('shy', 'confident')",-0.7114178,-0.7276701,-5.6651735,-5.591912,-2.4754971,-2.4414976,-0.0339995
56,-1.0475018,-0.88430315,"('impractical', 'practical')",0.95487195,0.92429525,0.072209716,0.09732179,-0.0068067,0.0457713,-0.052578
52,1.0343786,0.8081835,"('irrational', 'rational')",-0.26620978,-0.39261356,-0.68353194,-0.9039928,0.0282123,-0.1628076,0.1910199
