,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
56,3.0282233,3.025249,"('impractical', 'practical')",1.1980984,1.1416808,1.5661701,1.5117399,-0.07032439,0.07496223,1.4305419,1.4384079,-0.007866
31,-2.5998077,-2.4841373,"('evil', 'good')",-0.6912834,-0.4867859,-1.9152406,-1.6625117,-1.1243448,-1.0885867,-1.5826691,-1.4305054,-0.1521637
16,-2.52831,-2.4907515,"('unpopular', 'popular')",-0.74756676,-0.64531255,-0.36250147,-0.38357362,0.6807511,0.5827568,-0.7394068,-0.7342202,-0.0051866
36,-2.3708842,-2.5061765,"('hostile', 'amicable')",-0.8743554,-0.89158213,-1.7845585,-1.764192,0.29645735,-0.02881476,-1.1833352,-1.2976913,0.1143561
6,-2.3546114,-2.231067,"('distant', 'open')",-0.4388333,-0.22706215,-1.5602846,-1.2538223,0.439336,0.38692003,-0.9785983,-0.8312579,-0.1473404
65,2.1862051,2.1639404,"('insecure', 'secure')",0.10097917,-0.11938383,0.7331541,0.5876952,-0.29174227,-0.06466403,0.682149,0.6418969,0.0402521
5,-2.1036508,-2.0744622,"('distant', 'outgoing')",-0.3029107,-0.0835292,-0.9498621,-0.7444462,-0.26071092,-0.31579047,-0.9042836,-0.804557,-0.0997266
8,-2.0926993,-2.0508523,"('unaffectionate', 'affectionate')",-0.7282384,-0.71118927,-1.1219476,-0.86983985,0.5079715,0.5824876,-0.8587285,-0.7623485,-0.09638
4,-1.9388407,-1.7955968,"('disliked', 'liked')",-0.35974,-0.20924436,-0.17407452,-0.11092253,-6.571204,-6.5071435,-2.2609649,-2.1557269,-0.105238
84,1.9164442,1.939083,"('inferior', 'superior')",0.77343696,0.7774853,0.15393819,0.123328775,0.45341077,0.37140912,0.8243076,0.8028265,0.0214811
23,1.8400797,2.1143153,"('insincere', 'sincere')",0.24074402,0.19033867,1.5179319,1.635569,6.1432734,6.2682605,2.4355073,2.5521207,-0.1166134
39,1.7722678,1.9509511,"('exploitative', 'cooperative')",1.3033271,1.2250935,1.2841903,1.2479161,0.18237314,0.3830341,1.1355395,1.2017487,-0.0662092
78,-1.6391968,-1.4308143,"('nonresilient', 'resilient')",-0.802576,-0.77703756,0.42125282,0.4064216,-0.3588878,-0.1990011,-0.594852,-0.5001078,-0.0947442
27,-1.6042342,-1.4559203,"('hardhearted', 'softhearted')",-0.6125258,-0.44351962,0.3707868,0.5464121,1.3508751,1.4229833,-0.1237746,0.0174889,-0.1412635
85,-1.5557995,-1.8615376,"('insignificant', 'prestigious')",0.49213666,0.508693,-0.6469033,-0.5836201,0.4917309,0.18960987,-0.3047088,-0.4367137,0.1320049
14,1.5431759,1.4598271,"('antisocial', 'social')",0.7720847,0.5655065,1.860686,1.4900043,-0.35653535,-0.23226838,0.9548528,0.8207674,0.1340854
61,1.5127699,1.5161594,"('illogical', 'logical')",0.84041107,0.8344572,0.91519403,0.84724337,0.15270713,0.26718464,0.8552705,0.8662612,-0.0109907
62,1.3955708,1.5397897,"('incompetent', 'brilliant')",0.4823403,0.39984107,1.4380075,1.482327,0.11444068,0.28907573,0.8575898,0.9277583,-0.0701685
60,1.3503747,1.4126629,"('inefficient', 'efficient')",0.7986108,0.56683785,2.4593859,2.2510884,0.10911467,0.29508182,1.1793715,1.1314176,0.0479539
13,1.2977866,1.3362721,"('impolite', 'polite')",0.19580226,0.23051107,1.2352481,1.2755117,-0.091229506,0.06154499,0.6594019,0.72596,-0.0665581
1,-1.2703897,-1.094314,"('unfriendly', 'friendly')",0.042270705,0.16486695,-0.39561412,-0.07658942,1.5624645,1.5853821,-0.0153172,0.1448364,-0.1601536
81,1.2369025,1.1948216,"('submissive', 'aggressive')",0.44152942,0.17409474,1.5517415,1.2496396,-0.46638256,-0.49329898,0.6909477,0.5313143,0.1596334
42,1.2259588,1.4586687,"('unreliable', 'reliable')",0.38490742,0.56973875,1.1618981,1.3604381,-2.8821363,-2.5361557,-0.027343,0.2131725,-0.2405155
24,1.2034898,1.3443216,"('dishonest', 'honest')",-0.35583857,-0.36015227,0.37251934,0.5270776,1.1357807,1.3485843,0.5889878,0.7149578,-0.12597
12,1.1834822,1.5432793,"('unsupportive', 'supportive')",0.2894773,0.56600076,1.2896223,1.6468786,-2.0634744,-1.6817144,0.1747769,0.5186111,-0.3438342
17,-1.1138299,-0.96092504,"('nasty', 'nice')",0.26981285,0.3176375,0.36271325,0.35637254,-0.4073368,-0.45554084,-0.2221601,-0.185614,-0.0365461
72,1.1084166,1.089643,"('unambitious', 'ambitious')",-0.12296422,-0.031362545,-0.77508134,-0.7238785,-0.8344719,-0.67206275,-0.1560252,-0.0844152,-0.07161
