,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
21,1.105819,1.0620933,"('immoral', 'moral')",0.4289583,0.2758566,1.3177106,1.3096578,-0.9581757,-0.7603338,0.4735781,0.4718185,0.0017596
80,1.0981786,1.1022927,"('dominated', 'dominating')",0.025847495,-0.07863198,1.4107726,1.1942863,-1.2313714,-1.0924189,0.3258568,0.281382,0.0444748
30,1.0879672,1.0862787,"('intolerant', 'tolerant')",1.1018084,1.001859,1.218014,1.1688355,1.1795981,1.1972593,1.1468469,1.1135582,0.0332887
75,-1.0673007,-1.1428562,"('meek', 'impulsive')",-0.21157706,-0.051112078,-1.3337904,-1.2825752,-0.484188,-0.60416776,-0.774214,-0.7701778,-0.0040362
57,-1.0632244,-0.7376749,"('unimaginative', 'imaginative')",-0.53036773,-0.31975964,-0.53176844,-0.35991114,-2.8468106,-2.6495354,-1.2430427,-1.0167203,-0.2263224
48,1.0624949,1.0833415,"('unintelligent', 'intelligent')",-0.077522226,-0.22765464,-0.25763714,-0.18762882,0.29543662,0.36880842,0.255693,0.2592166,-0.0035236
67,1.0538976,0.8775539,"('doubtful', 'determined')",1.2208197,1.0486671,0.87608516,0.844136,-0.55051523,-0.4536357,0.6500719,0.5791803,0.0708916
70,1.046642,1.3329836,"('lethargic', 'energetic')",-0.013015205,0.16527037,1.4952139,1.646973,0.8219689,1.1242743,0.8377024,1.0673753,-0.2296729
43,1.0356252,1.1702915,"('irresponsible', 'responsible')",-0.43624142,-0.37643385,0.5795842,0.69178355,0.52774704,0.73480654,0.4266787,0.5551119,-0.1284332
76,1.033734,1.0050322,"('anxious', 'daring')",-0.7852812,-0.8763878,1.6439745,1.529775,0.36334023,0.37238818,0.5639419,0.5077019,0.05624
9,-1.0310826,-0.76675713,"('unaffectionate', 'caring')",-0.6014403,-0.44693944,-0.065690026,0.32915395,1.0118936,1.2663026,-0.1715798,0.09544,-0.2670198
52,-0.9964886,-0.9067079,"('irrational', 'rational')",0.26352668,0.2715108,-0.22012411,-0.10470575,-0.4480498,-0.704946,-0.350284,-0.3612122,0.0109282
19,-0.8950137,-0.9241903,"('inhospitable', 'hospitable')",-0.3226972,-0.19075182,-0.65703905,-0.45118648,-0.007835176,-0.0149791315,-0.4706463,-0.3952769,-0.0753694
22,0.8892158,1.100918,"('untrustworthy', 'trustworthy')",0.3222036,0.2976053,0.6950337,0.7101808,-0.9770096,-0.6345321,0.2323609,0.368543,-0.1361821
32,0.8880397,1.0282264,"('unkind', 'kind')",-0.23258626,-0.24414936,1.1058986,1.3122221,1.1124042,1.3533782,0.7184391,0.8624194,-0.1439803
46,0.8207985,0.9619047,"('uncompetitive', 'competitive')",-0.19079772,-0.15523933,1.3693501,1.35974,-0.79324275,-0.6457322,0.301527,0.3801683,-0.0786413
73,0.78546244,0.82507324,"('helpless', 'self-reliant')",1.1344458,1.3120134,-0.6605662,-0.43480504,-3.3836834,-3.316898,-0.5310854,-0.4036541,-0.1274313
49,-0.76472616,-0.98637235,"('unable', 'able')",-0.46183398,-0.6900974,0.110434756,0.04337167,-0.1272941,-0.011348547,-0.3108549,-0.4111117,0.1002568
35,-0.73915464,-1.0171411,"('corrupt', 'incorrupt')",-0.1356436,-0.15706263,-1.6478779,-1.5903223,-0.12108378,-0.34185836,-0.66094,-0.7765961,0.1156561
38,0.71741253,0.87581444,"('untruthful', 'truthful')",0.23489046,0.36135238,0.1585123,0.27582556,0.16080916,0.24724436,0.3179061,0.4400592,-0.1221531
7,0.63579255,0.9504273,"('insensitive', 'sensitive')",0.26796794,0.3488738,0.76180685,0.8414457,0.7342211,1.1204741,0.5999471,0.8153052,-0.2153581
87,0.63361204,0.5712821,"('unsuccessful', 'successful')",-0.024968501,-0.30950657,1.7171332,1.4773698,0.7245709,0.7293884,0.7625868,0.6171334,0.1454534
33,0.60173565,0.6687098,"('wrong', 'right')",1.1105118,1.222382,0.11761558,0.3477712,-0.75837654,-0.67826164,0.2678716,0.3901503,-0.1222787
51,-0.5980306,-0.6847298,"('uneducated', 'educated')",-0.8385269,-0.9823436,0.73404944,0.5332052,0.09861651,0.04243561,-0.1509729,-0.2728581,0.1218852
2,0.5933386,0.47361332,"('unlikable', 'likable')",1.2649943,1.1775537,1.4049373,1.381796,0.32054672,0.42912844,0.8959542,0.8655228,0.0304314
74,0.59041715,0.6161741,"('undedicated', 'dedicated')",0.13948704,-0.0125886,0.4159464,0.55197287,0.10254858,0.24722789,0.3120998,0.3506966,-0.0385968
83,0.57757246,0.5648763,"('powerless', 'powerful')",0.4749304,0.32580137,-0.10802794,-0.20331739,-1.1644268,-1.097181,-0.054988,-0.1024552,0.0474672
26,0.55590355,0.6455146,"('hardhearted', 'benevolent')",0.7748012,0.8163774,1.2876348,1.4527184,1.73515,1.7625446,1.0883723,1.1692888,-0.0809165
29,-0.5384986,-0.5057997,"('unfair', 'fair')",0.029881444,0.014982525,-0.8248335,-0.87834907,-0.94453454,-0.879039,-0.5694963,-0.5620513,-0.007445
53,-0.53552604,-0.4257387,"('uncreative', 'creative')",-0.8065191,-0.5722767,-0.26422307,0.03790501,0.9653612,1.1708995,-0.1602267,0.0526973,-0.212924
37,0.49453723,0.75411695,"('fake', 'genuine')",0.12574233,0.23715657,0.46972567,0.7750989,0.18313612,0.41291612,0.3182853,0.5448222,-0.2265369
47,0.48279157,0.52203065,"('stupid', 'smart')",0.4414196,0.36066228,1.3167844,1.2923223,5.8957286,5.938747,2.0341811,2.0284405,0.0057406
88,0.47197565,0.054688092,"('low', 'eminent')",0.09990499,-0.32793948,0.44680616,0.268672,0.5088381,0.23389271,0.3818812,0.0573283,0.3245529
63,0.4622229,0.79641,"('unperceptive', 'insightful')",0.047964543,0.31173944,1.784875,2.0510707,0.8696221,1.1035196,0.7911712,1.0656849,-0.2745137
71,0.42875826,0.43999547,"('diffident', 'self-confident')",1.0568982,1.0694216,0.95364255,1.0231847,0.43446594,0.67624366,0.7184412,0.8022114,-0.0837702
0,0.4238994,0.45925158,"('unsociable', 'sociable')",-0.3512275,-0.63244,1.0034705,0.72255415,-0.23540463,-0.19173118,0.2101845,0.0894086,0.1207759
69,-0.40970564,-0.36127758,"('lazy', 'industrious')",1.0012214,1.0285003,0.5087451,0.56117153,-0.43236646,-0.41517344,0.1669736,0.2033052,-0.0363316
55,0.36876664,0.44557425,"('incompetent', 'clever')",-0.8241178,-0.9811807,0.7556971,0.5472572,-0.07045989,0.080185995,0.0574715,0.0229592,0.0345123
66,-0.33166754,-0.4406498,"('inactive', 'active')",-0.7245603,-0.74503964,0.34197605,0.2447851,1.3016676,1.2924632,0.1468539,0.0878897,0.0589642
59,-0.32885477,-0.29271233,"('foolish', 'wise')",0.7275161,0.8030637,-0.3571188,-0.13068095,0.16960324,0.1363016,0.0527865,0.128993,-0.0762065
34,-0.28867584,-0.17436981,"('mean', 'honorable')",-0.10159781,-0.1077069,0.26255712,0.27742597,6.2344923,6.204,1.5266939,1.5498374,-0.0231435
86,-0.26354456,-0.1322461,"('uninfluential', 'influential')",-0.3423442,-0.34287995,-0.11602922,0.006378021,-0.10113464,0.1296243,-0.2057631,-0.0847809,-0.1209822
18,-0.26044992,-0.4135683,"('disagreeable', 'welcoming')",-0.16576758,-0.2288638,0.3548766,0.3796534,-0.3416599,-0.24041587,-0.1032502,-0.1257986,0.0225484
11,0.24993776,0.60822606,"('unhelpful', 'helpful')",0.12133403,0.23995943,1.7354629,1.8317574,1.9375322,2.0952635,1.0110667,1.1938016,-0.1827349
3,0.24307816,0.44246054,"('repellent', 'pleasant')",-0.3785544,-0.32144272,0.56808156,0.62308025,0.27749604,0.42357734,0.1775253,0.2919188,-0.1143935
15,-0.22783563,-0.29968542,"('boring', 'funny')",0.599163,0.4632398,-0.32970694,-0.29774988,0.39553565,0.2706452,0.109289,0.0341124,0.0751766
64,0.21572721,0.35216886,"('shy', 'confident')",0.7583227,0.7458455,0.55517995,0.502662,-6.894263,-6.6346235,-1.3412583,-1.2584867,-0.0827716
20,0.20925894,0.21689475,"('rough', 'thoughtful')",0.20132138,0.10318095,0.24944426,0.065188594,0.71924627,0.7642052,0.3448177,0.2873674,0.0574503
41,0.19001679,0.1997866,"('unforgiving', 'forgiving')",-0.26141578,-0.0936743,1.0581185,1.1224532,0.038528457,0.078260586,0.256312,0.3267065,-0.0703945
68,0.18313849,0.064880446,"('dependent', 'independent')",-0.7298783,-0.8469421,0.24568018,0.16340071,-0.6785486,-0.645173,-0.244902,-0.3159585,0.0710565
79,-0.16899285,-0.16031376,"('wavering', 'unwavering')",-0.7063563,-0.6377515,-1.2816364,-1.0592272,0.23826721,0.12057488,-0.4796796,-0.4341794,-0.0455002
45,0.13221353,0.40471733,"('incompetent', 'competent')",-0.2616703,-0.24537429,1.752098,1.7926785,-0.058014296,0.08236097,0.3911567,0.5085956,-0.1174389
54,0.114442974,-0.037149176,"('incapable', 'capable')",-0.3845278,-0.4583436,0.17620961,0.30353987,1.2176939,1.2889096,0.2809547,0.2742392,0.0067155
25,-0.11248486,-0.16635175,"('egoistic', 'altruistic')",0.86248237,0.87294793,1.0699507,0.99152,1.4388245,1.376153,0.8146932,0.7685673,0.0461259
82,-0.103803776,-0.28125498,"('poor', 'rich')",-0.96212906,-1.0861479,0.33438146,0.21947485,6.7614117,6.6850233,1.5074651,1.3842738,0.1231913
58,0.07624803,0.08088929,"('undiscriminating', 'discriminating')",0.24075271,0.36845052,0.4137498,0.49941415,-0.17768037,-0.19630682,0.1382675,0.1881118,-0.0498443
40,0.07178309,0.4045082,"('stingy', 'generous')",0.2105543,0.5095724,0.36539695,0.6250401,-1.8571621,-1.6693833,-0.302357,-0.0325657,-0.2697913
77,-0.07048254,0.018154614,"('unmotivated', 'motivated')",0.072841614,0.05515179,0.5681273,0.48953792,-1.1239892,-0.93920004,-0.1383757,-0.0940889,-0.0442868
28,0.06571698,0.28464863,"('disloyal', 'loyal')",0.31122077,0.3081101,0.5958068,0.6388487,1.2711,1.4062595,0.5609611,0.6594667,-0.0985056
10,0.060621966,0.2972252,"('unsympathetic', 'sympathetic')",-1.1693792,-1.2261581,0.4214138,0.44437924,0.015105374,0.24269019,-0.1680595,-0.0604659,-0.1075936
50,-0.05833601,0.06652731,"('clumsy', 'skillful')",-0.16600072,-0.09545456,0.35392448,0.5836143,0.089907385,0.17619243,0.0548738,0.1827199,-0.1278461
44,-0.02620836,-0.16726245,"('prejudiced', 'unprejudiced')",-0.46863407,-0.5919859,0.3677727,0.20424782,-1.2942712,-1.4381521,-0.3553352,-0.4982882,0.142953
