,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-2.1885688,-1.6829358,"('uninfluential', 'influential')",0.39370045,-0.03161288,-0.8974342,-0.8572744,-0.0401598
1,-2.003128,-1.2083952,"('unfriendly', 'friendly')",-0.105403945,0.5098698,-1.054266,-0.3492627,-0.7050033
85,-1.7754775,-1.1345845,"('insignificant', 'prestigious')",-2.518787,-1.693855,-2.1471322,-1.4142199,-0.7329123
26,-1.7655704,-0.7655128,"('hardhearted', 'benevolent')",0.024528481,0.68667316,-0.8705209,-0.0394198,-0.8311011
36,-1.6706586,-1.1803489,"('hostile', 'amicable')",-1.7031549,-1.0191367,-1.6869068,-1.0997428,-0.587164
31,-1.5792327,-0.8270565,"('evil', 'good')",-2.3838131,-1.9494302,-1.9815229,-1.3882434,-0.5932795
8,-1.5072793,-0.73396325,"('unaffectionate', 'affectionate')",-0.27833813,0.02314229,-0.8928087,-0.3554105,-0.5373982
6,-1.4978836,-1.29284,"('distant', 'open')",-1.5125704,-1.1836888,-1.505227,-1.2382643,-0.2669627
79,-1.3714287,-1.6464663,"('wavering', 'unwavering')",-0.61538553,-0.7323042,-0.9934071,-1.1893852,0.1959781
18,-1.2618902,-0.9502677,"('disagreeable', 'welcoming')",-1.1530416,-0.9833275,-1.2074659,-0.9667976,-0.2406683
16,-1.2394385,-0.82115626,"('unpopular', 'popular')",-0.50427145,-0.08571115,-0.871855,-0.4534337,-0.4184213
9,-1.2360667,-0.66011536,"('unaffectionate', 'caring')",0.8691481,0.9372048,-0.1834593,0.1385447,-0.322004
81,1.186522,0.8986377,"('submissive', 'aggressive')",1.20883,0.31053758,1.1976759,0.6045877,0.5930882
53,-1.1834004,-1.0607218,"('uncreative', 'creative')",0.10165758,0.40999383,-0.5408714,-0.325364,-0.2155074
66,-1.1652102,-1.4591694,"('inactive', 'active')",0.061619192,0.10662852,-0.5517955,-0.6762704,0.1244749
5,-1.0852336,-0.83404577,"('distant', 'outgoing')",-1.5651431,-1.2480209,-1.3251884,-1.0410333,-0.2841551
35,-1.0696592,-0.9407878,"('corrupt', 'incorrupt')",-1.5060289,-1.3376427,-1.2878441,-1.1392152,-0.1486289
88,-1.0454522,-0.84958595,"('low', 'eminent')",0.07658032,-0.12772119,-0.4844359,-0.4886536,0.0042177
41,-0.962039,-0.16134526,"('unforgiving', 'forgiving')",-0.44039375,-0.35396874,-0.7012163,-0.257657,-0.4435593
58,-0.94967633,-0.7559075,"('undiscriminating', 'discriminating')",-0.2022716,0.06778149,-0.575974,-0.344063,-0.231911
69,-0.89606106,-0.43890762,"('lazy', 'industrious')",-2.1741016,-1.6084597,-1.5350814,-1.0236837,-0.5113977
52,-0.8872261,-0.23027818,"('irrational', 'rational')",-1.1750597,-0.68939716,-1.031143,-0.4598377,-0.5713053
72,-0.8746085,-0.41245323,"('unambitious', 'ambitious')",-0.14552999,-0.38500535,-0.5100693,-0.3987293,-0.11134
49,0.8512602,0.8731032,"('unable', 'able')",0.5933551,0.57315886,0.7223077,0.7231311,-0.0008234
84,0.8011318,0.97054887,"('inferior', 'superior')",0.8683951,1.1799175,0.8347634,1.0752332,-0.2404698
