,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
35,-2.1941292,-2.2886338,"('corrupt', 'incorrupt')",-0.42868772,-0.44562617,-0.061938345,-0.11570392,-0.8949184,-0.949988,0.0550696
14,1.8744744,1.6672567,"('antisocial', 'social')",0.9443638,0.85289305,-0.24409273,-0.30727565,0.8582485,0.7376246,0.1206239
16,-1.8463649,-1.655062,"('unpopular', 'popular')",-0.8738206,-0.7194996,-0.0886088,-0.034496628,-0.9362648,-0.8030194,-0.1332454
6,-1.8108339,-1.770152,"('distant', 'open')",0.816298,0.8172129,0.44642028,0.5156342,-0.1827052,-0.1457683,-0.0369369
36,-1.7750798,-1.7923706,"('hostile', 'amicable')",1.0359585,0.89357144,0.37979776,0.5247801,-0.1197745,-0.124673,0.0048985
80,1.7638227,1.6092315,"('dominated', 'dominating')",0.036749654,-0.029534638,-0.72558665,-0.7829273,0.3583285,0.2655899,0.0927386
39,1.7316618,1.6830158,"('exploitative', 'cooperative')",0.13202053,0.21747233,0.37753177,0.41665903,0.7470713,0.7723824,-0.0253111
85,-1.7072072,-1.4708351,"('insignificant', 'prestigious')",0.015459044,0.15227091,-0.35455012,-0.29454356,-0.6820994,-0.5377026,-0.1443968
5,-1.6611388,-1.7119167,"('distant', 'outgoing')",0.5553564,0.48234254,0.05709709,0.032903314,-0.3495618,-0.3988903,0.0493285
31,-1.5943154,-1.5200349,"('evil', 'good')",0.56914747,0.5475478,-0.06379032,-0.27021664,-0.3629861,-0.4142346,0.0512485
62,1.4691525,1.2536906,"('incompetent', 'brilliant')",-0.5385213,-0.6634246,-0.5144492,-0.6017265,0.1387273,-0.0038202,0.1425475
70,1.4079447,1.2039068,"('lethargic', 'energetic')",-0.3789216,-0.47178242,0.48719302,0.40046793,0.5054053,0.3775307,0.1278746
26,1.3386899,1.3682386,"('hardhearted', 'benevolent')",3.0638204,2.9631617,2.1333025,2.242362,2.1786041,2.1912541,-0.01265
7,1.3314935,1.2744876,"('insensitive', 'sensitive')",-0.08226014,-0.14380747,0.5307758,0.5623035,0.5933364,0.5643279,0.0290085
56,1.3136312,0.9602793,"('impractical', 'practical')",0.91133493,0.6643162,-0.8506185,-0.9985624,0.4581159,0.2086777,0.2494382
58,1.2558341,0.9519689,"('undiscriminating', 'discriminating')",0.69597274,0.43807444,0.32458484,0.36222863,0.7587972,0.5840907,0.1747065
45,1.1946161,0.654194,"('incompetent', 'competent')",0.66853386,0.24782507,-0.21585117,-0.30382925,0.5490996,0.1993966,0.349703
18,-1.1922144,-0.79506004,"('disagreeable', 'welcoming')",-0.91852677,-0.6893412,-0.74696434,-0.59917694,-0.9525685,-0.694526,-0.2580425
65,1.1604922,0.9278541,"('insecure', 'secure')",-0.46599242,-0.6382606,-0.2905059,-0.2904668,0.1346646,-0.0002911,0.1349557
46,1.1526828,0.9370682,"('uncompetitive', 'competitive')",-0.15251726,-0.38826954,-1.3926669,-1.3810339,-0.1308338,-0.2774117,0.1465779
37,1.1046768,0.9038531,"('fake', 'genuine')",-0.25593644,-0.27790955,0.22275996,0.22875562,0.3571668,0.2848997,0.0722671
8,-1.0693297,-0.8852672,"('unaffectionate', 'affectionate')",0.0048942547,0.066953056,1.1426939,1.1276578,0.0260861,0.1031145,-0.0770284
23,1.0381125,0.91443115,"('insincere', 'sincere')",-0.23754232,-0.29830992,5.9732037,5.968613,2.2579246,2.1949115,0.0630131
10,1.0202075,0.94344157,"('unsympathetic', 'sympathetic')",-0.938535,-1.1439983,-0.17033388,-0.05040499,-0.0295538,-0.0836539,0.0541001
42,0.98676777,1.191295,"('unreliable', 'reliable')",-0.3248293,-0.19102547,-3.1804793,-3.147135,-0.8395136,-0.7156218,-0.1238918
63,0.9729734,1.0156466,"('unperceptive', 'insightful')",0.08084591,0.109652616,-0.11136313,0.08094315,0.3141521,0.4020808,-0.0879287
77,-0.95141906,-0.89270324,"('unmotivated', 'motivated')",-1.469638,-1.3057411,-1.6432363,-1.5635778,-1.3547645,-1.2540073,-0.1007572
21,0.92927575,0.8800554,"('immoral', 'moral')",-0.6184842,-0.5743564,-1.2808875,-1.11118,-0.3233653,-0.2684936,-0.0548717
22,0.8935605,0.5880888,"('untrustworthy', 'trustworthy')",-0.28303662,-0.6822511,-0.7758304,-0.9000513,-0.0551021,-0.3314045,0.2763024
49,-0.8887461,-0.9795623,"('unable', 'able')",-0.6826652,-0.70788336,-0.71631205,-0.75232434,-0.7625745,-0.8132567,0.0506822
2,0.87852395,0.89570135,"('unlikable', 'likable')",0.25406364,0.3873624,0.50590277,0.720032,0.5461634,0.6676985,-0.1215351
4,-0.8493979,-1.0476604,"('disliked', 'liked')",0.514358,0.21356787,-7.2993507,-7.456068,-2.5447969,-2.7633867,0.2185898
30,0.8433824,0.92361593,"('intolerant', 'tolerant')",-0.23434046,-0.2130847,0.112273686,0.34367418,0.2404385,0.3514018,-0.1109633
76,0.82610023,0.78770196,"('anxious', 'daring')",-1.4784334,-1.4797014,-0.52404577,-0.55451936,-0.3921263,-0.4155063,0.02338
3,0.82504654,0.8261477,"('repellent', 'pleasant')",-0.23178037,-0.1798548,0.517308,0.43897626,0.3701914,0.3617564,0.008435
55,0.80186605,0.6336021,"('incompetent', 'clever')",-1.872988,-2.03224,-0.5080892,-0.4427685,-0.5264037,-0.6138021,0.0873984
43,0.80105054,0.6690278,"('irresponsible', 'responsible')",0.043786667,-0.16343531,0.3127107,0.2999583,0.3858493,0.2685169,0.1173324
52,-0.7786489,-0.5772447,"('irrational', 'rational')",0.48575437,0.74383044,0.2928361,0.37799683,-1.95e-05,0.1815275,-0.181547
50,-0.7611658,-0.44136575,"('clumsy', 'skillful')",-0.7720305,-0.6101892,-0.3033914,-0.15076639,-0.6121959,-0.4007738,-0.2114221
15,0.7574272,0.630533,"('boring', 'funny')",0.9683485,0.80793464,0.8184146,0.8198572,0.8480635,0.752775,0.0952885
69,-0.73638123,-0.45901206,"('lazy', 'industrious')",1.0635734,1.2552382,-0.7933788,-0.6287757,-0.1553955,0.0558168,-0.2112123
60,0.73511356,0.6214549,"('inefficient', 'efficient')",-1.2285554,-1.2348806,-1.0148822,-1.0191094,-0.5027747,-0.5441783,0.0414036
27,-0.7238114,-0.45551106,"('hardhearted', 'softhearted')",-0.24034922,-0.015470542,1.1936556,1.4070554,0.0764983,0.3120246,-0.2355263
74,0.6818085,0.7141963,"('undedicated', 'dedicated')",0.7435979,0.81972677,-0.04938873,0.04355937,0.4586726,0.5258275,-0.0671549
79,-0.66991544,-0.63376606,"('wavering', 'unwavering')",0.81709594,0.77225447,0.15410669,0.049948074,0.1004291,0.0628122,0.0376169
12,0.652454,0.78741187,"('unsupportive', 'supportive')",0.18994722,0.1926603,-1.9510117,-1.8985205,-0.3695368,-0.3061494,-0.0633874
40,0.64556384,0.94350374,"('stingy', 'generous')",0.17395549,0.24970895,-2.182068,-2.2002318,-0.4541829,-0.335673,-0.1185099
19,-0.6446328,-0.5758165,"('inhospitable', 'hospitable')",-0.122167565,0.0888014,-0.103920534,0.14209357,-0.2902403,-0.1149739,-0.1752664
81,0.6190635,0.7028419,"('submissive', 'aggressive')",-0.94109905,-0.7801935,-1.1448436,-1.1269511,-0.4889597,-0.4014343,-0.0875254
75,-0.59332955,-0.82267714,"('meek', 'impulsive')",-0.27031577,-0.43892357,-0.32132384,-0.5025492,-0.3949897,-0.58805,0.1930603
72,0.5743429,0.5111052,"('unambitious', 'ambitious')",-0.07579316,-0.18365172,-0.27549696,-0.43460676,0.0743509,-0.0357178,0.1100687
28,0.5635002,0.4595236,"('disloyal', 'loyal')",-0.13480073,-0.22944951,1.1230687,1.0956539,0.5172561,0.4419093,0.0753468
83,0.5595976,0.63750994,"('powerless', 'powerful')",-0.46112624,-0.43489465,-1.4821656,-1.449423,-0.4612314,-0.4156026,-0.0456288
25,-0.55600315,-0.29711825,"('egoistic', 'altruistic')",0.31106654,0.53085065,1.451617,1.5425799,0.4022268,0.5921041,-0.1898773
57,0.5535773,0.23053059,"('unimaginative', 'imaginative')",-0.4004368,-0.7939803,-2.927233,-3.1662252,-0.9246975,-1.2432249,0.3185274
32,0.47219887,0.53554994,"('unkind', 'kind')",-0.55363894,-0.47316545,0.83518314,0.86152536,0.2512477,0.3079699,-0.0567222
17,-0.45777136,-0.44984803,"('nasty', 'nice')",0.20952854,0.2742789,0.09967961,-0.04498905,-0.0495211,-0.0735194,0.0239983
11,0.40096486,0.31455433,"('unhelpful', 'helpful')",-0.39018396,-0.39111495,1.5963953,1.6498499,0.5357254,0.5244298,0.0112956
88,-0.39759338,-0.16611506,"('low', 'eminent')",-0.8693982,-0.69464785,-0.4161289,-0.2984497,-0.5610402,-0.3864042,-0.174636
51,0.39396563,0.8072199,"('uneducated', 'educated')",-1.1657593,-0.58961374,-0.20577842,0.18071364,-0.3258574,0.1327733,-0.4586307
41,0.38260964,0.43886358,"('unforgiving', 'forgiving')",0.21066326,0.11629182,0.55865484,0.6719464,0.3839759,0.4090339,-0.025058
87,0.36604446,0.2574592,"('unsuccessful', 'successful')",-0.18929896,-0.13729829,0.2746293,0.30372146,0.1504583,0.1412941,0.0091642
86,0.34991854,0.46698487,"('uninfluential', 'influential')",-0.028129123,0.03971162,-0.22201967,-0.1130826,0.0332566,0.1312046,-0.097948
54,-0.3452178,-0.14607501,"('incapable', 'capable')",-0.3610611,-0.001529932,0.9784398,1.0032101,0.0907203,0.2852017,-0.1944814
20,0.32963032,0.1730606,"('rough', 'thoughtful')",-0.8466861,-0.92254335,0.17522547,0.2069371,-0.1139434,-0.1808486,0.0669052
71,0.32579628,0.35546744,"('diffident', 'self-confident')",1.0478532,1.1994557,0.44894424,0.47119933,0.6075312,0.6753742,-0.067843
29,0.32446158,0.17937297,"('unfair', 'fair')",-1.0479863,-0.98707503,-0.4422149,-0.4952654,-0.3885798,-0.4343225,0.0457427
13,-0.3164396,-0.38995636,"('impolite', 'polite')",-1.1567432,-1.1597792,-0.7476495,-0.748093,-0.7402774,-0.7659429,0.0256655
64,-0.3141568,-0.2802505,"('shy', 'confident')",-0.56565297,-0.62836367,-6.902858,-7.041595,-2.5942225,-2.6500697,0.0558472
73,0.30543172,0.31310585,"('helpless', 'self-reliant')",0.8737011,0.852772,-3.3535504,-3.5512326,-0.7248058,-0.7951183,0.0703125
66,0.29249328,0.29720697,"('inactive', 'active')",-0.33205938,-0.37702957,0.50177103,0.64956975,0.1540683,0.1899157,-0.0358474
59,-0.2770847,-0.14614877,"('foolish', 'wise')",0.99528384,1.1668516,0.10609041,0.20454054,0.2747632,0.4084144,-0.1336512
24,0.26477912,0.27676353,"('dishonest', 'honest')",-0.46868002,-0.56590205,0.69548494,0.6540456,0.1638613,0.1216357,0.0422256
0,0.25591713,0.09309128,"('unsociable', 'sociable')",0.13814457,-0.033852007,-0.562829,-0.43912858,-0.0562558,-0.1266298,0.070374
47,0.24703343,0.26465777,"('stupid', 'smart')",-0.017424427,0.042334974,4.929495,5.186882,1.7197013,1.8312915,-0.1115902
68,-0.22697599,-0.2067836,"('dependent', 'independent')",-0.9460931,-0.81805646,-2.0504136,-1.8911481,-1.0744942,-0.9719961,-0.1024981
33,0.1907021,0.3383499,"('wrong', 'right')",0.43058795,0.7142777,-0.3729593,-0.26683918,0.0827769,0.2619295,-0.1791526
82,-0.18348601,-0.26586384,"('poor', 'rich')",-1.490469,-1.412833,6.167886,6.207344,1.4979769,1.5095491,-0.0115722
34,-0.17912531,-0.13995157,"('mean', 'honorable')",-0.030249188,-0.02998,5.165041,5.412771,1.6518888,1.7476133,-0.0957245
53,-0.16040964,-0.24827832,"('uncreative', 'creative')",-1.8232368,-1.8266206,0.44637087,0.48342508,-0.5124252,-0.5304913,0.0180661
44,0.13687575,-0.059810735,"('prejudiced', 'unprejudiced')",-0.5874518,-0.78938365,-1.2118821,-1.4031906,-0.5541527,-0.750795,0.1966423
