,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,male-female
16,-0.9407742,-0.74395406,"('unpopular', 'popular')",-0.19517277,-0.0014005527,-0.5679735,-0.3726773,-0.1952962
48,-0.9307083,-0.5798431,"('unintelligent', 'intelligent')",0.24459161,0.43030006,-0.3430583,-0.0747715,-0.2682868
44,0.8766449,1.0643822,"('prejudiced', 'unprejudiced')",-0.75337017,-0.5877961,0.0616374,0.2382931,-0.1766557
26,0.868525,0.6585274,"('hardhearted', 'benevolent')",0.80662215,0.8954783,0.8375736,0.7770028,0.0605708
70,-0.85251033,-0.6730591,"('lethargic', 'energetic')",1.1508411,1.0258485,0.1491654,0.1763947,-0.0272293
65,-0.8506203,-0.47152945,"('insecure', 'secure')",0.65946174,0.83983237,-0.0955793,0.1841515,-0.2797308
24,-0.832769,-0.6848163,"('dishonest', 'honest')",0.56661755,0.69460803,-0.1330757,0.0048959,-0.1379716
23,-0.8005119,-0.68669295,"('insincere', 'sincere')",5.5230355,5.4445395,2.3612618,2.3789234,-0.0176616
3,-0.7956189,-0.5015499,"('repellent', 'pleasant')",0.47910368,0.55474275,-0.1582576,0.0265964,-0.184854
35,0.78936356,0.38929746,"('corrupt', 'incorrupt')",-1.3005066,-1.4724092,-0.2555715,-0.5415559,0.2859844
1,-0.76609236,-1.0506848,"('unfriendly', 'friendly')",0.7768359,0.64743036,0.0053718,-0.2016272,0.206999
27,-0.72936517,-0.5861887,"('hardhearted', 'softhearted')",0.3411866,0.35304454,-0.1940893,-0.1165721,-0.0775172
15,0.7062539,0.29125497,"('boring', 'funny')",-0.2569101,-0.51912075,0.2246719,-0.1139329,0.3386048
76,-0.7060142,-0.31270045,"('anxious', 'daring')",0.24931735,0.53170466,-0.2283484,0.1095021,-0.3378505
39,0.68210495,0.8599658,"('exploitative', 'cooperative')",0.8880909,1.1578953,0.785098,1.0089306,-0.2238326
9,-0.6700176,-0.89533144,"('unaffectionate', 'caring')",0.92723167,0.8300625,0.128607,-0.0326345,0.1612415
28,-0.6567981,-0.6019877,"('disloyal', 'loyal')",0.7400056,0.8082736,0.0416037,0.1031429,-0.0615392
49,-0.65654165,-0.18282571,"('unable', 'able')",-0.76263356,-0.34001863,-0.7095876,-0.2614222,-0.4481654
38,-0.6539659,-0.606579,"('untruthful', 'truthful')",-0.24776442,-0.20138723,-0.4508651,-0.4039831,-0.046882
18,-0.61851317,-0.60817474,"('disagreeable', 'welcoming')",-1.0628859,-0.8219929,-0.8406996,-0.7150838,-0.1256158
73,0.6182567,0.70487905,"('helpless', 'self-reliant')",-3.2982898,-3.3923888,-1.3400166,-1.3437549,0.0037383
72,-0.5766554,-0.33408755,"('unambitious', 'ambitious')",0.36523736,0.4600759,-0.105709,0.0629942,-0.1687032
33,0.5456247,0.29782245,"('wrong', 'right')",-0.5471982,-0.72535706,-0.0007868,-0.2137673,0.2129805
88,-0.5444992,-0.6779406,"('low', 'eminent')",-0.6025769,-0.6671896,-0.5735381,-0.6725651,0.099027
85,0.52436787,0.24935797,"('insignificant', 'prestigious')",-1.0939027,-1.0678107,-0.2847674,-0.4092264,0.124459
74,-0.51155597,-0.24217004,"('undedicated', 'dedicated')",0.5078876,0.55459374,-0.0018342,0.1562119,-0.1580461
31,-0.47415158,-0.46804598,"('evil', 'good')",-1.9874814,-1.895036,-1.2308165,-1.181541,-0.0492755
17,-0.4632484,-0.28666598,"('nasty', 'nice')",-1.3108909,-1.1283138,-0.8870696,-0.7074898,-0.1795798
62,-0.4474159,-0.10229485,"('incompetent', 'brilliant')",0.937572,1.1172097,0.2450781,0.5074574,-0.2623793
80,0.43096918,0.250756,"('dominated', 'dominating')",0.4281295,0.0677625,0.4295493,0.1592592,0.2702901
75,0.42811498,0.4911313,"('meek', 'impulsive')",-1.0569807,-0.9249695,-0.3144329,-0.2169191,-0.0975138
54,-0.4138158,-0.25766644,"('incapable', 'capable')",0.5550013,0.7434312,0.0705928,0.2428824,-0.1722896
36,0.3769912,-0.15140013,"('hostile', 'amicable')",-0.85722363,-1.2311648,-0.2401162,-0.6912825,0.4511663
4,0.37460068,0.0017556138,"('disliked', 'liked')",-6.2149696,-6.3589315,-2.9201844,-3.1785879,0.2584035
87,-0.37384173,-0.706693,"('unsuccessful', 'successful')",1.0660905,0.67392784,0.3461244,-0.0163826,0.362507
47,-0.36567894,0.04375713,"('stupid', 'smart')",4.778601,5.1859,2.2064612,2.6148286,-0.4083674
41,-0.3652275,-0.3351204,"('unforgiving', 'forgiving')",0.48793495,0.37102234,0.0613537,0.017951,0.0434027
8,-0.34212565,-0.58262026,"('unaffectionate', 'affectionate')",0.5573659,0.5827599,0.1076201,6.98e-05,0.1075503
56,-0.28849384,0.20100488,"('impractical', 'practical')",0.95752186,1.1243594,0.334514,0.6626821,-0.3281681
25,0.27857685,0.21198374,"('egoistic', 'altruistic')",0.12350702,0.24278113,0.2010419,0.2273824,-0.0263405
30,0.27092212,0.17529085,"('intolerant', 'tolerant')",0.8064352,0.76165694,0.5386786,0.4684739,0.0702047
50,-0.23669222,-0.34444678,"('clumsy', 'skillful')",-0.09308038,-0.22610518,-0.1648863,-0.285276,0.1203897
19,-0.2245293,-0.53189945,"('inhospitable', 'hospitable')",-1.1457865,-1.3366554,-0.6851579,-0.9342774,0.2491195
2,0.21566583,0.28633317,"('unlikable', 'likable')",0.64998955,0.8027483,0.4328277,0.5445408,-0.1117131
79,0.20370167,0.003129501,"('wavering', 'unwavering')",-1.0594413,-1.0397012,-0.4278698,-0.5182859,0.0904161
66,0.19901587,-0.046153493,"('inactive', 'active')",0.21508412,0.12407507,0.20705,0.0389608,0.1680892
52,-0.18827403,-0.30617598,"('irrational', 'rational')",-0.26873675,-0.30755058,-0.2285054,-0.3068633,0.0783579
83,0.16140012,0.14622739,"('powerless', 'powerful')",-0.4271163,-0.51068735,-0.1328581,-0.18223,0.0493719
59,0.1341213,0.082552046,"('foolish', 'wise')",-0.86977464,-0.863452,-0.3678267,-0.39045,0.0226233
40,0.12461228,0.032418072,"('stingy', 'generous')",-1.884912,-1.9454257,-0.8801498,-0.9565039,0.0763541
81,-0.11695357,0.089245364,"('submissive', 'aggressive')",0.7205231,0.8636371,0.3017848,0.4764412,-0.1746564
42,0.11627932,0.48954767,"('unreliable', 'reliable')",-2.3324964,-2.1285903,-1.1081085,-0.8195213,-0.2885872
34,0.11581568,0.2596048,"('mean', 'honorable')",4.337012,4.4587393,2.2264137,2.3591721,-0.1327584
6,0.10697781,-0.09514702,"('distant', 'open')",-1.0280594,-1.001337,-0.4605408,-0.548242,0.0877012
5,0.100006826,-0.15709923,"('distant', 'outgoing')",-1.2046964,-1.2141953,-0.5523448,-0.6856472,0.1333024
37,-0.073813066,0.1005538,"('fake', 'genuine')",0.50716984,0.5300683,0.2166784,0.315311,-0.0986326
71,0.07135428,-0.2655057,"('diffident', 'self-confident')",0.1641709,-0.1516472,0.1177626,-0.2085764,0.326339
84,0.0640257,0.35809168,"('inferior', 'superior')",-0.22753,-0.25791577,-0.0817522,0.050088,-0.1318402
14,-0.023892378,0.13107607,"('antisocial', 'social')",0.6689501,0.7497845,0.3225288,0.4404303,-0.1179015
20,-0.008186672,0.25082272,"('rough', 'thoughtful')",0.9830406,1.0815139,0.4874269,0.6661683,-0.1787414
