,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,male-female
46,-2.2771535,-1.9488207,"('uncompetitive', 'competitive')",0.04212519,0.12685698,-1.1175141,-0.9109819,-0.2065322
10,-2.0976868,-1.6389188,"('unsympathetic', 'sympathetic')",0.21135718,0.44525558,-0.9431648,-0.5968316,-0.3463332
53,-2.0376294,-1.9495089,"('uncreative', 'creative')",-0.58172697,-0.23535687,-1.3096782,-1.0924329,-0.2172453
86,-1.9111222,-1.9183006,"('uninfluential', 'influential')",-0.0174645,0.061545953,-0.9642934,-0.9283773,-0.0359161
57,-1.8519375,-1.5242556,"('unimaginative', 'imaginative')",-2.6798499,-2.2897847,-2.2658937,-1.9070201,-0.3588736
69,1.8355117,1.4632607,"('lazy', 'industrious')",-0.9245938,-0.91710085,0.4554589,0.2730799,0.182379
12,-1.6017371,-1.3766173,"('unsupportive', 'supportive')",-1.6040323,-1.4639387,-1.6028848,-1.4202781,-0.1826067
11,-1.5474602,-1.0867771,"('unhelpful', 'helpful')",1.3608651,1.6261978,-0.0932975,0.2697104,-0.3630079
55,-1.5389543,-1.0972146,"('incompetent', 'clever')",0.61806995,0.9089305,-0.4604422,-0.094142,-0.3663002
51,-1.5127379,-1.6102862,"('uneducated', 'educated')",0.046375,-0.08373112,-0.7331814,-0.8470087,0.1138273
0,-1.4570063,-1.6764886,"('unsociable', 'sociable')",0.48836353,0.28569162,-0.4843214,-0.6953985,0.2110771
64,-1.4247606,-1.2045707,"('shy', 'confident')",-5.134603,-5.0101676,-3.2796817,-3.1073692,-0.1723125
13,-1.3930521,-1.3015876,"('impolite', 'polite')",0.019653313,-0.090163335,-0.6866994,-0.6958755,0.0091761
67,1.3568192,1.3390818,"('doubtful', 'determined')",0.057594515,-0.12410274,0.7072068,0.6074895,0.0997173
21,-1.2698131,-0.8159159,"('immoral', 'moral')",-0.13374507,0.104930304,-0.7017791,-0.3554928,-0.3462863
7,-1.2192817,-0.9565972,"('insensitive', 'sensitive')",0.27986005,0.23919237,-0.4697108,-0.3587024,-0.1110084
77,-1.2188907,-1.075462,"('unmotivated', 'motivated')",-0.7601387,-0.73129517,-0.9895147,-0.9033786,-0.0861361
32,-1.1744188,-1.0176893,"('unkind', 'kind')",1.076079,1.148702,-0.0491699,0.0655063,-0.1146762
63,-1.1140529,-0.9359482,"('unperceptive', 'insightful')",0.939283,0.950209,-0.0873849,0.0071304,-0.0945153
78,-1.1006801,-1.2741123,"('nonresilient', 'resilient')",0.5269645,0.37381837,-0.2868578,-0.450147,0.1632892
68,-1.0953466,-0.80664563,"('dependent', 'independent')",-1.2112881,-1.0570065,-1.1533173,-0.9318261,-0.2214912
45,-1.0896593,-1.0015423,"('incompetent', 'competent')",0.63347054,0.60068977,-0.2280944,-0.2004263,-0.0276681
22,-1.0735351,-0.69109,"('untrustworthy', 'trustworthy')",-0.55379176,-0.22531071,-0.8136634,-0.4582003,-0.3554631
60,-1.0630869,-0.5772176,"('inefficient', 'efficient')",1.2385402,1.4323771,0.0877267,0.4275798,-0.3398531
82,-1.0239369,-0.7534149,"('poor', 'rich')",5.301425,5.446423,2.1387441,2.346504,-0.2077599
29,-1.0153757,-0.6487647,"('unfair', 'fair')",-0.84290284,-0.7052791,-0.9291393,-0.6770219,-0.2521174
43,-1.0101587,-0.71545655,"('irresponsible', 'responsible')",1.1466013,1.222037,0.0682213,0.2532902,-0.1850689
61,-1.0023957,-1.0311838,"('illogical', 'logical')",-0.27519354,-0.3485623,-0.6387947,-0.6898731,0.0510784
58,-0.98866856,-0.78808296,"('undiscriminating', 'discriminating')",-0.06560345,-0.016366659,-0.527136,-0.4022248,-0.1249112
