,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.32405,-2.160172,"('uninfluential', 'influential')",0.1387009,0.16183406,0.043493822,-0.1323743,-0.7139517,-0.7102374,-0.0037143
57,-1.7959703,-1.4717649,"('unimaginative', 'imaginative')",-0.464133,-0.24768353,-2.138325,-2.1623967,-1.4661427,-1.2939483,-0.1721944
10,-1.592127,-1.1975949,"('unsympathetic', 'sympathetic')",0.602518,0.564392,-0.14438069,-0.2069596,-0.3779965,-0.2800542,-0.0979423
1,-1.5624117,-1.5916146,"('unfriendly', 'friendly')",0.5786469,0.47992858,1.1729178,1.022392,0.063051,-0.0297647,0.0928157
0,-1.400285,-1.2103745,"('unsociable', 'sociable')",0.86200726,0.8107517,-0.3319776,-0.48593056,-0.2900851,-0.2951845,0.0050994
3,-1.3671342,-1.0313802,"('repellent', 'pleasant')",-0.50386554,-0.48469475,-0.10488322,-0.0361673,-0.6586277,-0.5174141,-0.1412136
69,1.3067236,1.2717396,"('lazy', 'industrious')",-0.122793145,0.058269482,-0.90561545,-0.7437349,0.0927716,0.1954247,-0.1026531
53,-1.2553669,-1.1393752,"('uncreative', 'creative')",1.0003562,1.0070856,0.64958364,0.5810555,0.1315243,0.1495886,-0.0180643
23,-1.2316672,-1.1883101,"('insincere', 'sincere')",1.085924,0.94649833,5.313039,5.011716,1.7224318,1.589968,0.1324638
11,-1.2047781,-1.0650539,"('unhelpful', 'helpful')",0.44062752,0.3892026,2.250614,2.1126368,0.4954878,0.4789285,0.0165593
48,-1.2030863,-1.0114354,"('unintelligent', 'intelligent')",-0.4592948,-0.56462306,0.29514647,0.14794785,-0.4557449,-0.4760369,0.020292
9,-1.1980954,-1.3285311,"('unaffectionate', 'caring')",0.48521078,0.39311057,0.51059335,0.36169147,-0.0674304,-0.191243,0.1238126
