,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-0.4946448,-0.26611656,"('incompetent', 'competent')",0.0630838,0.034269404,-0.2157805,-0.1159236,-0.0998569
4,-0.49321243,-0.3245065,"('disliked', 'liked')",-7.0144286,-6.931644,-3.7538204,-3.6280751,-0.1257453
55,0.49228483,0.4454055,"('incompetent', 'clever')",0.23694913,0.17728607,0.364617,0.3113458,0.0532712
56,0.49075764,0.8841252,"('impractical', 'practical')",-0.14657138,-0.029723639,0.1720931,0.4272008,-0.2551077
54,-0.46681416,-0.47038952,"('incapable', 'capable')",1.2832466,1.4120309,0.4082162,0.4708207,-0.0626045
51,-0.45000148,-0.40289754,"('uneducated', 'educated')",0.055078547,0.11845787,-0.1974615,-0.1422198,-0.0552417
32,0.4198372,0.2856866,"('unkind', 'kind')",0.77376807,0.8184701,0.5968027,0.5520784,0.0447243
38,-0.39142394,-0.20972085,"('untruthful', 'truthful')",-0.22236586,-0.12341946,-0.3068949,-0.1665702,-0.1403247
85,-0.38743976,-0.70869136,"('insignificant', 'prestigious')",0.5653477,0.40322256,0.088954,-0.1527344,0.2416884
73,0.35984558,0.5432296,"('helpless', 'self-reliant')",-2.9413307,-2.8890278,-1.2907425,-1.1728991,-0.1178434
71,0.3509982,0.17748798,"('diffident', 'self-confident')",0.6926524,0.67086977,0.5218253,0.4241789,0.0976464
87,0.3455028,0.4413714,"('unsuccessful', 'successful')",0.52014816,0.73051864,0.4328255,0.585945,-0.1531195
74,-0.3412304,-0.2252628,"('undedicated', 'dedicated')",0.045496024,0.085712604,-0.1478672,-0.0697751,-0.0780921
68,-0.32608527,-0.2745603,"('dependent', 'independent')",-0.4831115,-0.31849223,-0.4045984,-0.2965263,-0.1080721
33,0.31133196,0.22131257,"('wrong', 'right')",-0.45105615,-0.5698931,-0.0698621,-0.1742903,0.1044282
13,0.30757347,0.571137,"('impolite', 'polite')",-0.6811597,-0.4696226,-0.1867931,0.0507572,-0.2375503
29,-0.28135127,-0.086030506,"('unfair', 'fair')",-0.094267696,-0.2360775,-0.1878095,-0.161054,-0.0267555
34,0.27713704,0.3477272,"('mean', 'honorable')",5.997352,6.1466517,3.1372447,3.2471895,-0.1099448
52,-0.2701772,-0.4915627,"('irrational', 'rational')",0.25368607,0.04862502,-0.0082456,-0.2214688,0.2132232
70,0.26964858,0.51944244,"('lethargic', 'energetic')",0.501363,0.6194967,0.3855058,0.5694696,-0.1839638
58,-0.2478836,-0.08939841,"('undiscriminating', 'discriminating')",0.20019841,0.20330681,-0.0238426,0.0569542,-0.0807968
66,-0.24192527,-0.17197168,"('inactive', 'active')",0.6809742,0.76554734,0.2195245,0.2967878,-0.0772633
59,0.23293751,0.118274465,"('foolish', 'wise')",0.6217325,0.58410656,0.427335,0.3511905,0.0761445
50,0.22693111,0.10105476,"('clumsy', 'skillful')",0.29173762,0.2601224,0.2593344,0.1805886,0.0787458
7,-0.2205474,-0.0833845,"('insensitive', 'sensitive')",0.7628846,0.84981763,0.2711686,0.3832166,-0.112048
65,0.18251002,0.112621054,"('insecure', 'secure')",-0.44893923,-0.3783049,-0.1332146,-0.1328419,-0.0003727
17,-0.1799712,-0.0808336,"('nasty', 'nice')",-0.43410474,-0.45503312,-0.307038,-0.2679334,-0.0391046
22,-0.17542735,-0.07584257,"('untrustworthy', 'trustworthy')",-0.83426625,-0.8218959,-0.5048468,-0.4488692,-0.0559776
23,-0.17245793,-0.119590215,"('insincere', 'sincere')",5.962714,5.9346213,2.8951283,2.9075155,-0.0123872
27,-0.17127277,-0.24207473,"('hardhearted', 'softhearted')",1.7419434,1.6359526,0.7853353,0.6969389,0.0883964
3,-0.1636962,-0.017097708,"('repellent', 'pleasant')",0.35349923,0.2469924,0.0949015,0.1149473,-0.0200458
88,-0.16231005,-0.24583744,"('low', 'eminent')",0.24121682,0.17715105,0.0394534,-0.0343432,0.0737966
43,0.15213776,0.2671439,"('irresponsible', 'responsible')",0.7381798,0.67142653,0.4451588,0.4692852,-0.0241264
63,0.14757824,0.39507094,"('unperceptive', 'insightful')",0.813318,1.1142259,0.4804481,0.7546484,-0.2742003
15,-0.13013922,-0.2046547,"('boring', 'funny')",0.2612897,0.27370548,0.0655752,0.0345254,0.0310498
12,0.11961134,0.25145212,"('unsupportive', 'supportive')",-1.8121102,-1.7471423,-0.8462494,-0.7478451,-0.0984043
20,-0.105424024,-0.13491854,"('rough', 'thoughtful')",1.4483505,1.3214855,0.6714633,0.5932835,0.0781798
64,0.1022326,0.12189136,"('shy', 'confident')",-6.931407,-6.9199142,-3.4145873,-3.3990114,-0.0155759
18,-0.101029724,-0.21870045,"('disagreeable', 'welcoming')",-0.12023964,-0.21595772,-0.1106347,-0.2173291,0.1066944
83,-0.07415471,-0.083162665,"('powerless', 'powerful')",-0.73913634,-0.77281636,-0.4066455,-0.4279895,0.021344
26,-0.07325852,-0.27119705,"('hardhearted', 'benevolent')",1.6639382,1.6299624,0.7953398,0.6793827,0.1159571
25,0.07231076,-0.0390656,"('egoistic', 'altruistic')",1.4609411,1.503834,0.7666259,0.7323842,0.0342417
0,-0.05251331,-0.07322751,"('unsociable', 'sociable')",-0.5291034,-0.5424917,-0.2908083,-0.3078596,0.0170513
40,0.048838142,-0.0028782934,"('stingy', 'generous')",-1.5151284,-1.5958109,-0.7331451,-0.7993446,0.0661995
46,-0.042167738,0.17046128,"('uncompetitive', 'competitive')",-0.98315567,-0.8314716,-0.5126617,-0.3305052,-0.1821565
78,-0.028768713,-0.08871357,"('nonresilient', 'resilient')",0.091643974,0.19307227,0.0314376,0.0521794,-0.0207418
61,-0.015217226,0.1343232,"('illogical', 'logical')",0.43523622,0.4778517,0.2100095,0.3060874,-0.0960779
24,-0.0073454054,-0.030583445,"('dishonest', 'honest')",0.91497844,0.8922064,0.4538165,0.4308115,0.023005
49,0.0044511473,-0.018743748,"('unable', 'able')",0.053851176,0.18241586,0.0291512,0.0818361,-0.0526849
41,0.0030907467,0.1225939,"('unforgiving', 'forgiving')",0.10491334,-0.064221784,0.054002,0.0291861,0.0248159
