,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.3419235,-1.9771864,"('unsympathetic', 'sympathetic')",0.08058937,-0.102696374,-1.1306671,-1.0399414,-0.0907257
86,-1.9704914,-1.7676148,"('uninfluential', 'influential')",-0.45779088,-0.67440313,-1.2141411,-1.221009,0.0068679
11,-1.9484416,-1.6759517,"('unhelpful', 'helpful')",2.046264,2.0507321,0.0489112,0.1873902,-0.138479
23,-1.7674028,-1.4726305,"('insincere', 'sincere')",5.9351783,5.9997077,2.0838878,2.2635386,-0.1796508
0,-1.7470719,-1.5737828,"('unsociable', 'sociable')",-0.2864918,-0.3141113,-1.0167818,-0.9439471,-0.0728347
28,-1.7457051,-1.5193312,"('disloyal', 'loyal')",1.164576,1.2426811,-0.2905645,-0.138325,-0.1522395
77,-1.7442372,-1.7424402,"('unmotivated', 'motivated')",-0.8939204,-1.0832381,-1.3190788,-1.4128392,0.0937604
45,-1.7427472,-1.532369,"('incompetent', 'competent')",0.08418204,-0.04906703,-0.8292826,-0.790718,-0.0385646
63,-1.6444743,-1.5203063,"('unperceptive', 'insightful')",0.65180564,0.5845622,-0.4963343,-0.4678721,-0.0284622
55,-1.6268165,-1.2300177,"('incompetent', 'clever')",0.88730454,0.69385815,-0.369756,-0.2680798,-0.1016762
57,-1.6261771,-1.4359454,"('unimaginative', 'imaginative')",-3.0852003,-3.2346573,-2.3556886,-2.3353014,-0.0203872
46,-1.6208837,-1.4273783,"('uncompetitive', 'competitive')",-0.30639544,-0.48773438,-0.9636396,-0.9575564,-0.0060832
69,1.550273,1.176596,"('lazy', 'industrious')",-1.3997239,-1.383384,0.0752745,-0.103394,0.1786685
62,-1.5083739,-1.1496648,"('incompetent', 'brilliant')",0.67011493,0.6144426,-0.4191295,-0.2676111,-0.1515184
1,-1.4479718,-1.3515135,"('unfriendly', 'friendly')",0.6150803,0.73180056,-0.4164458,-0.3098565,-0.1065893
7,-1.3774145,-1.1074466,"('insensitive', 'sensitive')",0.43320096,0.45399994,-0.4721068,-0.3267233,-0.1453835
21,-1.3183374,-1.0206162,"('immoral', 'moral')",0.036659777,-0.0017031208,-0.6408389,-0.5111597,-0.1296792
32,-1.3100398,-1.1351835,"('unkind', 'kind')",0.7599523,0.84630585,-0.2750437,-0.1444388,-0.1306049
38,-1.2851877,-1.1408461,"('untruthful', 'truthful')",-0.3884477,-0.2384596,-0.8368177,-0.6896529,-0.1471648
14,-1.2726393,-1.0848426,"('antisocial', 'social')",-0.23827788,-0.21181004,-0.7554586,-0.6483263,-0.1071323
78,-1.2539463,-1.1280107,"('nonresilient', 'resilient')",0.005331319,-0.0026351903,-0.6243075,-0.565323,-0.0589845
60,-1.2488174,-0.8146856,"('inefficient', 'efficient')",0.60903424,0.6955927,-0.3198916,-0.0595464,-0.2603452
44,1.2457885,1.0765178,"('prejudiced', 'unprejudiced')",-1.0659176,-1.193142,0.0899354,-0.0583121,0.1482475
81,-1.2414623,-0.9530495,"('submissive', 'aggressive')",-0.11582782,-0.06539488,-0.6786451,-0.5092221,-0.169423
8,-1.1956303,-1.1258595,"('unaffectionate', 'affectionate')",0.07274948,0.19851206,-0.5614404,-0.4636737,-0.0977667
9,-1.1871873,-1.1466961,"('unaffectionate', 'caring')",0.72240716,0.74390405,-0.2323901,-0.201396,-0.0309941
43,-1.1793534,-0.8911348,"('irresponsible', 'responsible')",0.71239007,0.73954237,-0.2334816,-0.0757962,-0.1576854
