,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
56,2.3738878,1.8617897,"('impractical', 'practical')",0.96674913,1.0766293,-1.0853192,-1.208623,0.042636383,-0.17470284,0.4359234,0.47003686,0.5467755,0.405026,0.1417495
12,1.6509804,1.5798122,"('unsupportive', 'supportive')",0.78951424,0.80766946,0.23074096,0.16454473,0.5752743,0.28040525,-1.1367518,-1.1669767,0.4219516,0.333091,0.0888606
43,1.6294725,1.1518829,"('irresponsible', 'responsible')",0.7330449,0.5924292,-0.8779657,-0.9885076,-1.3377202,-1.6738418,1.4016201,1.3880045,0.3096903,0.0939934,0.2156969
36,-1.6065176,-0.9325656,"('hostile', 'amicable')",-0.021579413,0.041820914,1.1870993,1.3591576,0.89315015,1.0233072,-0.34530303,-0.08835439,0.0213699,0.2806731,-0.2593032
31,-1.5899423,-1.0018797,"('evil', 'good')",0.7609069,0.57985413,1.7152399,1.8034308,0.047605373,0.1572812,-1.3241435,-1.0536927,-0.0780667,0.0969987,-0.1750654
25,-1.5448408,-1.2539635,"('egoistic', 'altruistic')",0.4782046,0.48429346,0.08440022,0.19067143,-0.7285704,-0.7499815,1.0887458,1.2113714,-0.1244121,-0.0235217,-0.1008904
85,-1.5005037,-0.6636257,"('insignificant', 'prestigious')",1.0418563,1.0545629,1.6190815,1.8282171,1.232181,1.3656381,0.33217806,0.5580307,0.5449586,0.8285646,-0.283606
53,-1.4225051,-1.4671553,"('uncreative', 'creative')",-0.4138499,-0.21211343,0.1004509,0.010601155,-1.586827,-1.5224909,0.818412,0.80568177,-0.5008638,-0.4770953,-0.0237685
60,1.4064574,0.7095281,"('inefficient', 'efficient')",0.5350461,0.6366161,-1.676461,-2.0135794,-0.96635604,-1.166888,0.5063591,0.32715118,-0.0389909,-0.3014344,0.2624435
5,-1.3331716,-0.59643275,"('distant', 'outgoing')",1.0779678,1.208551,1.0162588,1.3181611,0.18677709,0.2391983,-0.24431941,0.06793464,0.1407025,0.4474825,-0.30678
66,-1.2916167,-1.0913482,"('inactive', 'active')",-0.52136153,-0.53423685,1.1913872,1.259787,1.0141468,0.9421936,0.7309609,0.730764,0.2247033,0.2614319,-0.0367286
80,1.276732,0.585448,"('dominated', 'dominating')",-0.8435794,-0.9620979,-0.8753164,-1.0957224,-0.08398446,-0.20389293,-0.8698849,-1.0277241,-0.2792066,-0.5407979,0.2615913
13,1.2646887,0.70193326,"('impolite', 'polite')",-0.22544879,-0.009230837,-1.5490466,-1.5306154,-0.70703,-0.8386719,-0.18038645,-0.2389415,-0.2794446,-0.3831053,0.1036607
71,1.2604523,1.4711738,"('diffident', 'self-confident')",1.8923509,2.1051943,0.7839941,0.88318676,1.6186337,1.5305268,0.65241426,0.76650715,1.241569,1.3513177,-0.1097487
42,1.2181342,1.1019884,"('unreliable', 'reliable')",1.5232792,1.5581416,1.4256644,1.4408518,1.272928,1.2210666,-2.153077,-2.1236274,0.6573859,0.6396842,0.0177017
