,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
51,-0.8969019,-0.76547325,"('uneducated', 'educated')",1.1064717,1.0327059,0.8584124,0.98795855,0.08109796,0.044385213,0.28727,0.3248941,-0.0376241
50,0.87554634,0.93693167,"('clumsy', 'skillful')",-0.32708505,-0.35940865,-0.7447409,-0.7199393,0.30111468,0.44769946,0.0262088,0.0763208,-0.050112
18,-0.8602654,-0.7014838,"('disagreeable', 'welcoming')",1.0027374,1.1186116,0.050011396,0.14778653,-0.114593655,0.14492229,0.0194724,0.1774592,-0.1579868
3,-0.84231025,-0.805467,"('repellent', 'pleasant')",0.3136373,0.24271882,1.668265,1.7376791,0.405707,0.4122401,0.3863248,0.3967928,-0.010468
38,0.83158565,0.7342027,"('untruthful', 'truthful')",0.11251175,0.09701937,-0.44602412,-0.3427629,0.23387444,0.3661445,0.1829869,0.2136509,-0.030664
30,0.81818676,0.70226395,"('intolerant', 'tolerant')",0.66986674,0.52753896,2.1130064,2.192902,1.6125628,1.5951083,1.3034056,1.2544533,0.0489523
66,-0.8117485,-1.004786,"('inactive', 'active')",0.6213477,0.40544075,-0.87978035,-1.1468765,0.34424117,0.22716855,-0.181485,-0.3797633,0.1982783
75,0.7996005,0.9059783,"('meek', 'impulsive')",-0.36177486,-0.36825776,-2.3041878,-2.3209858,-0.7648088,-0.74263227,-0.6577927,-0.6314744,-0.0263183
25,-0.78629506,-0.7092074,"('egoistic', 'altruistic')",-0.46558782,-0.09908009,-1.1735634,-1.0875003,0.9576994,0.88441396,-0.3669367,-0.2528435,-0.1140932
0,-0.7677422,-1.0192161,"('unsociable', 'sociable')",0.35274106,0.19737557,0.6218857,0.69589037,-0.22628288,-0.42356798,-0.0048496,-0.1373795,0.1325299
59,0.7150738,0.6050675,"('foolish', 'wise')",-0.7037153,-0.84051466,-0.8951199,-1.020254,0.3933162,0.43151134,-0.1226113,-0.2060475,0.0834362
47,0.70511687,0.5749721,"('stupid', 'smart')",0.32302785,0.26044926,1.4645436,1.4962676,5.417051,5.5515833,1.9774348,1.970818,0.0066168
19,-0.6990847,-0.87075573,"('inhospitable', 'hospitable')",-1.1774405,-1.2911563,-1.3935765,-1.448833,-0.65562916,-0.6756386,-0.9814327,-1.0715959,0.0901632
65,-0.69510007,-0.64561903,"('insecure', 'secure')",0.78442883,0.6620564,2.2671504,2.3415396,-0.10215518,-0.00035047904,0.563581,0.5894066,-0.0258256
13,0.65794706,0.45745903,"('impolite', 'polite')",2.1248355,1.9893739,2.2959898,2.4686878,0.10983001,0.28748894,1.2971506,1.3007524,-0.0036018
58,-0.6278652,-0.8020661,"('undiscriminating', 'discriminating')",-0.6343807,-0.64822495,0.56073964,0.31923714,-0.32050818,-0.53403246,-0.2555036,-0.4162716,0.160768
35,0.62086505,0.69187284,"('corrupt', 'incorrupt')",-1.028666,-1.1266783,-2.9419959,-3.0973637,-0.57541966,-0.56384224,-0.9813041,-1.0240029,0.0426988
88,0.570269,0.45282304,"('low', 'eminent')",-0.21321811,-0.3416099,-0.43837538,-0.49138698,0.3289343,0.1749421,0.0619025,-0.0513079,0.1132104
23,-0.53593063,-0.5742725,"('insincere', 'sincere')",0.58026344,0.42593646,2.6110816,2.799344,5.943358,6.0394,2.149693,2.1726022,-0.0229092
4,0.531994,0.60425884,"('disliked', 'liked')",-0.52112865,-0.3867367,-1.9428658,-2.045704,-6.106061,-6.0936313,-2.0095153,-1.9804533,-0.029062
11,0.52902687,0.49922016,"('unhelpful', 'helpful')",1.3572923,1.0750155,1.2217134,1.4900728,2.0660634,2.1376421,1.293524,1.3004878,-0.0069638
72,-0.5165404,-0.42118034,"('unambitious', 'ambitious')",-0.17840338,0.0061243623,0.3007668,0.3488798,-1.2620015,-1.0548108,-0.4140446,-0.2802467,-0.1337979
27,-0.48407573,-0.5679691,"('hardhearted', 'softhearted')",-0.98166674,-0.9294868,0.506761,0.56777376,1.2465914,1.334759,0.0719025,0.1012692,-0.0293667
41,-0.48099366,-0.54419446,"('unforgiving', 'forgiving')",0.11802833,0.08029872,0.79300547,0.8794982,-0.0035303496,-0.029286213,0.1066274,0.0965791,0.0100483
80,0.47657704,0.5093581,"('dominated', 'dominating')",0.8475368,0.69157934,1.9182589,2.1352677,-1.4199653,-1.2382627,0.4556019,0.5244856,-0.0688837
57,-0.47509977,-0.68412167,"('unimaginative', 'imaginative')",-0.16903034,-0.19913435,-0.09289758,-0.06576111,-2.4569764,-2.6621823,-0.798501,-0.9027998,0.1042988
71,0.46130607,0.55646074,"('diffident', 'self-confident')",0.44708306,0.68078953,-0.20212132,-0.15054873,0.13681301,0.1994692,0.2107702,0.3215427,-0.1107725
70,0.44551167,0.25226882,"('lethargic', 'energetic')",0.804569,0.57131594,1.8056151,1.8016574,1.1715146,1.238895,1.0568026,0.9660343,0.0907683
87,0.42632484,0.3725537,"('unsuccessful', 'successful')",1.7840899,1.6471362,0.9404963,1.0401112,0.45496798,0.5262408,0.9014698,0.8965105,0.0049593
34,0.39826918,0.34197912,"('mean', 'honorable')",1.21289,0.9878197,0.6991578,0.6176188,6.325129,6.2791157,2.1588616,2.0566332,0.1022284
17,0.39556548,0.25168458,"('nasty', 'nice')",-1.526367,-1.7669541,-0.83432114,-0.87208045,-0.5214032,-0.59385145,-0.6216314,-0.7453004,0.123669
29,-0.3914141,-0.32416305,"('unfair', 'fair')",-0.884707,-1.0391034,-0.63459045,-0.7264506,-0.47959286,-0.7507708,-0.5975761,-0.710122,0.1125459
54,-0.37801817,-0.4419821,"('incapable', 'capable')",-0.20538369,-0.10801842,-0.38866955,-0.27139536,0.7805129,0.93015796,-0.0478896,0.0271905,-0.0750801
7,-0.3641184,-0.21442106,"('insensitive', 'sensitive')",0.42987788,0.5006468,1.7754155,2.1378334,0.9027888,0.97496194,0.685991,0.8497553,-0.1637643
85,-0.35844883,-0.5724259,"('insignificant', 'prestigious')",-1.8734279,-1.8535684,-3.9917817,-4.3551984,0.18401822,-0.14057048,-1.5099101,-1.7304409,0.2205308
5,0.3520243,0.20357706,"('distant', 'outgoing')",-0.28506362,-0.26304963,-2.2373374,-2.311325,-0.1151881,-0.05261105,-0.5713912,-0.6058522,0.034461
76,-0.3458565,-0.53906655,"('anxious', 'daring')",1.2110906,0.9597028,2.0609472,2.0744948,0.6009033,0.618483,0.8817711,0.7784035,0.1033676
33,0.34284922,0.18375842,"('wrong', 'right')",-0.19465137,-0.0065827444,-0.32919675,-0.447458,-0.62806344,-0.6223605,-0.2022656,-0.2231607,0.0208951
39,0.32775906,0.37312633,"('exploitative', 'cooperative')",1.3993306,1.1570588,2.149474,2.2760398,0.4462077,0.5465788,1.0806928,1.0882009,-0.0075081
2,0.3134538,0.24620259,"('unlikable', 'likable')",1.0651127,0.9803199,1.1174133,1.2102681,0.5692565,0.595669,0.7663091,0.7581149,0.0081942
6,-0.2993732,-0.61291856,"('distant', 'open')",-0.56725335,-0.55118644,-2.3384135,-2.5651636,0.33587232,0.26269326,-0.7172919,-0.8666438,0.1493519
12,0.2857796,0.17587948,"('unsupportive', 'supportive')",0.656732,0.72091603,-0.02788037,0.24643897,-1.6069714,-1.4561219,-0.173085,-0.0782219,-0.0948631
74,0.27597138,0.064138554,"('undedicated', 'dedicated')",1.1871296,1.0842535,1.3974718,1.4657595,-0.067850865,-0.28786197,0.6981805,0.5815724,0.1166081
79,-0.27279946,-0.47911832,"('wavering', 'unwavering')",-0.6141408,-0.81101704,-2.7563148,-2.844321,-0.414176,-0.4466319,-1.0143578,-1.1452721,0.1309143
45,-0.25255787,-0.3174052,"('incompetent', 'competent')",0.26060718,0.2907976,1.4676114,1.5794613,-0.15214439,-0.12529258,0.3308791,0.3568903,-0.0260112
37,0.24900761,-0.0497736,"('fake', 'genuine')",-0.30354184,-0.5755551,-0.18766248,-0.34810525,0.619744,0.5037046,0.0943868,-0.1174323,0.2118191
63,-0.24834788,-0.43938166,"('unperceptive', 'insightful')",1.4805487,1.315358,1.5452728,1.5907254,1.0986513,1.2502229,0.9690312,0.9292312,0.0398
24,-0.22751102,-0.45076314,"('dishonest', 'honest')",0.25425223,0.09586848,0.676011,0.6487266,1.1050922,1.0562915,0.4519611,0.3375309,0.1144302
52,-0.22490856,-0.3351926,"('irrational', 'rational')",-1.6371783,-1.6964297,-1.4855134,-1.7195053,0.21009925,-0.015009675,-0.7843753,-0.9415343,0.157159
21,0.22382386,0.11712908,"('immoral', 'moral')",1.011027,0.7484692,1.6899831,1.8226342,-0.26080763,-0.37377885,0.6660066,0.5786134,0.0873932
22,0.22210349,0.071005136,"('untrustworthy', 'trustworthy')",0.54501903,0.21701354,1.307555,1.3376195,-0.62148577,-0.64629644,0.3632979,0.2448355,0.1184624
77,-0.22093055,-0.026642762,"('unmotivated', 'motivated')",-0.13894038,0.06866761,-0.3305923,-0.06571074,-0.65338653,-0.5027023,-0.3359624,-0.131597,-0.2043654
20,-0.16753604,-0.07393857,"('rough', 'thoughtful')",0.0019144267,-0.056624994,0.06050893,0.11449068,0.9474766,0.8924227,0.210591,0.2190875,-0.0084965
61,0.14161311,-0.0005525262,"('illogical', 'logical')",0.29115048,0.15756638,1.3454404,1.1558286,0.19019221,-0.054030553,0.492099,0.314703,0.177396
26,-0.11784843,-0.26205748,"('hardhearted', 'benevolent')",0.6842028,0.5094807,0.6237128,0.40964416,1.2793887,0.7716866,0.6173639,0.3571885,0.2601754
32,0.11293474,0.014965327,"('unkind', 'kind')",0.75106543,0.52517736,1.909203,1.9576359,1.0849797,0.9878918,0.9645457,0.8714176,0.0931281
68,-0.11187708,0.03821695,"('dependent', 'independent')",0.755331,0.7881808,0.25655678,0.3526666,-0.6021444,-0.33053225,0.0744666,0.212133,-0.1376664
84,0.09503121,0.2094833,"('inferior', 'superior')",0.01578611,0.13675748,-0.32825217,-0.33935517,0.2978021,0.37332332,0.0200918,0.0950522,-0.0749604
83,0.08450338,0.117727414,"('powerless', 'powerful')",-0.21179679,-0.21694335,-0.683669,-0.6998984,-1.2250715,-1.3782235,-0.5090085,-0.5443345,0.035326
43,0.08144924,-0.1905883,"('irresponsible', 'responsible')",1.0040118,0.7004274,1.5384922,1.6300353,0.95529234,0.9417682,0.8948114,0.7704107,0.1244007
62,0.07095039,0.116227336,"('incompetent', 'brilliant')",1.127723,1.2217183,1.9617751,2.4480321,0.57087183,1.002807,0.9328301,1.1971962,-0.2643661
49,-0.06484206,0.101797335,"('unable', 'able')",-0.026118368,-0.115605816,-0.095943265,0.03663857,-0.47320396,-0.13743421,-0.1650269,-0.028651,-0.1363759
15,0.022730194,-0.13879922,"('boring', 'funny')",-0.22835708,-0.38781556,0.007443635,-0.054804385,0.6722134,0.4902661,0.1185075,-0.0227883,0.1412958
14,0.022364393,0.21805795,"('antisocial', 'social')",1.3922576,1.2563201,1.3634307,1.5206348,-0.53895175,-0.42932224,0.5597752,0.6414226,-0.0816474
