,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
87,-0.15856501,0.06335671,"('unsuccessful', 'successful')",0.5492202,0.6288812,0.90875304,0.895032,0.4331361,0.52909,-0.0959539
54,-0.15699345,-0.41006657,"('incapable', 'capable')",0.05179085,-0.24407133,1.2453216,1.4037246,0.3800397,0.2498622,0.1301775
48,-0.12644419,-0.28344184,"('unintelligent', 'intelligent')",0.87555194,0.730299,1.1582786,1.1636302,0.6357954,0.5368292,0.0989662
82,-0.11526815,-0.26923403,"('poor', 'rich')",0.4727914,0.48826367,6.867835,6.884163,2.4084528,2.3677308,0.040722
23,0.109222874,0.027121156,"('insincere', 'sincere')",0.80690354,0.684496,6.573219,6.636771,2.4964484,2.4494627,0.0469857
4,0.1052404,0.15727906,"('disliked', 'liked')",0.11951224,0.36355722,-6.739392,-6.8043075,-2.1715465,-2.0944904,-0.0770561
40,-0.09171352,0.061508812,"('stingy', 'generous')",-0.637385,-0.30206066,-2.0384383,-1.9604354,-0.9225123,-0.7336624,-0.1888499
24,0.08707544,-0.06224403,"('dishonest', 'honest')",-0.059421964,-0.14463854,0.9706665,1.1060313,0.3327733,0.2997162,0.0330571
79,0.08635222,-0.109642215,"('wavering', 'unwavering')",-0.20319581,-0.34172946,0.012427807,-0.003388673,-0.0348053,-0.1515868,0.1167815
16,0.08180222,0.116321504,"('unpopular', 'popular')",-0.18496269,-0.16522467,0.63985825,0.42937666,0.1788992,0.1268245,0.0520747
32,-0.0753297,-0.15031736,"('unkind', 'kind')",0.53140986,0.56361645,1.1537561,1.1559048,0.5366121,0.523068,0.0135441
43,-0.020812264,-0.1063589,"('irresponsible', 'responsible')",0.41583443,0.38090816,1.0087816,1.0652696,0.4679346,0.4466063,0.0213283
38,-0.016690103,-0.15177312,"('untruthful', 'truthful')",0.3147424,0.27145445,0.543319,0.7366198,0.2804571,0.2854337,-0.0049766
36,-0.011661805,-0.2696548,"('hostile', 'amicable')",-0.79026383,-1.0597605,-0.6814644,-0.81316614,-0.4944634,-0.7141938,0.2197304
