,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.9810333,-1.864409,"('unsympathetic', 'sympathetic')",-0.7065729,-0.6014699,0.19531131,0.25367504,-0.830765,-0.7374013,-0.0933637
85,1.4169804,1.2123485,"('insignificant', 'prestigious')",0.25971493,0.086957626,-0.14384519,-0.12112883,0.51095,0.3927257,0.1182243
81,-1.4110534,-1.1820067,"('submissive', 'aggressive')",0.29348123,0.51905036,-0.38746074,-0.20828089,-0.5016776,-0.2904124,-0.2112652
71,1.3796973,1.2030249,"('diffident', 'self-confident')",1.8302184,1.605146,0.49703887,0.4976594,1.2356515,1.1019434,0.1337081
45,-1.3605349,-1.289406,"('incompetent', 'competent')",-0.39061773,-0.29761022,0.30200022,0.24891226,-0.4830508,-0.4460346,-0.0370162
57,-1.350569,-1.2401522,"('unimaginative', 'imaginative')",-1.147918,-1.0151079,-2.6304853,-2.66157,-1.7096574,-1.6389434,-0.070714
29,1.1950542,1.2986243,"('unfair', 'fair')",-0.04467493,-0.027169969,-0.43852553,-0.350884,0.2372846,0.3068568,-0.0695722
33,1.1800675,0.9467999,"('wrong', 'right')",0.5039166,0.28877634,-0.97719127,-0.8610733,0.2355976,0.1248343,0.1107633
42,-1.1792034,-1.2361115,"('unreliable', 'reliable')",-0.8163205,-0.83434093,-2.9510972,-3.0148575,-1.6488736,-1.6951033,0.0462297
22,-1.1671927,-1.1125927,"('untrustworthy', 'trustworthy')",-0.5127721,-0.40161338,-0.8622317,-0.73333347,-0.8473988,-0.7491798,-0.098219
65,-1.123395,-1.039337,"('insecure', 'secure')",-0.14844161,-0.17373303,0.12863593,0.15531927,-0.3810669,-0.3525836,-0.0284833
73,1.1229409,1.1823186,"('helpless', 'self-reliant')",-0.017908446,0.17667508,-3.421472,-3.312057,-0.7721465,-0.6510211,-0.1211254
18,-1.1081454,-1.1921191,"('disagreeable', 'welcoming')",-1.5639491,-1.472681,-0.6202595,-0.49609008,-1.0974513,-1.0536301,-0.0438212
27,-1.1044133,-1.3070976,"('hardhearted', 'softhearted')",-0.94203895,-1.0176368,0.98241514,0.92086226,-0.354679,-0.4679573,0.1132783
17,-1.0672916,-0.9749856,"('nasty', 'nice')",-0.7396489,-0.58876324,-0.88587797,-0.8410276,-0.8976062,-0.8015922,-0.096014
41,-1.0375187,-0.79206365,"('unforgiving', 'forgiving')",-0.7278675,-0.3882851,-0.5777358,-0.41537738,-0.7810407,-0.5319087,-0.249132
55,-0.9884758,-0.9616745,"('incompetent', 'clever')",-0.35363957,-0.29339662,0.46141094,0.44446713,-0.2935682,-0.2702013,-0.0233669
13,-0.9668168,-0.8846187,"('impolite', 'polite')",-0.18648522,-0.12525445,0.24445274,0.26291025,-0.3029497,-0.2489876,-0.0539621
67,0.9359766,0.9942714,"('doubtful', 'determined')",0.5646194,0.6039493,-0.5742479,-0.34644318,0.3087827,0.4172592,-0.1084765
5,0.9354018,0.7740746,"('distant', 'outgoing')",-0.091930136,-0.20905864,-0.3660973,-0.17313565,0.1591248,0.1306268,0.028498
84,0.92597425,0.80730736,"('inferior', 'superior')",0.6328684,0.53416455,1.1326556,1.1470588,0.8971661,0.8295102,0.0676559
56,0.8951562,1.1850744,"('impractical', 'practical')",1.6969203,1.767125,0.4030952,0.5434489,0.9983906,1.1652161,-0.1668255
14,-0.87778276,-0.50464594,"('antisocial', 'social')",0.24542274,0.46198973,-0.8093529,-0.65734667,-0.480571,-0.2333343,-0.2472367
62,-0.86319315,-0.81250966,"('incompetent', 'brilliant')",-0.3794724,-0.21036978,1.0389608,1.2411532,-0.0679016,0.0727579,-0.1406595
66,-0.849861,-0.78839916,"('inactive', 'active')",-0.47348413,-0.5297071,0.2799752,0.22942619,-0.34779,-0.3628933,0.0151033
1,0.8496115,0.45129976,"('unfriendly', 'friendly')",0.4437078,0.22057769,1.5806856,1.6684277,0.9580016,0.7801017,0.1778999
44,-0.83026713,-0.78790396,"('prejudiced', 'unprejudiced')",-0.78495467,-0.87439746,-1.4761919,-1.5547893,-1.0304712,-1.0723635,0.0418923
70,-0.77219844,-0.7918398,"('lethargic', 'energetic')",0.20323218,0.38592985,0.94752944,0.98253036,0.1261877,0.1922068,-0.0660191
28,-0.7284048,-0.95556206,"('disloyal', 'loyal')",-0.17356412,-0.3633568,1.3495001,1.2941586,0.149177,-0.0082534,0.1574304
75,0.69376546,0.8016188,"('meek', 'impulsive')",0.027721025,0.21307807,-0.30758458,-0.17756242,0.1379673,0.2790448,-0.1410775
6,0.6515291,0.38204926,"('distant', 'open')",-0.65710807,-0.92886597,-0.0072272792,0.026177164,-0.0042688,-0.1735465,0.1692777
9,0.65037924,0.43874973,"('unaffectionate', 'caring')",0.29114664,0.07946928,0.99280655,1.1119206,0.6447775,0.5433799,0.1013976
77,0.64982486,0.12972134,"('unmotivated', 'motivated')",1.1547533,0.6174435,-0.22019216,-0.43924928,0.5281287,0.1026385,0.4254902
59,0.63692695,0.43127698,"('foolish', 'wise')",0.012285963,-0.15907575,0.14426267,0.25938016,0.2644919,0.1771938,0.0872981
0,-0.63598126,-0.7390748,"('unsociable', 'sociable')",0.64761096,0.5810188,0.062082984,0.004037518,0.0245709,-0.0513395,0.0759104
49,-0.6181887,-0.53604937,"('unable', 'able')",-0.5876533,-0.5660914,-0.02294473,0.17229585,-0.4095956,-0.3099483,-0.0996473
68,-0.6052494,-0.6766778,"('dependent', 'independent')",-0.8480645,-0.98373204,-0.07985792,-0.055501193,-0.5110573,-0.5719704,0.0609131
58,-0.60358536,-0.35759863,"('undiscriminating', 'discriminating')",-0.27520403,-0.06617665,0.10386057,0.1120652,-0.2583096,-0.1039034,-0.1544062
34,0.5855814,0.51762354,"('mean', 'honorable')",0.80251956,0.66222423,6.4612713,6.520592,2.6164575,2.5668133,0.0496442
74,0.58488506,0.6374663,"('undedicated', 'dedicated')",0.36750117,0.5326769,0.17001855,0.10805154,0.3741349,0.4260649,-0.05193
78,-0.57156026,-0.7748962,"('nonresilient', 'resilient')",0.8973505,0.7462133,0.85755503,0.81819296,0.3944484,0.26317,0.1312784
80,-0.5363952,-0.24598145,"('dominated', 'dominating')",-0.3514731,-0.07782707,-1.1071954,-1.0473403,-0.6650212,-0.4570496,-0.2079716
46,-0.5260798,-0.613359,"('uncompetitive', 'competitive')",0.39263266,0.44872442,0.3025615,0.16433784,0.0563715,-9.89e-05,0.0564704
21,-0.5213534,-0.51652414,"('immoral', 'moral')",0.6398708,0.56770444,-0.31168565,-0.28919372,-0.0643894,-0.0793378,0.0149484
83,0.49334806,0.38915327,"('powerless', 'powerful')",0.3436408,0.3655933,-0.83097535,-0.79739004,0.0020045,-0.0142145,0.016219
30,-0.48834246,-0.38622206,"('intolerant', 'tolerant')",-0.5543879,-0.46051276,0.91188824,1.072775,-0.043614,0.0753467,-0.1189607
88,-0.48180097,-0.63093096,"('low', 'eminent')",-0.5432065,-0.52067584,0.50553644,0.4805559,-0.173157,-0.2236836,0.0505266
63,-0.4808364,-0.47469497,"('unperceptive', 'insightful')",0.8221717,0.9504111,1.5295599,1.583001,0.6236317,0.6862391,-0.0626074
35,0.4593284,0.35901543,"('corrupt', 'incorrupt')",-0.19137093,-0.3999549,-0.8125257,-0.8307914,-0.1815227,-0.290577,0.1090543
25,0.43810976,0.023979979,"('egoistic', 'altruistic')",-0.3831987,-0.73566425,0.95163655,0.8358954,0.3355159,0.0414037,0.2941122
11,-0.41817006,-0.34004566,"('unhelpful', 'helpful')",0.57705456,0.62059855,2.8520136,2.9486775,1.0036327,1.0764101,-0.0727774
76,-0.4067814,-0.27061713,"('anxious', 'daring')",0.28604856,0.4977531,0.89854217,0.85559225,0.2592698,0.3609094,-0.1016396
72,0.3975584,0.40845954,"('unambitious', 'ambitious')",-0.4621316,-0.42264116,-0.47920358,-0.19559482,-0.1812589,-0.0699255,-0.1113334
39,-0.37815624,-0.31087396,"('exploitative', 'cooperative')",-0.24623908,-0.2551224,-0.22097039,-0.18479466,-0.2817886,-0.2502637,-0.0315249
3,-0.36498055,-0.37564978,"('repellent', 'pleasant')",-0.18903686,-0.24422123,0.4011498,0.24752283,-0.0509559,-0.1241161,0.0731602
20,-0.36042193,-0.22330822,"('rough', 'thoughtful')",0.064341344,-0.0126930475,1.1768805,1.2279437,0.2936,0.3306475,-0.0370475
31,-0.35832968,-0.4482964,"('evil', 'good')",-1.2618957,-1.2836491,-1.8461761,-1.771716,-1.1554672,-1.1678872,0.01242
7,-0.35027063,-0.3147868,"('insensitive', 'sensitive')",-0.39115286,-0.2274346,0.8077612,0.873905,0.0221126,0.1105612,-0.0884486
50,-0.34430337,-0.48965454,"('clumsy', 'skillful')",0.11373105,-0.03532762,0.7081121,0.5411016,0.1591799,0.0053731,0.1538068
52,0.3383347,-0.18264955,"('irrational', 'rational')",-0.85589075,-1.3483559,-0.60594225,-0.632404,-0.3744994,-0.7211365,0.3466371
86,0.31187522,0.22608067,"('uninfluential', 'influential')",0.8040947,0.8359863,0.049207862,0.026491046,0.3883926,0.3628527,0.0255399
2,0.3003784,0.18421645,"('unlikable', 'likable')",0.07979037,0.028771989,0.5373987,0.59002763,0.3058558,0.267672,0.0381838
51,-0.2876456,-0.30988184,"('uneducated', 'educated')",0.83998555,0.9683173,0.93547004,0.8823425,0.4959366,0.5135926,-0.017656
19,0.28152055,0.06556685,"('inhospitable', 'hospitable')",0.30088755,0.17258903,-0.15118514,-0.11234429,0.143741,0.0419372,0.1018038
47,-0.2782218,-0.20147032,"('stupid', 'smart')",0.6117676,0.6722874,5.5313635,5.7986126,1.9549697,2.0898099,-0.1348402
12,0.26547718,0.24536228,"('unsupportive', 'supportive')",0.72166145,0.832848,-1.3887365,-1.2122109,-0.133866,-0.0446668,-0.0891992
15,0.23663715,0.3170654,"('boring', 'funny')",-0.0014282018,0.014241137,-0.041367646,-0.028264757,0.0646138,0.1010139,-0.0364001
69,0.22871113,0.103511535,"('lazy', 'industrious')",0.16685471,-0.020663008,-1.1329387,-1.2317387,-0.245791,-0.3829634,0.1371724
37,-0.22120883,-0.28712717,"('fake', 'genuine')",-0.32117328,-0.3937788,0.49402362,0.5242188,-0.0161195,-0.052229,0.0361095
60,0.21575329,0.2716527,"('inefficient', 'efficient')",1.110422,1.207851,1.3005451,1.3468876,0.8755735,0.9421304,-0.0665569
61,-0.21320216,-0.48612088,"('illogical', 'logical')",0.067297325,-0.22763327,0.36914936,0.36509612,0.0744148,-0.1162194,0.1906342
8,-0.20578788,-0.3812687,"('unaffectionate', 'affectionate')",-0.6804731,-0.7700499,0.09087094,0.3112011,-0.26513,-0.2800392,0.0149092
53,0.19516668,0.016375218,"('uncreative', 'creative')",-0.2059157,-0.29296452,0.91317075,0.83502185,0.3008072,0.1861442,0.114663
26,-0.17807159,-0.054562885,"('hardhearted', 'benevolent')",-0.2054348,-0.19385438,0.93227506,1.0267738,0.1829229,0.2594522,-0.0765293
64,-0.1723721,-0.29314923,"('shy', 'confident')",0.21637379,0.14054945,-6.31928,-6.4286346,-2.0917595,-2.1937448,0.1019853
