,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
25,-2.054056,-1.778748,"('egoistic', 'altruistic')",-0.20351581,-0.14693847,-0.17378071,-0.14120632,0.49870265,0.62118715,-0.4831624,-0.3614264,-0.121736
46,1.808659,1.306692,"('uncompetitive', 'competitive')",0.46089864,0.43956617,-1.4830445,-1.5764613,0.6180163,0.4624506,0.3511323,0.1580619,0.1930704
35,-1.6908636,-1.5173815,"('corrupt', 'incorrupt')",-0.25845712,-0.5157139,1.8292557,2.0274007,-1.6170955,-1.5108869,-0.4342901,-0.3791454,-0.0551447
87,1.6434529,1.35997,"('unsuccessful', 'successful')",0.6049401,0.61633915,0.16453657,0.071593806,0.60151184,0.2368616,0.7536104,0.5711911,0.1824193
6,-1.3842827,-1.250523,"('distant', 'open')",0.39787942,0.25024354,0.97584516,1.2347786,-1.1008302,-0.8157043,-0.2778471,-0.1453013,-0.1325458
51,1.3798739,1.5911125,"('uneducated', 'educated')",0.11123851,0.26896086,-1.1897876,-1.0399323,0.6627717,0.8282769,0.2410241,0.4121045,-0.1710804
58,1.3538009,1.0026338,"('undiscriminating', 'discriminating')",-0.015009396,-0.13260262,-1.1684433,-1.2491286,0.19486903,0.06075255,0.0913043,-0.0795862,0.1708905
31,-1.3502767,-1.2997892,"('evil', 'good')",0.0702199,-0.23096488,0.35942116,0.46412683,-1.8924809,-1.7959274,-0.7032791,-0.7156386,0.0123595
18,-1.3393329,-0.92557484,"('disagreeable', 'welcoming')",0.41838366,0.5587556,-1.0007306,-0.9102832,-1.3306385,-1.2837137,-0.8130796,-0.6402041,-0.1728755
79,-1.3065937,-1.3582509,"('wavering', 'unwavering')",-0.17720208,-0.35911193,0.25379908,0.3236776,-0.78868663,-0.6371988,-0.5046709,-0.5077209,0.00305
83,1.2395899,1.0336651,"('powerless', 'powerful')",0.3681431,0.46750605,-0.4912397,-0.39168486,-0.80652064,-0.573666,0.0774932,0.1339551,-0.0564619
5,-1.1797645,-1.0614655,"('distant', 'outgoing')",0.58080107,0.50455284,1.2665253,1.5386032,-1.1172523,-0.8426427,-0.1124226,0.034762,-0.1471846
47,1.1396449,1.0726924,"('stupid', 'smart')",0.19776902,0.2128823,-0.22068362,-0.33292702,5.4242644,5.370085,1.6352487,1.5806831,0.0545656
8,-1.1275599,-1.5600661,"('unaffectionate', 'affectionate')",-0.38815993,-0.9512978,-2.122823,-2.1865811,0.16698425,0.09235842,-0.8678896,-1.1513966,0.283507
56,1.1225915,1.1081867,"('impractical', 'practical')",0.09649925,0.10716897,-0.50662005,-0.5992907,0.7647162,0.93145704,0.3692967,0.3868805,-0.0175838
60,1.1192207,1.277496,"('inefficient', 'efficient')",0.09795865,0.39776602,-1.3935373,-1.4305942,0.9538279,1.0310384,0.1943675,0.3189265,-0.124559
80,1.1185067,0.928599,"('dominated', 'dominating')",-0.9600634,-0.718874,0.0049786232,-0.14046906,-0.28409782,-0.588534,-0.030169,-0.1298195,0.0996505
3,-1.1135134,-0.97754234,"('repellent', 'pleasant')",-1.5160728,-1.2867775,-1.2972088,-1.3008296,0.5699451,0.6701204,-0.8392125,-0.7237573,-0.1154552
74,1.068637,1.1623731,"('undedicated', 'dedicated')",0.46444312,0.51050895,-0.10916063,-0.055702806,0.5061455,0.5650344,0.4825162,0.5455534,-0.0630372
11,1.0622032,1.1602867,"('unhelpful', 'helpful')",0.53169346,0.6007597,-1.2879565,-1.1832677,2.924334,3.0127678,0.8075686,0.8976367,-0.0900681
23,1.0188229,0.93970025,"('insincere', 'sincere')",0.43692675,0.58131135,-1.5871488,-1.581363,6.2716594,6.1949544,1.5350651,1.5336508,0.0014143
28,-1.0173732,-1.2214332,"('disloyal', 'loyal')",-0.75563335,-0.90269226,-1.4506109,-1.5350857,1.1583471,1.0923964,-0.5163176,-0.6417037,0.1253861
55,1.0135059,0.81316525,"('incompetent', 'clever')",-0.4155098,-0.30365428,-0.78590864,-0.91165566,0.98067784,0.8804139,0.1981913,0.1195673,0.078624
62,0.9973036,1.1559212,"('incompetent', 'brilliant')",-0.5912592,-0.24263889,-1.1212317,-1.1167767,0.5879438,0.74468416,-0.0318109,0.1352974,-0.1671083
36,-0.96863747,-1.2484003,"('hostile', 'amicable')",0.5627131,0.24014533,0.21158485,0.33341762,-1.2388104,-1.1512579,-0.3582875,-0.4565238,0.0982363
21,0.9239547,1.0580937,"('immoral', 'moral')",0.15617462,0.36011207,-0.92036206,-0.86851406,-0.14960113,0.035781078,0.0025415,0.1463682,-0.1438267
39,0.87021166,1.0272406,"('exploitative', 'cooperative')",0.33635136,0.5459305,0.58457613,0.52489245,0.83526516,0.9225646,0.6566011,0.755157,-0.0985559
32,0.820523,0.75132555,"('unkind', 'kind')",-0.040414795,-0.14476055,-1.0149381,-1.0219171,1.2001543,1.2202661,0.2413311,0.2012285,0.0401026
54,-0.8189669,-0.564122,"('incapable', 'capable')",0.2833645,0.41520396,-0.89632916,-0.7449314,0.63196254,0.7918623,-0.1999923,-0.0254968,-0.1744955
45,0.7928676,0.42361328,"('incompetent', 'competent')",-0.11127262,-0.020965591,-1.6534315,-1.799701,0.2019794,-0.07513516,-0.1924643,-0.3680471,0.1755828
69,-0.77263063,-0.87130016,"('lazy', 'industrious')",1.3122925,1.2801824,1.6652273,1.7522732,-1.7918799,-1.8650897,0.1032523,0.0740165,0.0292358
52,-0.7595509,-0.77845836,"('irrational', 'rational')",0.36171877,0.083450615,-0.73223746,-0.7292066,-1.1204851,-1.1067773,-0.5626386,-0.6327479,0.0701093
73,0.75553113,1.1982398,"('helpless', 'self-reliant')",0.26888585,0.28026965,0.40132132,0.4567769,-3.5620832,-3.3871279,-0.5340862,-0.3629604,-0.1711258
17,-0.728056,-0.6603529,"('nasty', 'nice')",0.18010378,0.34001595,0.14078052,0.11331481,-0.63141483,-0.57420576,-0.2596467,-0.195307,-0.0643397
63,0.71179175,0.55764186,"('unperceptive', 'insightful')",-0.32472613,-0.27252126,-1.3809505,-1.3233702,1.1243548,1.0475905,0.0326175,0.0023352,0.0302823
27,-0.67835695,-0.7708196,"('hardhearted', 'softhearted')",0.38578728,0.16577561,0.05141612,0.12784478,0.49980196,0.46019343,0.0646621,-0.0042515,0.0689136
19,-0.67131245,-0.5037386,"('inhospitable', 'hospitable')",-0.083216615,0.027912661,0.04404796,0.2950606,-0.2647849,0.039893165,-0.2438165,-0.035218,-0.2085985
40,-0.616114,-0.6033164,"('stingy', 'generous')",-0.32542744,-0.38437825,-1.0994158,-1.1656888,-3.0354857,-3.0615025,-1.2691107,-1.3037214,0.0346107
65,0.60608345,0.6166553,"('insecure', 'secure')",-0.8371439,-0.66695863,-0.78958666,-1.0183147,0.80220246,0.63006115,-0.0546111,-0.1096392,0.0550281
43,0.5819084,0.5476325,"('irresponsible', 'responsible')",-0.2833851,-0.43126744,-1.9792793,-2.0602455,1.3007709,1.2751602,-0.0949963,-0.1671801,0.0721838
33,-0.5761646,-0.651036,"('wrong', 'right')",-0.07113643,-0.12549716,0.6986942,0.83368146,-1.0614561,-1.0917236,-0.2525157,-0.2586438,0.0061281
