,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
50,0.5075676,0.52845323,"('clumsy', 'skillful')",0.9480288,0.7722139,-0.044447485,-0.16266114,0.470383,0.3793353,0.0910477
20,0.47217843,0.27054098,"('rough', 'thoughtful')",0.847309,0.6619577,1.0911204,1.1544553,0.8035359,0.6956514,0.1078845
80,0.4663483,0.6253887,"('dominated', 'dominating')",-0.14067513,0.016172253,-0.38066888,-0.34034538,-0.0183319,0.1004052,-0.1187371
35,-0.4484227,-0.18238471,"('corrupt', 'incorrupt')",-0.8334519,-0.6254593,-0.6044124,-0.55065525,-0.6287623,-0.4528331,-0.1759292
21,0.4348764,0.32458046,"('immoral', 'moral')",0.2577644,-0.06291059,-0.722623,-0.9651132,-0.0099941,-0.2344811,0.224487
84,0.42817867,0.3519272,"('inferior', 'superior')",0.3229162,0.16197634,0.31096366,0.28154492,0.3540195,0.2651495,0.08887
75,-0.39774856,-0.15722439,"('meek', 'impulsive')",0.4302515,0.44111124,-1.0625374,-0.7534207,-0.3433448,-0.1565113,-0.1868335
52,-0.39711028,-0.4089034,"('irrational', 'rational')",0.066487014,0.13517556,-0.48913822,-0.46471527,-0.2732538,-0.2461477,-0.0271061
56,0.39164287,0.40520245,"('impractical', 'practical')",0.63282794,0.61290574,-0.21367896,-0.17429796,0.270264,0.2812701,-0.0110061
60,0.3893072,0.13107365,"('inefficient', 'efficient')",0.4914724,0.2681212,0.3432316,0.006183925,0.4080037,0.1351263,0.2728774
2,0.36603978,0.5958278,"('unlikable', 'likable')",2.532524,2.3804345,0.6529821,0.72016954,1.1838487,1.232144,-0.0482953
13,-0.35624376,-0.23262936,"('impolite', 'polite')",0.16375735,-0.051324997,-0.057593465,-0.33214366,-0.08336,-0.205366,0.122006
63,0.3555549,0.24577387,"('unperceptive', 'insightful')",0.9729385,0.71530247,1.2063236,0.9244291,0.844939,0.6285018,0.2164372
11,0.3318851,0.3190907,"('unhelpful', 'helpful')",0.46292642,0.28556052,1.7216682,1.7070546,0.8388266,0.7705686,0.068258
15,0.30821964,0.4081141,"('boring', 'funny')",0.29735535,0.30929285,0.2549548,0.3557978,0.2868433,0.3577349,-0.0708916
22,-0.29903612,-0.34653863,"('untrustworthy', 'trustworthy')",-0.47172815,-0.6274132,-0.40476832,-0.54269505,-0.3918442,-0.505549,0.1137048
3,-0.29363164,-0.5319634,"('repellent', 'pleasant')",0.37506285,0.07727688,0.59640276,0.5611857,0.2259447,0.0354997,0.190445
7,0.29332334,0.2376548,"('insensitive', 'sensitive')",0.70307547,0.428218,0.7439578,0.7088168,0.5801189,0.4582299,0.121889
6,-0.28836474,-0.42264336,"('distant', 'open')",0.43539205,0.34567612,0.33427206,0.43540058,0.1604331,0.1194778,0.0409553
46,-0.26703507,-0.26313323,"('uncompetitive', 'competitive')",0.6048098,0.3767779,-0.4184475,-0.36420655,-0.0268909,-0.0835206,0.0566297
69,-0.26158834,-0.23591082,"('lazy', 'industrious')",1.4450088,1.3152514,-0.5724938,-0.60976464,0.2036422,0.1565253,0.0471169
85,-0.23743631,-0.20344532,"('insignificant', 'prestigious')",1.3714792,1.2984629,-0.10487856,0.15525575,0.3430548,0.4167578,-0.073703
44,-0.23632897,-0.06305288,"('prejudiced', 'unprejudiced')",-0.37849003,-0.47094464,-1.7071382,-1.6772212,-0.7739857,-0.7370729,-0.0369128
19,0.23561788,0.14009404,"('inhospitable', 'hospitable')",-0.16514997,-0.25428295,-0.37768003,-0.3008822,-0.102404,-0.138357,0.035953
71,0.2104619,0.1618913,"('diffident', 'self-confident')",1.2280618,1.1550418,0.25500178,0.33836123,0.5645085,0.5517648,0.0127437
67,0.19283144,0.44723225,"('doubtful', 'determined')",-0.35766283,-0.3203957,-1.210058,-1.0681556,-0.4582965,-0.313773,-0.1445235
41,-0.1885264,-0.31111798,"('unforgiving', 'forgiving')",0.71105206,0.560066,0.16721639,0.214586,0.229914,0.1545113,0.0754027
25,-0.17395589,-0.44398397,"('egoistic', 'altruistic')",0.39457765,0.17779839,1.3283468,1.082327,0.5163229,0.2720471,0.2442758
23,0.17041697,0.017441075,"('insincere', 'sincere')",0.91399515,0.63370883,6.128127,5.927101,2.4041797,2.1927503,0.2114294
17,-0.1443985,-0.10905921,"('nasty', 'nice')",0.25500518,0.25607744,-0.58894235,-0.40326834,-0.1594452,-0.0854167,-0.0740285
38,0.13965794,0.15494683,"('untruthful', 'truthful')",0.57322925,0.6069671,0.20037505,0.29691404,0.3044207,0.3529426,-0.0485219
61,0.12789057,-0.01477764,"('illogical', 'logical')",1.1124173,0.9871175,0.64544874,0.50579304,0.6285856,0.492711,0.1358746
59,-0.11277124,0.09671793,"('foolish', 'wise')",0.64696616,0.5492281,0.4725947,0.20575984,0.3355966,0.2839019,0.0516947
32,-0.1118533,-0.17354643,"('unkind', 'kind')",0.4956691,0.24924827,1.1413459,0.8992011,0.5083872,0.3249676,0.1834196
86,-0.09953051,-0.23382063,"('uninfluential', 'influential')",-0.5037233,-0.4712671,-0.007052075,0.019847453,-0.2034353,-0.2284134,0.0249781
30,0.0885836,0.22470737,"('intolerant', 'tolerant')",0.6789304,0.69854033,0.791963,0.90524447,0.5198257,0.6094974,-0.0896717
58,0.08305137,0.097219,"('undiscriminating', 'discriminating')",1.0677805,1.291074,0.41958323,0.8095571,0.5234717,0.7326167,-0.209145
57,-0.056804895,-0.2085276,"('unimaginative', 'imaginative')",1.1078975,0.82908446,-1.7950078,-1.6543561,-0.2479717,-0.3445998,0.0966281
54,-0.054609474,-0.06129939,"('incapable', 'capable')",1.4144071,1.1993759,1.092547,1.1176571,0.8174483,0.7519112,0.0655371
8,-0.047511596,-0.26601014,"('unaffectionate', 'affectionate')",-0.06355422,-0.041790158,1.0055845,0.87132883,0.2981729,0.1878428,0.1103301
62,0.03990443,0.07894688,"('incompetent', 'brilliant')",0.98998255,0.83068955,0.43949053,0.45941004,0.4897925,0.4563488,0.0334437
37,-0.03380402,-0.130948,"('fake', 'genuine')",-1.4380906,-1.4412017,0.14226186,0.12969011,-0.4432109,-0.4808199,0.037609
33,0.032419518,0.09533429,"('wrong', 'right')",1.3639648,1.1376534,-0.23909688,-0.36700165,0.3857625,0.288662,0.0971005
87,-0.020258889,0.40729958,"('unsuccessful', 'successful')",1.5716987,1.7901664,1.2286237,1.3418678,0.9266879,1.1797779,-0.25309
83,0.016954578,0.09964107,"('powerless', 'powerful')",1.3224801,1.5613197,-0.9988576,-0.855157,0.1135257,0.2686013,-0.1550756
55,0.008605577,-0.22377573,"('incompetent', 'clever')",0.0588406,-0.1435566,0.8403137,0.7300882,0.3025866,0.1209186,0.181668
68,0.007082442,-0.054415278,"('dependent', 'independent')",-1.6852856,-1.770701,-0.8768039,-1.0845848,-0.851669,-0.9699004,0.1182314
14,0.005723588,0.21236046,"('antisocial', 'social')",1.2672597,1.2478036,-0.078749835,-0.015041115,0.3980778,0.4817077,-0.0836299
