,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.971897,-3.4204373,"('unsympathetic', 'sympathetic')",-0.3696912,-0.73360246,0.2595697,-0.06199618,-1.0273395,-1.4053453,0.3780058
45,-2.5587816,-2.9839487,"('incompetent', 'competent')",-0.40727735,-0.2965166,0.11906952,-0.09349918,-0.9489965,-1.1246548,0.1756583
21,-2.5514038,-2.7923748,"('immoral', 'moral')",0.24300526,-0.09968971,-0.16015275,-0.43202153,-0.8228504,-1.1080287,0.2851783
63,-2.2368925,-2.568561,"('unperceptive', 'insightful')",1.5915316,1.5264664,1.218031,1.203424,0.1908901,0.0537764,0.1371137
46,-2.2267022,-2.591714,"('uncompetitive', 'competitive')",1.5228577,1.0059183,-0.020893147,0.0026373211,-0.2415792,-0.5277195,0.2861403
55,-2.1752362,-2.4692335,"('incompetent', 'clever')",-0.044199042,-0.12718132,0.63516915,0.4715038,-0.5280887,-0.7083037,0.180215
43,-2.1359472,-2.209155,"('irresponsible', 'responsible')",-0.9937917,-0.6283429,0.29495615,0.53211254,-0.9449275,-0.7684618,-0.1764657
0,-2.0850759,-2.310443,"('unsociable', 'sociable')",-0.23376305,-0.44694012,0.10838207,0.05091177,-0.7368189,-0.9021571,0.1653382
14,-2.0457215,-2.185192,"('antisocial', 'social')",1.9429163,1.6779506,0.13728209,0.06957777,0.0114923,-0.1458879,0.1573802
70,-2.0110376,-2.1311784,"('lethargic', 'energetic')",1.125896,1.2217426,0.9915087,1.0073653,0.0354557,0.0326432,0.0028125
57,-1.9588358,-2.4039123,"('unimaginative', 'imaginative')",-0.57577074,-0.7536663,-2.642538,-2.3788257,-1.7257148,-1.845468,0.1197532
41,-1.8621197,-1.8708521,"('unforgiving', 'forgiving')",-1.1405249,-0.5360997,-0.34573197,-0.05585272,-1.1161255,-0.8209349,-0.2951906
56,-1.8558172,-2.064513,"('impractical', 'practical')",0.49655524,0.47805756,-0.07340433,-0.08918441,-0.4775554,-0.5585466,0.0809912
23,-1.8352796,-1.9888778,"('insincere', 'sincere')",-0.6467208,-0.572835,5.688297,5.136936,1.0687655,0.8584078,0.2103577
69,1.83136,2.2904017,"('lazy', 'industrious')",0.6579945,0.7824551,-0.9845334,-0.82354534,0.5016071,0.7497705,-0.2481634
85,1.8051816,1.8272152,"('insignificant', 'prestigious')",0.3817514,0.8055927,-0.9551351,-0.26794845,0.4105993,0.7882865,-0.3776872
22,-1.8014305,-2.1897178,"('untrustworthy', 'trustworthy')",-0.37357643,-0.36795184,-0.6013992,-0.6886163,-0.9254687,-1.0820953,0.1566266
13,-1.78205,-1.6830958,"('impolite', 'polite')",0.07250876,-0.11546094,-0.055098314,-0.15454644,-0.5882132,-0.6510344,0.0628212
12,-1.7533426,-2.0518174,"('unsupportive', 'supportive')",0.07293248,0.26629663,-1.8767046,-1.4694927,-1.1857049,-1.0850045,-0.1007004
3,-1.743504,-1.8536927,"('repellent', 'pleasant')",0.78651816,0.3478079,0.9894163,0.7611359,0.0108101,-0.2482496,0.2590597
75,1.740862,1.7484627,"('meek', 'impulsive')",0.017799392,0.2769012,-0.32842517,-0.39797282,0.4767454,0.5424637,-0.0657183
60,-1.7086499,-1.8222796,"('inefficient', 'efficient')",0.61291647,0.36555383,0.3336341,0.29683715,-0.2540331,-0.3866295,0.1325964
35,1.6890267,2.1391766,"('corrupt', 'incorrupt')",-1.3639684,-1.0226852,-1.1024667,-0.93663895,-0.2591361,0.0599508,-0.3190869
86,-1.6631103,-2.0618575,"('uninfluential', 'influential')",0.327465,-0.04469791,-0.070255205,-0.1425695,-0.4686335,-0.7497083,0.2810748
81,-1.658165,-1.6941073,"('submissive', 'aggressive')",0.93188417,0.72302943,-0.07115829,-0.22063483,-0.265813,-0.3972376,0.1314246
51,-1.6225853,-1.6940867,"('uneducated', 'educated')",1.3992089,1.4223813,0.90555596,0.98665136,0.2273932,0.2383153,-0.0109221
65,-1.6205245,-1.5006225,"('insecure', 'secure')",0.041318063,-0.22014546,0.362835,0.24986786,-0.4054572,-0.4903,0.0848428
64,-1.6102245,-1.3732661,"('shy', 'confident')",1.0313851,1.1644057,-5.805185,-5.217416,-2.128008,-1.8087587,-0.3192493
