,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.127379,-2.0894084,"('unfriendly', 'friendly')",1.3994749,1.1925217,-0.363952,-0.4484434,0.0844914
73,2.1204371,2.3888853,"('helpless', 'self-reliant')",-2.8422625,-2.8900607,-0.3609127,-0.2505877,-0.110325
31,-1.9559956,-1.8833511,"('evil', 'good')",-0.6894558,-0.9339063,-1.3227257,-1.4086287,0.085903
86,-1.8156396,-1.8177911,"('uninfluential', 'influential')",-0.4171616,-0.4823989,-1.1164006,-1.150095,0.0336944
8,-1.6620859,-1.4832796,"('unaffectionate', 'affectionate')",0.34339002,0.13138139,-0.659348,-0.6759491,0.0166011
53,-1.327944,-1.0295688,"('uncreative', 'creative')",0.36089012,0.3238998,-0.4835269,-0.3528345,-0.1306924
26,-1.295368,-1.2739062,"('hardhearted', 'benevolent')",1.2243924,0.9423708,-0.0354878,-0.1657677,0.1302799
27,-1.1477213,-1.0674564,"('hardhearted', 'softhearted')",0.9953028,0.8364479,-0.0762092,-0.1155042,0.039295
57,-1.1438625,-1.0020849,"('unimaginative', 'imaginative')",-2.9131505,-2.9409404,-2.0285065,-1.9715126,-0.0569939
76,1.1311994,1.058302,"('anxious', 'daring')",-0.041268304,0.115444176,0.5449655,0.5868731,-0.0419076
88,-1.1293037,-1.082226,"('low', 'eminent')",-0.62264663,-0.58674073,-0.8759751,-0.8344834,-0.0414917
32,-1.1049929,-1.1241238,"('unkind', 'kind')",0.4658065,0.44167912,-0.3195932,-0.3412223,0.0216291
25,-1.0879413,-0.8711238,"('egoistic', 'altruistic')",0.9181441,0.78387046,-0.0848986,-0.0436267,-0.0412719
0,-1.0558553,-1.3722976,"('unsociable', 'sociable')",-0.023184447,-0.09609933,-0.5395198,-0.7341985,0.1946787
48,-1.0359157,-1.3924509,"('unintelligent', 'intelligent')",1.0761018,0.9311831,0.020093,-0.2306339,0.2507269
36,-1.0323279,-0.9262323,"('hostile', 'amicable')",-0.31549132,-0.6874976,-0.6739096,-0.806865,0.1329554
9,-1.0321889,-0.7484983,"('unaffectionate', 'caring')",1.0240083,1.0058444,-0.0040903,0.128673,-0.1327633
28,-1.0159333,-0.70922005,"('disloyal', 'loyal')",0.65425193,0.9154795,-0.1808407,0.1031297,-0.2839704
15,-0.95906126,-1.2452918,"('boring', 'funny')",0.08496106,0.051728442,-0.4370501,-0.5967817,0.1597316
77,-0.90994704,-0.8364786,"('unmotivated', 'motivated')",-0.8240702,-0.73132694,-0.8670086,-0.7839028,-0.0831058
42,0.8918634,1.0802504,"('unreliable', 'reliable')",-2.880853,-2.7324638,-0.9944948,-0.8261067,-0.1683881
44,0.81930834,0.7858899,"('prejudiced', 'unprejudiced')",-1.6868865,-1.6273357,-0.4337891,-0.4207229,-0.0130662
45,-0.80387425,-0.7423206,"('incompetent', 'competent')",0.035325654,0.14765564,-0.3842743,-0.2973325,-0.0869418
6,-0.7916108,-0.4537095,"('distant', 'open')",-0.39872277,-0.41937107,-0.5951668,-0.4365403,-0.1586265
71,0.73076385,0.9122672,"('diffident', 'self-confident')",0.33823866,0.47652256,0.5345013,0.6943949,-0.1598936
85,-0.7219224,-0.45910183,"('insignificant', 'prestigious')",-0.54188573,-0.81393456,-0.6319041,-0.6365182,0.0046141
52,-0.71732754,-0.86956805,"('irrational', 'rational')",0.04099998,-0.22429277,-0.3381638,-0.5469304,0.2087666
78,-0.6942128,-0.45648122,"('nonresilient', 'resilient')",0.4660439,0.5363519,-0.1140845,0.0399354,-0.1540199
41,-0.69365853,-1.0225197,"('unforgiving', 'forgiving')",-0.21339697,-0.28853175,-0.4535277,-0.6555257,0.201998
19,-0.68027115,-0.56765205,"('inhospitable', 'hospitable')",-0.644541,-0.7489082,-0.6624061,-0.6582801,-0.004126
14,0.6797124,0.44786537,"('antisocial', 'social')",0.1663912,0.2650205,0.4230518,0.3564429,0.0666089
63,-0.65069324,-0.6634901,"('unperceptive', 'insightful')",0.7357892,0.8594948,0.042548,0.0980023,-0.0554543
80,0.63668805,0.7916053,"('dominated', 'dominating')",-0.5849696,-0.3324934,0.0258592,0.2295559,-0.2036967
10,-0.6311215,-0.69904435,"('unsympathetic', 'sympathetic')",-0.49169767,-0.3913585,-0.5614096,-0.5452014,-0.0162082
16,-0.59500974,-0.4642285,"('unpopular', 'popular')",0.2356816,0.10945452,-0.1796641,-0.177387,-0.0022771
74,-0.5941641,-0.4723299,"('undedicated', 'dedicated')",-0.6781389,-0.5901232,-0.6361515,-0.5312265,-0.104925
4,-0.5863898,-0.105575584,"('disliked', 'liked')",-6.2179804,-6.1711745,-3.402185,-3.138375,-0.26381
49,-0.54782945,-0.46103802,"('unable', 'able')",-0.106268555,-0.03677866,-0.327049,-0.2489083,-0.0781407
87,0.54137987,0.49637696,"('unsuccessful', 'successful')",1.0877343,1.2111428,0.8145571,0.8537599,-0.0392028
38,-0.5358254,-0.22840828,"('untruthful', 'truthful')",0.06939006,0.3427764,-0.2332177,0.0571841,-0.2904018
56,0.5335387,0.5597122,"('impractical', 'practical')",-0.12880754,0.1835161,0.2023656,0.3716141,-0.1692485
84,0.5226128,0.26334053,"('inferior', 'superior')",0.914356,0.8963685,0.7184844,0.5798545,0.1386299
43,-0.5201374,-0.3916636,"('irresponsible', 'responsible')",0.1641908,0.24037805,-0.1779733,-0.0756428,-0.1023305
61,-0.5059785,-0.39302382,"('illogical', 'logical')",0.6073119,0.698337,0.0506667,0.1526566,-0.1019899
72,-0.47224808,-0.28424534,"('unambitious', 'ambitious')",-0.6078018,-0.5581598,-0.5400249,-0.4212026,-0.1188223
81,0.44848716,0.014513979,"('submissive', 'aggressive')",-0.22786471,-0.02532044,0.1103112,-0.0054032,0.1157144
17,-0.44520038,-0.51696384,"('nasty', 'nice')",-0.6180829,-0.7562881,-0.5316416,-0.636626,0.1049844
50,0.44360805,0.4919361,"('clumsy', 'skillful')",-0.14806287,-0.23204404,0.1477726,0.129946,0.0178266
37,0.44192654,0.34551296,"('fake', 'genuine')",0.16165036,0.1500676,0.3017884,0.2477903,0.0539981
18,-0.43879795,-0.46931517,"('disagreeable', 'welcoming')",-0.57473123,-0.6940793,-0.5067646,-0.5816972,0.0749326
79,-0.41600978,-0.13007234,"('wavering', 'unwavering')",-0.4734787,-0.50748855,-0.4447442,-0.3187805,-0.1259637
54,-0.399747,-0.12568286,"('incapable', 'capable')",0.5789545,0.61209714,0.0896038,0.2432071,-0.1536033
35,-0.39438492,-0.1471102,"('corrupt', 'incorrupt')",-0.7461914,-0.7960495,-0.5702882,-0.4715798,-0.0987084
64,0.3926043,0.34394524,"('shy', 'confident')",-5.6547165,-5.4898043,-2.6310561,-2.5729296,-0.0581265
47,-0.38456428,-0.6689736,"('stupid', 'smart')",5.012734,4.9206014,2.3140848,2.125814,0.1882708
83,-0.35575983,-0.23521143,"('powerless', 'powerful')",-0.81322926,-0.7490393,-0.5844945,-0.4921254,-0.0923691
68,0.34772348,0.30255267,"('dependent', 'independent')",-0.5220119,-0.4774666,-0.0871442,-0.087457,0.0003128
67,0.3195433,0.17708454,"('doubtful', 'determined')",-0.24994108,-0.21980986,0.0348011,-0.0213627,0.0561638
46,-0.29656312,-0.06324499,"('uncompetitive', 'competitive')",-0.9170033,-0.6521488,-0.6067832,-0.3576969,-0.2490863
24,-0.2690212,-0.2829559,"('dishonest', 'honest')",0.57737267,0.77132285,0.1541757,0.2441835,-0.0900078
70,0.24645123,0.3608756,"('lethargic', 'energetic')",0.08150557,0.21411915,0.1639784,0.2874974,-0.123519
58,-0.23376098,0.10304809,"('undiscriminating', 'discriminating')",0.24504194,0.19152577,0.0056405,0.1472869,-0.1416464
59,0.2317839,0.23647325,"('foolish', 'wise')",0.11667511,-0.0005748365,0.1742295,0.1179492,0.0562803
66,0.21551847,0.33894768,"('inactive', 'active')",0.3701613,0.26837403,0.2928399,0.3036609,-0.010821
12,-0.21550743,-0.05168984,"('unsupportive', 'supportive')",-1.8764571,-1.7845486,-1.0459822,-0.9181193,-0.1278629
29,-0.21496938,-0.33022213,"('unfair', 'fair')",0.027043343,-0.047522344,-0.093963,-0.1888722,0.0949092
3,-0.20732075,-0.21074125,"('repellent', 'pleasant')",0.5895237,0.5664274,0.1911015,0.1778431,0.0132584
40,0.19967358,0.3655072,"('stingy', 'generous')",-1.4704419,-1.5354083,-0.6353842,-0.5849506,-0.0504336
13,0.17485665,-0.17132805,"('impolite', 'polite')",-0.55803895,-0.41330278,-0.1915911,-0.2923154,0.1007243
60,0.17381969,-0.15644543,"('inefficient', 'efficient')",0.22528614,0.31548172,0.1995529,0.0795181,0.1200348
7,-0.16424838,-0.1864225,"('insensitive', 'sensitive')",0.23907739,0.32614833,0.0374145,0.0698629,-0.0324484
11,-0.16298006,-0.4297822,"('unhelpful', 'helpful')",1.675701,1.8700128,0.7563605,0.7201153,0.0362452
30,-0.14514044,-0.22073983,"('intolerant', 'tolerant')",0.89205486,0.93766487,0.3734572,0.3584625,0.0149947
34,-0.14160296,-0.32166243,"('mean', 'honorable')",5.4483705,5.456955,2.6533837,2.5676463,0.0857374
65,-0.13894215,-0.46039036,"('insecure', 'secure')",-0.09320854,0.0056295544,-0.1160753,-0.2273804,0.1113051
5,-0.13727751,0.19136915,"('distant', 'outgoing')",-0.19955961,-0.16597357,-0.1684186,0.0126978,-0.1811164
39,0.11490297,0.1104119,"('exploitative', 'cooperative')",-0.25338602,-0.26150593,-0.0692415,-0.075547,0.0063055
21,0.10542637,-0.25785646,"('immoral', 'moral')",-0.3768988,-0.3312948,-0.1357362,-0.2945756,0.1588394
20,-0.09956579,-0.15496162,"('rough', 'thoughtful')",0.7747514,0.5840574,0.3375928,0.2145479,0.1230449
33,0.08369242,-0.009674848,"('wrong', 'right')",-0.57441354,-0.6534815,-0.2453606,-0.3315782,0.0862176
69,0.0800526,0.24864364,"('lazy', 'industrious')",-0.27245978,-0.46018514,-0.0962036,-0.1057708,0.0095672
55,-0.074203774,-0.44676152,"('incompetent', 'clever')",0.35551065,0.46291223,0.1406534,0.0080754,0.132578
51,0.069998875,-0.15481019,"('uneducated', 'educated')",0.3113538,0.27498505,0.1906763,0.0600874,0.1305889
23,-0.067181125,-0.30056566,"('insincere', 'sincere')",5.3025723,5.3956017,2.6176956,2.547518,0.0701776
2,-0.059618052,0.09656131,"('unlikable', 'likable')",0.6596982,0.63441205,0.3000401,0.3654867,-0.0654466
75,-0.039774768,0.38744795,"('meek', 'impulsive')",-0.8898,-0.8646677,-0.4647874,-0.2386099,-0.2261775
62,-0.020203607,0.2261042,"('incompetent', 'brilliant')",0.72799754,1.0634735,0.353897,0.6447889,-0.2908919
82,0.015860185,0.12921016,"('poor', 'rich')",5.7294316,5.8370247,2.8726459,2.9831173,-0.1104714
22,0.0026664175,-0.06491451,"('untrustworthy', 'trustworthy')",-0.94262415,-0.9654009,-0.4699789,-0.5151577,0.0451788
