,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
74,0.34372377,0.4037517,"('undedicated', 'dedicated')",0.5104608,0.4665053,-0.42143768,-0.2149094,0.144249,0.2184492,-0.0742002
66,0.3436258,0.22583824,"('inactive', 'active')",-0.22331941,-0.04667091,0.3503485,0.5157711,0.156885,0.2316461,-0.0747611
87,-0.34079307,-0.6270556,"('unsuccessful', 'successful')",0.64583415,0.41267705,0.7119319,0.751023,0.338991,0.1788815,0.1601095
28,0.3378546,0.49114573,"('disloyal', 'loyal')",0.11147023,0.24941315,1.2072259,1.3045276,0.5521836,0.6816955,-0.1295119
47,0.33032975,0.14176245,"('stupid', 'smart')",0.54406077,0.3408362,5.4795275,5.56645,2.1179727,2.0163496,0.1016231
24,0.32695973,0.5296579,"('dishonest', 'honest')",0.46006066,0.51146525,0.27970767,0.7354078,0.355576,0.592177,-0.236601
25,-0.31401664,0.11097492,"('egoistic', 'altruistic')",-0.7574167,-0.3189187,0.74944156,1.1148056,-0.1073306,0.3022873,-0.4096179
9,-0.3022235,0.10090315,"('unaffectionate', 'caring')",0.10183418,0.361024,0.6751752,1.1803622,0.158262,0.5474298,-0.3891678
20,-0.2922632,-0.4429227,"('rough', 'thoughtful')",0.57411486,0.6059911,0.87663275,0.82026505,0.3861615,0.3277778,0.0583837
73,-0.2749688,-0.200549,"('helpless', 'self-reliant')",0.21125713,0.26269135,-3.6128173,-3.5215573,-1.2255096,-1.1531383,-0.0723713
67,0.26776892,0.1686735,"('doubtful', 'determined')",0.3307956,0.44111866,-0.5765968,-0.4147372,0.0073226,0.0650183,-0.0576957
41,-0.26348847,-0.13200617,"('unforgiving', 'forgiving')",1.0361645,1.0635256,-0.5593706,-0.04337382,0.0711018,0.2960485,-0.2249467
79,-0.24412006,-0.043101966,"('wavering', 'unwavering')",-0.19527821,0.09397389,-0.937439,-0.6605805,-0.4589458,-0.2032362,-0.2557096
13,0.22229809,-0.16075486,"('impolite', 'polite')",0.73310405,0.54807836,-0.18191814,-0.40190545,0.257828,-0.0048606,0.2626886
38,-0.21913218,-0.23896185,"('untruthful', 'truthful')",0.46196672,0.42245525,-0.71776265,-0.3233846,-0.1583094,-0.0466304,-0.111679
30,0.21113792,0.08109228,"('intolerant', 'tolerant')",1.2581234,1.1348411,0.5914117,0.681367,0.686891,0.6324334,0.0544576
68,0.18125087,-0.06050612,"('dependent', 'independent')",-1.8376359,-1.977936,-1.0436479,-1.2650392,-0.9000109,-1.1011604,0.2011495
61,-0.18058099,-0.4304806,"('illogical', 'logical')",0.57163644,0.405565,0.6299807,0.74199283,0.3403454,0.2390258,0.1013196
15,-0.16106164,0.009477884,"('boring', 'funny')",-0.01475274,0.30771276,-0.75539595,-0.33646938,-0.3104034,-0.0064262,-0.3039772
64,-0.14870721,-0.32839823,"('shy', 'confident')",0.9216053,0.68272144,-6.157033,-6.051453,-1.7947116,-1.8990432,0.1043316
48,0.14551187,-0.14984165,"('unintelligent', 'intelligent')",-0.12366393,-0.23096138,0.5627483,0.4396806,0.1948654,0.0196259,0.1752395
34,-0.14281493,-0.32594055,"('mean', 'honorable')",0.4847985,0.5518274,5.379162,5.4820933,1.9070485,1.9026601,0.0043884
29,-0.12639694,-0.13994813,"('unfair', 'fair')",-0.28129798,-0.2203372,-0.5227467,-0.19400737,-0.3101472,-0.1847642,-0.125383
83,0.11156913,-0.074703634,"('powerless', 'powerful')",0.5609928,0.54646444,-0.64575523,-0.86045665,0.0089356,-0.1295653,0.1385009
59,-0.093767986,0.18350166,"('foolish', 'wise')",0.2527898,0.368373,-0.4966018,0.1818507,-0.1125267,0.2445751,-0.3571018
57,-0.042132623,-0.10559042,"('unimaginative', 'imaginative')",0.6233833,0.58421373,-2.7158704,-2.7995243,-0.7115399,-0.7736336,0.0620937
27,-0.031086281,0.12662563,"('hardhearted', 'softhearted')",0.46550012,0.5166128,0.6823447,0.9296755,0.3722529,0.5243046,-0.1520517
0,-0.01636459,-0.44309506,"('unsociable', 'sociable')",-0.16708519,-0.4700919,0.39833218,-0.039902516,0.0716275,-0.3176965,0.389324
