,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.6932385,-2.2315958,"('hostile', 'amicable')",-1.143766,-0.93959254,-1.2426689,-0.83245486,-1.6932246,-1.3345477,-0.3586769
6,-1.7863005,-1.4169064,"('distant', 'open')",-0.634597,-0.22861089,-1.0427456,-0.4178744,-1.1545477,-0.6877972,-0.4667505
4,-1.7359793,-1.2100207,"('disliked', 'liked')",-0.5964423,-0.40857312,-8.169675,-7.6075735,-3.5006987,-3.0753892,-0.4253095
5,-1.7257549,-1.4157147,"('distant', 'outgoing')",-0.6481942,-0.3936741,-1.3432872,-0.6469003,-1.2390788,-0.8187631,-0.4203157
19,-1.7152965,-1.4368956,"('inhospitable', 'hospitable')",-1.2192726,-0.85313386,-1.1676427,-0.7627677,-1.367404,-1.0175991,-0.3498049
65,1.665813,1.2173588,"('insecure', 'secure')",1.7531972,1.4875277,0.9066078,0.63938934,1.4418726,1.1147586,0.327114
31,-1.6412227,-1.2864057,"('evil', 'good')",-1.0118911,-0.8202357,-1.6733662,-1.1042584,-1.44216,-1.0702999,-0.3718601
85,-1.6207757,-1.078901,"('insignificant', 'prestigious')",-1.4423027,-0.87894255,-1.901664,-0.8481984,-1.6549142,-0.9353473,-0.7195669
14,1.5233146,1.141452,"('antisocial', 'social')",2.1026788,1.9299247,0.2379441,0.16525805,1.2879791,1.0788782,0.2091009
56,1.4600003,1.0839816,"('impractical', 'practical')",1.8133777,1.6795189,0.14224535,0.019735333,1.1385411,0.9277453,0.2107958
69,-1.4070594,-1.3398036,"('lazy', 'industrious')",-0.013178997,0.2274763,-1.7831367,-1.1199113,-1.0677917,-0.7440796,-0.3237121
76,1.3982936,1.0656778,"('anxious', 'daring')",1.1195471,1.0060837,0.6319125,0.16578579,1.0499178,0.7458491,0.3040687
77,-1.3677335,-1.6261909,"('unmotivated', 'motivated')",0.31865442,0.09531972,-0.72626644,-1.0311006,-0.5917819,-0.8539906,0.2622087
70,1.3278788,1.154757,"('lethargic', 'energetic')",0.7620076,0.6580746,0.91608334,0.7603499,1.0019899,0.8577272,0.1442627
1,-1.2869955,-0.8322635,"('unfriendly', 'friendly')",-0.8354517,-0.49580225,0.43087196,1.2304199,-0.5638584,-0.0325486,-0.5313098
12,1.2220296,1.2116342,"('unsupportive', 'supportive')",0.9501207,0.9369309,-2.072604,-1.793263,0.0331821,0.118434,-0.0852519
49,-1.1966887,-1.2812271,"('unable', 'able')",-0.004969973,0.02256649,-0.054036148,-0.37140894,-0.4185649,-0.5433565,0.1247916
35,-1.191688,-0.79166925,"('corrupt', 'incorrupt')",-1.3853377,-1.0390207,-1.413101,-1.0053375,-1.3300422,-0.9453425,-0.3846997
46,1.190327,0.67131305,"('uncompetitive', 'competitive')",0.5767877,0.07888141,-0.16752622,-0.65921974,0.5331962,0.0303249,0.5028713
72,1.183025,1.1964759,"('unambitious', 'ambitious')",1.014615,0.9468219,0.20308931,-0.1591659,0.8002431,0.6613773,0.1388658
7,1.1644537,0.9780933,"('insensitive', 'sensitive')",1.2522361,1.2413436,0.90481514,1.0859023,1.1071684,1.1017798,0.0053886
16,-1.1521758,-0.98577225,"('unpopular', 'popular')",-1.05626,-1.051688,0.020775378,-0.061684705,-0.7292202,-0.699715,-0.0295052
80,1.1397748,0.848951,"('dominated', 'dominating')",0.33193505,-0.033876635,-0.012636274,-0.53589,0.4863578,0.0930614,0.3932964
50,-1.092888,-0.79481316,"('clumsy', 'skillful')",-0.29363754,-0.039213113,0.07044112,0.06729794,-0.4386948,-0.2555761,-0.1831187
60,1.0676236,0.6327362,"('inefficient', 'efficient')",1.0999234,0.7855735,0.8362529,0.38122356,1.0012666,0.5998444,0.4014222
10,1.0651066,0.84641975,"('unsympathetic', 'sympathetic')",0.009088226,-0.20940518,0.66423845,0.14316829,0.5794778,0.2600609,0.3194169
43,1.0468225,0.7230056,"('irresponsible', 'responsible')",1.3230746,1.1259394,0.79096943,0.944286,1.0536222,0.931077,0.1225452
81,1.0247173,0.72098553,"('submissive', 'aggressive')",1.0049694,0.6096234,-0.07297467,-0.5541167,0.6522373,0.2588307,0.3934066
55,1.0116798,0.696227,"('incompetent', 'clever')",0.0018245466,-0.2520857,0.9474852,0.51155674,0.6536632,0.318566,0.3350972
62,0.9767952,0.6241919,"('incompetent', 'brilliant')",1.0784867,0.70815057,0.97135997,0.73730534,1.0088806,0.6898826,0.318998
52,-0.9537275,-0.83843577,"('irrational', 'rational')",-1.0343071,-0.81488526,-0.86786205,-0.45298102,-0.9519656,-0.7021007,-0.2498649
18,0.947204,1.0271885,"('disagreeable', 'welcoming')",-0.48432568,-0.3354793,-0.81353,-0.53772384,-0.1168839,0.0513285,-0.1682124
78,-0.9108026,-1.0537047,"('nonresilient', 'resilient')",0.8158017,0.7496506,0.350404,-0.1317098,0.0851344,-0.1452547,0.2303891
39,0.81180817,0.6854792,"('exploitative', 'cooperative')",1.4486,1.377352,0.13253906,0.57048684,0.7976491,0.8777726,-0.0801235
53,-0.7809374,-0.4039372,"('uncreative', 'creative')",-1.1148478,-0.79527825,0.34534538,0.48997596,-0.5168132,-0.2364132,-0.2804
21,0.7316737,0.18275267,"('immoral', 'moral')",1.208109,0.8829201,0.2979839,-0.29445624,0.7459222,0.2570722,0.48885
82,0.7006752,0.6916184,"('poor', 'rich')",0.07733172,0.121532395,7.033573,6.6809664,2.6038601,2.4980391,0.105821
32,0.6897607,0.78594744,"('unkind', 'kind')",1.2103946,1.2066647,0.76191974,1.0694296,0.8873583,1.0206806,-0.1333223
40,0.65483505,0.88614225,"('stingy', 'generous')",-0.04918405,0.046842054,-2.690841,-2.3907034,-0.6950633,-0.4859064,-0.2091569
88,-0.6510716,-0.486862,"('low', 'eminent')",-1.2350441,-1.0837284,-0.45890057,-0.3117951,-0.7816722,-0.6274619,-0.1542103
26,0.63423926,0.9011921,"('hardhearted', 'benevolent')",1.8916283,2.2345898,0.767669,1.8291465,1.0978455,1.6549762,-0.5571307
42,0.59974587,0.7049628,"('unreliable', 'reliable')",1.2564642,1.3973111,-2.297762,-2.3272538,-0.1471839,-0.0749933,-0.0721906
8,-0.5970475,-0.12044899,"('unaffectionate', 'affectionate')",-0.7578172,-0.39621186,-0.12034957,0.39093283,-0.4917381,-0.0419093,-0.4498288
44,0.58304304,0.42413324,"('prejudiced', 'unprejudiced')",0.13471612,0.016282827,-1.029669,-1.0986453,-0.10397,-0.2194097,0.1154397
22,0.57264036,0.27539176,"('untrustworthy', 'trustworthy')",1.1291516,0.8017515,-0.59855014,-0.52793866,0.3677473,0.1830682,0.1846791
54,-0.56300664,-0.5188093,"('incapable', 'capable')",-0.23049614,-0.055443063,0.491813,0.6741389,-0.1005633,0.0332955,-0.1338588
3,0.5528395,0.3299365,"('repellent', 'pleasant')",0.8299278,0.4765087,1.5843961,1.1722864,0.9890545,0.6595772,0.3294773
63,0.5142368,0.27729848,"('unperceptive', 'insightful')",0.8760365,0.6318831,0.49643525,0.6487775,0.6289029,0.5193197,0.1095832
71,0.50585735,0.74618226,"('diffident', 'self-confident')",0.6865643,0.8576418,0.25040883,0.61959034,0.4809435,0.7411381,-0.2601946
51,-0.50461704,-0.5058176,"('uneducated', 'educated')",-0.6641136,-0.69055617,0.077490285,-0.13772179,-0.3637468,-0.4446985,0.0809517
17,-0.48051253,-0.30808783,"('nasty', 'nice')",0.59659076,0.5539092,-0.65176696,-0.63448244,-0.1785629,-0.1295537,-0.0490092
58,0.4724796,0.31619206,"('undiscriminating', 'discriminating')",-0.013571575,0.0143275075,-0.2198482,0.066839084,0.0796866,0.1324529,-0.0527663
2,0.43524626,0.4440669,"('unlikable', 'likable')",2.105607,2.0576932,0.39131007,0.93431413,0.9773877,1.1453581,-0.1679704
11,0.43070108,0.18996319,"('unhelpful', 'helpful')",0.98024535,0.7465632,1.9317681,2.1391008,1.1142381,1.0252091,0.089029
86,-0.40624306,-0.62468433,"('uninfluential', 'influential')",-0.58454967,-0.63678455,0.12300709,-0.31007466,-0.2892619,-0.5238479,0.234586
45,0.4024705,0.25192964,"('incompetent', 'competent')",0.8404305,0.5982026,0.2963851,0.42627633,0.5130954,0.4254695,0.0876259
37,0.3946931,0.22358958,"('fake', 'genuine')",0.036419816,-0.024218492,-0.039343532,0.14427678,0.1305898,0.1145493,0.0160405
23,0.3805418,0.2077251,"('insincere', 'sincere')",1.7794409,1.5950342,6.4423013,6.3880763,2.8674278,2.7302787,0.1371491
84,0.376652,0.33652243,"('inferior', 'superior')",-0.13148195,0.180664,0.1270363,0.34581217,0.1240688,0.2876662,-0.1635974
75,-0.36823058,-0.07595129,"('meek', 'impulsive')",-0.40150476,-0.317173,-1.0140312,-0.8774224,-0.5945888,-0.4235156,-0.1710732
33,0.36422363,0.41140786,"('wrong', 'right')",0.16392344,0.2976788,-1.1712375,-0.87707376,-0.2143635,-0.0559957,-0.1583678
