,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
62,1.9281452,1.3974975,"('incompetent', 'brilliant')",0.7896215,0.5334519,1.3588834,0.9654747,0.3934087
66,-1.7781483,-1.1017686,"('inactive', 'active')",-0.10938007,0.466415,-0.9437642,-0.3176768,-0.6260874
50,-1.558592,-1.6465815,"('clumsy', 'skillful')",0.10173201,0.13120306,-0.72843,-0.7576892,0.0292592
57,-1.5072385,-1.3020468,"('unimaginative', 'imaginative')",-3.4086134,-3.5140643,-2.457926,-2.4080555,-0.0498705
60,1.4965413,0.82415026,"('inefficient', 'efficient')",0.320152,-0.18110226,0.9083467,0.321524,0.5868227
71,1.4840384,1.6025765,"('diffident', 'self-confident')",0.2866233,0.49860322,0.8853308,1.0505898,-0.165259
44,-1.43154,-1.4794711,"('prejudiced', 'unprejudiced')",-1.8820137,-1.8291446,-1.6567769,-1.6543078,-0.0024691
79,-1.3787681,-0.9470657,"('wavering', 'unwavering')",-0.5305308,-0.27623942,-0.9546494,-0.6116526,-0.3429968
75,-1.3673909,-1.2368551,"('meek', 'impulsive')",-0.949429,-0.8121093,-1.15841,-1.0244823,-0.1339277
16,-1.2926217,-1.1463863,"('unpopular', 'popular')",0.20886393,0.2893987,-0.5418789,-0.4284938,-0.1133851
61,1.2715498,1.2484733,"('illogical', 'logical')",0.39382592,0.51448745,0.8326879,0.8814803,-0.0487924
52,-1.2380085,-0.8282392,"('irrational', 'rational')",-0.30103487,-0.031606812,-0.7695217,-0.429923,-0.3395987
9,1.2154148,1.5674846,"('unaffectionate', 'caring')",1.3282105,1.6563077,1.2718127,1.6118962,-0.3400835
39,1.1838305,0.9460581,"('exploitative', 'cooperative')",-0.07104046,-0.14357632,0.556395,0.4012409,0.1551541
64,-1.091332,-1.3363069,"('shy', 'confident')",-6.628334,-7.257273,-3.859833,-4.2967901,0.4369571
48,1.074494,0.91541326,"('unintelligent', 'intelligent')",0.8046266,0.6902794,0.9395603,0.8028463,0.136714
35,-1.0677003,-0.41123533,"('corrupt', 'incorrupt')",-0.8671046,-0.32513058,-0.9674025,-0.368183,-0.5992195
36,-0.97017926,-0.18801902,"('hostile', 'amicable')",-0.59781414,-0.2527076,-0.7839967,-0.2203633,-0.5636334
56,0.924279,0.59101707,"('impractical', 'practical')",-0.3271786,-0.8083229,0.2985502,-0.1086529,0.4072031
83,0.906739,1.0280267,"('powerless', 'powerful')",-0.90064496,-0.8144087,0.003047,0.106809,-0.103762
72,0.8705763,1.0065727,"('unambitious', 'ambitious')",-0.29004234,-0.32970127,0.290267,0.3384357,-0.0481687
6,-0.8636524,0.25817534,"('distant', 'open')",-0.9358788,-0.22589093,-0.8997656,0.0161422,-0.9159078
23,0.86172473,0.37053907,"('insincere', 'sincere')",6.8480487,6.623432,3.8548868,3.4969857,0.3579011
19,-0.8169145,-0.27675694,"('inhospitable', 'hospitable')",-0.5026869,-0.20656534,-0.6598007,-0.2416611,-0.4181396
42,-0.8161603,-0.74112505,"('unreliable', 'reliable')",-3.6439803,-3.7950895,-2.2300704,-2.2681072,0.0380368
25,0.8037146,1.231792,"('egoistic', 'altruistic')",1.3991579,1.7248712,1.1014363,1.4783316,-0.3768953
63,0.78832054,0.5720618,"('unperceptive', 'insightful')",0.9715371,0.76836336,0.8799288,0.6702126,0.2097162
17,-0.76775885,-0.84325,"('nasty', 'nice')",-0.8105041,-0.72068036,-0.7891315,-0.7819651,-0.0071664
12,0.69586104,0.89009494,"('unsupportive', 'supportive')",-1.6788276,-1.7317785,-0.4914833,-0.4208418,-0.0706415
55,0.6926704,0.37401602,"('incompetent', 'clever')",0.6224308,0.31546855,0.6575506,0.3447423,0.3128083
86,0.6705988,0.9285852,"('uninfluential', 'influential')",0.005082868,-0.108245306,0.3378408,0.4101699,-0.0723291
24,0.66724133,1.0190079,"('dishonest', 'honest')",0.8687599,0.8608014,0.7680006,0.9399047,-0.1719041
30,0.6660658,0.3108689,"('intolerant', 'tolerant')",0.7754441,0.38651997,0.720755,0.3486944,0.3720606
59,-0.6637757,-0.29691172,"('foolish', 'wise')",0.071667776,0.37500852,-0.2960539,0.0390484,-0.3351023
40,-0.66074497,0.23212779,"('stingy', 'generous')",-1.62242,-1.4321586,-1.1415825,-0.6000154,-0.5415671
37,0.6593819,0.9535066,"('fake', 'genuine')",0.37549397,0.68560016,0.5174379,0.8195534,-0.3021155
14,0.6241845,0.2553941,"('antisocial', 'social')",0.056541838,-0.35873032,0.3403632,-0.0516681,0.3920313
33,0.615231,1.2843591,"('wrong', 'right')",-0.81412923,-0.34886017,-0.0994491,0.4677495,-0.5671986
77,0.6031931,0.32402122,"('unmotivated', 'motivated')",-0.95647234,-1.0496955,-0.1766396,-0.3628371,0.1861975
32,0.60031515,0.50053215,"('unkind', 'kind')",0.8583544,0.6690676,0.7293348,0.5847999,0.1445349
31,-0.5667551,0.21325839,"('evil', 'good')",-0.950332,-0.62381417,-0.7585436,-0.2052779,-0.5532657
85,-0.53508717,0.3818376,"('insignificant', 'prestigious')",-0.9330979,-0.21157104,-0.7340925,0.0851333,-0.8192258
80,0.4910993,0.048341222,"('dominated', 'dominating')",-0.42780745,-0.48840764,0.0316459,-0.2200332,0.2516791
69,-0.4793855,-0.049706083,"('lazy', 'industrious')",-1.1558222,-0.7419428,-0.8176038,-0.3958245,-0.4217793
84,0.47093228,0.5290923,"('inferior', 'superior')",0.7079816,0.93675154,0.5894569,0.732922,-0.1434651
47,-0.46510285,-0.29298404,"('stupid', 'smart')",5.2525773,5.600436,2.3937373,2.6537261,-0.2599888
15,-0.45116395,-0.4292819,"('boring', 'funny')",-0.20391805,-0.14164124,-0.327541,-0.2854616,-0.0420794
26,0.44848654,0.79571354,"('hardhearted', 'benevolent')",0.9555103,1.0537616,0.7019984,0.9247376,-0.2227392
41,0.44441617,0.66406476,"('unforgiving', 'forgiving')",-0.23733847,-0.27791822,0.1035388,0.1930733,-0.0895345
4,-0.437666,-0.26970533,"('disliked', 'liked')",-7.0516753,-7.399513,-3.7446706,-3.834609,0.0899384
73,0.43640918,0.41259947,"('helpless', 'self-reliant')",-2.9994404,-3.1964536,-1.2815156,-1.391927,0.1104114
7,0.428829,0.22903338,"('insensitive', 'sensitive')",0.9820033,0.75619334,0.7054161,0.4926134,0.2128027
18,-0.39939612,-0.04251273,"('disagreeable', 'welcoming')",-0.1629702,-0.092370346,-0.2811832,-0.0674415,-0.2137417
21,0.39087248,0.1280083,"('immoral', 'moral')",-0.26668823,-0.6309685,0.0620921,-0.2514801,0.3135722
1,0.34398967,1.0167898,"('unfriendly', 'friendly')",1.43071,1.7823935,0.8873498,1.3995917,-0.5122419
82,-0.33200765,-0.5108621,"('poor', 'rich')",6.8644166,6.785997,3.2662044,3.1375675,0.1286369
70,-0.32481128,-0.36480832,"('lethargic', 'energetic')",0.42682597,0.15393108,0.0510073,-0.1054386,0.1564459
28,-0.31614518,-0.23966642,"('disloyal', 'loyal')",1.2552845,1.186252,0.4695697,0.4732928,-0.0037231
0,-0.31493664,-0.47519615,"('unsociable', 'sociable')",0.028407486,-0.2102102,-0.1432646,-0.3427032,0.1994386
67,-0.3101706,-0.34467432,"('doubtful', 'determined')",-1.0237381,-0.9792899,-0.6669544,-0.6619821,-0.0049723
46,0.30242145,-0.08702588,"('uncompetitive', 'competitive')",-0.78668517,-1.0395774,-0.2421319,-0.5633016,0.3211697
2,0.28791758,0.47143772,"('unlikable', 'likable')",0.1290055,0.16159283,0.2084616,0.3165153,-0.1080537
3,0.28652725,-0.021626912,"('repellent', 'pleasant')",1.3343978,1.1398805,0.8104625,0.5591268,0.2513357
68,0.27602863,0.22417155,"('dependent', 'independent')",-0.26254663,-0.18294913,0.006741,0.0206112,-0.0138702
10,-0.2672258,-0.1139229,"('unsympathetic', 'sympathetic')",-0.47234926,-0.56002337,-0.3697875,-0.3369731,-0.0328144
76,-0.25602672,-0.5374563,"('anxious', 'daring')",-0.2760138,-0.46130756,-0.2660202,-0.4993819,0.2333617
20,0.25292593,0.31233117,"('rough', 'thoughtful')",0.7442931,0.9554087,0.4986095,0.6338699,-0.1352604
53,-0.25002384,0.09742893,"('uncreative', 'creative')",0.39170405,0.45966163,0.0708401,0.2785453,-0.2077052
5,-0.24399036,0.5520874,"('distant', 'outgoing')",-0.65039206,-0.11208945,-0.4471912,0.219999,-0.6671902
13,-0.23567688,-0.7381247,"('impolite', 'polite')",-0.5848969,-0.9793803,-0.4102869,-0.8587525,0.4484656
58,-0.21810876,0.37900093,"('undiscriminating', 'discriminating')",0.09891613,0.236245,-0.0595963,0.307623,-0.3672193
43,0.21242324,0.11662251,"('irresponsible', 'responsible')",0.34048903,0.18473838,0.2764561,0.1506805,0.1257756
87,0.19929117,-0.09112461,"('unsuccessful', 'successful')",1.1140665,1.2442913,0.6566788,0.5765833,0.0800955
29,-0.17774524,0.2806478,"('unfair', 'fair')",-0.52693635,-0.21350491,-0.3523408,0.0335715,-0.3859123
8,-0.16496325,0.43479174,"('unaffectionate', 'affectionate')",0.47617045,1.0072412,0.1556036,0.7210165,-0.5654129
81,0.13024423,-0.6213935,"('submissive', 'aggressive')",-0.49527207,-1.0624526,-0.1825139,-0.841923,0.6594091
34,0.12206634,0.19820917,"('mean', 'honorable')",5.9803,6.07474,3.0511832,3.1364746,-0.0852914
74,-0.09502148,0.1775109,"('undedicated', 'dedicated')",-0.28085595,-0.36205396,-0.1879387,-0.0922715,-0.0956672
27,0.075501435,0.6776559,"('hardhearted', 'softhearted')",1.0925483,1.5755246,0.5840248,1.1265903,-0.5425655
45,-0.070060454,0.10427257,"('incompetent', 'competent')",-0.056844078,-0.10267517,-0.0634523,0.0007987,-0.064251
78,-0.05264764,-0.14458914,"('nonresilient', 'resilient')",0.3494834,0.6214686,0.1484179,0.2384397,-0.0900218
88,0.052338265,-0.01258279,"('low', 'eminent')",-0.1901176,-0.314215,-0.0688897,-0.1633989,0.0945092
22,-0.05150342,0.13236423,"('untrustworthy', 'trustworthy')",-0.7032068,-0.81107754,-0.3773551,-0.3393567,-0.0379984
51,0.043664955,-0.54398024,"('uneducated', 'educated')",0.97815704,0.5182493,0.510911,-0.0128655,0.5237765
49,-0.043660603,-0.1445081,"('unable', 'able')",-0.10256174,0.019301958,-0.0731112,-0.0626031,-0.0105081
38,0.039949514,0.26442286,"('untruthful', 'truthful')",-0.013443213,0.14361387,0.0132532,0.2040184,-0.1907652
54,0.019996867,0.209393,"('incapable', 'capable')",0.7054286,1.0072097,0.3627127,0.6083013,-0.2455886
65,0.017846258,-0.51925665,"('insecure', 'secure')",0.050552458,-0.41258478,0.0341994,-0.4659207,0.5001201
11,0.017814994,-0.51735514,"('unhelpful', 'helpful')",1.9581312,1.6935843,0.9879731,0.5881146,0.3998585
