,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,male-female
45,-2.4303532,-2.0060785,"('incompetent', 'competent')",-0.5069095,-0.2982631,-1.4686313,-1.1521708,-0.3164605
46,-2.2684593,-2.293557,"('uncompetitive', 'competitive')",-1.2039769,-1.2197757,-1.7362181,-1.7566663,0.0204482
10,-2.2480319,-2.3984892,"('unsympathetic', 'sympathetic')",-0.6550855,-0.7140916,-1.4515587,-1.5562904,0.1047317
55,-1.8200533,-2.0429869,"('incompetent', 'clever')",0.30720913,0.14284422,-0.7564221,-0.9500713,0.1936492
85,1.6633149,1.7512714,"('insignificant', 'prestigious')",-0.34612882,0.08611849,0.6585931,0.9186949,-0.2601018
43,-1.6501545,-1.8447908,"('irresponsible', 'responsible')",-0.005992517,-0.12500952,-0.8280735,-0.9849002,0.1568267
57,-1.6095495,-1.4467483,"('unimaginative', 'imaginative')",-3.3109117,-3.0608442,-2.4602306,-2.2537961,-0.2064345
0,-1.5870266,-1.7920439,"('unsociable', 'sociable')",-0.30636784,-0.45087248,-0.9466972,-1.1214582,0.174761
25,1.5137271,1.3708428,"('egoistic', 'altruistic')",1.9412141,1.9220314,1.7274706,1.6464372,0.0810334
70,-1.493208,-1.5498778,"('lethargic', 'energetic')",0.23019528,0.21626262,-0.6315064,-0.6668076,0.0353012
52,1.3556379,1.3806465,"('irrational', 'rational')",0.08473571,0.14575529,0.7201868,0.7632009,-0.0430141
60,-1.3205429,-1.3390877,"('inefficient', 'efficient')",-0.06608648,-0.20625582,-0.6933147,-0.7726718,0.0793571
36,1.2884359,1.1916543,"('hostile', 'amicable')",-0.038539108,-0.058461983,0.6249484,0.5665962,0.0583522
13,-1.283404,-1.0628695,"('impolite', 'polite')",-0.9057015,-0.906052,-1.0945528,-0.9844608,-0.110092
56,-1.2638551,-1.5022353,"('impractical', 'practical')",-0.99365085,-1.1278458,-1.1287529,-1.3150406,0.1862877
