,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,male-female
80,-0.69331086,-0.4989165,"('dominated', 'dominating')",-0.7319169,-0.6460113,-0.4373797,-0.5305949,-0.6208692,-0.5585075,-0.0623617
67,0.68959886,0.7076666,"('doubtful', 'determined')",0.35605657,0.39851776,-0.12744832,-0.013113482,0.3060691,0.364357,-0.0582879
16,-0.67034143,-0.54129314,"('unpopular', 'popular')",-0.21617205,-0.1089658,0.07349629,0.08687965,-0.2710057,-0.1877931,-0.0832126
8,0.63025856,0.52248204,"('unaffectionate', 'affectionate')",-0.016531197,-0.07149924,0.31098428,0.26099375,0.3082372,0.2373255,0.0709117
47,-0.6168975,-0.53317106,"('stupid', 'smart')",-0.22300836,-0.35603777,5.3306665,5.1452336,1.4969203,1.4186749,0.0782454
71,0.5909668,0.57113624,"('diffident', 'self-confident')",0.57009065,0.62763256,0.08049038,0.109428056,0.4138493,0.4360656,-0.0222163
42,-0.5846539,-0.297693,"('unreliable', 'reliable')",-1.8520212,-1.7957406,-3.172565,-2.9976122,-1.8697467,-1.6970153,-0.1727314
24,0.58139116,0.88147926,"('dishonest', 'honest')",-0.41452825,-0.37495404,0.46250966,0.44144312,0.2097909,0.3159895,-0.1061986
66,0.5641539,0.30034238,"('inactive', 'active')",-0.15601982,-0.11762321,0.31072798,0.25332558,0.2396207,0.1453483,0.0942724
32,-0.5437078,-0.06742925,"('unkind', 'kind')",-0.9052228,-0.8283839,0.5131191,0.6264191,-0.3119371,-0.089798,-0.2221391
33,0.5428529,0.29669857,"('wrong', 'right')",0.99443173,1.0389568,-0.6468412,-0.70433176,0.2968145,0.2104412,0.0863733
69,0.5406045,0.12102303,"('lazy', 'industrious')",1.2256145,1.1232387,-0.75375336,-0.7199112,0.3374886,0.1747835,0.1627051
52,0.51834714,0.1648967,"('irrational', 'rational')",-0.039776705,-0.10485649,-0.40637502,-0.56698066,0.0240651,-0.1689802,0.1930453
7,-0.50927365,-0.27643782,"('insensitive', 'sensitive')",-0.9274945,-0.8465268,0.019171622,-0.0039664386,-0.4725322,-0.3756437,-0.0968885
82,-0.5048632,-0.17811842,"('poor', 'rich')",-0.8366145,-0.8316291,5.7453628,5.525129,1.4679616,1.5051271,-0.0371655
61,-0.4963659,-0.5244094,"('illogical', 'logical')",-0.45919424,-0.41116616,-0.35019934,-0.44380942,-0.4352531,-0.459795,0.0245419
19,0.49088678,0.36963135,"('inhospitable', 'hospitable')",0.12113803,0.3035071,-0.39645463,-0.379182,0.0718567,0.0979855,-0.0261288
37,0.4644906,0.6244824,"('fake', 'genuine')",0.13482165,0.11637561,0.37093154,0.4263753,0.3234146,0.3890778,-0.0656632
68,-0.464252,-0.5035413,"('dependent', 'independent')",-1.1619477,-1.2854818,-1.7044114,-1.8192033,-1.1102037,-1.2027421,0.0925384
11,-0.46018744,-0.22273204,"('unhelpful', 'helpful')",-0.49692142,-0.36316746,1.9322667,1.8965561,0.3250526,0.4368856,-0.111833
5,0.45479253,0.32268798,"('distant', 'outgoing')",0.64417493,0.6118181,-0.7126681,-0.6961734,0.1287664,0.0794442,0.0493222
86,-0.45125362,-0.06449736,"('uninfluential', 'influential')",-0.39611796,-0.28949603,-0.7378034,-0.7108776,-0.5283917,-0.354957,-0.1734347
14,-0.44062093,-0.23383576,"('antisocial', 'social')",-0.22744839,-0.12205085,-0.23794879,-0.20222081,-0.302006,-0.1860358,-0.1159702
9,0.43528703,0.5159415,"('unaffectionate', 'caring')",-0.2667796,-0.19054586,0.74363863,0.75890654,0.3040487,0.3614341,-0.0573854
48,-0.43132246,-0.23151065,"('unintelligent', 'intelligent')",0.016631491,0.11536168,-0.2956392,-0.25942835,-0.2367767,-0.1251924,-0.1115843
12,0.42702168,0.650463,"('unsupportive', 'supportive')",-0.4524628,-0.29445127,-2.116604,-2.00415,-0.7140151,-0.5493794,-0.1646357
40,0.3943931,0.73814523,"('stingy', 'generous')",-0.023314372,0.025260128,-2.1354978,-2.0608795,-0.5881397,-0.4324914,-0.1556483
15,0.3933759,0.27090266,"('boring', 'funny')",0.18438354,0.21868862,0.028069474,0.061478972,0.201943,0.1836901,0.0182529
31,-0.39074764,-0.687095,"('evil', 'good')",0.16339888,0.06608686,-1.1446407,-1.1239798,-0.4573298,-0.5816627,0.1243329
2,0.38640732,0.4408133,"('unlikable', 'likable')",0.15701592,0.19825134,0.7083708,0.8053866,0.4172647,0.4814838,-0.0642191
44,-0.37005186,-0.49906585,"('prejudiced', 'unprejudiced')",-0.27685812,-0.34061435,-1.0821719,-1.09737,-0.5763606,-0.6456834,0.0693228
23,-0.3598102,-0.0012938604,"('insincere', 'sincere')",-1.2408823,-1.1470246,5.550425,5.2877307,1.3165775,1.379804,-0.0632265
43,0.30153164,0.6625761,"('irresponsible', 'responsible')",-0.79974484,-0.8072729,0.12511152,0.17084062,-0.1243672,0.0087146,-0.1330818
1,-0.2950929,-0.15742213,"('unfriendly', 'friendly')",0.17557369,0.1632206,1.4486758,1.3916149,0.4430522,0.4658045,-0.0227523
87,-0.2876282,-0.3678509,"('unsuccessful', 'successful')",-0.5463572,-0.4817646,0.15366915,0.039647833,-0.2267721,-0.2699892,0.0432171
88,0.28365406,0.5306866,"('low', 'eminent')",0.011571379,0.016839316,-0.20978196,-0.26164538,0.0284812,0.0952935,-0.0668123
62,-0.28259173,0.032255135,"('incompetent', 'brilliant')",-0.583867,-0.44692436,-0.14922692,-0.09321879,-0.3385619,-0.169296,-0.1692659
17,-0.27472293,-0.33485925,"('nasty', 'nice')",-0.73685884,-0.669141,-0.44086263,-0.5206514,-0.4841481,-0.5082172,0.0240691
6,0.27105978,0.06722592,"('distant', 'open')",0.39549214,0.30116662,-0.3308417,-0.34432104,0.1119034,0.0080238,0.1038796
50,0.24437478,0.3573719,"('clumsy', 'skillful')",-0.55273765,-0.5552825,-0.20324187,-0.21631894,-0.1705349,-0.1380765,-0.0324584
30,-0.19422457,0.11559348,"('intolerant', 'tolerant')",-0.6332923,-0.5742153,0.341193,0.41605955,-0.162108,-0.0141874,-0.1479206
51,-0.19019106,0.26514906,"('uneducated', 'educated')",-0.490502,-0.36168075,0.12945063,0.19051614,-0.1837475,0.0313282,-0.2150757
20,0.18622094,0.25636274,"('rough', 'thoughtful')",-0.055259995,-0.10295033,0.5360163,0.51666546,0.2223257,0.2233593,-0.0010336
83,0.1841422,0.26019856,"('powerless', 'powerful')",0.20638224,0.36546317,-1.5170388,-1.38326,-0.3755048,-0.2525328,-0.122972
27,-0.1717213,-0.41826612,"('hardhearted', 'softhearted')",-0.49026185,-0.6061465,0.8097906,0.7104906,0.0492692,-0.1046407,0.1539099
53,0.17079431,0.2623946,"('uncreative', 'creative')",-0.17047516,-0.0883566,0.18079007,0.1333746,0.0603697,0.1024709,-0.0421012
41,-0.14533691,0.2522116,"('unforgiving', 'forgiving')",-1.3458376,-1.2039989,-0.06029492,-0.019716455,-0.5171564,-0.3238346,-0.1933218
38,-0.1383428,-0.026132781,"('untruthful', 'truthful')",-0.11627634,0.042713895,-0.06450801,0.09242688,-0.1063757,0.036336,-0.1427117
18,0.13208993,0.27708685,"('disagreeable', 'welcoming')",-0.21296434,-0.19831328,-0.9215827,-0.874143,-0.3341524,-0.2651231,-0.0690293
25,-0.10520351,-0.15764847,"('egoistic', 'altruistic')",0.90023637,0.91231686,1.330963,1.3186284,0.7086653,0.6910989,0.0175664
63,-0.10219007,0.17371619,"('unperceptive', 'insightful')",-0.99055666,-0.91118467,0.09068589,0.08745861,-0.3340203,-0.21667,-0.1173503
64,-0.08217263,0.1633513,"('shy', 'confident')",-0.6361476,-0.5307534,-6.312561,-6.038503,-2.3436271,-2.1353017,-0.2083254
36,0.069070294,-0.1564632,"('hostile', 'amicable')",-0.32064542,-0.37638038,-0.56131375,-0.67492294,-0.270963,-0.4025888,0.1316258
76,-0.06778558,0.26505947,"('anxious', 'daring')",-1.2890456,-1.1624827,-0.054911163,-0.057507124,-0.4705808,-0.3183101,-0.1522707
70,-0.0592605,0.41984305,"('lethargic', 'energetic')",-0.95401734,-0.8310447,0.36270273,0.37268588,-0.2168584,-0.0128386,-0.2040198
58,0.03269772,0.13264322,"('undiscriminating', 'discriminating')",-0.2534437,-0.22537501,0.0016981214,-0.13253511,-0.0730159,-0.075089,0.0020731
54,-0.020663142,-0.068273276,"('incapable', 'capable')",-0.7498628,-0.65789306,0.41697168,0.44584116,-0.1178514,-0.0934417,-0.0244097
56,0.010324158,0.2202045,"('impractical', 'practical')",0.33921653,0.4112797,-0.28951705,-0.29865673,0.0200079,0.1109425,-0.0909346
4,-0.009124826,0.10452218,"('disliked', 'liked')",0.19848715,0.30138332,-7.2115207,-6.9373055,-2.3407194,-2.1771332,-0.1635862
