,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
45,-2.1789398,-2.3661168,"('incompetent', 'competent')",-2.0440283,-2.097242,-0.34989443,-0.79361403,-1.5242875,-1.7523243,0.2280368
42,-1.6656767,-2.1811757,"('unreliable', 'reliable')",-1.3949648,-1.797389,-2.656796,-2.9014153,-1.9058126,-2.2933267,0.3875141
10,-1.5908918,-1.9734086,"('unsympathetic', 'sympathetic')",-1.3498445,-1.515836,0.12280758,-0.60414815,-0.9393096,-1.3644641,0.4251545
71,1.5781947,1.544304,"('diffident', 'self-confident')",0.58885604,0.69461465,0.23201671,0.20823765,0.7996892,0.8157188,-0.0160296
37,-1.2509243,-1.0733399,"('fake', 'genuine')",-2.2168312,-1.9930856,-0.8770372,-0.5657056,-1.4482643,-1.2107104,-0.2375539
14,-1.2394897,-1.6236233,"('antisocial', 'social')",-0.29188818,-0.6094199,0.3562245,-0.18657954,-0.3917178,-0.8065409,0.4148231
3,-1.2310458,-1.3738353,"('repellent', 'pleasant')",-0.254123,-0.47751176,1.0382526,0.6561512,-0.1489721,-0.3983986,0.2494265
43,-1.1807297,-1.6308148,"('irresponsible', 'responsible')",-1.8982731,-1.9644507,0.24458838,-0.14680916,-0.9448048,-1.2473582,0.3025534
70,-1.1689469,-1.5565934,"('lethargic', 'energetic')",-0.9227437,-1.1258649,0.6318559,-0.22040692,-0.4866115,-0.9676218,0.4810103
33,1.1317663,1.5925375,"('wrong', 'right')",0.7951007,1.1665312,-0.9762652,-0.29434776,0.3168673,0.8215737,-0.5047064
84,1.0980749,1.0718699,"('inferior', 'superior')",0.5456833,0.7037247,1.1320366,1.2254193,0.925265,1.0003379,-0.0750729
27,-1.0613483,-0.9717672,"('hardhearted', 'softhearted')",-1.616776,-1.3543667,0.09202169,0.28232622,-0.8620342,-0.6812692,-0.180765
25,1.051812,0.94283026,"('egoistic', 'altruistic')",0.92128086,0.90251625,0.59112406,0.88297457,0.854739,0.9094404,-0.0547014
24,-0.96054083,-0.8629049,"('dishonest', 'honest')",-1.5664483,-1.2345328,0.30189675,0.32029846,-0.7416975,-0.5923798,-0.1493177
2,0.90062964,0.45599267,"('unlikable', 'likable')",0.5524835,0.30804718,0.50131565,0.65769887,0.6514762,0.4739129,0.1775633
0,-0.8931943,-1.3278857,"('unsociable', 'sociable')",-0.36059994,-0.64774746,0.076196685,-0.47280484,-0.3925325,-0.816146,0.4236135
83,0.87562025,0.49316603,"('powerless', 'powerful')",0.5824659,0.30190706,-0.31784955,-0.81218374,0.3800789,-0.0057035,0.3857824
60,-0.8720119,-1.3725299,"('inefficient', 'efficient')",-1.1731755,-1.3437834,0.36670646,-0.41810134,-0.5594937,-1.0448049,0.4853112
40,-0.8537114,-0.5245862,"('stingy', 'generous')",-1.0063891,-0.77646816,-2.654545,-1.8769969,-1.5048819,-1.0593504,-0.4455315
64,-0.8401885,-0.8088148,"('shy', 'confident')",-0.8676619,-0.96413755,-5.854276,-5.227275,-2.5207089,-2.333409,-0.1872999
65,-0.790908,-1.3279978,"('insecure', 'secure')",-1.4641919,-1.7198923,0.5201854,-0.5892271,-0.5783048,-1.2123725,0.6340677
49,0.7848216,0.31144524,"('unable', 'able')",0.56314534,0.37200028,-0.0323926,-0.6119445,0.4385248,0.0238337,0.4146911
48,0.7772079,0.6455254,"('unintelligent', 'intelligent')",0.7065308,0.7699313,0.85535663,0.8049866,0.7796985,0.7401477,0.0395508
4,-0.7749572,-0.15155146,"('disliked', 'liked')",-0.12126283,0.0023334627,-7.013038,-5.611039,-2.6364195,-1.9200857,-0.7163338
41,-0.7694334,-0.5511982,"('unforgiving', 'forgiving')",-0.2578462,-0.1475891,-0.42247698,-0.3400626,-0.4832522,-0.3462833,-0.1369689
44,-0.76183826,-1.3376983,"('prejudiced', 'unprejudiced')",-1.0992925,-1.3463173,-1.4102056,-1.5247388,-1.0904454,-1.4029182,0.3124728
17,-0.7477327,-0.72472584,"('nasty', 'nice')",-0.049689572,0.014826801,-0.40089723,-0.37086853,-0.3994399,-0.3602559,-0.039184
13,-0.7461947,-0.77530897,"('impolite', 'polite')",-1.0582687,-0.9668553,-0.3079136,-0.698918,-0.7041256,-0.8136941,0.1095685
15,0.71440417,0.8872302,"('boring', 'funny')",-0.6141887,-0.3936828,-0.48064455,-0.40690395,-0.1268097,0.0288812,-0.1556909
11,0.70554805,0.029518317,"('unhelpful', 'helpful')",0.4069828,-0.10363367,2.5844715,2.096258,1.2323341,0.6740475,0.5582866
54,0.68519,0.34100032,"('incapable', 'capable')",0.6197341,0.53171366,0.7063731,0.69839966,0.6704324,0.5237045,0.1467279
46,-0.6794527,-1.4656739,"('uncompetitive', 'competitive')",-0.13823612,-0.8438385,0.20953937,-0.67701286,-0.2027165,-0.9955084,0.7927919
63,-0.6727496,-0.5582478,"('unperceptive', 'insightful')",-0.86146134,-0.8806524,0.3779599,0.19187923,-0.385417,-0.4156737,0.0302567
21,-0.6654298,-1.1179949,"('immoral', 'moral')",-0.33689696,-0.6546183,0.2335889,-0.96412355,-0.2562459,-0.9122456,0.6559997
50,-0.64487064,-0.67253506,"('clumsy', 'skillful')",-0.13668157,-0.16017856,0.10486843,0.24000736,-0.2255613,-0.1975688,-0.0279925
22,-0.6404489,-0.8349646,"('untrustworthy', 'trustworthy')",-1.0633639,-1.2399497,-0.73219734,-1.1841114,-0.8120034,-1.0863419,0.2743385
53,0.62033325,0.66824746,"('uncreative', 'creative')",-0.020794142,0.18316849,0.21614218,0.40560466,0.2718938,0.4190069,-0.1471131
31,-0.6167717,0.06844886,"('evil', 'good')",-0.27735072,0.102461204,-2.0122957,-1.0164082,-0.968806,-0.2818327,-0.6869733
82,-0.59089863,-1.0309778,"('poor', 'rich')",-0.70750695,-1.1218737,6.5565495,5.471914,1.7527146,1.1063541,0.6463605
9,0.58959144,0.8436191,"('unaffectionate', 'caring')",0.33238465,0.7175929,0.2508576,0.91118956,0.3909446,0.8241339,-0.4331893
75,0.585819,0.6079602,"('meek', 'impulsive')",0.66783524,0.6371679,-0.426521,-0.22894013,0.2757111,0.3387293,-0.0630182
67,0.58391804,0.493758,"('doubtful', 'determined')",0.88311976,0.9513976,-0.1691868,-0.3943416,0.432617,0.3502713,0.0823457
39,0.56939745,0.30630466,"('exploitative', 'cooperative')",-0.06901586,-0.0734479,0.45196912,0.31194657,0.3174502,0.1816011,0.1358491
69,0.5515691,0.89705056,"('lazy', 'industrious')",1.1794406,1.301557,-1.256788,-0.27018803,0.1580739,0.6428065,-0.4847326
36,-0.52218133,-0.01089162,"('hostile', 'amicable')",-0.56530267,-0.30584082,-1.3921832,-0.6822119,-0.8265557,-0.3329814,-0.4935743
62,0.49251243,-0.10602984,"('incompetent', 'brilliant')",-0.3402019,-0.6925005,0.85813814,0.27982813,0.3368162,-0.1729007,0.5097169
77,-0.4774389,-0.8604822,"('unmotivated', 'motivated')",0.54445153,0.21656874,-0.5393377,-1.1788383,-0.1574417,-0.6075839,0.4501422
16,0.4573932,0.27851328,"('unpopular', 'popular')",0.72467506,0.5663748,0.5575485,0.55049646,0.5798723,0.4651282,0.1147441
34,-0.45657623,-0.5247907,"('mean', 'honorable')",-0.63083315,-0.48283806,5.34478,4.463189,1.4191235,1.1518534,0.2672701
74,0.45055997,0.123052925,"('undedicated', 'dedicated')",0.33987105,0.21126175,-0.30328545,-0.32079375,0.1623819,0.004507,0.1578749
57,-0.44811627,-0.6575972,"('unimaginative', 'imaginative')",-0.9985397,-1.1178116,-2.8594363,-2.6419883,-1.4353641,-1.4724657,0.0371016
56,0.44715565,0.014125355,"('impractical', 'practical')",0.6875888,0.5050347,0.18582565,-0.47068393,0.44019,0.0161587,0.4240313
