,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
79,-0.4368958,-0.2681847,"('wavering', 'unwavering')",0.49790227,0.74462974,-0.6504333,-0.34808597,-0.1964756,0.0427864,-0.239262
86,-0.43021137,-0.43738675,"('uninfluential', 'influential')",-0.06740501,-0.053207994,-0.21675844,-0.6310427,-0.2381249,-0.3738792,0.1357543
6,-0.42461923,0.045173235,"('distant', 'open')",-0.94563556,-0.44889164,-1.7735643,-1.0033197,-1.0479397,-0.4690127,-0.578927
30,-0.41181487,-0.7765583,"('intolerant', 'tolerant')",-0.5378898,-0.67300594,0.4386959,0.22197104,-0.1703362,-0.4091977,0.2388615
26,0.41071725,0.7553185,"('hardhearted', 'benevolent')",-0.42793685,-0.10114839,0.50424474,1.3559749,0.1623417,0.6700484,-0.5077067
76,-0.38918853,-1.3225119,"('anxious', 'daring')",-0.5230415,-1.0920167,0.6152045,-0.40365362,-0.0990085,-0.9393941,0.8403856
47,0.3833921,-0.068249345,"('stupid', 'smart')",-0.063185394,-0.2240592,4.931087,3.820454,1.7504312,1.1760484,0.5743828
29,-0.38284892,-0.010252014,"('unfair', 'fair')",-0.51314807,-0.29392725,-0.6693308,-0.3805386,-0.5217759,-0.2282393,-0.2935366
68,-0.3775571,-0.3241039,"('dependent', 'independent')",-0.8310551,-0.7383506,-0.6790422,-0.8573361,-0.6292181,-0.6399302,0.0107121
12,0.36377466,0.21154067,"('unsupportive', 'supportive')",-0.027159818,-0.1043313,-2.0697784,-1.635615,-0.5777212,-0.5094686,-0.0682526
38,-0.34909838,-0.23229696,"('untruthful', 'truthful')",0.045908235,0.07463464,-0.23738173,0.14521208,-0.1801906,-0.0041501,-0.1760405
28,-0.3366632,-0.19108573,"('disloyal', 'loyal')",-0.5221395,-0.30190778,0.85036176,0.65091366,-0.0028136,0.0526401,-0.0554537
23,0.33617842,-0.08648762,"('insincere', 'sincere')",-0.20609812,-0.31043595,5.9584813,4.9159513,2.0295205,1.5063426,0.5231779
80,0.31619608,-0.34888428,"('dominated', 'dominating')",0.14945641,-0.43056712,0.13688268,-0.768025,0.2008451,-0.5158254,0.7166705
66,-0.3111084,-0.42569056,"('inactive', 'active')",-0.13580862,-0.2050919,0.33640373,0.5201241,-0.0368378,-0.0368861,4.83e-05
78,0.3090759,0.14173786,"('nonresilient', 'resilient')",0.98357284,0.6069013,0.72088933,0.33584255,0.6711794,0.3614939,0.3096855
88,0.29570675,0.0036542416,"('low', 'eminent')",0.2764383,0.060595054,-0.5661611,-0.3571358,0.0019946,-0.0976288,0.0996234
72,0.28399116,0.18281905,"('unambitious', 'ambitious')",-0.28631753,-0.078532316,-0.7311356,-0.75418717,-0.2444873,-0.2166335,-0.0278538
51,0.2788851,0.31892526,"('uneducated', 'educated')",1.2244275,1.0042218,1.404988,1.1433531,0.9694335,0.8221668,0.1472667
8,0.26834434,0.6012813,"('unaffectionate', 'affectionate')",-0.34417558,0.10551896,-0.68482566,0.15143442,-0.2535523,0.2860782,-0.5396305
58,-0.26040608,-0.11933907,"('undiscriminating', 'discriminating')",-0.18023576,0.00047076494,-0.004780147,0.086950295,-0.148474,-0.0106393,-0.1378347
32,0.25577205,-0.015211368,"('unkind', 'kind')",-0.29214877,-0.41803735,0.67528474,0.6582059,0.2129693,0.0749857,0.1379836
59,0.25380355,0.5684896,"('foolish', 'wise')",-0.16992092,0.07141512,-1.1193339,-0.3833048,-0.3451504,0.0855333,-0.4306837
52,0.2345362,0.6100348,"('irrational', 'rational')",-0.7579477,-0.40422076,-1.1649559,-0.46945426,-0.5627891,-0.0878801,-0.474909
18,-0.23004998,-0.23980263,"('disagreeable', 'welcoming')",-0.41005558,-0.5152669,-1.0581477,-1.081853,-0.5660844,-0.6123075,0.0462231
85,0.22178975,0.41560352,"('insignificant', 'prestigious')",1.0151964,1.1710336,-1.5639869,-0.34684253,-0.1090002,0.4132649,-0.5222651
55,-0.21271008,-0.96072084,"('incompetent', 'clever')",-0.9146827,-1.3920002,1.1217972,0.15105812,-0.0018652,-0.7338876,0.7320224
35,0.1503862,0.4201447,"('corrupt', 'incorrupt')",0.50233483,0.90409136,-1.7379059,-0.86059505,-0.3617283,0.154547,-0.5162753
1,-0.14835066,0.7755068,"('unfriendly', 'friendly')",-0.6459694,0.106931,-0.15962867,0.9244327,-0.3179829,0.6022902,-0.9202731
7,-0.14620048,-0.1675479,"('insensitive', 'sensitive')",-0.96576506,-0.90548176,0.5266115,0.1358881,-0.195118,-0.3123805,0.1172625
19,-0.14477104,0.1425955,"('inhospitable', 'hospitable')",-0.29811347,0.007951833,-0.6080928,-0.43408078,-0.3503257,-0.0945112,-0.2558145
5,-0.10787081,0.35215032,"('distant', 'outgoing')",-0.2368401,0.12106177,-1.539374,-0.78148645,-0.6280283,-0.1027581,-0.5252702
87,0.10693421,-0.7045348,"('unsuccessful', 'successful')",0.95081824,0.39502653,1.437184,1.1784402,0.8316455,0.289644,0.5420015
73,0.10506545,0.20383465,"('helpless', 'self-reliant')",-0.689985,-0.5574558,-3.6772757,-3.0631819,-1.4207317,-1.1389343,-0.2817974
61,-0.06446089,-0.015339119,"('illogical', 'logical')",-0.4654084,-0.38819885,0.72009003,0.56891286,0.0634069,0.055125,0.0082819
81,-0.060299903,-0.90729946,"('submissive', 'aggressive')",0.94777334,0.34055418,0.49257496,-0.48231286,0.4600161,-0.3496861,0.8097022
20,-0.02107529,-0.33117083,"('rough', 'thoughtful')",0.43691167,0.22525397,0.8651573,0.83478504,0.4269979,0.2429561,0.1840418
